epoch,train_mse,validation_mse,gradient_norm_max,learning_rate,elapsed_seconds
51,0.0013782036257907748,0.004312709905207157,0.15300117433071136,0.001,0.3590393380727619
52,0.0021120142191648483,0.005548304412513971,0.22405719757080078,0.001,0.3654843701515347
53,0.0027796325739473104,0.006264283787459135,0.27011364698410034,0.001,0.3721938291564584
54,0.0032404165249317884,0.006320962216705084,0.3001582622528076,0.001,0.3785960210952908
55,0.0034003998152911663,0.0057420567609369755,0.31093883514404297,0.001,0.3852730100043118
56,0.0031702411361038685,0.0046964967623353004,0.30229780077934265,0.001,0.39210366597399116
57,0.002696797251701355,0.003426700597628951,0.27878278493881226,0.001,0.39851315203122795
58,0.0019821650348603725,0.002189132384955883,0.23596163094043732,0.001,0.4052753502037376
59,0.0012761028483510017,0.001181390485726297,0.18262465298175812,0.001,0.41212168615311384
60,0.0007058086339384317,0.0005087782046757638,0.1270155906677246,0.001,0.4185865460895002
61,0.00033202761551365256,0.00018757098587229848,0.07193141430616379,0.001,0.4263281731400639
62,0.0001713541423669085,0.00016580394003540277,0.017011942341923714,0.001,0.43416803516447544
63,0.00019699511176440865,0.0003495869168546051,0.030427366495132446,0.001,0.4416408680845052
64,0.00035005787503905594,0.0006323344423435628,0.07143354415893555,0.001,0.4483714571688324
65,0.000572893419303,0.0009157039457932115,0.1056692972779274,0.001,0.4552242250647396
66,0.0007785703637637198,0.0011265849461778998,0.1290876269340515,0.001,0.46170483413152397
67,0.0009183798101730645,0.001224364503286779,0.1415729820728302,0.001,0.4684322769753635
68,0.0009729485609568655,0.00120040203910321,0.14546780288219452,0.001,0.475268314126879
69,0.0009832660434767604,0.0010666442103683949,0.14810991287231445,0.001,0.48173720110207796
70,0.0008603287278674543,0.0008610677323304117,0.13567408919334412,0.001,0.4884690521284938
71,0.0007064525852911174,0.0006283222464844584,0.12003974616527557,0.001,0.49531342508271337
72,0.000547944160643965,0.0004122109094168991,0.10148657113313675,0.001,0.5017631861846894
73,0.00038932455936446786,0.00024958697031252086,0.07781854271888733,0.001,0.5085000870749354
74,0.0002553911181166768,0.00016347644850611687,0.049035631120204926,0.001,0.515289937146008
75,0.00018269444990437478,0.0001574184134369716,0.022260528057813644,0.001,0.5228029950521886
76,0.00016055612650234252,0.00021781442046631128,0.010399073362350464,0.001,0.5305780251510441
77,0.00018017789989244193,0.00031890880200080574,0.030545545741915703,0.001,0.5374372149817646
78,0.0002273713325848803,0.00042931429925374687,0.05086581036448479,0.001,0.5438988090027124
79,0.0002804251271300018,0.0005200630403123796,0.06605016440153122,0.001,0.5506290071643889
80,0.00031483310158364475,0.0005707959644496441,0.07551997154951096,0.001,0.5574849410913885
81,0.0003341243718750775,0.0005724179209209979,0.08069591969251633,0.001,0.5644116580951959
82,0.0003202855004929006,0.0005292277201078832,0.0778404027223587,0.001,0.5708631430752575
83,0.00028514640871435404,0.00045268781832419336,0.07318805903196335,0.001,0.5775777010712773
84,0.0002299320767633617,0.0003603372897487134,0.06164931505918503,0.001,0.5844548051245511
85,0.00017833893070928752,0.0002685240178834647,0.048193737864494324,0.001,0.5909804292023182
86,0.00013073650188744068,0.00018973198893945664,0.03254031762480736,0.001,0.5977142441552132
87,0.00010488624684512615,0.00013031643175054342,0.017597997561097145,0.001,0.604575548088178
88,9.226307884091511e-05,9.146609954768792e-05,0.0026972568593919277,0.001,0.6125093060545623
89,9.415188105776906e-05,6.974666757741943e-05,0.012787832878530025,0.001,0.6200513290241361
90,0.00010727956396294758,5.966635580989532e-05,0.023539820685982704,0.001,0.6278038360178471
91,0.00012350034376140684,5.5847551266197115e-05,0.03295581042766571,0.001,0.6356658900622278
92,0.0001396148290950805,5.432593388832174e-05,0.039909884333610535,0.001,0.6435821850318462
93,0.0001457082253182307,5.340913776308298e-05,0.0423731729388237,0.001,0.6511108321137726
94,0.00014558293332811445,5.36842635483481e-05,0.04264889657497406,0.001,0.6588386541698128
95,0.00013499948545359075,5.725759547203779e-05,0.03932292014360428,0.001,0.6657073120586574
96,0.0001194745855173096,6.657491030637175e-05,0.033306099474430084,0.001,0.672637035138905
97,0.00010387748625362292,8.348400297109038e-05,0.027116229757666588,0.001,0.6791664361953735
98,9.021672303788364e-05,0.00010848343663383275,0.019923774525523186,0.001,0.6859145471826196
99,7.936192560009658e-05,0.00014011647726874799,0.011514679528772831,0.001,0.692776553099975
100,7.439851469825953e-05,0.00017533067148178816,0.0043882220052182674,0.001,0.6997049530036747
101,7.298260607058182e-05,0.00020998813852202147,0.005990383680909872,0.001,0.7062471080571413
102,7.274129166034982e-05,0.00024015507369767874,0.01103035919368267,0.001,0.7130028440151364
103,7.830996764823794e-05,0.0002617094723973423,0.017018118873238564,0.001,0.7198511941824108
104,8.26521500130184e-05,0.000271678640274331,0.02180238999426365,0.001,0.7267858060076833
105,8.248468657257035e-05,0.00026983729912899435,0.022881027311086655,0.001,0.7337797291111201
106,8.064969733823091e-05,0.00025733603979460895,0.023011568933725357,0.001,0.7407560790888965
107,7.59338799980469e-05,0.0002368623245274648,0.020955301821231842,0.001,0.7472929041832685
108,7.071827712934464e-05,0.00021170095715206116,0.017785437405109406,0.001,0.7540690680034459
109,6.423263403121382e-05,0.00018513129907660186,0.013512792065739632,0.001,0.7609922990668565
110,6.03897133260034e-05,0.00015957377036102116,0.00967656634747982,0.001,0.7679037570487708
111,5.634337867377326e-05,0.00013702370051760226,0.004877838771790266,0.001,0.7748719730880111
112,5.505886656465009e-05,0.0001183345666504465,0.001651750528253615,0.001,0.7818631601985544
113,5.399253132054582e-05,0.00010411681432742625,0.0042035989463329315,0.001,0.7888861279934645
114,5.405236879596487e-05,9.429269994143397e-05,0.007721255999058485,0.001,0.7958358591422439
115,5.54401267436333e-05,8.85386616573669e-05,0.010397913865745068,0.001,0.80289067607373
116,5.6594413763377815e-05,8.643235923955217e-05,0.011873429641127586,0.001,0.8099155381787568
117,5.477324521052651e-05,8.74945180839859e-05,0.011819196864962578,0.001,0.8169285971671343
118,5.504792352439836e-05,9.186413808492944e-05,0.012936629354953766,0.001,0.823935414198786
119,5.289494583848864e-05,9.904140461003408e-05,0.010745713487267494,0.001,0.8309726091101766
120,5.159059219295159e-05,0.00010870832920772955,0.008964953012764454,0.001,0.8380050240084529
121,4.869966141995974e-05,0.00012039754074066877,0.006845132447779179,0.001,0.8450029750820249
122,4.7361365432152525e-05,0.00013356951239984483,0.004839245229959488,0.001,0.8520041219890118
123,4.561030800687149e-05,0.00014705699868500233,0.0018307112623006105,0.001,0.8590223810169846
