horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
100,ok,,16,34,135.59498885113817,89.39278111763306,135.59498885113817,89.39278111763306,13.009461468722755,22.00412283530628,0.6764705882352942,285.56545808978217
120,ok,,16,34,127.02852527085916,91.1964528579615,127.02852527085916,91.1964528579615,13.559440549436891,8.660042729334942,0.6764705882352942,237.77364446225212
140,ok,,16,34,171.95700653594318,109.74017033836664,171.95700653594318,109.74017033836664,16.380796852234802,11.311049528517685,0.5294117647058824,182.75321033557861
160,ok,,16,34,177.37240552703443,110.70069821149688,177.37240552703443,110.70069821149688,17.014705805059958,22.054027459176694,0.47058823529411764,172.59004005521797
180,ok,,16,34,176.09581620208937,109.55521403981794,176.09581620208937,109.55521403981794,17.71624735652981,18.817802916257477,0.4411764705882353,160.37078214803688
200,ok,,16,34,175.0862063781972,107.88447790201359,175.0862063781972,107.88447790201359,18.176304443437363,24.341363036560953,0.4411764705882353,157.81219603719128
220,ok,,16,34,174.69148840970018,109.3699929799948,174.69148840970018,109.3699929799948,19.74903223690774,20.714829569416448,0.47058823529411764,158.86305060457317
240,ok,,16,34,179.54512188982892,108.73808275301981,179.54512188982892,108.73808275301981,20.37065163386138,24.027127553174232,0.4411764705882353,156.8505659789092
260,ok,,16,34,178.7862624381515,108.63444722679239,178.7862624381515,108.63444722679239,21.654889377043297,26.304030786937208,0.4411764705882353,155.94606583280046
280,ok,,16,34,174.86772735118785,107.10061048200701,174.86772735118785,107.10061048200701,22.659562853815526,22.106659368672894,0.4411764705882353,158.5863837718261
300,ok,,16,34,169.1332404406923,105.10397289668134,169.1332404406923,105.10397289668134,24.665422345740325,19.573992546250008,0.4117647058823529,153.6167221547378
