step,loss,nll,kl,consistency_loss,consistency_weight,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
1,2.9322218894958496,2.9322142601013184,0.03796329349279404,0.0,0.0,0.0002,,True,100,"MATR_b3c34,MATR_b4c20,MATR_b3c4,MATR_b2c31,MATR_b4c39,MATR_b2c18,MATR_b1c25,MATR_b1c26,MATR_b2c43,MATR_b4c24,MATR_b4c1,MATR_b4c26,MATR_b3c27,MATR_b3c13,MATR_b2c28","MATR_b3c25,MATR_b1c31,MATR_b1c4,MATR_b1c3,MATR_b2c0,MATR_b1c37,MATR_b1c30,MATR_b2c17",299.0,1705.0,,0.15681109810248017
2,1.054075002670288,1.0540685653686523,0.016006456688046455,0.0,0.0,0.0004,1.016606330871582,False,240,"MATR_b4c14,MATR_b4c2,MATR_b1c3,MATR_b3c10,MATR_b3c6,MATR_b4c7,MATR_b4c22,MATR_b2c11,MATR_b1c27,MATR_b3c4,MATR_b2c13,MATR_b3c34,MATR_b2c44","MATR_b3c1,MATR_b1c42,MATR_b4c41,MATR_b3c35,MATR_b2c28,MATR_b1c15,MATR_b3c9,MATR_b1c35",508.0,1091.0,,0.29823254281654954
3,2.1566295623779297,2.156622886657715,0.0111261997371912,0.0,0.0,0.0006,6.176771640777588,False,240,"MATR_b4c8,MATR_b3c18,MATR_b1c3,MATR_b1c5,MATR_b4c7,MATR_b2c45,MATR_b2c27,MATR_b4c28,MATR_b4c17,MATR_b3c28,MATR_b4c42,MATR_b3c36,MATR_b3c6,MATR_b4c2,MATR_b2c32","MATR_b3c15,MATR_b1c36,MATR_b3c9,MATR_b4c19,MATR_b4c6,MATR_b3c4,MATR_b2c12,MATR_b1c4",456.0,1705.0,,0.43420569179579616
4,4.165378093719482,4.165286064147949,0.11499090492725372,0.0,0.0,0.0008,,True,280,"MATR_b2c0,MATR_b1c17,MATR_b4c26,MATR_b2c44,MATR_b2c19,MATR_b1c32,MATR_b3c8,MATR_b4c20,MATR_b4c42,MATR_b3c29,MATR_b1c29","MATR_b1c37,MATR_b3c26,MATR_b3c38,MATR_b4c0,MATR_b1c19,MATR_b1c6,MATR_b1c30,MATR_b1c0",633.0,1932.0,,0.5466386168263853
5,1.197067379951477,1.1970429420471191,0.02442924864590168,0.0,0.0,0.001,4.765087604522705,False,100,"MATR_b1c16,MATR_b3c13,MATR_b1c32,MATR_b2c47,MATR_b4c39,MATR_b2c27,MATR_b1c38,MATR_b3c35,MATR_b2c38,MATR_b3c18,MATR_b1c5,MATR_b1c15,MATR_b3c15,MATR_b2c17","MATR_b1c37,MATR_b2c14,MATR_b4c15,MATR_b3c29,MATR_b1c6,MATR_b1c33,MATR_b1c40,MATR_b2c13",482.0,964.0,,0.6212290436960757
6,1.268470287322998,1.2683968544006348,0.06121516972780228,0.0,0.0,0.0012,5.297882080078125,False,180,"MATR_b4c22,MATR_b2c18,MATR_b1c19,MATR_b1c33,MATR_b1c26,MATR_b2c12,MATR_b3c33,MATR_b1c40,MATR_b3c18","MATR_b1c30,MATR_b1c35,MATR_b4c31,MATR_b4c34,MATR_b1c15,MATR_b2c19,MATR_b3c21,MATR_b2c44",455.0,891.0,,0.6773683116771281
7,1.1195652484893799,1.1195402145385742,0.017855776473879814,0.0,0.0,0.0014,1.6746306419372559,False,100,"MATR_b3c29,MATR_b1c33,MATR_b2c38,MATR_b3c24,MATR_b4c41,MATR_b2c13,MATR_b4c26,MATR_b3c25,MATR_b1c26","MATR_b2c45,MATR_b1c40,MATR_b3c1,MATR_b4c6,MATR_b1c35,MATR_b3c21,MATR_b2c44,MATR_b4c40",455.0,1061.0,,0.7170194089412689
8,0.9517083764076233,0.9516744613647461,0.021190296858549118,0.0,0.0,0.0016,1.268389344215393,False,200,"MATR_b2c14,MATR_b4c39,MATR_b1c43,MATR_b2c11,MATR_b4c1,MATR_b1c17,MATR_b3c28,MATR_b1c15,MATR_b2c31,MATR_b2c0,MATR_b4c30,MATR_b3c24","MATR_b3c14,MATR_b1c6,MATR_b3c1,MATR_b3c36,MATR_b4c43,MATR_b4c40,MATR_b2c17,MATR_b1c32",493.0,1061.0,,0.7778611266985536
9,1.6040117740631104,1.6039695739746094,0.02347073331475258,0.0,0.0,0.0018,2.828179121017456,False,280,"MATR_b1c25,MATR_b2c18,MATR_b1c34,MATR_b2c45,MATR_b4c31,MATR_b4c30,MATR_b4c42,MATR_b3c24,MATR_b1c37,MATR_b1c16,MATR_b2c31,MATR_b4c19","MATR_b2c27,MATR_b1c41,MATR_b1c29,MATR_b1c15,MATR_b2c0,MATR_b3c33,MATR_b1c19,MATR_b1c38",299.0,1282.0,,0.8373596780002117
10,1.84483802318573,1.8447988033294678,0.019595084711909294,0.0,0.0,0.002,3.287092685699463,False,200,"MATR_b4c34,MATR_b1c38,MATR_b1c17,MATR_b3c35,MATR_b1c24,MATR_b2c17,MATR_b2c31,MATR_b1c43","MATR_b3c16,MATR_b4c41,MATR_b3c40,MATR_b3c27,MATR_b2c19,MATR_b1c33,MATR_b2c20,MATR_b4c19",460.0,1635.0,,0.8942455449141562
11,0.93366539478302,0.9336526393890381,0.00578493345528841,0.0,0.0,0.0022,1.2441335916519165,False,180,"MATR_b1c40,MATR_b2c45,MATR_b1c27,MATR_b4c41,MATR_b2c20,MATR_b4c17,MATR_b4c39,MATR_b3c14,MATR_b3c6,MATR_b1c29,MATR_b4c34,MATR_b3c16","MATR_b4c44,MATR_b1c37,MATR_b4c43,MATR_b3c22,MATR_b3c24,MATR_b2c39,MATR_b1c30,MATR_b1c32",458.0,1000.0,,0.9472924899309874
