step,loss,nll,kl,consistency_loss,consistency_weight,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
1,0.8523855209350586,0.8523818254470825,0.018039830029010773,0.0003082375624217093,0.0001,0.0002,1.523705244064331,False,100->120,"MATR_b1c41,MATR_b3c22,MATR_b1c43,MATR_b4c39,MATR_b2c45,MATR_b3c40,MATR_b1c24,MATR_b4c23,MATR_b4c37,MATR_b2c29,MATR_b3c0,MATR_b3c38,MATR_b2c46,MATR_b2c28","MATR_b3c5,MATR_b4c20,MATR_b1c26,MATR_b4c28,MATR_b1c33,MATR_b2c44,MATR_b3c8,MATR_b2c39",455.0,868.0,,0.18093949370086193
2,2.1480343341827393,2.1480281352996826,0.015506526455283165,3.974477294832468e-06,0.0002,0.0004,inf,True,280->300,"MATR_b1c40,MATR_b4c35,MATR_b4c4,MATR_b1c36,MATR_b4c0,MATR_b2c5,MATR_b3c5,MATR_b3c34,MATR_b3c40,MATR_b3c38,MATR_b2c29,MATR_b2c25","MATR_b2c36,MATR_b2c26,MATR_b2c38,MATR_b3c35,MATR_b4c30,MATR_b1c17,MATR_b3c16,MATR_b2c42",464.0,1635.0,,0.36206782096996903
3,0.9286330938339233,0.9286206960678101,0.020564250648021698,0.0001945348922163248,0.00030000000000000003,0.0006,0.9945561289787292,False,100->120,"MATR_b4c0,MATR_b1c44,MATR_b2c31,MATR_b1c9,MATR_b4c5,MATR_b3c44,MATR_b1c0,MATR_b3c34,MATR_b3c28,MATR_b4c2","MATR_b2c27,MATR_b4c22,MATR_b4c8,MATR_b3c41,MATR_b3c22,MATR_b2c13,MATR_b1c36,MATR_b4c19",467.0,1000.0,,0.49351591570302844
4,1.0445690155029297,1.044564962387085,0.005044820252805948,2.2433698177337646e-05,0.0004,0.0008,0.6242486238479614,False,180->200,"MATR_b3c11,MATR_b2c25,MATR_b2c10,MATR_b2c43,MATR_b2c36,MATR_b3c10,MATR_b3c27,MATR_b2c47,MATR_b2c45,MATR_b1c15,MATR_b4c38,MATR_b3c41,MATR_b4c26,MATR_b1c45,MATR_b1c16","MATR_b2c14,MATR_b1c26,MATR_b4c43,MATR_b4c44,MATR_b4c25,MATR_b4c40,MATR_b1c23,MATR_b2c35",453.0,1012.0,,0.67166070593521
5,3.217197895050049,3.217156171798706,0.04179268702864647,0.000180169939994812,0.0005,0.001,inf,True,120->140,"MATR_b2c45,MATR_b4c24,MATR_b1c38,MATR_b3c27,MATR_b1c40,MATR_b3c39,MATR_b2c46,MATR_b3c26","MATR_b3c38,MATR_b2c4,MATR_b2c32,MATR_b2c44,MATR_b4c30,MATR_b4c4,MATR_b3c34,MATR_b2c36",443.0,1932.0,,0.7594969877973199
6,1.269277811050415,1.2692573070526123,0.017043648287653923,1.3773329555988312e-05,0.0006000000000000001,0.0012,3.2948458194732666,False,220->240,"MATR_b2c36,MATR_b3c34,MATR_b3c39,MATR_b4c28,MATR_b1c28,MATR_b2c39,MATR_b1c45,MATR_b4c26,MATR_b3c40,MATR_b3c41,MATR_b2c0,MATR_b2c42","MATR_b1c9,MATR_b1c24,MATR_b3c8,MATR_b4c23,MATR_b4c35,MATR_b2c11,MATR_b1c33,MATR_b3c28",476.0,1081.0,,0.8581206677481532
7,1.273728847503662,1.2736186981201172,0.07872574031352997,1.6540288925170898e-06,0.0007000000000000001,0.0014,2.8033299446105957,False,220->240,"MATR_b4c43,MATR_b3c27,MATR_b4c40,MATR_b2c29,MATR_b4c8,MATR_b1c36,MATR_b3c35,MATR_b3c40","MATR_b1c29,MATR_b1c41,MATR_b1c16,MATR_b2c42,MATR_b2c20,MATR_b4c2,MATR_b3c19,MATR_b1c40",465.0,1152.0,,0.9474168359301984
8,1.1623027324676514,1.1622381210327148,0.04033822938799858,2.421438694000244e-06,0.0008,0.0016,1.3042525053024292,False,240->260,"MATR_b2c43,MATR_b4c4,MATR_b2c35,MATR_b2c39,MATR_b2c10,MATR_b2c6,MATR_b2c26,MATR_b1c38","MATR_b4c19,MATR_b3c12,MATR_b2c42,MATR_b1c24,MATR_b3c22,MATR_b4c27,MATR_b2c13,MATR_b3c11",465.0,1015.0,,1.0376420677639544
9,0.8587632179260254,0.8587436676025391,0.010871544480323792,4.707835614681244e-06,0.0009,0.0018,0.7160947322845459,False,220->240,"MATR_b1c9,MATR_b4c24,MATR_b3c27,MATR_b4c33,MATR_b1c29,MATR_b3c11,MATR_b3c39,MATR_b2c0,MATR_b1c7,MATR_b4c31,MATR_b1c45,MATR_b1c16,MATR_b3c10,MATR_b2c18","MATR_b3c26,MATR_b4c8,MATR_b2c20,MATR_b3c12,MATR_b4c22,MATR_b2c29,MATR_b1c36,MATR_b3c13",497.0,1025.0,,1.1533834729343653
10,0.8531196117401123,0.8531049489974976,0.007367534562945366,2.485699951648712e-06,0.001,0.002,1.3817801475524902,False,280->300,"MATR_b1c31,MATR_b4c41,MATR_b3c35,MATR_b4c44,MATR_b1c45,MATR_b4c22,MATR_b2c26,MATR_b2c32,MATR_b2c46","MATR_b2c42,MATR_b4c16,MATR_b4c13,MATR_b4c2,MATR_b2c20,MATR_b1c15,MATR_b1c26,MATR_b2c38",464.0,909.0,,1.2585167847573757
