horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
60,ok,,8,34,289.83506068682317,206.094094824209,289.83506068682317,206.094094824209,36.05037028613294,138.28442521115852,0.7058823529411765,496.02699543551415
80,ok,,8,34,278.9122899407996,186.18707902359475,278.9122899407996,186.18707902359475,37.866522799511834,138.11759242971846,0.6764705882352942,423.21533585165724
100,ok,,8,34,278.35095377935386,167.84288701657374,278.35095377935386,167.84288701657374,42.53514290569247,121.41243980288003,0.6764705882352942,344.2443133422304
120,ok,,8,34,263.33861114405806,146.99629301659692,263.33861114405806,146.99629301659692,61.52228935531524,104.24163264530831,0.7647058823529411,295.8671915313277
140,ok,,8,34,191.01252023223418,110.72427235062776,191.01252023223418,110.72427235062776,201.8289955996301,46.72879581850613,0.7058823529411765,265.72286431912113
160,ok,,8,33,153.03456997477488,93.20128783162282,153.03456997477488,93.20128783162282,14.210193385841297,24.68594790994909,0.7575757575757576,256.11102078573094
180,ok,,8,33,162.88886841201418,97.16289313794746,162.88886841201418,97.16289313794746,14.518702781000384,53.585208143021404,0.7878787878787878,249.60400881251945
200,ok,,8,33,93.60195873374299,66.92946388143945,93.60195873374299,66.92946388143945,11.033018423771091,19.88495577340348,0.7878787878787878,224.43095244961518
220,ok,,8,33,125.38131183956017,85.8058934602034,125.38131183956017,85.8058934602034,13.983328000090003,50.62815339302105,0.7272727272727273,233.8641963879655
240,ok,,8,33,94.93865637177127,69.29578654993966,94.93865637177127,69.29578654993966,12.083390477980457,16.35736368555809,0.7575757575757576,208.45678599597304
260,ok,,8,33,89.7225355637508,61.86617691907885,89.7225355637508,61.86617691907885,11.554124842354298,7.370716793928827,0.7272727272727273,193.1188778591335
280,ok,,8,33,94.66783284173542,63.649990219655706,94.66783284173542,63.649990219655706,12.34493001590371,14.682473496780387,0.696969696969697,189.858452831842
300,ok,,8,33,71.52733084295002,44.894800805899884,71.52733084295002,44.894800805899884,10.159804242820709,-20.54061109229484,0.7272727272727273,155.34806588135513
320,ok,,8,33,73.37251567415247,48.93503669366998,73.37251567415247,48.93503669366998,11.113763464996405,-5.271525523143127,0.7575757575757576,148.73678271515857
340,ok,,8,33,76.78305913688182,51.69359687866441,76.78305913688182,51.69359687866441,12.36016455533881,-7.811563725111365,0.7575757575757576,143.66240327077745
360,ok,,8,33,74.0278082629328,47.723004107366705,74.0278082629328,47.723004107366705,12.164288192148359,-1.3719390105901814,0.7272727272727273,142.37949032186594
380,ok,,8,33,70.6118952013158,39.96860299892696,70.6118952013158,39.96860299892696,12.229038048402796,-18.11511373707606,0.7272727272727273,134.82098555047673
400,ok,,8,33,72.9037368671951,43.234221017263835,72.9037368671951,43.234221017263835,15.410622793824782,-6.4230864340784946,0.7272727272727273,135.05252107196767
420,ok,,8,33,74.21507785400846,39.30835074625395,74.21507785400846,39.30835074625395,19.257653448594663,-20.865922218824064,0.696969696969697,127.6743969411075
440,ok,,8,32,69.46769933282314,37.281527303746614,69.46769933282314,37.281527303746614,53.201466260232756,-4.808400983591119,0.75,130.9022957712505
460,ok,,8,29,71.55754705244915,40.67387292785687,71.55754705244915,40.67387292785687,19.30806083315158,-4.6526262927942446,0.7931034482758621,137.36126315109092
480,ok,,8,27,74.68993496553965,43.825478072841676,74.68993496553965,43.825478072841676,32.202013593289266,-8.004840783136306,0.7777777777777778,138.76058121861286
500,ok,,8,24,81.28984834042403,50.00596799431448,81.28984834042403,50.00596799431448,30.38361008993919,2.8781524378753667,0.7916666666666666,146.41709463929826
520,ok,,8,23,85.1431176993653,53.2359859715223,85.1431176993653,53.2359859715223,39.44816867184784,10.223833777549546,0.782608695652174,148.9678147965649
540,ok,,8,20,95.18628643260774,65.30716994849999,95.18628643260774,65.30716994849999,23.87402899320766,26.160950475908198,0.7,167.02700174866132
560,ok,,8,18,94.71184483179213,60.795848855124696,94.71184483179213,60.795848855124696,12.862260188046527,-34.27499573366209,0.8333333333333334,157.88203022174503
580,ok,,8,18,90.561397829796,55.8441655765502,90.561397829796,55.8441655765502,12.444745710496601,-17.149715123762462,0.8333333333333334,155.6219533027528
600,ok,,8,18,89.85158262945419,55.466156068618915,89.85158262945419,55.466156068618915,14.83784274066085,13.732662663363207,0.7777777777777778,167.46244165340622
