fast_step,mae,rmse,r2,r2_nan_reason,max_absolute_error,final_cycle_absolute_error,pre_eol_mae,post_eol_mae,prediction_point_count,true_eol_cycle,predicted_eol_cycle_discrete,predicted_eol_cycle_interpolated,true_rul,predicted_rul,signed_rul_error,absolute_rul_error,relative_absolute_rul_error,crossing_found,adaptation_mode
1,0.17878449760636975,0.22589947887850775,-5.467210720094875,,0.4670172971270269,0.45477925722481316,0.06514995708195612,0.28919209377512056,972,579,343.0,342.797924773022,479.0,243.0,-236.0,236.0,0.49269311064718163,True,fast_1
3,0.1297392209992301,0.1645360962908371,-2.4309068897561157,,0.36809607331635064,0.36809607331635064,0.049808300971720065,0.20740029745597918,972,579,376.0,375.29944376611036,479.0,276.0,-203.0,203.0,0.42379958246346555,True,fast_3
5,0.06395730522291479,0.07798495853287664,0.22925938583706795,,0.18236895320631918,0.1801313955056817,0.030380097553882768,0.09658100192365786,972,579,436.0,435.78066712049,479.0,336.0,-143.0,143.0,0.2985386221294363,True,fast_5
10,0.012504784158860097,0.015111473602950768,0.9710598893478902,,0.03781477922348153,0.03228996212600166,0.009996078559565596,0.014942248625517433,972,579,558.0,557.6739941118742,479.0,458.0,-21.0,21.0,0.04384133611691023,True,fast_10
