epoch,optimizer_step,train_recursive_mse,validation_recursive_mse,gradient_norm_max,learning_rate,elapsed_seconds
1,2,0.9372985395072382,0.8258501291275024,2.6446330547332764,0.001,0.2830453070346266
2,4,0.858651316241373,0.7508332133293152,2.551628351211548,0.001,0.32593683805316687
3,6,0.7820185673199123,0.6767565608024597,2.472353458404541,0.001,0.36554939509369433
4,8,0.7062349334547792,0.6020694375038147,2.4103145599365234,0.001,0.4028891730122268
5,10,0.626848070134845,0.5252751111984253,2.351980686187744,0.001,0.4424722450785339
6,12,0.5468707449074033,0.4448672831058502,2.3041024208068848,0.001,0.48206168808974326
7,14,0.4631539833319338,0.3595470190048218,2.256317377090454,0.001,0.5244056440424174
8,16,0.37446280110485947,0.26854103803634644,2.200282335281372,0.001,0.5645157829858363
9,18,0.2761454089910169,0.17267808318138123,2.101398229598999,0.001,0.6065188790671527
10,20,0.1742553694904605,0.07839574664831161,1.9237650632858276,0.001,0.6477096430025995
11,22,0.07554815768535379,0.010274813510477543,1.5227504968643188,0.001,0.6875731809996068
12,24,0.010348935868543914,0.02968594990670681,0.5117874145507812,0.001,0.7286204460542649
13,26,0.045779374481143456,0.07515271008014679,2.4936859607696533,0.001,0.7688803460914642
14,28,0.07845794224663626,0.040252070873975754,2.6644375324249268,0.001,0.8090219139121473
15,30,0.03448472383632502,0.006437344942241907,1.6392194032669067,0.001,0.8490601389203221
16,32,0.0047464048960010365,0.00032994276261888444,0.45894742012023926,0.001,0.8904248690232635
17,34,0.003936617931681155,0.006114856339991093,0.47614580392837524,0.001,0.93214903306216
18,36,0.012859055236913264,0.011415108107030392,0.7189601063728333,0.001,0.9722866129595786
19,38,0.01946386863725095,0.012207877822220325,0.7792279124259949,0.001,1.0122990601230413
20,40,0.020338837288414374,0.009007958695292473,0.7973577380180359,0.001,1.0512337959371507
21,42,0.01617315577113223,0.004355703480541706,0.7228416800498962,0.001,1.0886241989210248
22,44,0.009544999040427464,0.0013085772516205907,0.5548885464668274,0.001,1.1284722979180515
23,46,0.0040455865166798425,0.0019018972525373101,0.32997849583625793,0.001,1.168683066032827
24,48,0.0016913021236799562,0.005505422595888376,0.05172138288617134,0.001,1.2087438020389527
25,50,0.0028605125505547922,0.00887936633080244,0.29230231046676636,0.001,1.2488263100385666
26,52,0.005028248038378698,0.008991861715912819,0.43506017327308655,0.001,1.2879558319691569
27,54,0.00541629483171774,0.006183687597513199,0.4415828287601471,0.001,1.3279796689748764
28,56,0.0038625309705038707,0.002886193571612239,0.3713606894016266,0.001,1.3680372200906277
29,58,0.002011661202653423,0.0008561693248338997,0.20900662243366241,0.001,1.4075422759633511
30,60,0.0011845827024375513,0.0002355617325520143,0.04623641073703766,0.001,1.4472457629162818
31,62,0.0014238492929806957,0.0003336652589496225,0.13282105326652527,0.001,1.4911955071147531
32,64,0.0020035746642918903,0.0004586278519127518,0.1767338663339615,0.001,1.5303600339684635
33,66,0.0022981529625109103,0.0003485117922537029,0.225722074508667,0.001,1.5704527411144227
34,68,0.0020941832583600984,0.000159371571498923,0.19803661108016968,0.001,1.6076602209359407
35,70,0.001582253207172609,0.00019615008204709738,0.144650399684906,0.001,1.6487547550350428
36,72,0.0011286511589718477,0.0006174968439154327,0.07259119302034378,0.001,1.6885609850287437
37,74,0.000995606317441274,0.0012695585610345006,0.04866395890712738,0.001,1.7287414059974253
38,76,0.001100680219448655,0.0017977666575461626,0.07645275443792343,0.001,1.7688637780956924
39,78,0.0012497125408808183,0.0019260572735220194,0.127491757273674,0.001,1.807872944045812
40,80,0.0012427294667724732,0.0016441555926576257,0.11463458091020584,0.001,1.8483674139715731
41,82,0.0011129713213495628,0.0012074990663677454,0.08755453675985336,0.001,1.8889807460363954
42,84,0.000978429344721445,0.0007884498918429017,0.05833480879664421,0.001,1.9280528200324625
43,86,0.0009331749502755112,0.00048340987996198237,0.01565622165799141,0.001,1.9675538579467684
44,88,0.00096291701623999,0.00032661232398822904,0.04901673272252083,0.001,2.0055658959317952
45,90,0.0010096610087202862,0.0002772620355244726,0.06984873116016388,0.001,2.044711146969348
46,92,0.001010803590934647,0.00031274353386834264,0.0705866888165474,0.001,2.085265598958358
47,94,0.0009591818443990219,0.00043273746268823743,0.0685415118932724,0.001,2.125510551035404
48,96,0.0009084692267548879,0.0006139738252386451,0.03888901695609093,0.001,2.1646800879389048
49,98,0.0008804069495707591,0.0007806987850926816,0.014132368378341198,0.001,2.2038803920149803
50,100,0.000887292386802603,0.000879224797245115,0.0255589596927166,0.001,2.2447476701345295
51,102,0.0008986897777273803,0.0008734893053770065,0.04992260783910751,0.001,2.286062607076019
52,104,0.0008904047090784187,0.0007763417670503259,0.042126793414354324,0.001,2.325155701022595
53,106,0.000868073967884109,0.0006421896978281438,0.031030915677547455,0.001,2.365202902117744
54,108,0.0008531096405379144,0.0005288285901769996,0.0048174187541007996,0.001,2.405158512061462
55,110,0.0008500639910668229,0.0004697754920925945,0.038682542741298676,0.001,2.4451257130131125
56,112,0.000851891073398292,0.00047013876610435545,0.05646858364343643,0.001,2.4851572250481695
57,114,0.0008448835033510777,0.0005228242953307927,0.023884812369942665,0.001,2.5256358950864524
58,116,0.0008325295097672062,0.0005929423496127129,0.020323533564805984,0.001,2.5661816811189055
59,118,0.0008216083342562388,0.0006507020443677902,0.009497380815446377,0.001,2.605797464028001
60,120,0.0008134791268149238,0.000693516805768013,0.020513635128736496,0.001,2.646342338062823
61,122,0.0008107487646007433,0.0007191247423179448,0.019427353516221046,0.001,2.686405167914927
62,124,0.0008055278114993655,0.0007100811344571412,0.014347088523209095,0.001,2.7267510790843517
63,126,0.0007999285752921884,0.000681523815728724,0.01747811771929264,0.001,2.764847605023533
64,128,0.0007927074201723349,0.0006333228666335344,0.008607517927885056,0.001,2.804051456041634
65,130,0.0007861705534300131,0.0005942019633948803,0.0303078331053257,0.001,2.8448065840639174
66,132,0.0007814985904967873,0.0005573145463131368,0.03633243590593338,0.001,2.8839425179176033
67,134,0.0007775801398991784,0.0005168610950931907,0.011138861067593098,0.001,2.9239060329273343
68,136,0.0007749252690885016,0.0005088345496915281,0.01426537986844778,0.001,2.964147256920114
69,138,0.000771217866593683,0.0005204105982556939,0.018552519381046295,0.001,3.003484398126602
70,140,0.0007643880792012986,0.0005450878525152802,0.029873032122850418,0.001,3.0442868750542402
71,142,0.0007578035025589192,0.0005950728082098067,0.02517850510776043,0.001,3.0847168429754674
72,144,0.000751876274950484,0.0006561721675097942,0.016999591141939163,0.001,3.1253585789818317
73,146,0.0007492160286070614,0.0007011663983576,0.008157397620379925,0.001,3.165888654999435
74,148,0.0007478078210140988,0.0007002094062045217,0.024807116016745567,0.001,3.205418135970831
75,150,0.0007415187172665367,0.0006559470784850419,0.013785886578261852,0.001,3.2445076329167932
76,152,0.0007337434582973689,0.0006012410158291459,0.005144862923771143,0.001,3.2846279910299927
77,154,0.0007282571007624339,0.0005541552091017365,0.009549709968268871,0.001,3.3239777360577136
78,156,0.0007257564637118868,0.0005219985032454133,0.011406664736568928,0.001,3.3629476490896195
79,158,0.0007239052800379127,0.0005237942677922547,0.03590858355164528,0.001,3.403331419918686
80,160,0.0007197645089818943,0.0005597341223619878,0.015683140605688095,0.001,3.443141476949677
81,162,0.0007128129430672248,0.0005999283166602254,0.012565595097839832,0.001,3.483500784030184
82,164,0.0007090881752469901,0.0006318985251709819,0.011523493565618992,0.001,3.5240251489449292
83,166,0.0007052594050359794,0.0006398954428732395,0.009196343831717968,0.001,3.5643065590411425
84,168,0.0007020162639526438,0.0006331523763947189,0.00857263058423996,0.001,3.6036021220497787
85,170,0.0006966612012017978,0.0006188377155922353,0.02459549717605114,0.001,3.6443134180735797
86,172,0.0006930531692968186,0.0006056372076272964,0.014847100712358952,0.001,3.683717885054648
87,174,0.0006884025434270439,0.0005819829530082643,0.0028308730106800795,0.001,3.723513445118442
88,176,0.0006842044583588833,0.0005577937117777765,0.01770278997719288,0.001,3.7625421269331127
89,178,0.0006803394376968558,0.000537197629455477,0.01325635053217411,0.001,3.802716297097504
90,180,0.0006779812950172308,0.0005399556248448789,0.011712996289134026,0.001,3.843019427964464
91,182,0.0006740793528859032,0.0005624165059998631,0.010404899716377258,0.001,3.882821399020031
92,184,0.0006684350902715674,0.000595640332903713,0.02058992348611355,0.001,3.9229549129959196
93,186,0.0006644125271675507,0.0006317872903309762,0.005080670118331909,0.001,3.9634048889856786
94,188,0.0006604935565692243,0.0006549340905621648,0.0191684290766716,0.001,4.004046693909913
95,190,0.0006585594495247071,0.0006522858166135848,0.025414563715457916,0.001,4.044093393953517
96,192,0.000653878626473693,0.0006161108030937612,0.0068632797338068485,0.001,4.08342116791755
97,194,0.0006480730861295353,0.0005701945046894252,0.015606063418090343,0.001,4.122448147041723
98,196,0.0006447782225338035,0.0005350516294129193,0.02932540886104107,0.001,4.162502312101424
99,198,0.0006417101750126745,0.0005360929062590003,0.011635019443929195,0.001,4.202396386070177
100,200,0.0006378978129334105,0.0005526114837266505,0.008793637156486511,0.001,4.242475968087092
101,202,0.0006340398147401601,0.0005786351975984871,0.0086366580799222,0.001,4.283434447133914
102,204,0.0006302335343805887,0.0005991270300000906,0.003598099807277322,0.001,4.322601167950779
103,206,0.0006271375373228382,0.000610114075243473,0.004864910617470741,0.001,4.362798762042075
104,208,0.0006247396548639665,0.0006029386422596872,0.015228300355374813,0.001,4.401084813056514
105,210,0.0006214124069847918,0.000568677787669003,0.02816627360880375,0.001,4.4410910869482905
106,212,0.0006186928047100082,0.0005285295774228871,0.006008320953696966,0.001,4.481285624904558
107,214,0.0006171940949110349,0.0005213175318203866,0.018394924700260162,0.001,4.52197828493081
108,216,0.0006153988850592559,0.0005312266875989735,0.01799739897251129,0.001,4.560042090015486
109,218,0.0006109916713918394,0.0005465440335683525,0.02110503613948822,0.001,4.600219496060163
110,220,0.0006076250011816067,0.0005798839847557247,0.008326633833348751,0.001,4.640624667983502
111,222,0.0006035768802633621,0.0006056686397641897,0.009769151918590069,0.001,4.681400234112516
112,224,0.0006017968965916455,0.0006024104077368975,0.03319557011127472,0.001,4.718589870957658
113,226,0.0005977838983555926,0.0005715838633477688,0.012861983850598335,0.001,4.75860051298514
114,228,0.0005947260547479426,0.0005636587156914175,0.02856392413377762,0.001,4.7986616510897875
115,230,0.0005920089984919045,0.000563285721000284,0.023906826972961426,0.001,4.837842930108309
116,232,0.0005880761889208851,0.0005517112440429628,0.018791738897562027,0.001,4.878622383112088
117,234,0.0005854834381364215,0.0005594929098151624,0.008393130265176296,0.001,4.918230121023953
118,236,0.0005826691882432471,0.0005657384172081947,0.017105724662542343,0.001,4.955956563120708
119,238,0.0005791265150175512,0.0005658636800944805,0.01242532953619957,0.001,4.9968349321279675
120,240,0.0005767261301450243,0.0005695683648809791,0.012189744971692562,0.001,5.036218479974195
121,242,0.0005734740238661784,0.0005722207715734839,0.025424297899007797,0.001,5.076186763122678
122,244,0.0005702983078847439,0.0005973418592475355,0.0181905347853899,0.001,5.116219117073342
123,246,0.000568371284224426,0.0006192494183778763,0.0037263762205839157,0.001,5.156154247932136
124,248,0.0005660539505398343,0.000615423487033695,0.004797543864697218,0.001,5.195611043134704
125,250,0.0005631876768451479,0.0005794060998596251,0.031953368335962296,0.001,5.232482914114371
126,252,0.0005596478544087208,0.0005281197954900563,0.008797314949333668,0.001,5.273359769955277
127,254,0.0005588050198386117,0.0005158821004442871,0.03793440759181976,0.001,5.313596527092159
128,256,0.0005559268555621605,0.000541561865247786,0.010214443318545818,0.001,5.352756985928863
129,258,0.0005516638838493743,0.0005680876784026623,0.012304766103625298,0.001,5.392773210071027
130,260,0.0005497040197951719,0.0005880190874449909,0.012997410260140896,0.001,5.431782776955515
131,262,0.0005470698977729579,0.0005853500333614647,0.004907207563519478,0.001,5.471232729032636
132,264,0.0005442828645755071,0.0005744044901803136,0.004549927078187466,0.001,5.511880215024576
133,266,0.0005416583853568941,0.0005649804952554405,0.001954089617356658,0.001,5.551956190029159
134,268,0.0005390432623474375,0.0005573353846557438,0.00802529789507389,0.001,5.5921966140158474
135,270,0.0005371310654953947,0.0005373001913540065,0.023807786405086517,0.001,5.631426814012229
136,272,0.0005345335302346156,0.0004928851849399507,0.02061830461025238,0.001,5.671367957023904
137,274,0.0005342454871608908,0.00045984089956618845,0.012708916328847408,0.001,5.710543344030157
138,276,0.0005346863455606236,0.0004521693044807762,0.018873900175094604,0.001,5.748443843098357
139,278,0.0005332042358221068,0.0004686374159064144,0.01666981726884842,0.001,5.787510777125135
140,280,0.0005298613456794049,0.0005065642180852592,0.016114262863993645,0.001,5.826488936087117
141,282,0.0005247802691146602,0.0005532488576136529,0.02124570682644844,0.001,5.866667903959751
142,284,0.0005213187542549464,0.0006112505798228085,0.021037742495536804,0.001,5.906779105076566
143,286,0.0005214581385223914,0.0006550165708176792,0.008305499330163002,0.001,5.946800678037107
144,288,0.0005220275681909421,0.0006414877134375274,0.023081889376044273,0.001,5.9867786900140345
145,290,0.0005181024081657252,0.0005844291299581528,0.0119558684527874,0.001,6.027814995031804
146,292,0.0005126544352122759,0.0005281867343001068,0.012012968771159649,0.001,6.06897492101416
147,294,0.0005104726487129656,0.0004729540669359267,0.016726672649383545,0.001,6.106380251934752
148,296,0.0005119470653558501,0.00045018899254500866,0.019104769453406334,0.001,6.1464316309429705
149,298,0.0005107767856385135,0.0004892728175036609,0.027946799993515015,0.001,6.187056956114247
150,300,0.000506384784207109,0.000555183447431773,0.01766176149249077,0.001,6.225667996099219
151,302,0.0005004470129486297,0.0006019750726409256,0.022675560787320137,0.001,6.268406881019473
152,304,0.0005012697826472665,0.0006285074050538242,0.024340175092220306,0.001,6.307756555033848
153,306,0.0004990631073994763,0.0006058184080757201,0.010943020693957806,0.001,6.348567015957087
154,308,0.0004955545268152307,0.0005505686858668923,0.03465649485588074,0.001,6.38754007499665
155,310,0.0004920310195302591,0.00048051952035166323,0.007835241965949535,0.001,6.427704876987264
156,312,0.0004936635348759075,0.0004590637981891632,0.021537916734814644,0.001,6.4677877051290125
157,314,0.0004918545594603218,0.0004961878294125199,0.01751117780804634,0.001,6.507269426016137
158,316,0.0004868633953483828,0.000550673168618232,0.011280398815870285,0.001,6.547922112047672
159,318,0.0004835576919066614,0.0005785803659819067,0.011704948730766773,0.001,6.587983208941296
160,320,0.0004817169634706364,0.0005639856099151075,0.020168542861938477,0.001,6.627906128065661
161,322,0.000479539929543949,0.0005317513132467866,0.014111353084445,0.001,6.668033169116825
162,324,0.0004769453632054391,0.0005122666480019689,0.014084010384976864,0.001,6.706413656938821
163,326,0.0004752963340931124,0.0005058593233115971,0.03368157520890236,0.001,6.746318791992962
