step,loss,nll,kl,consistency_loss,consistency_weight,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
1,2.1299784183502197,2.129976749420166,0.008118714205920696,0.0,0.0,0.0002,,True,140,"MATR_b2c41,MATR_b1c26,MATR_b2c14,MATR_b1c15,MATR_b3c27,MATR_b2c45,MATR_b3c8,MATR_b2c31,MATR_b1c40,MATR_b1c5,MATR_b1c44,MATR_b2c13,MATR_b1c20,MATR_b2c23","MATR_b4c41,MATR_b3c31,MATR_b1c7,MATR_b4c38,MATR_b1c0,MATR_b2c40,MATR_b4c28,MATR_b1c38",498.0,1858.0,,0.15631373319774866
2,4.364616394042969,4.364604473114014,0.030057890340685844,0.0,0.0,0.0004,,True,220,"MATR_b1c27,MATR_b2c24,MATR_b2c26,MATR_b3c36,MATR_b3c25,MATR_b1c30,MATR_b4c25,MATR_b3c12,MATR_b1c32,MATR_b1c9,MATR_b2c13,MATR_b1c28","MATR_b4c41,MATR_b1c20,MATR_b4c4,MATR_b3c27,MATR_b1c0,MATR_b2c14,MATR_b1c40,MATR_b1c1",484.0,2154.0,,0.26600791281089187
3,0.9233651161193848,0.9233611226081848,0.006691033020615578,0.0,0.0,0.0006,1.4496684074401855,False,100,"MATR_b2c26,MATR_b1c27,MATR_b1c24,MATR_b3c17,MATR_b4c29,MATR_b2c19,MATR_b1c0,MATR_b3c25,MATR_b3c4,MATR_b2c40,MATR_b2c13,MATR_b4c28,MATR_b3c41","MATR_b4c37,MATR_b1c44,MATR_b4c15,MATR_b4c3,MATR_b2c20,MATR_b3c14,MATR_b3c1,MATR_b2c31",491.0,1061.0,,0.36181070003658533
4,1.408308982849121,1.4082974195480347,0.01448095217347145,0.0,0.0,0.0008,1.9787781238555908,False,240,"MATR_b2c24,MATR_b1c32,MATR_b2c21,MATR_b2c11,MATR_b1c15,MATR_b1c9,MATR_b1c20,MATR_b3c44","MATR_b2c33,MATR_b2c41,MATR_b1c14,MATR_b1c18,MATR_b3c21,MATR_b1c3,MATR_b1c5,MATR_b3c5",428.0,1431.0,,0.4497197298333049
5,0.8786185383796692,0.8786081671714783,0.010376757010817528,0.0,0.0,0.001,1.556760549545288,False,120,"MATR_b2c24,MATR_b4c28,MATR_b2c22,MATR_b2c40,MATR_b1c37,MATR_b2c30,MATR_b4c9,MATR_b1c32,MATR_b4c15,MATR_b3c21,MATR_b2c33,MATR_b2c3","MATR_b3c8,MATR_b3c27,MATR_b2c37,MATR_b3c12,MATR_b2c25,MATR_b3c24,MATR_b3c40,MATR_b1c21",460.0,930.0,,0.5347299198620021
6,1.1706146001815796,1.1706044673919678,0.008434169925749302,0.0,0.0,0.0012,5.056650161743164,False,220,"MATR_b3c33,MATR_b4c21,MATR_b3c0,MATR_b2c21,MATR_b2c46,MATR_b4c37,MATR_b4c40,MATR_b4c9,MATR_b4c3,MATR_b2c10,MATR_b2c37,MATR_b1c23,MATR_b3c4,MATR_b4c34,MATR_b2c5","MATR_b2c35,MATR_b2c11,MATR_b3c14,MATR_b2c13,MATR_b1c39,MATR_b4c42,MATR_b2c43,MATR_b2c2",437.0,856.0,,0.6565723470412195
7,0.7452914714813232,0.7452372312545776,0.03873158618807793,0.0,0.0,0.0014,1.8165695667266846,False,220,"MATR_b4c11,MATR_b2c30,MATR_b3c15,MATR_b4c12,MATR_b2c21,MATR_b1c7,MATR_b4c34,MATR_b1c44,MATR_b2c20,MATR_b1c35","MATR_b4c42,MATR_b4c39,MATR_b1c14,MATR_b4c9,MATR_b3c12,MATR_b4c3,MATR_b1c30,MATR_b3c40",442.0,930.0,,0.7217072639614344
8,3.3439416885375977,3.3438730239868164,0.042911846190690994,0.0,0.0,0.0016,12.949353218078613,False,160,"MATR_b2c24,MATR_b2c5,MATR_b1c23,MATR_b1c3,MATR_b1c26,MATR_b1c32,MATR_b4c15,MATR_b1c11,MATR_b1c18","MATR_b4c42,MATR_b3c15,MATR_b1c1,MATR_b3c17,MATR_b1c15,MATR_b4c39,MATR_b2c43,MATR_b4c11",461.0,2154.0,,0.7594563700258732
9,3.3609063625335693,3.360801935195923,0.057956792414188385,0.0,0.0,0.0018,11.930264472961426,False,200,"MATR_b3c41,MATR_b3c39,MATR_b1c1,MATR_b3c21,MATR_b2c24,MATR_b4c42,MATR_b2c46,MATR_b4c36,MATR_b4c32,MATR_b1c21","MATR_b1c20,MATR_b3c24,MATR_b1c2,MATR_b1c9,MATR_b2c40,MATR_b1c45,MATR_b4c34,MATR_b2c22",498.0,2237.0,,0.8240182138979435
10,1.5551297664642334,1.5551013946533203,0.014164496213197708,0.0,0.0,0.002,2.496392011642456,False,140,"MATR_b4c26,MATR_b1c42,MATR_b4c15,MATR_b2c10,MATR_b4c40,MATR_b1c28,MATR_b3c0,MATR_b2c26,MATR_b2c19,MATR_b2c22,MATR_b1c25,MATR_b1c4","MATR_b1c21,MATR_b3c20,MATR_b2c37,MATR_b2c33,MATR_b2c14,MATR_b3c39,MATR_b1c3,MATR_b3c5",477.0,1431.0,,0.8848579949699342
