cell_id,current_cycle,cycle_alpha,beta,q_cut,q_end,forecast_points,current_soh_absolute_error,interval_coverage,soh_mae,soh_rmse
MATR_b1c2,1565,0.7,0.5,0.7056248181818181,0.9262140909090908,671,0.00852876901626587,1.0,0.011781270297913189,0.012380481290495004
MATR_b1c30,213,0.3,0.25,0.33607119999999996,0.9776395454545453,495,0.0033933520317077637,0.997979797979798,0.013529189186866837,0.026849286147838904
MATR_b1c30,213,0.3,0.5,0.7476449545454544,0.9776395454545453,495,0.00337141752243042,1.0,0.013517957745176373,0.02683453125816884
MATR_b1c30,354,0.5,0.25,0.3316862727272727,0.9696120909090907,354,0.0013962388038635254,1.0,0.01147037576147392,0.020753051304171623
MATR_b1c30,354,0.5,0.5,0.7376375545454545,0.9696120909090907,354,0.0014586448669433594,1.0,0.011744658657386478,0.021154581059531236
MATR_b1c30,495,0.7,0.25,0.32536127272727267,0.9540143636363636,213,0.0005005598068237305,0.40375586854460094,0.029969743719683008,0.03972407832237701
MATR_b1c30,495,0.7,0.5,0.725810309090909,0.9540143636363636,213,0.000552058219909668,0.40375586854460094,0.030208891826056537,0.04004514312653603
MATR_b1c34,223,0.3,0.25,0.3261398727272727,0.9767521818181818,518,0.0018421411514282227,1.0,0.009745947642676158,0.013039248651811984
MATR_b1c34,223,0.3,0.5,0.7265543909090909,0.9767521818181818,518,0.0018938779830932617,1.0,0.00944659424564553,0.012693417699873444
MATR_b1c34,371,0.5,0.25,0.3211080454545454,0.9692387272727272,370,0.0009254813194274902,1.0,0.006032685009208886,0.009957909553839269
MATR_b1c34,371,0.5,0.5,0.7159319818181819,0.9692387272727272,370,0.0009854435920715332,1.0,0.006155742503501273,0.01041381069301322
MATR_b1c34,518,0.7,0.25,0.3262722454545454,0.9526112727272725,223,0.00042760372161865234,1.0,0.006659299001565429,0.010185346376692439
MATR_b1c34,518,0.7,0.5,0.7267276272727272,0.9526112727272725,223,0.0004070401191711426,1.0,0.007067837522703436,0.010877030754703722
MATR_b1c35,211,0.3,0.25,0.3360997818181818,0.9726135454545455,491,0.0016992688179016113,1.0,0.033197578490387396,0.04454623355389934
MATR_b1c35,211,0.3,0.5,0.7476202454545454,0.9726135454545455,491,0.0017693042755126953,1.0,0.03236176987043952,0.04338986989652718
