cycle_alpha,beta,cell_count,episode_count,soh_mae,soh_rmse,current_soh_mae,interval_coverage
0.3,0.25,34,34,0.019712814750501087,0.03355321369988587,0.002276946516597972,0.9845210178664174
0.3,0.5,34,34,0.019686263450670868,0.03354391430771321,0.0022734754225786995,0.9843196360143632
0.5,0.25,34,34,0.015888448728142043,0.024925634836462457,0.0014351501184351305,0.9814895947467209
0.5,0.5,34,34,0.015955439054609482,0.025034685265109508,0.001454260419396793,0.9805518443876806
0.7,0.25,34,34,0.01848035823972085,0.02382530400494502,0.003662675619125366,0.9470471809772384
0.7,0.5,34,34,0.018522802926043504,0.02395504772791721,0.0036875447806190044,0.9462144949616558
