iteration,weighted_meta_loss,ema_source_meta_loss,alpha_entropy,effective_sources,mmd_objective,rbf_sigma,qp_solver_status,learning_rate,elapsed_seconds,eta_seconds,iteration_seconds
1,0.3520507514476776,0.3520507514476776,0.9416264891624451,2.088732957839966,0.00017612651229637066,0.13584550558144654,OSQP:optimal,0.001,17.46357839999837,17.46357839999837,17.461963699999615
2,0.32534360885620117,0.3515166085958481,0.9508176445960999,2.119544744491577,0.0001740184102840825,0.1348696137656592,OSQP:optimal,0.001,34.52855989999807,0.0,16.99097349999647
