horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
100,ok,,16,34,148.42963939228585,101.65899242403584,148.42963939228585,101.65899242403584,14.557828393454686,14.083475893091698,0.7647058823529411,304.53070616692526
120,ok,,16,34,153.7953832781385,116.80062285019282,153.7953832781385,116.80062285019282,17.57306580007371,29.435353764026335,0.6176470588235294,257.25601417957415
140,ok,,16,34,172.59207402697496,118.05304594185381,172.59207402697496,118.05304594185381,18.39042358106322,52.698452003695365,0.6176470588235294,246.21514819428648
160,ok,,16,34,184.0311525295806,123.31913441515636,184.0311525295806,123.31913441515636,19.55801307413524,57.805445367605245,0.5882352941176471,233.88269389105713
180,ok,,16,34,176.53771992059498,114.39557156299672,176.53771992059498,114.39557156299672,18.08678919496659,42.862821960315145,0.5882352941176471,221.30235719072624
200,ok,,16,34,171.9620984047718,112.52470904361614,171.9620984047718,112.52470904361614,18.96714716472232,49.145733456142615,0.5588235294117647,220.01952459516946
220,ok,,16,34,163.36915071326192,107.99650628815746,163.36915071326192,107.99650628815746,18.151763957228464,28.842190770441448,0.5882352941176471,213.19354500842837
240,ok,,16,34,147.5866978871073,103.4148353257216,147.5866978871073,103.4148353257216,18.671341245370943,32.262487227381975,0.5882352941176471,210.37685446208118
260,ok,,16,34,140.33814776701084,99.11085593463119,140.33814776701084,99.11085593463119,18.582179497484386,30.91751861430323,0.6176470588235294,206.84284654191282
280,ok,,16,34,129.78742322935136,95.59576801171904,129.78742322935136,95.59576801171904,19.07045759374356,31.334267578346726,0.5882352941176471,200.40544042796782
300,ok,,16,34,119.01321587128044,89.31191414178359,119.01321587128044,89.31191414178359,19.69540917981803,22.983263198235235,0.5882352941176471,191.31148234601022
