fast_step,mae,rmse,r2,r2_nan_reason,max_absolute_error,final_cycle_absolute_error,pre_eol_mae,post_eol_mae,prediction_point_count,true_eol_cycle,predicted_eol_cycle_discrete,predicted_eol_cycle_interpolated,true_rul,predicted_rul,signed_rul_error,absolute_rul_error,relative_absolute_rul_error,crossing_found,adaptation_mode
1,0.24123196333490052,0.31327878442750395,-11.437941893810645,,0.6021197303473712,0.5693886179196984,0.07150838216311972,0.4061358079216814,972,579,340.0,339.6835066258919,479.0,240.0,-239.0,239.0,0.4989561586638831,True,fast_1
3,0.11096159146653067,0.15077541175918774,-1.881028801777945,,0.3847454685437829,0.3847454685437829,0.033813304090009655,0.18591905526643646,972,579,421.0,420.7894501814121,479.0,321.0,-158.0,158.0,0.3298538622129436,True,fast_3
5,0.09056005650165111,0.12209688301953701,-0.889277305718591,,0.3176891702878625,0.3176891702878625,0.028989338889969324,0.15038231560103363,972,579,437.0,436.8012680625183,479.0,337.0,-142.0,142.0,0.2964509394572025,True,fast_5
10,0.015431748425748437,0.018899391907777785,0.9547329476656857,,0.04694871419815194,0.041398743940576854,0.008081691657813281,0.022573081472078944,972,579,609.0,608.2614588235292,479.0,509.0,30.0,30.0,0.06263048016701461,True,fast_10
15,0.18019774004036573,0.2375663695446885,-6.1524770904881985,,0.5138496649048513,0.5033781576621682,0.055254258419913216,0.30159313090486217,972,579,367.0,366.66407834101375,479.0,267.0,-212.0,212.0,0.44258872651356995,True,fast_15
20,0.16448654851554542,0.2166606711916067,-4.9490377123425535,,0.4788743299029058,0.4745623666513116,0.0516771127972631,0.27409247084629035,972,579,374.0,373.7639539028156,479.0,274.0,-205.0,205.0,0.4279749478079332,True,fast_20
