step,loss,soh_nll,soh_huber,kl,effective_kl_coefficient,future_voltage,endpoint,monotonic,prior_std_mean,posterior_std_mean,gradient_norm,validation_soh_rmse,validation_soh_nll,validation_soh_crps,selection_metric,validation_selection_score,best_validation_score,best_validation_soh_rmse,best_validation_soh_crps,best_step,stale_validations,elapsed_seconds,sampling_seconds,cells,current_cycles,betas
11,6.228000640869141,6.182654857635498,0.0009392863139510155,1.491755485534668,2.2000000000000003e-05,0.2250075489282608,0.001081792637705803,0.001544937607832253,0.09992043673992157,0.10020080208778381,157.17642211914062,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,3.789790899027139,0.06486424384638667,MATR_b2c25|MATR_b4c14|MATR_b1c15|MATR_b1c28|MATR_b2c35|MATR_b3c26|MATR_b2c5|MATR_b2c23,315|443|466|434|178|703|389|178,0.5164|0.3745|0.3861|0.4752|0.5363|0.6095|0.5070|0.4220
12,0.6139833927154541,0.5829712152481079,0.0006610766286030412,1.872316837310791,2.3999999999999997e-05,0.15249261260032654,0.003190988674759865,0.0017375595634803176,0.09988339245319366,0.1001560240983963,14.58556079864502,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,3.9442780511453748,0.06383027974516153,MATR_b3c22|MATR_b4c24|MATR_b4c35|MATR_b1c32|MATR_b3c34|MATR_b3c0|MATR_b3c26|MATR_b3c27,389|789|382|276|585|576|210|606,0.4083|0.5225|0.2189|0.5152|0.1561|0.4525|0.3423|0.5555
13,1.5181385278701782,1.4783835411071777,0.000765464617870748,2.0779144763946533,2.6e-05,0.1964125633239746,0.0024543593171983957,0.0019853301346302032,0.09988383203744888,0.10017711669206619,49.25895309448242,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.0889868079684675,0.054666233249008656,MATR_b3c11|MATR_b3c4|MATR_b2c28|MATR_b2c46|MATR_b2c0|MATR_b1c43|MATR_b4c30|MATR_b4c22,225|833|409|185|118|482|347|180,0.4142|0.2202|0.6564|0.5216|0.4564|0.2147|0.6234|0.5045
14,0.6122838258743286,0.5793883800506592,0.000754710694309324,2.4304685592651367,2.8e-05,0.160910502076149,0.004714039620012045,0.0022937930189073086,0.09991706907749176,0.1001645103096962,47.01871871948242,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.2185989380814135,0.038883273024111986,MATR_b2c34|MATR_b1c32|MATR_b4c22|MATR_b1c38|MATR_b2c34|MATR_b1c20|MATR_b2c26|MATR_b3c25,176|205|369|344|261|347|395|689,0.1255|0.3809|0.3076|0.2379|0.5079|0.6587|0.1561|0.3355
15,0.7724927067756653,0.7352681756019592,0.0007980487425811589,2.6514663696289062,3e-05,0.18385367095470428,0.0019105719402432442,0.0023521832190454006,0.09993058443069458,0.10014843195676804,44.455528259277344,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.362543506082147,0.05333280889317393,MATR_b2c43|MATR_b2c38|MATR_b2c34|MATR_b3c40|MATR_b3c0|MATR_b1c29|MATR_b4c30|MATR_b1c26,285|110|294|456|752|543|312|520,0.2403|0.5410|0.4593|0.5074|0.5998|0.3254|0.3527|0.4799
16,1.3114049434661865,1.2811952829360962,0.00084596814122051,2.9406204223632812,3.2000000000000005e-05,0.14782972633838654,0.0035512407775968313,0.0025434435810893774,0.09998568147420883,0.10014258325099945,63.10713577270508,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.466248793061823,0.013748303055763245,MATR_b2c4|MATR_b3c22|MATR_b2c1|MATR_b3c27|MATR_b3c21|MATR_b4c22|MATR_b3c5|MATR_b4c24,180|530|100|405|212|434|297|789,0.5609|0.6672|0.3083|0.2373|0.5041|0.1779|0.1580|0.4770
17,1.610944151878357,1.5758541822433472,0.0008600917062722147,2.893777370452881,3.4e-05,0.1720789223909378,0.003789101727306843,0.0024828671012073755,0.100009024143219,0.1001528650522232,24.221759796142578,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.603983941953629,0.04601943539455533,MATR_b2c25|MATR_b2c18|MATR_b4c26|MATR_b1c33|MATR_b2c5|MATR_b3c4|MATR_b1c32|MATR_b1c31,271|228|439|321|288|777|523|456,0.2334|0.5792|0.1530|0.2891|0.6137|0.4023|0.1176|0.4639
18,-0.3869316577911377,-0.421078085899353,0.0007131388410925865,2.98142147064209,3.6e-05,0.16732683777809143,0.004056418314576149,0.002548256888985634,0.10005011409521103,0.10011479258537292,104.90831756591797,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.735489685088396,0.034891664050519466,MATR_b3c10|MATR_b3c28|MATR_b2c42|MATR_b4c35|MATR_b1c38|MATR_b2c35|MATR_b1c28|MATR_b1c15,777|360|219|504|365|386|600|291,0.2405|0.5020|0.1289|0.1678|0.2478|0.4938|0.4676|0.5305
19,0.48974066972732544,0.45385581254959106,0.0007985937409102917,2.9651379585266113,3.8e-05,0.17670148611068726,0.0024638231843709946,0.0025780717842280865,0.10012510418891907,0.1001647412776947,53.38017654418945,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.866538383997977,0.03758796909824014,MATR_b1c36|MATR_b4c0|MATR_b2c46|MATR_b2c13|MATR_b2c28|MATR_b1c15|MATR_b1c15|MATR_b4c35,375|296|164|189|340|524|523|420,0.2805|0.4440|0.2796|0.3028|0.6005|0.5585|0.3684|0.5753
20,0.03712780028581619,0.009205464273691177,0.0007614537025801837,2.815983772277832,4e-05,0.13621078431606293,0.003909779246896505,0.002427166560664773,0.10015679150819778,0.10007810592651367,47.02381896972656,,,,crps,,0.05252506873524544,0.08310177239120815,0.05252506873524544,1,0,4.993905614130199,0.03680547513067722,MATR_b1c39|MATR_b2c1|MATR_b2c11|MATR_b2c17|MATR_b2c44|MATR_b4c17|MATR_b3c0|MATR_b2c4,344|106|377|253|258|234|505|121,0.3039|0.1967|0.2408|0.5801|0.2897|0.4323|0.2358|0.1294
