horizon_scheme,learning_rate,context_size,horizon,seeds_completed,pooled_lifetime_rmse_cycles_mean,pooled_lifetime_rmse_cycles_std,pooled_lifetime_mae_cycles_mean,pooled_lifetime_mae_cycles_std,pooled_lifetime_bias_cycles_mean,pooled_lifetime_bias_cycles_std,pooled_rul_mape_percent_mean,pooled_rul_mape_percent_std,pooled_coverage_mean,pooled_coverage_std,pooled_interval_width_cycles_mean,pooled_interval_width_cycles_std
original,2.5e-05,8,320,3,130.21787643736943,13.072484080655267,76.70174579529599,5.023533148908793,-7.928798203675321,14.200148210373518,16.47254379988057,1.3333955932722314,0.6846307385229541,0.06402800372193788,209.38038223890487,47.73867204575485
original,2.5e-05,8,340,3,130.50486340006645,14.300126661399258,77.94052427595203,5.4630700224869715,-16.247612032674915,18.862536823247588,17.110467191934227,0.58627039826165,0.6867469879518072,0.05746621695282809,210.27325371685671,52.222860604608684
original,2.5e-05,8,360,3,133.0716901412691,8.777448954957663,80.2111205454943,3.398191525712174,-28.99193888206408,23.471895148538163,19.13921762886841,0.47987790576103023,0.6586345381526105,0.10781842376432768,207.57689615941658,52.95783155547279
original,2.5e-05,8,380,3,138.09340507045104,9.160189136111669,83.13315869772624,7.824316647979409,-34.505768001600366,24.905417873284662,21.90378993104085,1.8949196983383647,0.6606425702811244,0.12113278017554759,208.53380355544786,53.56596145460849
original,2.5e-05,8,400,3,142.62878210777845,9.16611861605898,86.3691292367475,8.428708245785488,-45.16653669304056,19.959613468198054,26.429461717364717,2.4241585438876396,0.6305220883534136,0.09941280156214105,208.02923021391385,49.90357038297998
original,2.5e-05,8,420,3,160.49943931741538,22.706632114454866,102.30466524565435,20.343287719766806,-73.14414350159804,33.33224101947053,42.49671843031457,3.2911228314004566,0.5502008032128515,0.17274912621689248,205.68020888269416,47.916793192500336
original,2.5e-05,8,440,3,166.86805486627648,25.901877135614765,110.7481042994399,24.434143564619283,-82.15786308205645,37.05439005272693,80.91563063101718,3.146525606850946,0.50920245398773,0.17471203516439437,212.66817077134692,49.464289169274956
original,2.5e-05,8,460,3,179.31499622934984,29.769332490304247,123.024560541079,28.737339921406768,-96.0466027304678,42.910193585485736,151.0001561712519,13.63633686552941,0.4516129032258065,0.1987473780741853,216.21644679188205,51.12624922590528
original,2.5e-05,8,480,3,192.73841166814987,31.397527601721148,135.9568690823635,31.868819435307167,-111.98143127348078,46.00244599829241,145.7588873707834,10.885206564932243,0.4166666666666667,0.20971762320196524,224.62768813905143,55.56347433257175
original,2.5e-05,8,500,3,199.62426282684032,42.730220047896964,141.62198296593206,39.89739892713244,-123.70534333787164,56.757464956583604,125.67037292049547,27.500638914688732,0.4393939393939394,0.22765120001995026,242.59946542579027,67.69605447664878
original,2.5e-05,8,520,3,219.54259054433155,54.78608241411443,160.48870010072758,51.27230155228634,-143.97991875796518,70.91650558629631,88.7753128776921,10.732213458220281,0.4026666666666667,0.2507375786222188,253.04580417623131,77.3800575408294
original,2.5e-05,8,540,3,241.61949531349418,71.25276351884645,179.9712979078234,66.76941061662063,-166.79147703527272,84.4287950307853,67.56260779600491,16.286406453272438,0.34722222222222215,0.32885885748774984,254.10967759650802,86.76952616167922
original,2.5e-05,8,560,3,261.1829507336047,77.51522592021057,197.62846929759226,71.83783240075839,-191.09747054424793,80.94098086127376,71.91273960685001,19.75733354269292,0.3304843304843305,0.3147729149257872,253.5878647768993,83.07131290790393
original,2.5e-05,8,580,3,276.7173294505944,83.24455159522861,216.42343344793437,76.69516201910788,-212.7603455599285,82.43985944364073,103.43006921184558,23.26006408430333,0.2621082621082621,0.306065659121179,251.54616855605192,93.5939151598092
original,2.5e-05,8,600,3,298.84920449731953,77.75711400594058,240.57713609165694,67.31604199945087,-239.61842761185926,68.47663269269668,147.3438043577482,19.68881669842935,0.21449275362318843,0.25946481684098116,250.02883348543995,83.83719201263321
original,2.5e-05,12,60,3,642.7553836534256,68.39694134366125,561.1479895551905,65.07041405344573,512.6918586936646,70.55409013443982,103.33424736316942,12.555180667758876,0.37278106508875736,0.05259286637464846,874.1270261888686,189.5475341522772
original,2.5e-05,12,80,3,409.41514528889087,114.49453259934748,334.7409857011746,110.09932328530222,283.0969119813679,116.13717423232916,58.101829033417154,19.486567270439703,0.52465483234714,0.13340975600067737,690.2691462173572,202.19559830234036
original,2.5e-05,12,100,3,197.6343661530913,19.710663037755015,125.37172382285287,8.870773555137099,19.426386384205742,11.562416978784094,23.19459613766779,0.8855227968789695,0.7633136094674556,0.05706302225439618,369.43613152955845,59.91620513652042
original,2.5e-05,12,120,3,192.2592568523298,15.321461317309431,117.59193779697061,7.125340835171743,19.53527188391629,13.369559397922545,27.436737292370267,1.0174536377655958,0.7514792899408285,0.05055623517939365,326.3707680044626,59.19325820996979
original,2.5e-05,12,140,3,177.027881149603,9.488355860881857,104.4553492825802,4.07136500988379,11.302012710580646,11.911625204759943,60.27331445748653,11.686000751851278,0.7238658777120316,0.06271445008120174,277.9391753944999,53.88052941486552
original,2.5e-05,12,160,3,167.01437751769834,12.778830694911687,98.84865718813433,4.080462765161549,3.5340518420753746,13.152591863673733,14.276420150456318,0.3453272108511816,0.7023809523809524,0.07458311956036709,248.84190772553893,52.27034155949718
original,2.5e-05,12,180,3,156.86292938474278,7.523481613400314,93.28886674090758,3.678315943434711,15.426458227906211,7.931365330102305,13.92670931192166,0.4378167215629453,0.6924603174603176,0.06252361609757433,238.82599034078703,45.42943864255219
original,2.5e-05,12,200,3,150.28362946207235,10.458722006640354,89.48138837783371,3.5386015443411694,8.367322106048958,10.81195903066638,13.703818062491942,0.3315776589691566,0.6805555555555557,0.07175849730168697,221.77232753296792,41.54692999482321
original,2.5e-05,12,220,3,149.09793436669204,14.100237670061615,89.10556969656143,5.842425698713781,14.73884818983971,9.070239964759862,14.282897559006672,0.4552031806285139,0.6726190476190476,0.06628290908130978,220.36874546519388,42.73130745277756
original,2.5e-05,12,240,3,142.38167650267687,17.752608693879708,84.18714070188479,7.011387139442831,4.555646841025932,9.772263795882717,14.073946680993338,0.4979518642043215,0.6726190476190476,0.08768404680152524,211.59316117272192,43.69586987967641
original,2.5e-05,12,260,3,140.8742696526261,18.6760416530413,83.14796597048787,7.781006656169038,6.971359607973818,10.065532614553078,14.732661060951452,0.9138164378628987,0.6825396825396824,0.06847394415371981,212.57796795224885,46.00964340949465
original,2.5e-05,12,280,3,136.09853257268176,16.316322817457788,80.02616774940437,6.404781593030525,5.325909345194081,9.096439132028083,15.570709307681826,0.7700834570576169,0.6845238095238096,0.0714285714285714,211.8616504670009,43.34299919542659
original,2.5e-05,12,300,3,133.7408022112106,14.912613137184584,78.27757127208157,5.245247280989983,-0.6891109148932623,13.536216392327692,15.203241275101966,0.7115385578723037,0.6926147704590818,0.07143924218831649,207.66255854012016,44.4486879667484
original,2.5e-05,12,320,3,131.16479889451094,14.050566669404155,77.03575899981396,5.096088143303573,-13.727972513797388,14.728868995053004,16.373162714678845,1.242246646097753,0.6726546906187624,0.058158891354624626,205.87287269581893,46.665698335105475
original,2.5e-05,12,340,3,130.4399265555432,14.141372492242372,78.02737721882269,5.865245351189087,-15.70533862796177,18.36566296155085,17.136552247273443,0.7270711672546504,0.680722891566265,0.05809428169272865,210.33510211523955,52.6140479545649
original,2.5e-05,12,360,3,132.6351922010143,8.69280553305779,79.94094886120133,3.2156627722879563,-27.250553430560675,22.884353341086086,19.08560731742644,0.416031638172335,0.6566265060240964,0.10276338620019267,208.95455087324197,53.18029680451739
original,2.5e-05,12,380,3,138.62530578605399,9.004093772404504,83.76892263064325,8.559379838777394,-36.163609446373776,25.32353585279169,22.116837656245043,1.998035803472082,0.6586345381526104,0.12365304673365986,208.03482006775263,54.077543485266766
original,2.5e-05,12,400,3,140.85408580673422,8.13107101505826,85.76718228298898,7.874262283483233,-41.188393334555045,20.937933225720457,26.289027473149304,2.282381120627125,0.6445783132530121,0.1115678263701936,210.78840834175978,50.48346012441339
original,2.5e-05,12,420,3,159.64552651214402,22.456553135763674,101.89732528386844,20.21589722401171,-72.69729774728923,33.17894554664355,42.357376022449586,3.273382301192942,0.5502008032128515,0.17873742017247926,205.96013077444073,47.70427411420395
original,2.5e-05,12,440,3,169.1186749455646,26.071221084325995,112.27808450321317,24.744492153814523,-85.33624232413065,36.843411219665754,81.99567714023347,3.8342551948926666,0.5030674846625767,0.17276230478930948,209.7039961324002,49.920803816817866
original,2.5e-05,12,460,3,179.07676969436815,30.275904987086996,122.98971955131661,29.265154097678458,-97.20569114531536,43.23636481815895,151.99872812802798,14.152791442934689,0.4580645161290322,0.19643015932436553,215.66796876692698,51.869730622474904
original,2.5e-05,12,480,3,192.79388676060037,32.13774302472703,136.31474210984845,32.3722678633894,-113.13553610314223,46.330378880320076,146.7211678362161,10.623686663118024,0.40277777777777785,0.2028205814793088,224.36066179278384,56.18209989368579
original,2.5e-05,12,500,3,195.87914127284816,39.842955527376155,138.92752451147211,37.437310431805074,-117.81712299279604,55.109943114522096,123.11763541494577,28.310078317485644,0.45959595959595956,0.21284148995662097,246.15957129251748,65.36126729291503
original,2.5e-05,12,520,3,219.12269333070375,54.33708487297349,160.3399834035265,51.65422489955356,-143.83021120419718,71.1655947543282,88.89098078356346,11.306620762772916,0.39999999999999997,0.2595996918334072,252.24151389407197,76.786744018949
original,2.5e-05,12,540,3,245.2156939871246,72.65031412576158,183.3753750429885,68.39599258483757,-171.38044341069886,84.56107949025501,68.7441574961843,16.826496409948504,0.3361111111111111,0.3384332091226229,250.0684019162965,87.40138990551553
original,2.5e-05,12,560,3,263.61794523721215,79.5050022202395,200.27218069542587,73.80605444337698,-194.052968696438,82.40999929973104,72.87681222217122,20.397987366832457,0.31339031339031337,0.3288470100268571,249.88840744114157,85.10755759713385
original,2.5e-05,12,580,3,276.4553925070009,83.46240297217071,216.03492815484742,76.72264752718674,-212.11860361162323,82.70166602021058,103.27035670440955,23.230600977055367,0.2621082621082621,0.306065659121179,251.67991493338158,92.06213290712468
original,2.5e-05,12,600,3,299.4660019085082,78.31286325198825,241.41817517059917,68.17171976408136,-240.4855007569519,69.47305864277666,148.20186792250237,20.44665928727252,0.21739130434782608,0.2644679360999226,248.65166313530563,85.28377002499879
original,2.5e-05,16,60,3,645.6020532859194,66.57812604926208,563.6280280144359,63.59047777534042,515.6496744314189,68.80487856827263,103.82155121909337,12.259272879873803,0.36883629191321504,0.05497972333241165,876.0916784954337,187.8777189662382
original,2.5e-05,16,80,3,407.36432117535037,115.72233392621271,332.0615657360222,111.4244666269315,279.02570757037347,118.32355285017657,57.638736049530706,19.71633429267345,0.5226824457593688,0.12444805960037363,685.072395601503,205.19311575626494
original,2.5e-05,16,100,3,196.48677000939009,19.28054555863199,124.47617851957756,8.615759050243968,16.915010898378366,11.551955778627617,22.98879483671009,0.8768279704570393,0.7554240631163708,0.055926812145001274,365.4408581895132,60.0091495251909
original,2.5e-05,16,120,3,192.73903573462425,15.945523786373201,117.8291241600799,7.447597942597623,19.428033283817197,13.453184002302878,27.525831871694734,1.001650361951475,0.7495069033530571,0.050324855314292184,325.46283010387583,59.1696414402048
original,2.5e-05,16,140,3,176.4546186593842,8.93083607406119,104.28436870526697,3.80920996757825,12.360355459694054,10.675470202734521,60.42580548617348,11.739683658106873,0.7218934911242604,0.07174174942592985,278.5494062740424,53.601542020813056
original,2.5e-05,16,160,3,167.48393228312872,12.93969490216904,99.15078770868494,4.269437463778234,5.6540041655846,12.551661759420808,14.361265378131753,0.3983025636848909,0.6984126984126985,0.07442460052980578,250.14352341212717,52.60142323738052
original,2.5e-05,16,180,3,154.9216749425517,7.951870023410575,92.6096368339583,3.5831394719386016,13.367222754370658,7.602600768250451,13.864089715028976,0.4273178681981206,0.6944444444444443,0.06583595247236927,238.03421616669343,45.675570117945554
original,2.5e-05,16,200,3,149.59329948307735,9.951739121373924,89.38824647453912,3.145963505329104,9.988240159625702,10.263061213739274,13.734233965294697,0.2854243803609241,0.6726190476190476,0.06547619047619052,223.26552996885093,42.399986437510975
original,2.5e-05,16,220,3,149.050139282539,14.003250055162484,88.90047956447832,5.945801155889752,14.144798249187156,8.516729474754513,14.229188609839676,0.4571638865197233,0.6726190476190476,0.07216878364870324,220.0193005999591,42.662857339471046
original,2.5e-05,16,240,3,142.57307086323493,17.40699214023559,84.57857455968559,7.276894769789194,6.994560120541439,9.04371127232332,14.174422241144603,0.5709285716649332,0.6746031746031745,0.09033771776057312,212.8354216510336,44.372709708333325
original,2.5e-05,16,260,3,140.58896640790326,18.68463647819969,82.96396270096086,7.9598083076371395,5.815565349851997,10.359734215692281,14.698124362620641,0.8984781446405846,0.6865079365079364,0.06583595247236927,212.36297465384368,45.635690946683816
original,2.5e-05,16,280,3,136.61333786871558,16.215775391118253,80.49511437520083,6.3679757986092165,6.380709453451161,9.120561132601134,15.669540368935193,0.8357799080619287,0.6825396825396824,0.07151119559896861,212.56901999855268,43.81568104648242
original,2.5e-05,16,300,3,133.48957049435487,14.95082218288765,78.09498304563711,5.213336864523098,-0.28009360985942716,13.231867668454312,15.180362936186286,0.7338588602828634,0.6926147704590818,0.06346552133965926,207.89893491918505,44.080841078015425
original,2.5e-05,16,320,3,130.89304129835816,13.609046113559682,76.88412692045786,4.621525867183723,-14.327888741799226,13.656025400422534,16.328808320812115,1.081866106689163,0.6746506986027945,0.06730425269495957,205.75076028331844,47.00872269994484
original,2.5e-05,16,340,3,130.86606414471643,14.547769661035796,77.95767053456528,6.072299208630601,-16.993886607150163,19.255976709081548,17.06055307571864,0.7602594044281645,0.6827309236947791,0.06153234315680552,209.12002546906658,52.02796651941113
original,2.5e-05,16,360,3,132.77006635961746,8.593842455912565,79.96293259421978,3.317000673697138,-28.557151820706963,22.68983449591598,19.08957833926304,0.5240156630828642,0.6586345381526105,0.1119466655804526,208.21360630918716,53.482475741358684
original,2.5e-05,16,380,3,137.8454290616291,8.741347881226613,83.35056330909258,8.33634963970597,-35.185508209417435,25.251554330832498,22.037492957662252,1.9729997131619152,0.6566265060240964,0.12621883638407808,208.9287086306817,54.36679832803465
original,2.5e-05,16,400,3,140.93740746725322,7.7996183429349655,86.01697771387187,7.667622221491013,-40.52508752087545,21.84718610851934,26.46352898380184,2.204872046672459,0.640562248995984,0.11498504660418,211.77231706655206,51.28916123428822
original,2.5e-05,16,420,3,159.0228857636243,22.20798090134573,101.54281856084208,20.035747568646425,-71.48605260560596,32.84350548297919,42.19402135669797,3.2456891047824734,0.5502008032128515,0.17873742017247926,206.33963889614583,47.41825843399163
original,2.5e-05,16,440,3,169.19127648326756,26.254034294378215,112.07125127888749,24.449201101764242,-84.30465415686297,36.64945486839982,82.13522338992729,4.487067175169548,0.5030674846625767,0.17471203516439437,210.37965886383594,49.68428191866097
original,2.5e-05,16,460,3,178.20730742068022,30.500779662547124,122.03690564190337,29.492150793117258,-95.4774271118469,44.082390966142924,149.96285152120237,14.2511410776624,0.46881720430107526,0.19153070174806291,216.6626397132948,52.12842865035821
original,2.5e-05,16,480,3,191.26916849246177,31.813822657465458,135.46520181889028,32.12903897080928,-111.604100349602,46.74455680770994,146.26791181210885,10.477226549861994,0.40740740740740744,0.19914135383336223,225.9206047448931,55.69833024724918
original,2.5e-05,16,500,3,197.49950052393964,40.588882143340314,140.2306194799813,38.12336898278291,-119.62874911839164,55.378847009650656,123.77432588177179,28.08313585157871,0.44949494949494945,0.21324557710652367,244.77813798249,65.65538944166285
original,2.5e-05,16,520,3,219.48857715322535,54.70010772291635,160.9222365965635,52.05311960905126,-144.448341490439,71.73895464683184,89.02574893728878,11.52729227416896,0.39999999999999997,0.26737239947309444,252.12716160307116,77.06407677182371
original,2.5e-05,16,540,3,245.9442378581325,72.89958748568459,183.84654564100825,68.5387646162045,-172.18988770411272,84.31173030530667,68.92378033410169,16.784991083962343,0.3333333333333333,0.3412599204907212,249.8931442754024,87.85580118499172
original,2.5e-05,16,560,3,264.91348648132544,80.96964274636188,201.88662488836448,75.32002109967617,-195.71803962438676,83.90473731412445,73.59103809217292,20.959159390696467,0.30769230769230765,0.3333333333333333,249.1857473450625,86.24756252079487
original,2.5e-05,16,580,3,276.274566571487,83.0368371705386,215.61372909824217,76.71737682462226,-211.70002758880688,82.7584562956632,102.95773962153919,23.272991873150264,0.2678062678062678,0.30844321162141736,251.52126934535409,92.95128486528559
original,2.5e-05,16,600,3,298.28634751177475,77.57772847757589,240.05860719794978,67.57760421119828,-239.08847085463754,68.94026273865215,147.43493536406862,20.278313648527995,0.21739130434782608,0.2644679360999226,250.07762262642817,85.24388115257152
original,5e-05,8,60,3,647.8539499304146,99.2261659487445,571.1694643348659,93.51805603463524,527.8747353842119,108.81528844196227,103.96770364645477,17.960341047930292,0.2386587771203156,0.07445596090010602,650.1656893202481,112.87414287279329
original,5e-05,8,80,3,401.81192292073746,78.67825425144947,324.52083933947216,82.02168083460434,278.55588172883364,101.94858263494264,55.65893409721881,14.753382652703428,0.455621301775148,0.19237595511253086,538.4572151764289,99.66378950413527
original,5e-05,8,100,3,193.26535568619468,10.43399050406664,124.22910183814277,8.189283773138065,27.31089496012997,15.72132476877931,23.523245679762482,1.0332052200097404,0.7396449704142012,0.05644610659271867,322.72198460185183,25.76551656873401
original,5e-05,8,120,3,184.42289928760738,12.856132315904732,115.20996598902882,9.254596023671075,25.227072996458755,21.49866911430145,27.422546398385307,3.075925862662631,0.6844181459566075,0.06832547564374272,284.54225616556806,42.13687012853154
original,5e-05,8,140,3,170.9676201420424,13.640967016447613,103.7154260757402,8.086049076657549,7.441236529697323,14.645229757953006,57.695053022486086,15.342927253224369,0.6824457593688363,0.08291064913997512,236.61014022540041,29.883572332771944
original,5e-05,8,160,3,159.1773711301271,11.23503793050336,95.89567878127986,8.150719842736324,-0.6072464629208305,9.45097409365581,14.021257795342109,1.1645817344043552,0.6567460317460317,0.0652955661583505,215.632762825912,29.092784575127148
original,5e-05,8,180,3,158.961835350971,13.39611892357682,99.24371337176369,5.3444114699957765,24.225265836180085,6.8185837170870585,15.069252208991593,0.7888532938766056,0.6448412698412699,0.05991932091484724,213.12790909345654,28.74966762874095
original,5e-05,8,200,3,150.99412884863213,15.23524221389593,90.87914830932401,8.534633823155815,7.926759050678052,12.242270485863536,14.120990208952238,1.254563929784201,0.6507936507936508,0.061954345222206345,194.49006870825474,26.465216389394538
original,5e-05,8,220,3,149.52810340583608,15.362975678668604,90.15238464743038,8.820845012773452,16.223006990075366,9.750733404304695,14.85109074344575,1.4628967275709717,0.6607142857142857,0.1015400125549523,194.39475735654366,26.389817238722735
original,5e-05,8,240,3,136.12130849717448,12.028091385197149,81.82574480242765,8.982572546481942,-1.3758721840541377,12.998360898114624,14.053502342945313,1.4738340266104348,0.6547619047619048,0.0773809523809524,184.7421435231914,25.341389072717714
original,5e-05,8,260,3,138.95611501955048,12.234232018012406,83.52687217438212,7.6606946849411415,8.194327936261773,5.368933352969751,15.149570644122695,1.1925223452742326,0.6666666666666666,0.0731440817109792,189.1708262075828,29.616626563500557
original,5e-05,8,280,3,131.6611220629831,17.66088436934615,79.75593026106435,10.332729508474713,7.207636944316081,11.77215704051031,15.87741120909534,1.845279545376326,0.6865079365079364,0.07101400860386227,190.0309566772095,24.961591098630855
original,5e-05,8,300,3,125.25678453848836,17.139586321152535,76.38185396621073,10.44244625718561,-4.098751935824104,12.769802109600072,15.318042964217645,1.783752587877796,0.6866267465069861,0.08151927288088678,184.93077418603312,27.202014419929352
original,5e-05,8,320,3,118.57193421565864,13.625844059185432,73.778156916005,4.502310585699772,-7.882262558168495,1.7683645666966012,16.541936137870685,1.0160515614730674,0.7045908183632735,0.054333962430404,188.59462238919994,34.97896334825919
original,5e-05,8,340,3,117.85516526319617,12.234837626236743,74.50867613630874,2.665166144903897,-18.03102957695647,5.981973538669046,17.198051087262836,0.2729209818490877,0.6847389558232931,0.09338968637938541,187.5305568891174,36.96756710372006
original,5e-05,8,360,3,121.37643883370424,18.41600336637133,76.42342346732262,9.540009231338919,-38.416974740667776,15.682011713994017,18.72234265166593,0.9304564102067526,0.6686746987951807,0.09096186066591266,180.55143690820276,31.50929933894916
original,5e-05,8,380,3,129.3345249541557,21.69718638816823,81.3164130439156,11.482825386503434,-40.06375996946951,20.626879464282755,21.399505595800054,1.3952531536693868,0.6405622489959839,0.08354475527194663,183.96237323816763,35.39641413033035
original,5e-05,8,400,3,139.19517279616574,20.843411748988466,88.65892416939262,13.708626955383286,-54.69935898038536,20.535747378675367,26.13952051166092,2.9940052155726553,0.608433734939759,0.08347232807560849,181.2540694141039,33.96228496231908
original,5e-05,8,420,3,156.3809080267374,39.7622876696075,104.91324693501319,29.20834169362908,-82.28044584075474,38.816023228799295,42.63337449303876,9.087879954785896,0.4859437751004016,0.13964127430292136,177.21974175341805,32.82886488575553
original,5e-05,8,440,3,167.42494695263568,44.508653576069776,115.03659626008277,34.50668162771257,-91.81629208969912,45.53620454276768,69.04441578479117,28.42955844600517,0.4294478527607362,0.17664024599862538,179.3500708779517,36.93438828779537
original,5e-05,8,460,3,182.41177881206045,49.717010534397424,130.6050561445502,41.19456308616361,-111.90770798876167,51.76392949564764,167.3955433917352,55.7418176596793,0.39569892473118284,0.203029432346372,182.49121438406098,40.226292342823214
original,5e-05,8,480,3,196.06626879190415,49.80022641172208,143.59905915717562,42.286916038265716,-124.56487919517771,53.65198224763582,147.95821220297552,50.08555605361861,0.3541666666666667,0.18903691095578057,191.25291593056204,43.75974269360134
original,5e-05,8,500,3,222.71322553780274,57.26037429998887,163.61163253132614,51.607507830787256,-150.1079051761658,60.71526218865366,142.80970878305928,45.96879964528199,0.3409090909090909,0.22125881615924595,198.52010145594787,51.39405928812294
original,5e-05,8,520,3,246.60513849281702,64.27754997317206,186.2607353850898,59.32672731158871,-174.0986254644345,69.8420850231,96.00992100772332,19.20894441906838,0.2826666666666667,0.24791396357069795,202.65390621700695,62.070243585594504
original,5e-05,8,540,3,267.2493131846275,75.63685781076983,204.16806560415162,68.5990015062659,-194.67367407758456,79.16375909089831,74.56265703314136,19.06513611507642,0.26666666666666666,0.2645751311064591,204.00234226095276,70.27231778694384
original,5e-05,8,560,3,284.00903911618997,70.10010349053658,220.36793958663088,62.32860615768313,-213.3618207092088,68.40111725389004,79.00732883247083,18.78437160846931,0.24786324786324787,0.2666063924868756,215.4052433037641,66.53149828857411
original,5e-05,8,580,3,304.26947099260923,75.32866989137362,245.01357138863025,67.75770745862543,-239.87631240548026,73.87324883467308,114.69997950490692,27.04671885904176,0.19088319088319092,0.2417962665836894,202.84247011420453,79.61844515503859
original,5e-05,8,600,3,330.55704757045123,64.92445520993391,272.63941190993273,55.60834261570356,-269.9642109655247,58.81653395620233,161.3454249841806,34.203275629963485,0.14782608695652172,0.16567442507180563,202.0092192692122,73.29096547569932
original,5e-05,12,60,3,644.12637521341,102.80935734472956,567.1623519995676,97.15466797632767,523.2929772125824,113.65158708448102,103.28355884686368,18.62376043732507,0.2445759368836292,0.06858121755705608,650.1429416761067,112.12338124765235
original,5e-05,12,80,3,400.08599494433247,78.82311553270783,324.14296023246317,82.3866415935793,279.00606109664835,102.45600535376522,55.41579154175174,14.834896456824907,0.45364891518737666,0.1865861032154993,544.7738125187583,99.84038797580253
original,5e-05,12,100,3,191.37158619297847,9.394520941076385,122.8165040567604,8.283456426331593,21.643470355694944,16.02729625534396,23.14664405655688,1.1721529690735522,0.7278106508875739,0.048434040070251205,317.8936358211256,25.275467446649856
original,5e-05,12,120,3,183.24768449748987,11.298949526367341,113.77133113896434,9.403034264884171,16.672066827480396,20.757061351437795,26.94062074784773,3.202451873297144,0.6942800788954635,0.07059380736951983,277.88251967365596,39.13751169485394
original,5e-05,12,140,3,172.17236023349656,14.085104111731829,104.43281767344091,8.49453195941527,12.32430913538883,16.246682694305694,58.83178228715632,15.59128711613217,0.6725838264299804,0.09620314318151632,239.26451007402292,30.013552566287917
original,5e-05,12,160,3,160.1088302056086,12.485484464472462,96.27986694099963,8.223696910285694,2.3888932658082407,10.286156647215792,14.113571969319386,1.1809186139079102,0.6567460317460317,0.06556631603912022,216.13603257715963,28.60439668211261
original,5e-05,12,180,3,154.86929676299664,13.828954006199234,94.43522297182477,6.479738087657016,15.208507037157544,8.653292314863858,14.26959148819079,0.9783702797688071,0.6448412698412698,0.048112522432468816,206.89212263399006,26.253199395699077
original,5e-05,12,200,3,149.71547252767124,15.362090159054844,90.53565180231585,8.45911130727198,8.199085202191831,11.01626425713081,14.127874057393454,1.2566906815298002,0.6488095238095238,0.07241383964640735,194.0382238323108,26.30587897993224
original,5e-05,12,220,3,148.23473236559911,15.346891938754643,88.84298640563277,8.829682567646467,10.983309798339162,9.173938057300957,14.574856746212333,1.4670527382459815,0.6666666666666666,0.0974446758556244,192.60800232596364,27.24294829698111
original,5e-05,12,240,3,137.14139282243892,12.746820904238623,82.71959935388422,8.550960068550953,0.44096886627734594,13.130512716580016,14.258636457702353,1.423688715333248,0.6507936507936508,0.08612116831035996,185.99262883475947,26.545901042625314
original,5e-05,12,260,3,137.02214546583525,13.349422659949544,82.28927131912155,8.249228258527811,4.814950736445444,8.522939304266538,14.96579048724108,1.2810667236508608,0.6666666666666666,0.07783748113465486,187.69521921171835,28.330882587702668
original,5e-05,12,280,3,130.5390118725842,16.62164834815364,79.15428975988966,10.127826057402453,1.844281365730631,13.300281113104154,15.575968270002695,1.690582693414084,0.6746031746031745,0.07051331604728914,186.40901740273162,25.268308464847085
original,5e-05,12,300,3,124.5509589803875,17.545464386651034,76.19164763053051,10.18717618361528,-3.1092044446792735,12.2911229910092,15.367313727968229,1.714602650167055,0.6886227544910181,0.07921411110971832,185.2881707499023,27.96053379595237
original,5e-05,12,320,3,117.78829196319192,14.496953679597679,72.66773417288998,5.96726529012361,-14.720895819596704,5.478960324533491,16.16307597121982,1.0526494092772858,0.6886227544910181,0.05322272106177001,185.71216934816144,33.26725348198438
original,5e-05,12,340,3,118.4101077202556,12.305438464333973,74.5880598041525,2.9011164041766966,-17.374785428487073,6.462246466799539,17.17841225231282,0.46455307073859514,0.6827309236947791,0.0904283554152426,187.8175476780491,36.967435507504746
original,5e-05,12,360,3,121.08607457456044,18.111060772831802,76.04682125237285,9.035946764219524,-36.38994705190873,15.339910304912479,18.72134391421793,0.8505921414469836,0.6746987951807228,0.09096186066591266,181.3251131257854,32.08639164744905
original,5e-05,12,380,3,128.83199875462998,22.77007148639816,80.99733665899136,13.251774781337664,-44.73056524205896,21.67451715384825,21.477384482225713,1.8243412858700143,0.6385542168674698,0.096948656261633,182.12515780979797,35.05982461439515
original,5e-05,12,400,3,137.01031119813217,20.04727560697645,87.42333235471374,12.32211799380498,-50.34446578694496,20.578460879959795,25.907504422736466,2.74115143780766,0.6104417670682731,0.08568910961185486,183.68528708510317,33.88958170377561
original,5e-05,12,420,3,156.09668301410684,39.80481918186085,104.44777041754595,29.184537730868612,-81.64822840838298,38.63751956814049,42.172204945578834,9.104314249032837,0.4859437751004016,0.13964127430292136,177.2199383127644,32.897923371123426
original,5e-05,12,440,3,168.47352330058254,45.3525283473547,115.67933014441155,35.15331592296055,-93.06147773708824,45.74345575041182,69.12829340687976,28.390040862222996,0.4233128834355828,0.18719197917045838,178.76189199568157,37.49665287372532
original,5e-05,12,460,3,182.16918394295533,49.126826248693476,130.51047643088592,40.87496347041631,-111.62426789973271,51.416807361058844,169.9049757581224,55.4431901967214,0.3935483870967742,0.20114138410477284,182.51518866771107,39.85031486346292
original,5e-05,12,480,3,196.4722970683105,50.051902503749325,144.46873198319668,42.45591248350744,-125.74135863311564,54.037872276233074,149.71421414338826,49.78833272414884,0.3541666666666667,0.18903691095578057,190.0156110673744,43.469632484998215
