horizon_scheme,seed,learning_rate,context_size,horizon,folds_represented,pooled_lifetime_rmse_cycles,pooled_lifetime_mae_cycles,pooled_lifetime_bias_cycles,pooled_rul_mape_percent,pooled_coverage,pooled_interval_width_cycles,num_predictions,num_unique_test_cells
original,42,2.5e-05,8,440,5,159.61547694825052,103.87244868426639,-80.90958001211727,82.48745598974766,0.5460122699386503,206.61697519976838,163,163
original,42,2.5e-05,8,460,5,173.19155155763266,117.14194597092411,-99.04219802765338,142.1077136802889,0.4838709677419355,205.57096659223737,155,155
original,42,2.5e-05,8,480,5,195.32888896789925,136.71105687956756,-123.82160074762947,133.88120785260284,0.3888888888888889,211.49686023631082,144,144
original,42,2.5e-05,8,500,5,201.95678680028794,141.98184987593447,-134.8214298749357,94.88560831183167,0.42424242424242425,229.38461231650862,132,132
original,42,2.5e-05,8,520,5,235.40456517366553,173.57852352754801,-170.37347284613614,90.69718407496961,0.336,228.7266258049354,125,125
original,42,2.5e-05,8,540,5,277.6473941713078,211.82564556400004,-210.18073760330827,74.86313406723609,0.19166666666666668,220.49228050281317,120,120
original,42,2.5e-05,8,560,5,303.88750208366963,236.81491021245432,-235.80815775119237,82.54019577853032,0.1794871794871795,214.0777895862611,117,117
original,42,2.5e-05,8,580,5,327.0824687556398,263.6472144042563,-263.0152595255277,117.08875906579817,0.07692307692307693,197.88205010373835,117,117
original,42,2.5e-05,8,600,5,351.4972433986926,287.80061660466504,-287.2727871394717,156.577244659605,0.043478260869565216,195.00665262290622,115,115
original,42,2.5e-05,12,60,5,618.4371304369598,534.1410420481526,481.07822881268044,98.22667379503639,0.3905325443786982,809.4106593085577,169,169
original,42,2.5e-05,12,80,5,444.18328930199834,367.9709564471459,319.4546098305667,63.4168093382513,0.39644970414201186,654.0508636395695,169,169
original,42,2.5e-05,12,100,5,192.25242657068358,122.6312484462596,10.876486617696134,23.058749849436545,0.7869822485207101,380.48125094547214,169,169
original,42,2.5e-05,12,120,5,183.08044324319914,114.11063813973689,4.699008299173798,28.593335049579345,0.757396449704142,320.65110920735015,169,169
original,42,2.5e-05,12,140,5,180.09133216282254,106.94292862897888,-1.7197540890061205,73.63642761227341,0.7337278106508875,283.66506065560725,169,169
original,42,2.5e-05,12,160,5,172.33988341839097,102.09026758348216,-11.121554183188591,14.481871140744776,0.6964285714285714,255.0285730228461,168,168
original,42,2.5e-05,12,180,5,162.34622403787898,97.44387760438028,9.463924162941074,14.295193359101374,0.6904761904761905,256.84695292301853,168,168
original,42,2.5e-05,12,200,5,156.7491061499707,93.54038974148725,-1.5438247989681921,13.981689466903799,0.6726190476190477,233.1071985409502,168,168
original,42,2.5e-05,12,220,5,157.49995934420477,94.75203753115385,4.889375639473313,14.658230702898306,0.6845238095238095,234.64105266469193,168,168
original,42,2.5e-05,12,240,5,152.7860541355859,89.54182295060711,-6.621001638906741,14.241668413223657,0.6904761904761905,219.74087339575908,168,168
original,42,2.5e-05,12,260,5,151.2494778646625,88.13644690575774,-4.2702621808899055,14.756643431686866,0.6845238095238095,222.15726399675268,168,168
original,42,2.5e-05,12,280,5,146.52112757471568,84.95079140301269,-5.004562422146752,15.400605579903464,0.6845238095238095,223.63862501552293,168,168
original,42,2.5e-05,12,300,5,145.1297303327757,82.63565034050556,-16.080437939032592,15.295727611310298,0.6706586826347305,214.21312842116762,167,167
original,42,2.5e-05,12,320,5,143.25150810674842,80.33802783836349,-30.73156074451843,16.174547300905765,0.6586826347305389,205.6999650575818,167,167
original,42,2.5e-05,12,340,5,142.21799692381623,81.97436117238347,-34.5062293964505,17.402377548543093,0.6566265060240963,211.31290969803254,166,166
original,42,2.5e-05,12,360,5,142.4955121403531,83.08952299631602,-43.908060297909735,19.32944419177145,0.6265060240963856,208.43484319438295,166,166
original,42,2.5e-05,12,380,5,147.19798661121564,88.64717085583482,-51.28954114890496,23.62719207307219,0.6265060240963856,206.45608307411294,166,166
original,42,2.5e-05,12,400,5,148.44455835272294,90.27393785755528,-54.15178359331967,28.630597302256135,0.6024096385542169,209.15299264019737,166,166
original,42,2.5e-05,12,420,5,156.1333551469127,98.52465591060412,-74.29247149656082,42.70308649493483,0.572289156626506,203.80817877056364,166,166
original,42,2.5e-05,12,440,5,163.6697692471078,106.24542472462888,-85.59158719010028,84.76602959967303,0.5460122699386503,202.05516225473386,163,163
original,42,2.5e-05,12,460,5,172.21214785403782,116.29648866842086,-100.16215872621443,142.9805899799095,0.4967741935483871,205.066534677654,155,155
original,42,2.5e-05,12,480,5,194.42704081310822,136.3188020917154,-124.1847510869881,134.99132923237283,0.375,211.39534484173808,144,144
original,42,2.5e-05,12,500,5,197.49344754577766,139.6678323378506,-129.49605550069614,92.11896676642966,0.4393939393939394,231.07848173512483,132,132
original,42,2.5e-05,12,520,5,233.2469035296476,171.50483581298116,-168.50835191294325,89.81230316853913,0.328,229.22321272426242,125,125
original,42,2.5e-05,12,540,5,283.5733790001265,217.41882311118843,-215.9337777532752,76.65645504505927,0.175,214.98465920262413,120,120
original,42,2.5e-05,12,560,5,309.97247012504613,242.71801864033534,-241.68715181520446,84.22076942385532,0.1452991452991453,208.0883237247917,117,117
original,42,2.5e-05,12,580,5,328.0906269181638,264.59442158056066,-263.9089405993918,117.48498609096849,0.07692307692307693,197.4511992184751,117,117
original,42,2.5e-05,12,600,5,351.6617511786422,288.44740870504916,-288.1165516338514,156.93405226804316,0.043478260869565216,193.0776858829386,115,115
original,42,2.5e-05,16,60,5,617.9881732714568,534.4806429543543,481.5565966288912,98.30303478822353,0.38461538461538464,809.823656401504,169,169
original,42,2.5e-05,16,80,5,442.5358123637075,365.3764485865574,315.49157457009994,62.972225364338364,0.40236686390532544,649.6765014461429,169,169
original,42,2.5e-05,16,100,5,191.6241395387687,121.52462549105871,8.68949732159647,22.880157648521322,0.7751479289940828,375.79416902240183,169,169
original,42,2.5e-05,16,120,5,183.0014848535092,113.97680523801122,4.404738234046274,28.657048176027978,0.7514792899408284,319.5621005251268,169,169
original,42,2.5e-05,16,140,5,178.975533961242,106.58229257949365,1.0710843693766159,73.81468557667988,0.7337278106508875,285.69509097430756,169,169
original,42,2.5e-05,16,160,5,172.12839967238156,102.18099631925543,-8.431438668752802,14.547840232543873,0.6964285714285714,257.45961866911,168,168
original,42,2.5e-05,16,180,5,160.60633201820144,96.6322566078912,7.135667158517722,14.185859389685623,0.7023809523809523,255.68197588202798,168,168
original,42,2.5e-05,16,200,5,155.50438091446787,92.98939816536723,0.3017306977739294,13.953384123218507,0.6726190476190477,235.05926773485234,168,168
original,42,2.5e-05,16,220,5,157.89926148725587,94.93298298672906,5.20433051581688,14.682017120588506,0.6845238095238095,234.14535537843662,168,168
original,42,2.5e-05,16,240,5,152.60330351153533,90.11132679482282,-3.4003048338566604,14.39606346342765,0.6904761904761905,221.73685526988945,168,168
original,42,2.5e-05,16,260,5,151.01427742887867,87.99001049385447,-5.96923503100359,14.664833902147741,0.6785714285714286,221.35368358356556,168,168
original,42,2.5e-05,16,280,5,146.6756919139435,85.22540135297558,-4.0846979019768455,15.406356427483855,0.6785714285714286,224.1550078302564,168,168
original,42,2.5e-05,16,300,5,144.88846664779174,82.31300699579074,-15.320657699421059,15.213007677867502,0.6826347305389222,214.25333588030267,167,167
original,42,2.5e-05,16,320,5,142.83159101931335,80.24390120306441,-30.082495096885307,16.1789059074928,0.6586826347305389,206.28086962400096,167,167
original,42,2.5e-05,16,340,5,143.267654686886,82.30690985373555,-36.997044266684156,17.39068030682785,0.6566265060240963,208.94637902820244,166,166
original,42,2.5e-05,16,360,5,142.59913757983622,82.95840666507615,-44.955370350030854,19.332745151561387,0.6265060240963856,207.5243636897904,166,166
original,42,2.5e-05,16,380,5,146.17297580918196,88.12296168636661,-49.82126196421402,23.541260658445758,0.6265060240963856,207.69494963421548,166,166
original,42,2.5e-05,16,400,5,147.86916464954018,90.16838147789217,-53.53646339995931,28.754646142096917,0.5963855421686747,210.0919375818681,166,166
original,42,2.5e-05,16,420,5,154.9323082636657,97.88484996137986,-72.07772671605643,42.26251103890177,0.572289156626506,204.98779469259776,166,166
original,42,2.5e-05,16,440,5,163.22961190329525,105.87965943039585,-84.33721088511189,85.3117898418881,0.5398773006134969,203.09108599271556,163,163
original,42,2.5e-05,16,460,5,171.20042631357995,115.09303381754768,-98.22984670610414,139.8828626979433,0.5161290322580645,205.6399937762565,155,155
original,42,2.5e-05,16,480,5,191.29227718439213,134.85558755602472,-122.57968453762828,134.87025235585284,0.3819444444444444,213.2730907244096,144,144
original,42,2.5e-05,16,500,5,199.51009854606224,141.39194959119936,-131.59367838105004,92.90435526077412,0.42424242424242425,229.10187657270708,132,132
original,42,2.5e-05,16,520,5,234.08496245361957,172.58050056790614,-169.69428138365873,89.91216096656196,0.328,228.60611310179186,125,125
original,42,2.5e-05,16,540,5,283.3715682814717,217.10558564559776,-215.60617499521427,76.70563743468148,0.175,215.6015676030938,120,120
original,42,2.5e-05,16,560,5,311.861964979472,245.1001610108167,-244.11406216648,85.15755217354673,0.1282051282051282,206.48450007755224,117,117
original,42,2.5e-05,16,580,5,327.61575928417835,264.0706654171808,-263.40887863921654,117.15976786929876,0.08547008547008547,197.26620205969684,117,117
original,42,2.5e-05,16,600,5,349.9909934457351,286.8104880056253,-286.4769224266649,156.10780376085515,0.043478260869565216,194.25329965654936,115,115
original,42,5e-05,8,60,5,681.8222319305875,602.6642791261744,564.450073466828,110.03552507039988,0.15976331360946747,548.9618055028099,169,169
original,42,5e-05,8,80,5,449.6172280235179,368.7386120163746,331.6263333529599,63.91566523983191,0.26627218934911245,457.889518405825,169,169
original,42,5e-05,8,100,5,184.6741268973864,117.99956580591139,13.89558063371415,23.51307708253715,0.7100591715976331,296.5485742771019,169,169
original,42,5e-05,8,120,5,176.31750636465983,110.53039863561085,7.1056283218093474,29.434617362094716,0.6449704142011834,246.22175237662034,169,169
original,42,5e-05,8,140,5,178.4028619498581,107.64418250931068,8.395234897467255,74.00896582849938,0.6153846153846154,219.00573939955788,169,169
original,42,5e-05,8,160,5,166.0579368382416,99.56339637117397,-1.3678374895304186,14.439366959988863,0.6190476190476191,202.11801243194176,168,168
original,42,5e-05,8,180,5,166.330129456821,102.294715031501,23.315232806863598,15.682217077195554,0.5892857142857143,195.0004271434584,168,168
original,42,5e-05,8,200,5,154.8828282656657,94.0870030191522,8.468552515632641,14.745499602131842,0.6011904761904762,177.97579715390748,168,168
original,42,5e-05,8,220,5,156.9852227155046,95.66184785746852,16.93592875494334,15.985625715490482,0.5773809523809523,181.16309990090446,168,168
original,42,5e-05,8,240,5,143.4902330902286,87.26615347425141,2.570471807810881,15.138861353178568,0.6071428571428571,173.94089973505123,168,168
original,42,5e-05,8,260,5,146.34156231346236,89.45198870364743,11.009749874644259,16.371889317240054,0.6130952380952381,178.14748598088764,168,168
original,42,5e-05,8,280,5,142.79069790798786,86.51254544112733,9.975893744324758,17.610069760288084,0.6369047619047619,180.98593243169765,168,168
original,42,5e-05,8,300,5,133.42675317636508,81.61613304425389,0.023326917366875047,16.56872406041757,0.6586826347305389,176.41094245954878,167,167
original,42,5e-05,8,320,5,131.42714979223885,78.61378769447292,-7.045876534896763,17.586408547994388,0.6826347305389222,171.91907440333685,167,167
original,42,5e-05,8,340,5,129.66252333570404,76.88368396006115,-16.36667316807971,17.38608221717471,0.6867469879518072,172.62521080262343,166,166
original,42,5e-05,8,360,5,128.9678272515784,75.68378074165098,-29.538970649552375,18.30722602850804,0.6807228915662651,167.89205098931174,166,166
original,42,5e-05,8,380,5,131.2981825232203,77.5724234957936,-30.065648739506976,20.079632564922154,0.6626506024096386,169.36910544959252,166,166
original,42,5e-05,8,400,5,133.78992813597188,78.93484703563848,-39.28028754959183,22.69157785501187,0.6566265060240963,167.37059957235124,166,166
original,42,5e-05,8,420,5,136.63746816308162,83.59921456467002,-57.72046937837755,32.68415548568653,0.5783132530120482,163.29153052967217,166,166
original,42,5e-05,8,440,5,142.82181110410804,89.0889630020993,-64.75398141028231,38.417430710862654,0.5521472392638037,161.204077811734,163,163
original,42,5e-05,8,460,5,157.43889277729434,102.66888522142091,-86.45469452468411,105.11393598106844,0.5161290322580645,163.10353367346917,155,155
original,42,5e-05,8,480,5,173.67628769065166,118.8783517991944,-104.6380732485116,90.12604123403555,0.4305555555555556,169.26028179316322,144,144
original,42,5e-05,8,500,5,191.86849584317147,135.0429868147187,-126.10681912014796,91.0723096243736,0.3712121212121212,173.76562668970212,132,132
original,42,5e-05,8,520,5,229.52546175515056,169.44731746727604,-164.336750103215,78.55112845566865,0.232,170.93264825944493,125,125
original,42,5e-05,8,540,5,265.32280160527046,198.90849076499842,-195.28543808758883,65.76005709468869,0.16666666666666666,168.49882711459065,120,120
original,42,5e-05,8,560,5,288.9866510146518,221.05936917338298,-217.7890047377916,73.85253951280404,0.08547008547008547,163.91839834827627,117,117
original,42,5e-05,8,580,5,304.684285924282,239.80920049657513,-236.83468804108335,102.20593940033037,0.05128205128205128,152.71667609002213,117,117
original,42,5e-05,8,600,5,331.44572229830413,265.5531005768839,-264.1985639647712,133.3415095811796,0.05217391304347826,147.93027041965055,115,115
original,42,5e-05,12,60,5,679.1782428531446,600.0464776031788,561.8085047558833,109.58764699876293,0.17159763313609466,550.6111935861968,169,169
original,42,5e-05,12,80,5,445.93743807802554,367.3241763479025,331.9721720298291,63.387771392842986,0.27218934911242604,468.139363554499,169,169
original,42,5e-05,12,100,5,183.7753747217394,117.17186245009964,7.616281197596632,23.142211607950752,0.7159763313609467,293.07356729903137,169,169
original,42,5e-05,12,120,5,176.69180323984898,110.41022270852602,1.903251625805099,29.06759540524994,0.6627218934911243,242.20312473146274,169,169
original,42,5e-05,12,140,5,179.84883973789468,108.37928040203772,11.795743181672549,75.33116216353413,0.5976331360946746,219.81795452563026,169,169
original,42,5e-05,12,160,5,167.36531986079916,100.06956726022842,1.2566680649481772,14.542211423773304,0.6130952380952381,201.90585183574817,168,168
original,42,5e-05,12,180,5,162.30867794174355,97.31767060166993,13.155893860068753,14.824342512552299,0.6011904761904762,190.14550023820243,168,168
original,42,5e-05,12,200,5,154.51662958446332,94.22610700163912,11.29831612243396,14.901444635874187,0.6011904761904762,179.77669255711646,168,168
original,42,5e-05,12,220,5,155.58413028665095,94.2209243196535,13.913907041181224,15.745159020018015,0.5833333333333334,180.6977822026153,168,168
original,42,5e-05,12,240,5,145.40030397451724,88.33081320865107,5.46049646357937,15.435513060815051,0.5952380952380952,175.11273851749644,168,168
original,42,5e-05,12,260,5,145.42032289221186,88.2980123227461,8.928757032822862,16.227091659388854,0.6130952380952381,176.8514670910637,168,168
original,42,5e-05,12,280,5,140.43965848359719,85.74211541085752,6.8692869134136565,17.186754905609806,0.6309523809523809,178.1641710281665,168,168
original,42,5e-05,12,300,5,133.23631086200106,81.55718389548173,0.9423076682862627,16.64392648909967,0.6586826347305389,175.72401786421975,167,167
original,42,5e-05,12,320,5,130.39905187112385,78.05866213302019,-11.635665420034387,17.370349295958885,0.6706586826347305,170.4734224972945,167,167
original,42,5e-05,12,340,5,130.33096073414436,77.58176756914774,-15.050673761036636,17.56583511724977,0.6867469879518072,173.2774842987137,166,166
original,42,5e-05,12,360,5,128.8013013772985,75.34028173882095,-28.051514709682145,18.294483756302768,0.6867469879518072,167.9393011007215,166,166
original,42,5e-05,12,380,5,129.5320675551592,76.20442480618708,-32.58561628983184,19.86405302872035,0.6686746987951807,168.2608831759749,166,166
original,42,5e-05,12,400,5,133.07680379858888,78.64298660490907,-36.26417833895142,22.752492082778346,0.6686746987951807,169.70124311416777,166,166
original,42,5e-05,12,420,5,136.55410862230946,83.3092725882083,-57.71424396131826,32.27187182433035,0.5783132530120482,162.83898442413255,166,166
original,42,5e-05,12,440,5,143.75889264155953,89.73783341927623,-65.93850651201252,38.04081285259467,0.5521472392638037,161.20747672313593,163,163
original,42,5e-05,12,460,5,156.83191801349898,102.46706230106652,-87.41194128617177,108.32655518233207,0.5096774193548387,162.89708844891211,155,155
original,42,5e-05,12,480,5,174.21008871249944,119.4841305148865,-105.5731356082837,92.22729326249967,0.4305555555555556,167.83058203785225,144,144
original,42,5e-05,12,500,5,187.72273478392947,131.5890792448585,-121.53325999825928,89.23903654219902,0.3939393939393939,175.60002142481707,132,132
original,42,5e-05,12,520,5,226.47681277631966,167.0097690963616,-161.6732100440252,78.14218116857253,0.232,172.48800635839729,125,125
original,42,5e-05,12,540,5,266.4766359701197,200.45948973890728,-196.77386036973837,66.56447519308455,0.16666666666666666,167.32791106602957,120,120
original,42,5e-05,12,560,5,294.81535973302624,227.25155473878652,-223.94578117410322,75.96772540021688,0.08547008547008547,157.33509408188004,117,117
original,42,5e-05,12,580,5,307.04586281589457,241.94629686322992,-239.07318948649043,102.9015133910512,0.05128205128205128,150.88022198860273,117,117
original,42,5e-05,12,600,5,330.53873467028484,264.9005831463496,-263.5819251802883,132.85825379847847,0.05217391304347826,146.94217148662733,115,115
original,42,5e-05,16,60,5,680.9143756356641,602.1390908689327,564.4339479955265,109.95652353352688,0.17159763313609466,552.1058381204155,169,169
original,42,5e-05,16,80,5,444.37716627417836,365.00024623254114,328.9726447402376,63.04507923979956,0.2781065088757396,467.13393488920144,169,169
original,42,5e-05,16,100,5,183.79574524088017,116.230162730324,3.138013672605775,22.87778933739594,0.6982248520710059,289.34355637747825,169,169
original,42,5e-05,16,120,5,177.22981733958883,110.74744189683919,1.1946713051750417,29.15685760888817,0.6449704142011834,240.5818324014419,169,169
original,42,5e-05,16,140,5,179.5065103822305,108.22252638021901,12.112481469412334,75.2785406531554,0.6153846153846154,220.01396655605046,169,169
original,42,5e-05,16,160,5,168.44743950088562,100.88235366909934,4.452647852418739,14.760200522324016,0.6190476190476191,202.92478564712732,168,168
original,42,5e-05,16,180,5,160.56308229289644,95.87229166965406,10.00278563352487,14.595530407951468,0.6130952380952381,188.937785948004,168,168
original,42,5e-05,16,200,5,153.71888261134703,93.68633626031298,11.158137818102706,14.841960526554931,0.6130952380952381,180.3601080119926,168,168
original,42,5e-05,16,220,5,155.17313686726652,93.99292298295157,13.599865274795206,15.665656317780577,0.5892857142857143,180.60788708231019,168,168
original,42,5e-05,16,240,5,146.279508308748,88.86835798980958,7.648653521515355,15.564002116965828,0.5892857142857143,175.635629738012,168,168
original,42,5e-05,16,260,5,144.72642231363824,87.26510480301378,6.982346354421648,16.117250735202187,0.6190476190476191,176.61709864690943,168,168
original,42,5e-05,16,280,5,141.75816111942285,86.25826188169032,8.433796361285768,17.337846487591822,0.6309523809523809,179.208458966497,168,168
original,42,5e-05,16,300,5,133.44976300949102,82.27404263038555,1.6850612860589715,16.825425618140414,0.6407185628742516,175.24828875985085,167,167
original,42,5e-05,16,320,5,130.4129326207411,77.9001370408086,-12.793217527639216,17.349935016878682,0.6766467065868264,169.62029105551812,167,167
original,42,5e-05,16,340,5,130.16064326186432,77.44945359422232,-16.506862047910484,17.52186030506693,0.6927710843373494,172.85679033422736,166,166
original,42,5e-05,16,360,5,128.85527458561785,75.30288166245863,-28.722238610280755,18.234511340733533,0.6867469879518072,167.3814195444874,166,166
original,42,5e-05,16,380,5,129.63789354261073,76.33010512390425,-31.282310958653134,19.890413410047273,0.6686746987951807,168.54884404866823,166,166
original,42,5e-05,16,400,5,132.6021452148165,78.3350441493504,-36.10824268711135,22.635377214247338,0.6686746987951807,169.7303983921287,166,166
original,42,5e-05,16,420,5,135.9250374095392,82.92597435774681,-56.51438575786926,32.040039696119045,0.5783132530120482,163.55584881300928,166,166
original,42,5e-05,16,440,5,144.43492571746606,90.11512211959173,-64.96382050860073,38.59416031509551,0.558282208588957,161.2035149486307,163,163
original,42,5e-05,16,460,5,155.2256258775734,100.92178089248335,-84.25102378965248,104.1327807379059,0.5225806451612903,162.6495838091722,155,155
original,42,5e-05,16,480,5,172.91657464222436,118.7842293298122,-105.34136880221634,92.47898237777285,0.4583333333333333,168.28062475401236,144,144
original,42,5e-05,16,500,5,188.50892971078585,132.12740118155406,-122.23531878870332,90.21102626352004,0.3939393939393939,175.69453621394763,132,132
original,42,5e-05,16,520,5,226.79512906231702,167.49962207232434,-162.33184352119284,78.18336910532851,0.24,172.50694850444683,125,125
original,42,5e-05,16,540,5,266.74811110004674,200.49483904881555,-196.76614133263854,66.65057111517012,0.15833333333333333,168.1652343809652,120,120
original,42,5e-05,16,560,5,295.70691875288577,228.21189065217752,-224.87083046409623,76.36064682895304,0.08547008547008547,157.50675013297737,117,117
original,42,5e-05,16,580,5,305.5017551188442,240.24772308461647,-237.38162859157927,102.02315581723427,0.05128205128205128,151.5658899124379,117,117
original,42,5e-05,16,600,5,329.1152955163047,263.9443235843093,-262.6376079496561,132.38098541295506,0.05217391304347826,147.06641689693143,115,115
original,42,0.0001,8,60,5,720.0039090803523,656.9943661248744,620.8220788464872,121.3407201824778,0.1952662721893491,836.1115416166622,169,169
original,42,0.0001,8,80,5,480.22909028546127,399.21195554098733,369.04378909315255,70.821269273693,0.33136094674556216,643.096219440303,169,169
original,42,0.0001,8,100,5,198.33845278691697,130.55471774356542,18.663421221563585,24.99946267010485,0.7100591715976331,325.80704759086063,169,169
original,42,0.0001,8,120,5,191.097530027808,124.04835435483645,33.05097794505323,31.50182351578259,0.6627218934911243,282.3934519211874,169,169
original,42,0.0001,8,140,5,177.09221024501608,108.15441645710251,9.192532556019827,66.5610988006826,0.6863905325443787,248.2605405278826,169,169
original,42,0.0001,8,160,5,168.48502016326324,103.16697970112588,1.6881777929239745,14.626003627635404,0.6666666666666666,227.86422917764762,168,168
original,42,0.0001,8,180,5,176.76504039527597,109.02433555660437,29.042177157255395,16.516927753742007,0.6428571428571429,226.03674714054202,168,168
original,42,0.0001,8,200,5,158.31425042827922,99.9269762146459,8.631108359359027,15.466188459915825,0.6428571428571429,213.53848405823095,168,168
original,42,0.0001,8,220,5,165.29789278396748,104.12886988189786,24.360677956321677,17.14529800149889,0.6190476190476191,218.23204529167785,168,168
original,42,0.0001,8,240,5,142.38496849613514,91.19224590742299,-1.0575139757292025,15.248311532488557,0.6488095238095238,207.10477684131538,168,168
original,42,0.0001,8,260,5,147.39953280903197,94.52356886710368,12.194143619796204,16.664668601988676,0.6547619047619048,212.1527878804609,168,168
original,42,0.0001,8,280,5,142.3230589886853,91.89137116249074,13.248476328742713,17.361020276805274,0.6369047619047619,210.69065778301032,168,168
original,42,0.0001,8,300,5,130.91053720131464,85.82506116675417,-4.575622624645981,16.566947539637003,0.6706586826347305,201.3388561714366,167,167
original,42,0.0001,8,320,5,122.78984232571142,79.9417029834593,-4.2102388249716745,17.556993224221582,0.6586826347305389,198.3292652535825,167,167
original,42,0.0001,8,340,5,120.86176813404646,78.89987926450436,-11.06278135272572,17.60362384930364,0.6506024096385542,197.88791785026925,166,166
original,42,0.0001,8,360,5,122.06576000140258,79.04461214037498,-27.822428297802727,18.94537259589447,0.6566265060240963,194.133458745752,166,166
original,42,0.0001,8,380,5,125.31105755651959,78.84016371391658,-34.01154064475865,20.477115253770307,0.6204819277108434,191.6905014282606,166,166
original,42,0.0001,8,400,5,127.59160700068274,82.04612631724514,-46.87566356777324,23.07084585857613,0.6506024096385542,186.47298863519327,166,166
original,42,0.0001,8,420,5,136.01716301280484,94.00605668331671,-72.20322357679974,37.669870638596535,0.5240963855421686,181.38698923534128,166,166
original,42,0.0001,8,440,5,146.16122175213002,98.20721250173351,-73.20053909919068,51.170498983311276,0.5398773006134969,178.51165364429366,163,163
original,42,0.0001,8,460,5,160.8892039439093,113.42141242036018,-95.3259746373754,108.67030399717991,0.4774193548387097,181.0083978509913,155,155
original,42,0.0001,8,480,5,177.0590460691716,129.19058391068535,-112.39748369855089,100.3890153433896,0.4236111111111111,185.32145826183836,144,144
original,42,0.0001,8,500,5,191.26212051189643,144.86538531670467,-132.87080143653102,90.27701737740858,0.3712121212121212,189.53436524551938,132,132
original,42,0.0001,8,520,5,228.76630770456111,173.81047786153036,-168.56174364065495,84.93376238948129,0.256,182.54606520249303,125,125
original,42,0.0001,8,540,5,277.57154336001815,203.09430416499683,-199.49365186162794,65.5337588752892,0.19166666666666668,168.42640605781878,120,120
original,42,0.0001,8,560,5,310.320900975988,232.30853290558156,-228.78919648251255,74.62438393114056,0.08547008547008547,154.1384231559768,117,117
original,42,0.0001,8,580,5,319.93262890643206,241.83013129904046,-239.1597906243716,96.82957372770476,0.07692307692307693,149.5686860552886,117,117
original,42,0.0001,8,600,5,345.79416775316656,271.34821628797005,-269.94764834607696,132.40904568326513,0.043478260869565216,143.6807847022818,115,115
original,42,0.0001,12,60,5,722.8235970651567,658.9075948806168,623.6823878868302,121.68454745542059,0.1952662721893491,834.4572878159254,169,169
original,42,0.0001,12,80,5,482.29918592078957,402.40017266884655,373.40097281039505,71.2666459599426,0.3254437869822485,650.9009349541876,169,169
original,42,0.0001,12,100,5,191.35480215563058,124.92172302424636,9.319955878414934,23.743750999383245,0.6923076923076923,320.4024081201192,169,169
original,42,0.0001,12,120,5,187.59261052330444,120.83372415935898,23.33229835356245,30.526049184560645,0.6745562130177515,276.1783003994057,169,169
original,42,0.0001,12,140,5,182.46880032955914,112.33141497823524,20.628048606156117,70.6166832630022,0.6745562130177515,251.87269760379021,169,169
original,42,0.0001,12,160,5,172.1811242918787,104.6986569923187,5.745226655593623,14.851543967595616,0.6666666666666666,227.6345596601354,168,168
original,42,0.0001,12,180,5,173.29369396425864,105.93289880144164,21.7390940620015,15.900711841032386,0.6428571428571429,220.45885449656114,168,168
original,42,0.0001,12,200,5,161.29366500983818,102.03908767569332,13.358240370228584,15.938199621774526,0.625,214.77505691803154,168,168
original,42,0.0001,12,220,5,165.63997923927647,104.29518002464411,18.65816420029642,17.044676395557463,0.6190476190476191,215.91665608540578,168,168
original,42,0.0001,12,240,5,148.77335732460796,95.20473965050375,5.1441598786047,16.100603488603117,0.6488095238095238,208.79296890472375,168,168
original,42,0.0001,12,260,5,145.26096269649912,92.55046142096488,8.964518883969768,16.303526633756153,0.6428571428571429,210.07082027812572,168,168
original,42,0.0001,12,280,5,142.15254426916127,91.66541414260692,7.450416869405576,16.997123721984043,0.6369047619047619,208.38407034080933,168,168
original,42,0.0001,12,300,5,130.1192069171799,84.98600644702972,-5.1264682448110825,16.514888818259706,0.6646706586826348,200.34652064884764,167,167
original,42,0.0001,12,320,5,121.63434389890003,78.8570723602772,-12.900673611749058,17.239163562253694,0.6646706586826348,195.35839417264992,167,167
original,42,0.0001,12,340,5,122.79360652110284,81.12884937808332,-7.520601757666921,18.400816032010567,0.6506024096385542,200.38138102442954,166,166
original,42,0.0001,12,360,5,122.18469088000776,78.88260929877683,-24.37112718142297,18.890884369915813,0.6506024096385542,194.38809779449892,166,166
original,42,0.0001,12,380,5,125.18295348874003,79.25147573135672,-39.387711950827054,20.360572987539726,0.6265060240963856,189.01613765159635,166,166
original,42,0.0001,12,400,5,126.5900285129214,80.68142779550446,-42.24883189259556,22.740511037952064,0.6626506024096386,188.36068981989175,166,166
original,42,0.0001,12,420,5,135.81469181189757,93.7309860814586,-71.4734693285054,37.11564414413321,0.5301204819277109,180.6708963197252,166,166
original,42,0.0001,12,440,5,146.15988455178567,98.06343225590098,-73.80477370347086,51.25125825836662,0.5276073619631901,177.95243592979787,163,163
original,42,0.0001,12,460,5,158.42324992172394,111.7722818027319,-93.84778679330132,110.07200858416692,0.4774193548387097,180.80854276603608,155,155
original,42,0.0001,12,480,5,176.94835522705398,130.1666949155733,-113.65625853168683,103.27561724094343,0.4166666666666667,184.56685916432127,144,144
original,42,0.0001,12,500,5,188.9513996031859,139.89072483506465,-125.08851754470547,88.99135412662613,0.4015151515151515,191.15993989133682,132,132
original,42,0.0001,12,520,5,228.26042402462681,172.32079799184424,-166.75760776738926,86.08155224831319,0.264,181.73836379180136,125,125
