horizon_scheme,seed,learning_rate,context_size,horizon,folds_represented,pooled_lifetime_rmse_cycles,pooled_lifetime_mae_cycles,pooled_lifetime_bias_cycles,pooled_rul_mape_percent,pooled_coverage,pooled_interval_width_cycles,num_predictions,num_unique_test_cells
expanded,42,2.5e-05,16,600,5,85.17379268401932,57.25741524035544,-10.480839393252841,30.97092153709354,0.6347826086956522,128.4428687668436,115,115
expanded,42,5e-05,8,60,1,245.69503119244632,154.06276986004963,-42.684286168993296,18.677728446522778,0.7941176470588235,404.896213020465,34,34
expanded,42,5e-05,8,80,1,211.64726557831665,152.88424168489593,76.34105058610086,22.264038413446073,0.7941176470588235,412.1950814883839,34,34
expanded,42,5e-05,8,100,1,191.20004799890316,156.69856738714734,116.29473742229585,24.61234493240971,0.7941176470588235,427.7984842048668,34,34
expanded,42,5e-05,8,120,1,153.21880749295866,117.79218826975614,76.24411033912496,19.456421387351952,0.7352941176470589,368.4609507540179,34,34
expanded,42,5e-05,8,140,1,144.91542124572544,102.64362490820906,32.77255616404983,16.600227726246818,0.8235294117647058,329.5964022124399,34,34
expanded,42,5e-05,8,160,1,161.456094760961,101.69613775540286,-5.048676561439989,15.389954524346233,0.7352941176470589,262.86528059139,34,34
expanded,42,5e-05,8,180,1,182.08268160799193,135.44765173844834,89.86856326636432,23.02286155172274,0.6764705882352942,312.2966813789121,34,34
expanded,42,5e-05,8,200,1,138.63565153939675,100.62085546090057,20.357794972403855,16.855777078566692,0.7352941176470589,255.66459657875305,34,34
expanded,42,5e-05,8,220,1,152.38541361929256,112.9548447004299,72.0597530858222,20.949341520015327,0.7352941176470589,277.99346348190784,34,34
expanded,42,5e-05,8,240,1,118.8235840435428,86.9775813961204,13.202877361019302,15.729617089921069,0.7352941176470589,240.2707771102436,34,34
expanded,42,5e-05,8,260,1,109.46887977233945,81.42383941213566,17.88242344408414,15.9628019718517,0.8823529411764706,240.4661230033268,34,34
expanded,42,5e-05,8,280,1,101.3296203954567,76.96289694838475,21.744970662623096,17.0761901059081,0.8235294117647058,231.38217663366748,34,34
expanded,42,5e-05,8,300,1,91.88415084771134,68.19382573017177,2.462200411663006,17.18829834454274,0.7941176470588235,196.09528213636756,34,34
expanded,42,5e-05,8,320,1,97.42340159080341,78.50435658821068,36.48808637100467,28.506415969493332,0.7058823529411765,206.368039367352,34,34
