horizon_scheme,seed,learning_rate,fold,context_size,run_tag,run_dir,evaluation_dir,prediction_csv,best_step,best_validation_rmse_cycles,mean_horizon_lifetime_rmse_cycles,mean_horizon_lifetime_mae_cycles,mean_rmse_below_training_range_cycles,mean_rmse_at_trained_horizons_cycles,mean_rmse_above_training_range_cycles,pooled_lifetime_rmse_cycles,pooled_lifetime_mae_cycles,pooled_lifetime_bias_cycles,pooled_coverage,pooled_interval_width_cycles,num_predictions,num_test_cells,num_evaluation_horizons,num_valid_horizons,num_skipped_horizons,minimum_actual_context_cells,mean_actual_context_cells,status,error
original,42,2.5e-05,0,8,horiginal_s42_lr2p5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f0/20260830_125015_735243_f0_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f0/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f0/context_8/per_cell_predictions.csv,6500,127.88052307348659,197.75514166836027,127.87093840178306,368.5135601285283,186.57315495637337,183.1874761291282,206.47110595465824,126.38861143910066,-11.819516536645185,0.6847946725860156,290.2419819580179,901,34,28,28,0,8,8.0,completed,
original,42,2.5e-05,0,12,horiginal_s42_lr2p5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f0/20260830_125015_735243_f0_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f0/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f0/context_12/per_cell_predictions.csv,6500,127.88052307348659,197.0032805116721,127.73921574450459,371.41590062471835,184.6560461194583,182.80290305088934,205.88616393919372,126.18506685436482,-13.363487001617116,0.6781354051054383,289.4382208019575,901,34,28,28,0,12,12.0,completed,
original,42,2.5e-05,0,16,horiginal_s42_lr2p5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f0/20260830_125015_735243_f0_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f0/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f0/context_16/per_cell_predictions.csv,6500,127.88052307348659,196.28345310730037,127.3111189977014,369.3401101617151,184.18750300833338,182.07959557262092,205.17533993341144,125.73837110864366,-13.8724166004283,0.6792452830188679,288.85844921991475,901,34,28,28,0,16,16.0,completed,
original,42,2.5e-05,1,8,horiginal_s42_lr2p5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f1/20260830_130059_519953_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f1/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f1/context_8/per_cell_predictions.csv,10500,172.5157138363093,162.2453833939971,134.9203377804663,662.7168942657436,113.99527521583224,130.89926127508505,221.4836137149969,134.85745647277494,7.388400982024193,0.3359550561797753,175.9300938144213,890,34,28,28,0,8,8.0,completed,
original,42,2.5e-05,1,12,horiginal_s42_lr2p5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f1/20260830_130059_519953_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f1/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f1/context_12/per_cell_predictions.csv,10500,172.5157138363093,163.3416397054029,135.99364425128925,677.6592195773717,113.62602413197229,131.22408047632283,224.2869023766886,135.92954764333857,8.238477585997881,0.33370786516853934,176.75743262924524,890,34,28,28,0,12,12.0,completed,
original,42,2.5e-05,1,16,horiginal_s42_lr2p5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f1/20260830_130059_519953_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f1/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f1/context_16/per_cell_predictions.csv,10500,172.5157138363093,163.39857781405522,136.09137704959545,678.1892063518399,113.3988242508331,131.42631328871346,224.37563638224103,135.98722191110636,8.49337074747905,0.33146067415730335,176.4545370688246,890,34,28,28,0,16,16.0,completed,
original,42,2.5e-05,2,8,horiginal_s42_lr2p5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f2/20260830_131438_407291_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f2/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f2/context_8/per_cell_predictions.csv,3000,146.27138612453916,260.514560817847,174.86340639911097,360.5756534709467,213.56811652658425,281.60047427769314,262.93746053159197,167.75899612362835,-98.55536925407291,0.7084745762711865,411.141208761099,885,34,28,28,0,8,8.0,completed,
original,42,2.5e-05,2,12,horiginal_s42_lr2p5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f2/20260830_131438_407291_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f2/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f2/context_12/per_cell_predictions.csv,3000,146.27138612453916,260.23256984113766,174.8689634151966,364.74554672043996,211.9356305442727,281.7152617415982,263.009359671275,167.69594879491768,-97.04141296793918,0.7096045197740113,412.4126244968978,885,34,28,28,0,12,12.0,completed,
original,42,2.5e-05,2,16,horiginal_s42_lr2p5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f2/20260830_131438_407291_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f2/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f2/context_16/per_cell_predictions.csv,3000,146.27138612453916,259.16071020887546,174.20241437571755,362.8496687064003,210.87867648155796,280.742340475905,261.9556654827439,166.98591480313374,-95.69473755321002,0.711864406779661,413.1327963506413,885,34,28,28,0,16,16.0,completed,
original,42,2.5e-05,3,8,horiginal_s42_lr2p5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f3/20260830_132319_221590_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f3/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f3/context_8/per_cell_predictions.csv,5500,134.0598420451657,225.2067659088786,164.0640174990076,548.4991012744806,167.67206321738908,224.29323650055719,250.28245158507295,153.79178634971802,-18.528859228172845,0.633769322235434,323.1449758560339,841,34,28,28,0,8,8.0,completed,
original,42,2.5e-05,3,12,horiginal_s42_lr2p5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f3/20260830_132319_221590_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f3/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f3/context_12/per_cell_predictions.csv,5500,134.0598420451657,225.25295683242803,164.0235956013824,543.9683401698258,167.89044315029858,224.82341575433662,249.77178339722957,153.6334661371725,-19.130289216514043,0.6349583828775267,322.7709733721195,841,34,28,28,0,12,12.0,completed,
original,42,2.5e-05,3,16,horiginal_s42_lr2p5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f3/20260830_132319_221590_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f3/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f3/context_16/per_cell_predictions.csv,5500,134.0598420451657,225.11568127358402,164.03880939843359,545.0485208896722,167.3868136148201,224.7924722745325,249.92640853509607,153.69558555935228,-19.16896970940347,0.6325802615933412,322.684198484,841,34,28,28,0,16,16.0,completed,
original,42,2.5e-05,4,8,horiginal_s42_lr2p5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f4/20260830_133342_756326_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f4/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f4/context_8/per_cell_predictions.csv,15000,118.19400736638484,187.337388213654,148.80710041424817,632.7748328133803,107.6438817958662,186.3876336400682,235.49807665958133,142.7927165380805,-12.49958441492422,0.41939252336448596,150.9371464979881,856,33,28,28,0,8,8.0,completed,
original,42,2.5e-05,4,12,horiginal_s42_lr2p5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f4/20260830_133342_756326_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f4/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f4/context_12/per_cell_predictions.csv,15000,118.19400736638484,186.84385600291958,148.37200297466535,622.3185794086467,106.285653741926,187.8565745402179,233.9334253343542,142.1356351572782,-14.559993163232058,0.4205607476635514,149.535991860626,856,33,28,28,0,12,12.0,completed,
original,42,2.5e-05,4,16,horiginal_s42_lr2p5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr2p5em05_f4/20260830_133342_756326_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f4/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr2p5em05_f4/context_16/per_cell_predictions.csv,15000,118.19400736638484,187.0220437348435,148.27394901500548,618.505655479469,106.40070737107557,188.61320883565656,233.36401579472687,141.9714030549778,-14.509007091830401,0.41939252336448596,149.5086122349523,856,33,28,28,0,16,16.0,completed,
original,42,5e-05,0,8,horiginal_s42_lr5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f0/20260830_135027_306102_f0_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f0/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f0/context_8/per_cell_predictions.csv,4000,117.43848228400078,180.4957342967265,130.35952328683305,387.6564125505741,169.7719947244592,160.73838621587618,194.45550352756607,129.00379125587423,-7.599937542173132,0.5738068812430632,248.47195482545794,901,34,28,28,0,8,8.0,completed,
original,42,5e-05,0,12,horiginal_s42_lr5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f0/20260830_135027_306102_f0_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f0/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f0/context_12/per_cell_predictions.csv,4000,117.43848228400078,181.0510020678827,130.9560060402277,405.9623998634107,170.19541666425695,159.02357832447112,196.11240355678066,129.6262541309677,-7.438430706102374,0.5726970033296337,249.38647176272238,901,34,28,28,0,12,12.0,completed,
original,42,5e-05,0,16,horiginal_s42_lr5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f0/20260830_135027_306102_f0_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f0/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f0/context_16/per_cell_predictions.csv,4000,117.43848228400078,180.7705495007996,130.61570515330735,403.2363806487052,171.07897408245447,158.21559398786522,195.89704442445995,129.28961553853014,-7.940486843593429,0.5782463928967814,248.96395535991763,901,34,28,28,0,16,16.0,completed,
original,42,5e-05,1,8,horiginal_s42_lr5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f1/20260830_135952_884120_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f1/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f1/context_8/per_cell_predictions.csv,6000,175.27412816825176,159.3780594443957,130.48884036007817,643.7375698145001,110.10056350734507,130.93362174888557,216.96753791417447,128.97122774349356,3.862770011290395,0.46179775280898877,210.17757144344876,890,34,28,28,0,8,8.0,completed,
original,42,5e-05,1,12,horiginal_s42_lr5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f1/20260830_135952_884120_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f1/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f1/context_12/per_cell_predictions.csv,6000,175.27412816825176,158.9852031929553,130.33182511959248,642.1911110968372,109.6262805614946,130.75429206884232,216.49924975642907,128.80123076909734,3.190830014116102,0.4651685393258427,210.1022465057077,890,34,28,28,0,12,12.0,completed,
original,42,5e-05,1,16,horiginal_s42_lr5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f1/20260830_135952_884120_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f1/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f1/context_16/per_cell_predictions.csv,6000,175.27412816825176,158.94074774606906,130.31665584569325,643.9598263698649,109.45487996914281,130.56117363264218,216.79024457410148,128.81283408984862,3.407507325780555,0.46741573033707867,210.28981602100245,890,34,28,28,0,16,16.0,completed,
original,42,5e-05,2,8,horiginal_s42_lr5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f2/20260830_141035_562309_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f2/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f2/context_8/per_cell_predictions.csv,9000,138.50995979973865,258.88600835272456,171.07163686774555,514.1221295242192,199.16703471540993,268.64843953055595,273.9584037992549,166.72310880010377,-63.66984860081611,0.30621468926553674,124.37516917951875,885,34,28,28,0,8,8.0,completed,
original,42,5e-05,2,12,horiginal_s42_lr5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f2/20260830_141035_562309_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f2/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f2/context_12/per_cell_predictions.csv,9000,138.50995979973865,258.78218469612506,171.07594926141925,516.7240147477482,198.7101472496461,268.44276814999336,274.33957444464886,166.75956024779126,-63.14098460892683,0.30621468926553674,123.82665564334881,885,34,28,28,0,12,12.0,completed,
original,42,5e-05,2,16,horiginal_s42_lr5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f2/20260830_141035_562309_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f2/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f2/context_16/per_cell_predictions.csv,9000,138.50995979973865,258.44151759958413,170.89284411424563,514.5557947528914,198.46081813886093,268.27879358367346,273.9605307150358,166.55283370091274,-62.962443611468174,0.3073446327683616,123.45130642668096,885,34,28,28,0,16,16.0,completed,
original,42,5e-05,3,8,horiginal_s42_lr5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f3/20260830_142323_623302_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f3/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f3/context_8/per_cell_predictions.csv,3500,134.68015355673495,224.69830083006113,161.78321422951862,671.5528675009448,189.08370577897668,191.2350616447387,268.1105343137349,155.56563075090466,37.487451064258956,0.6813317479191439,285.9133309740978,841,34,28,28,0,8,8.0,completed,
original,42,5e-05,3,12,horiginal_s42_lr5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f3/20260830_142323_623302_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f3/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f3/context_12/per_cell_predictions.csv,3500,134.68015355673495,224.0383607357941,161.13434645331978,655.2348657761528,188.76109877313337,192.41548550303085,265.47734644898225,154.56459987864218,35.16048981173111,0.6789536266349584,285.59190264790226,841,34,28,28,0,12,12.0,completed,
original,42,5e-05,3,16,horiginal_s42_lr5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f3/20260830_142323_623302_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f3/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f3/context_16/per_cell_predictions.csv,3500,134.68015355673495,223.93781926303686,160.9763575550041,657.5424087118677,188.57266511730822,192.05832037672704,265.83219773414385,154.48005852686268,35.21778271938279,0.6777645659928656,285.4517573270907,841,34,28,28,0,16,16.0,completed,
original,42,5e-05,4,8,horiginal_s42_lr5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f4/20260830_143226_552481_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f4/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f4/context_8/per_cell_predictions.csv,8500,110.40518904336525,168.16457876743297,132.72271441531237,558.8621230123804,90.61874584980784,172.93851700769847,214.07000268706122,126.66770978723706,-19.343032749643644,0.5420560747663551,170.86925832191008,856,33,28,28,0,8,8.0,completed,
original,42,5e-05,4,12,horiginal_s42_lr5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f4/20260830_143226_552481_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f4/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f4/context_12/per_cell_predictions.csv,8500,110.40518904336525,166.62019449151208,131.3820609607669,548.3689865117036,88.47754489836394,173.02496525712849,212.05503572209304,125.13472348603682,-21.901504324133978,0.5502336448598131,169.24142986496355,856,33,28,28,0,12,12.0,completed,
original,42,5e-05,4,16,horiginal_s42_lr5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr5em05_f4/20260830_143226_552481_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f4/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr5em05_f4/context_16/per_cell_predictions.csv,8500,110.40518904336525,166.53332916924333,131.16904141505944,548.0069665119556,87.89901250739605,173.3353430755697,211.80302735871848,124.87782407353251,-21.75330433881204,0.5537383177570093,169.46728357206706,856,33,28,28,0,16,16.0,completed,
original,42,0.0001,0,8,horiginal_s42_lr0p0001_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp/20260830_013634_615505_f0_life_iv_anp_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f0/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f0/context_8/per_cell_predictions.csv,3500,136.65815998514034,188.8549663817261,141.74212533329717,478.43837695301505,154.70909783376476,175.2841485740592,215.86637133392543,139.83450421799247,0.6536776762498324,0.5049944506104328,237.5809718622048,901,34,28,28,0,8,8.0,completed,
original,42,0.0001,0,12,horiginal_s42_lr0p0001_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp/20260830_013634_615505_f0_life_iv_anp_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f0/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f0/context_12/per_cell_predictions.csv,3500,136.65815998514034,188.8730240562634,140.53629546797592,510.8542125140803,153.81621110733175,171.65052842443765,218.04592124306052,138.94278517406875,3.8071460767918706,0.5005549389567148,238.07961717449996,901,34,28,28,0,12,12.0,completed,
