source,alpha
CALCE_CX2_16.pkl,0.0
CALCE_CX2_33.pkl,5.442528e-21
CALCE_CX2_34.pkl,0.0
CALCE_CX2_35.pkl,0.044581287
CALCE_CX2_36.pkl,0.14308606
CALCE_CX2_38.pkl,0.81233263
