step,support_loss
1,0.012343120761215687
2,0.014401731081306934
3,0.05127960443496704
4,0.1391110122203827
5,0.4855071008205414
6,1.4485597610473633
7,3.9073898792266846
8,0.09957774728536606
9,0.056002501398324966
10,0.036894530057907104
11,0.03933582827448845
12,0.03185897320508957
13,0.028648659586906433
14,0.02773165889084339
15,0.01733424700796604
16,0.019151007756590843
17,0.016826540231704712
18,0.023421432822942734
19,0.01687329262495041
20,0.01337074488401413
