step,loss,nll,kl,consistency_loss,consistency_weight,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
1,0.8530328869819641,0.8530304431915283,0.011908306740224361,0.000649089110083878,0.0001,0.0002,1.5584386587142944,False,100->140,"MATR_b1c41,MATR_b3c22,MATR_b1c43,MATR_b4c39,MATR_b2c45,MATR_b3c40,MATR_b1c24,MATR_b4c23,MATR_b4c37,MATR_b2c29,MATR_b3c0,MATR_b3c38,MATR_b2c46,MATR_b2c28","MATR_b3c5,MATR_b4c20,MATR_b1c26,MATR_b4c28,MATR_b1c33,MATR_b2c44,MATR_b3c8,MATR_b2c39",455.0,868.0,,0.18486844515427947
2,2.20979642868042,2.2097907066345215,0.014545525424182415,2.8364767786115408e-05,0.0002,0.0004,inf,True,260->300,"MATR_b1c40,MATR_b4c35,MATR_b4c4,MATR_b1c36,MATR_b4c0,MATR_b2c5,MATR_b3c5,MATR_b3c34,MATR_b3c40,MATR_b3c38,MATR_b2c29,MATR_b2c25","MATR_b2c36,MATR_b2c26,MATR_b2c38,MATR_b3c35,MATR_b4c30,MATR_b1c17,MATR_b3c16,MATR_b2c42",464.0,1635.0,,0.36270967684686184
3,0.9295408129692078,0.9295241236686707,0.027485370635986328,0.0006850052741356194,0.00030000000000000003,0.0006,0.9879446625709534,False,100->140,"MATR_b4c0,MATR_b1c44,MATR_b2c31,MATR_b1c9,MATR_b4c5,MATR_b3c44,MATR_b1c0,MATR_b3c34,MATR_b3c28,MATR_b4c2","MATR_b2c27,MATR_b4c22,MATR_b4c8,MATR_b3c41,MATR_b3c22,MATR_b2c13,MATR_b1c36,MATR_b4c19",467.0,1000.0,,0.4959315238520503
4,1.0430138111114502,1.0430049896240234,0.011060346849262714,3.244727849960327e-06,0.0004,0.0008,0.4951018691062927,False,180->220,"MATR_b3c11,MATR_b2c25,MATR_b2c10,MATR_b2c43,MATR_b2c36,MATR_b3c10,MATR_b3c27,MATR_b2c47,MATR_b2c45,MATR_b1c15,MATR_b4c38,MATR_b3c41,MATR_b4c26,MATR_b1c45,MATR_b1c16","MATR_b2c14,MATR_b1c26,MATR_b4c43,MATR_b4c44,MATR_b4c25,MATR_b4c40,MATR_b1c23,MATR_b2c35",453.0,1012.0,,0.6770754819735885
5,3.1574175357818604,3.157392978668213,0.024060778319835663,0.0002982504665851593,0.0005,0.001,inf,True,100->140,"MATR_b2c45,MATR_b4c24,MATR_b1c38,MATR_b3c27,MATR_b1c40,MATR_b3c39,MATR_b2c46,MATR_b3c26","MATR_b3c38,MATR_b2c4,MATR_b2c32,MATR_b2c44,MATR_b4c30,MATR_b4c4,MATR_b3c34,MATR_b2c36",443.0,1932.0,,0.7646328350529075
6,1.280157208442688,1.2801471948623657,0.008342789486050606,1.8540769815444946e-05,0.0006000000000000001,0.0012,3.1753580570220947,False,220->260,"MATR_b2c36,MATR_b3c34,MATR_b3c39,MATR_b4c28,MATR_b1c28,MATR_b2c39,MATR_b1c45,MATR_b4c26,MATR_b3c40,MATR_b3c41,MATR_b2c0,MATR_b2c42","MATR_b1c9,MATR_b1c24,MATR_b3c8,MATR_b4c23,MATR_b4c35,MATR_b2c11,MATR_b1c33,MATR_b3c28",476.0,1081.0,,0.864585273899138
7,1.2411437034606934,1.2410078048706055,0.09711684286594391,8.363276720046997e-06,0.0007000000000000001,0.0014,2.5291547775268555,False,200->240,"MATR_b4c43,MATR_b3c27,MATR_b4c40,MATR_b2c29,MATR_b4c8,MATR_b1c36,MATR_b3c35,MATR_b3c40","MATR_b1c29,MATR_b1c41,MATR_b1c16,MATR_b2c42,MATR_b2c20,MATR_b4c2,MATR_b3c19,MATR_b1c40",465.0,1152.0,,0.9523219829425216
8,1.1572575569152832,1.1571886539459229,0.043028876185417175,8.867122232913971e-06,0.0008,0.0016,1.2710131406784058,False,240->280,"MATR_b2c43,MATR_b4c4,MATR_b2c35,MATR_b2c39,MATR_b2c10,MATR_b2c6,MATR_b2c26,MATR_b1c38","MATR_b4c19,MATR_b3c12,MATR_b2c42,MATR_b1c24,MATR_b3c22,MATR_b4c27,MATR_b2c13,MATR_b3c11",465.0,1015.0,,1.044917882885784
9,0.8534524440765381,0.8534407019615173,0.006501545198261738,5.555339157581329e-06,0.0009,0.0018,0.64890056848526,False,200->240,"MATR_b1c9,MATR_b4c24,MATR_b3c27,MATR_b4c33,MATR_b1c29,MATR_b3c11,MATR_b3c39,MATR_b2c0,MATR_b1c7,MATR_b4c31,MATR_b1c45,MATR_b1c16,MATR_b3c10,MATR_b2c18","MATR_b3c26,MATR_b4c8,MATR_b2c20,MATR_b3c12,MATR_b4c22,MATR_b2c29,MATR_b1c36,MATR_b3c13",497.0,1025.0,,1.1580596379935741
10,0.87628173828125,0.8762372136116028,0.022273488342761993,3.159279003739357e-06,0.001,0.002,1.4119216203689575,False,260->300,"MATR_b1c31,MATR_b4c41,MATR_b3c35,MATR_b4c44,MATR_b1c45,MATR_b4c22,MATR_b2c26,MATR_b2c32,MATR_b2c46","MATR_b2c42,MATR_b4c16,MATR_b4c13,MATR_b4c2,MATR_b2c20,MATR_b1c15,MATR_b1c26,MATR_b2c38",464.0,909.0,,1.261290559079498
11,0.9190050363540649,0.9189742803573608,0.013972312211990356,2.8123613446950912e-06,0.0011,0.0022,1.1145862340927124,False,220->260,"MATR_b2c20,MATR_b4c39,MATR_b4c38,MATR_b1c17,MATR_b2c13,MATR_b1c41,MATR_b2c47,MATR_b1c38,MATR_b2c46","MATR_b3c8,MATR_b2c18,MATR_b4c8,MATR_b3c0,MATR_b2c39,MATR_b4c17,MATR_b3c27,MATR_b2c23",458.0,1007.0,,1.3480401379056275
12,1.2319042682647705,1.2318592071533203,0.01854737102985382,0.0005159946158528328,0.0012000000000000001,0.0024,1.3479777574539185,False,120->160,"MATR_b2c17,MATR_b1c31,MATR_b2c44,MATR_b3c41,MATR_b1c33,MATR_b1c24,MATR_b4c41,MATR_b2c31,MATR_b2c20,MATR_b3c26,MATR_b4c28,MATR_b4c37,MATR_b2c46,MATR_b1c15,MATR_b2c29","MATR_b3c0,MATR_b3c21,MATR_b2c5,MATR_b4c33,MATR_b3c34,MATR_b4c24,MATR_b4c4,MATR_b2c18",479.0,1156.0,,1.4265201878733933
13,1.1694886684417725,1.169416904449463,0.02730369195342064,0.0005391212180256844,0.0013,0.0026,0.963256299495697,False,160->200,"MATR_b3c0,MATR_b4c13,MATR_b2c39,MATR_b1c1,MATR_b3c25,MATR_b3c21,MATR_b2c5,MATR_b2c23,MATR_b3c19,MATR_b4c27,MATR_b3c8,MATR_b1c9","MATR_b2c0,MATR_b3c35,MATR_b4c37,MATR_b4c40,MATR_b2c13,MATR_b3c5,MATR_b4c0,MATR_b1c29",299.0,1091.0,,1.5094298147596419
14,0.7336776256561279,0.7336460947990417,0.01126050390303135,1.9000843167304993e-05,0.0014000000000000002,0.0028,1.7027157545089722,False,240->280,"MATR_b1c20,MATR_b1c38,MATR_b2c42,MATR_b4c26,MATR_b4c33,MATR_b1c33,MATR_b2c2,MATR_b4c23,MATR_b3c44,MATR_b4c41,MATR_b4c24,MATR_b4c43,MATR_b4c30,MATR_b4c40,MATR_b1c32,MATR_b2c17","MATR_b1c40,MATR_b3c11,MATR_b3c13,MATR_b2c34,MATR_b2c47,MATR_b3c41,MATR_b1c39,MATR_b1c26",498.0,964.0,,1.6418470251373947
