step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_sampling_seconds,batch_collation_seconds,batch_transfer_seconds,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse
1,2.087967872619629,2.07425856590271,0.013709202408790588,1.0,6.814515590667725,False,1.0,1.0,2,0.0017214000690728426,0.0006766999140381813,3.360002301633358e-05,MATR_SYNTH_01|MATR_SYNTH_04,17|15,0.5|0.5,6,9,12,14,0.8705,0.9289999999999999,-1.7005188465118408,-0.09815075248479843,0.12513867020606995,0.17935316264629364,0.5705369710922241,0.8315072655677795,0.5933792591094971,0.7803712487220764,0.5593302845954895,0.7950516939163208,0.0,0.0,0.0,0.0005,0.03081545500547033,0.0834687000606209,MATR_SYNTH_00:0.03081546
