step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_sampling_seconds,batch_collation_seconds,batch_transfer_seconds,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse
1,2.0891106128692627,2.0754013061523438,0.013709202408790588,1.0,6.646122932434082,False,1.0,1.0,2,0.0012915998231619596,0.00040849996730685234,2.2300053387880325e-05,MATR_SYNTH_01|MATR_SYNTH_04,17|15,0.5|0.5,6,9,12,14,0.8705,0.9289999999999999,-1.7005188465118408,-0.09815075248479843,0.1431591510772705,0.19239920377731323,0.5773643851280212,0.8634900450706482,0.5933792591094971,0.7803712487220764,0.5593302845954895,0.7950516939163208,0.0,0.0,0.0,0.0005,0.030903894461964027,0.05449870019219816,MATR_SYNTH_00:0.03090389
