source,alpha
CALCE_CX2_16.pkl,0.0033218274
CALCE_CX2_33.pkl,0.0
CALCE_CX2_34.pkl,7.75583e-23
CALCE_CX2_35.pkl,0.13902944
CALCE_CX2_36.pkl,0.0
CALCE_CX2_38.pkl,0.85764873
