step,support_loss
1,0.262159138917923
2,0.005827646702528
3,0.005330162588506937
4,0.003942571114748716
5,0.004110464360564947
6,0.0029586665332317352
7,0.002558075822889805
8,0.0026298186276108027
9,0.00388992833904922
10,0.004328882787376642
11,0.00420570420101285
12,0.0038918103091418743
13,0.003419934306293726
14,0.00322494818829
15,0.0030765763949602842
16,0.002723134122788906
17,0.0027118048164993525
18,0.003693212987855077
19,0.0022258043754845858
20,0.0024974881671369076
21,0.0033795235212892294
22,0.0020937377121299505
23,0.0023398601915687323
24,0.0022095723543316126
25,0.002669591922312975
26,0.0019982843659818172
27,0.003004636848345399
28,0.002197671914473176
29,0.002582152606919408
30,0.002744160359725356
31,0.002088849199935794
32,0.0027486199978739023
33,0.0016279893461614847
34,0.0023772811982780695
35,0.002327424008399248
36,0.0019377702847123146
37,0.0025510373525321484
38,0.0020827660337090492
39,0.0017687835497781634
40,0.0023313688579946756
41,0.0016911369748413563
42,0.0016404582420364022
43,0.0020532491616904736
44,0.001702146721072495
45,0.002110846107825637
46,0.002194242086261511
47,0.0020534174982458353
48,0.0013307322515174747
49,0.0012001360300928354
50,0.0018735210178419948
51,0.0018406412564218044
52,0.0017744259675964713
53,0.0019735118839889765
54,0.001661461079493165
55,0.0021613291464746
56,0.001781742088496685
57,0.0012652036966755986
58,0.0016418697778135538
59,0.001647702301852405
60,0.0014320480404421687
61,0.0018816792871803045
62,0.0016474431613460183
63,0.0013273678487166762
64,0.0013334060786291957
65,0.0012833971995860338
66,0.0015531599055975676
67,0.0014327390817925334
68,0.0011716654989868402
69,0.0012644713278859854
70,0.0012578738387674093
71,0.0015485240146517754
72,0.00146143336314708
73,0.0014210783410817385
74,0.0013478827895596623
75,0.0015330045716837049
76,0.0011758026666939259
77,0.0014520223485305905
78,0.0010735205141827464
79,0.0011181645095348358
80,0.0009512904798611999
81,0.001481663784943521
82,0.0009293213952332735
83,0.0010388813680037856
84,0.0012262760428711772
85,0.0009255869663320482
86,0.001224144478328526
87,0.0010977110359817743
88,0.0015190698904916644
89,0.001302924589253962
90,0.0007983794785104692
91,0.001369160832837224
92,0.0012568272650241852
93,0.0008479496464133263
94,0.0011079704854637384
95,0.001010465552099049
96,0.0007166680879890919
97,0.0008516346570104361
98,0.0008922211709432304
99,0.0008923381683416665
100,0.0008558730478398502
101,0.0007314677932299674
102,0.0010249650804325938
103,0.0010778286959975958
104,0.0008934097713790834
105,0.0008713874849490821
106,0.0006232597515918314
107,0.0009642302757129073
108,0.000905959343072027
109,0.0007165459101088345
110,0.0007806784124113619
111,0.0007682793657295406
112,0.0007898174808360636
113,0.0006983955972827971
114,0.0006859648274257779
115,0.0005913463537581265
116,0.0008323949296027422
117,0.0006478108698502183
118,0.0008122346480377018
119,0.0006716794450767338
120,0.0006164258229546249
121,0.0006642424268648028
122,0.0005704391514882445
123,0.0007963814423419535
124,0.0007400573813356459
125,0.0007797583821229637
126,0.0006505927303805947
127,0.0006549476529471576
128,0.0005856591742485762
129,0.0007859803736209869
130,0.0006617633043788373
131,0.0007271005888469517
132,0.0006126805092208087
133,0.0006633272860199213
134,0.0006189399864524603
135,0.000793750979937613
136,0.0006662766099907458
137,0.000566914095543325
138,0.0007160701788961887
139,0.0006336314254440367
140,0.0006888493080623448
141,0.000598579877987504
142,0.000565763155464083
143,0.0008056566002778709
144,0.0005042081465944648
145,0.00044831231934949756
146,0.0005126285832375288
147,0.0005080289556644857
148,0.0005258749006316066
149,0.0005399576621130109
150,0.000572531542275101
151,0.0005011273897252977
152,0.0004605737922247499
153,0.0006710716988891363
154,0.00042563860188238323
155,0.0005215404671616852
156,0.0005678761517629027
157,0.0004913826123811305
158,0.0005871291505172849
159,0.0005658383597619832
160,0.00036333786556497216
161,0.000469166407128796
162,0.0003950885438825935
163,0.0005649750819429755
164,0.0005614449619315565
165,0.0003970162069890648
166,0.00046631344594061375
167,0.0005132691003382206
168,0.0006493106484413147
169,0.00039207792724482715
170,0.0005855787312611938
171,0.0006283532711677253
172,0.0003978526219725609
173,0.0003756405203603208
174,0.0003795678203459829
175,0.00048435182543471456
176,0.000673361006192863
177,0.0004911976284347475
178,0.0003588861145544797
179,0.0004084701358806342
180,0.0003421313886065036
181,0.00034657627111300826
182,0.0003395619278308004
183,0.00047280601575039327
184,0.0004128740984015167
185,0.0005363952368497849
186,0.0003113948623649776
187,0.000412734312703833
188,0.00030814416822977364
189,0.0002816515334416181
190,0.00034652737667784095
191,0.00029218156123533845
192,0.0003808597393799573
193,0.0003169763367623091
194,0.00020574867085088044
195,0.00037357560358941555
196,0.0003881343000102788
197,0.0003739650419447571
198,0.0003514094278216362
199,0.000484651216538623
200,0.00027009440236724913
