step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_sampling_seconds,batch_collation_seconds,batch_transfer_seconds,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse,nonfinite_gradient_parameters
2444,-0.8525066375732422,-0.8544019460678101,0.0038774460554122925,0.4888,222.080322265625,False,256.0,256.0,16,0.0056662168353796005,0.0007264823652803898,0.00041388580575585365,HUST_1-8|HUST_6-2|HUST_1-4|HUST_8-6|HUST_4-7|HUST_9-3|HUST_10-1|HUST_6-8|HUST_10-3|HUST_3-5|HUST_9-5|HUST_10-8|HUST_5-6|HUST_9-1|HUST_9-8|HUST_8-2,985|594|717|785|965|1314|726|1064|675|1907|1595|377|919|1626|1617|701,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,122,128,128,0.8129530303030258,1.0692365757575724,-2.36675763130188,0.8505869507789612,-2.4765625,0.81494140625,0.037892285734415054,0.25141075253486633,0.05176401510834694,0.34063243865966797,0.051667433232069016,0.3410544991493225,0.0,79.91845703125,3392.0,0.0001,,885.3111046231352,,
2445,-0.3757629692554474,-0.37777698040008545,0.004118617624044418,0.489,178.0256805419922,False,256.0,256.0,16,0.0052899811416864395,0.0006816280074417591,0.0004004710353910923,HUST_9-7|HUST_9-1|HUST_1-6|HUST_10-1|HUST_9-1|HUST_2-2|HUST_4-5|HUST_1-2|HUST_4-4|HUST_7-8|HUST_8-4|HUST_8-1|HUST_3-5|HUST_8-2|HUST_8-2|HUST_3-6,776|1285|354|810|1261|1346|1024|1048|1153|1420|437|377|1407|1556|1094|1459,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,116,128,128,0.8115353888888837,1.0597955555555563,-2.384554386138916,0.7320657968521118,-2.380859375,0.703125,0.038319140672683716,0.2199920266866684,0.05195772275328636,0.34246447682380676,0.05186077952384949,0.34218209981918335,0.0,79.70654296875,3392.0,0.0001,,885.6526202922687,,
2446,-1.0936733484268188,-1.0954310894012451,0.0035930462181568146,0.4892,39.81057357788086,False,256.0,256.0,16,0.005285953171551228,0.0007218541577458382,0.00040499959141016006,HUST_6-1|HUST_8-8|HUST_8-6|HUST_1-6|HUST_3-5|HUST_10-5|HUST_8-4|HUST_2-3|HUST_6-2|HUST_5-7|HUST_6-5|HUST_7-1|HUST_10-8|HUST_3-5|HUST_2-8|HUST_5-7,1141|598|1684|307|1346|729|651|699|1412|435|584|778|602|1997|333|1138,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16,123,128,128,0.8139950252525259,1.063248992424244,-2.3536765575408936,0.7754197120666504,-2.400390625,0.77685546875,0.03839075565338135,0.26514264941215515,0.05224963650107384,0.3428884446620941,0.05215214937925339,0.3431713283061981,0.0,79.95361328125,3392.0,0.0001,,886.0135505213402,,
2447,-1.1561206579208374,-1.1577675342559814,0.0033651888370513916,0.4894,176.4434356689453,False,256.0,256.0,16,0.005435402970761061,0.000740319024771452,0.00039832713082432747,HUST_8-6|HUST_8-2|HUST_1-6|HUST_7-1|HUST_10-3|HUST_2-2|HUST_9-7|HUST_4-4|HUST_10-3|HUST_3-5|HUST_4-4|HUST_10-8|HUST_3-5|HUST_6-2|HUST_8-6|HUST_2-2,1114|1090|264|1274|1319|1943|433|441|1129|854|901|346|1441|459|495|699,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17,125,128,128,0.8139950252525259,1.0844194722222251,-2.3536765575408936,1.04119074344635,-2.302734375,1.04296875,0.033689986914396286,0.27388063073158264,0.05234730243682861,0.3431713283061981,0.05234730243682861,0.3435960114002228,0.0,80.02392578125,3392.0,0.0001,,886.3803553781472,,
2448,-0.8625100255012512,-0.8645382523536682,0.004142645746469498,0.4896,133.9276123046875,False,256.0,256.0,16,0.006002807058393955,0.0005967901088297367,0.0003915838897228241,HUST_5-3|HUST_4-5|HUST_1-2|HUST_2-6|HUST_9-8|HUST_3-5|HUST_9-4|HUST_6-8|HUST_9-4|HUST_2-3|HUST_8-1|HUST_7-4|HUST_2-3|HUST_1-2|HUST_1-2|HUST_10-8,1758|1166|636|507|844|1241|1521|984|533|1106|482|850|647|1586|1186|817,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,123,128,128,0.8118593181818177,1.076199593434342,-2.3804879188537598,0.9379996061325073,-2.30078125,0.93701171875,0.038105111569166183,0.28358933329582214,0.05254317820072174,0.3433128297328949,0.052445147186517715,0.3437376916408539,0.0,79.95361328125,3392.0,0.0001,,886.7427800102159,,
2449,-0.8021413087844849,-0.8041607737541199,0.004123076796531677,0.4898,156.222900390625,False,256.0,256.0,16,0.005441765766590834,0.0005911383777856827,0.0004130150191485882,HUST_4-4|HUST_8-5|HUST_4-4|HUST_9-7|HUST_2-8|HUST_10-4|HUST_10-3|HUST_9-5|HUST_1-4|HUST_6-2|HUST_8-2|HUST_7-4|HUST_5-3|HUST_10-4|HUST_1-2|HUST_6-4,583|495|693|1272|720|841|1315|1564|1029|1270|527|545|1430|411|1251|792,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15,123,128,128,0.8118593181818177,1.073325315656565,-2.3804879188537598,0.9019163250923157,-2.396484375,0.81689453125,0.039926160126924515,0.23975902795791626,0.05283835530281067,0.3437376916408539,0.05264138802886009,0.34402117133140564,0.0,79.95361328125,3392.0,0.0001,,887.1041550729424,,
2450,-0.7477839589118958,-0.750042200088501,0.0046086665242910385,0.49,124.5454330444336,False,256.0,256.0,16,0.005761504638940096,0.000779392197728157,0.00041567906737327576,HUST_2-5|HUST_10-1|HUST_10-4|HUST_2-2|HUST_9-4|HUST_9-2|HUST_9-7|HUST_10-1|HUST_3-5|HUST_6-2|HUST_9-5|HUST_9-7|HUST_10-6|HUST_6-5|HUST_3-6|HUST_9-5,451|704|1184|1164|1058|1173|1276|789|1336|733|580|1608|1759|440|604|1315,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,128,128,128,0.81275236363636,1.0687375707070725,-2.369276762008667,0.8443225026130676,-2.40625,0.89697265625,0.034645698964595795,0.33908870816230774,0.052937112748622894,0.343879371881485,0.05273978412151337,0.3443048298358917,0.0,80.12939453125,3392.0,0.0001,,887.4799565020949,,
2451,-0.8161319494247437,-0.8181341886520386,0.004084551706910133,0.4902,193.39236450195312,False,256.0,256.0,16,0.0055421339347958565,0.000695002730935812,0.0004106801934540272,HUST_6-4|HUST_4-8|HUST_1-2|HUST_1-8|HUST_6-1|HUST_6-5|HUST_8-6|HUST_8-5|HUST_8-4|HUST_10-3|HUST_10-6|HUST_10-3|HUST_9-5|HUST_10-4|HUST_8-2|HUST_9-5,1311|427|1023|1610|1219|1203|575|903|728|1196|896|1087|1448|963|1368|861,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,124,128,128,0.812708194444444,1.0794632500000023,-2.369831085205078,0.9789710640907288,-2.513671875,0.99853515625,0.03839075565338135,0.34700947999954224,0.05323449522256851,0.34558379650115967,0.053135182708501816,0.34558379650115967,0.0,79.98876953125,3392.0,0.0001,,887.8452474293299,,
2452,-0.813948929309845,-0.8154841661453247,0.0031305868178606033,0.4904,122.39828491210938,False,256.0,256.0,16,0.005720268003642559,0.0007230257615447044,0.00040207430720329285,HUST_7-4|HUST_8-6|HUST_4-1|HUST_9-2|HUST_1-4|HUST_9-5|HUST_7-4|HUST_4-5|HUST_7-1|HUST_4-1|HUST_7-4|HUST_10-4|HUST_10-3|HUST_2-5|HUST_1-2|HUST_9-1,1063|1543|783|1519|1023|1533|490|647|709|1506|651|1446|411|993|2057|837,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,122,128,128,0.8118593181818177,1.0628089671717185,-2.3804879188537598,0.7698957324028015,-2.376953125,0.76904296875,0.03918745368719101,0.23872391879558563,0.05343366786837578,0.34615349769592285,0.05343366786837578,0.3462960422039032,0.0,79.91845703125,3392.0,0.0001,,888.2034874120727,,
2453,-0.6509227752685547,-0.6523933410644531,0.0029974840581417084,0.4906,253.93104553222656,False,256.0,256.0,16,0.00526855094358325,0.0006111860275268555,0.0004066731780767441,HUST_2-6|HUST_3-5|HUST_3-5|HUST_4-1|HUST_6-1|HUST_10-4|HUST_9-4|HUST_4-6|HUST_6-5|HUST_6-2|HUST_3-5|HUST_8-1|HUST_7-4|HUST_9-3|HUST_10-2|HUST_8-5,909|1022|1362|1477|633|879|1507|722|1164|1141|1583|415|625|982|444|921,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,24,127,128,128,0.8118593181818177,1.0717207853535327,-2.3804879188537598,0.8817732930183411,-2.4140625,0.85693359375,0.035895779728889465,0.31321263313293457,0.05363357812166214,0.3467239737510681,0.05363357812166214,0.34700947999954224,0.0,80.09423828125,3392.0,0.0001,,888.745615594089,,
