iteration,gradient_norm
1,0.6204453110694885
2,0.5941336154937744
3,0.5654765963554382
4,0.5355623960494995
5,0.5032461881637573
6,0.4701592624187469
7,0.431815505027771
8,0.3892845511436462
9,0.3457166850566864
10,0.1797207295894622
11,0.1468653678894043
12,0.1152832359075546
13,0.0825301483273506
14,0.0750356987118721
15,0.067439891397953
16,0.0704642310738563
17,0.0735864788293838
18,0.0770522281527519
19,0.077780544757843
20,0.0801085084676742
21,0.083081915974617
22,0.0832503512501716
23,0.0855590179562568
24,0.0886778011918068
25,0.0890389457345008
26,0.0902801156044006
27,0.0889011472463607
28,0.0865115970373153
29,0.0832307413220405
30,0.075927123427391
31,0.0653350502252578
32,0.0550306364893913
33,0.0505702197551727
34,0.0485535115003585
35,0.0434502065181732
36,0.0446172505617141
37,0.0407848134636879
38,0.0405907519161701
39,0.0387264788150787
40,0.0358009971678257
41,0.0396517030894756
42,0.0512190647423267
43,0.0499011948704719
44,0.0425390377640724
45,0.0498380213975906
46,0.0498404428362846
47,0.0527927242219448
48,0.0587111115455627
49,0.0617474168539047
50,0.0646387562155723
51,0.0618973039090633
52,0.110605739057064
53,0.2768653035163879
54,0.1132456511259079
55,0.3111585974693298
56,0.3366154134273529
57,0.4829549491405487
58,0.2829943597316742
59,0.2925572991371155
60,0.202616199851036
61,0.1085199788212776
62,0.1238480284810066
63,0.095446191728115
64,0.0651614218950271
65,0.08897215873003
66,0.1728116869926452
67,0.1915962398052215
68,0.0823907479643821
69,0.0671929568052291
70,0.0570458583533763
71,0.064512126147747
72,0.1113501638174057
73,0.1616419851779937
74,0.0900177434086799
75,0.0578023083508014
76,0.157556876540184
77,0.3787441551685333
78,0.0378487892448902
79,0.1178599670529365
80,0.1675413995981216
81,0.8043849468231201
82,0.9862999320030212
83,0.2144522666931152
84,0.1760118752717971
85,0.1372504383325576
86,0.2069834470748901
87,0.1085809245705604
88,0.0982966572046279
89,0.0679347738623619
90,0.0665552988648414
91,0.0619607642292976
92,0.0529259853065013
93,0.0538332499563694
94,0.0516059324145317
95,0.0535143166780471
96,0.0651717856526374
97,0.0693897530436515
98,0.084741823375225
99,0.0766253024339675
100,0.0870456844568252
101,0.0622951127588748
102,0.0520647540688514
103,0.0544703565537929
104,0.0699685141444206
105,0.0729274377226829
106,0.1937505304813385
107,0.2508869469165802
108,0.0291993096470832
109,0.4764830768108368
110,0.2394410669803619
111,0.1773187667131424
112,0.3589585721492767
113,0.2128628939390182
114,0.1998130828142166
115,0.2449721992015838
116,0.1809751987457275
117,0.1049686521291732
118,0.0437930710613727
119,0.0413501262664794
120,0.0954106599092483
121,0.1768853962421417
122,0.114932082593441
123,0.0398396626114845
124,0.0979249104857444
125,0.2535551190376282
126,0.0304147601127624
127,0.0386965237557888
128,0.0674537792801857
129,0.1164730191230773
130,0.0333407782018184
131,0.0268121883273124
132,0.0661773011088371
133,0.1812784224748611
134,0.3777642548084259
135,0.3593912124633789
136,0.5129045248031616
137,0.1872466057538986
138,0.2015878707170486
139,0.2956515252590179
140,0.1588174253702163
141,0.0395452268421649
142,0.0745246931910514
143,0.1669419109821319
144,0.1278001964092254
145,0.0984330624341964
146,0.064676858484745
147,0.0445180274546146
148,0.120746411383152
149,0.1602786481380462
150,0.0958653911948204
151,0.0347798727452755
152,0.0357061363756656
153,0.0580257885158062
154,0.0538360550999641
155,0.1079772338271141
156,0.0725113973021507
157,0.032543733716011
158,0.0646247193217277
159,0.1637740135192871
160,0.0775612145662307
161,0.0700462087988853
162,0.1312300115823745
163,0.125665858387947
164,0.0609789043664932
165,0.1048308536410331
166,0.0561234541237354
167,0.0424323789775371
168,0.0254839267581701
169,0.0225320514291524
170,0.0615203380584716
171,0.0332037471234798
172,0.005619631614536
173,0.0235631316900253
174,0.0265554264187812
175,0.0204239953309297
176,0.0260398592799901
177,0.0666166394948959
178,0.0207413285970687
179,0.0292904060333967
180,0.0115256365388631
181,0.0163465291261672
182,0.0160301718860864
183,0.0155106065794825
184,0.0170105844736099
185,0.0203056409955024
186,0.0159639175981283
187,0.0295252334326505
188,0.0309813749045133
189,0.0869604349136352
190,0.0404640920460224
191,0.0576352775096893
192,0.027568707242608
193,0.05420833081007
194,0.0603718645870685
195,0.0302089359611272
196,0.0394812263548374
197,0.0549686513841152
198,0.0257700458168983
199,0.0476806163787841
200,0.0261452980339527
201,0.021093102172017
202,0.0058617345057427
203,0.02967812679708
204,0.0388570465147495
205,0.0630252659320831
206,0.051160741597414
207,0.0712672770023346
208,0.060528140515089
209,0.0530855655670166
210,0.0335103683173656
211,0.0732527151703834
212,0.0134752383455634
213,0.0252235122025012
214,0.0228724852204322
215,0.0583060123026371
216,0.0476436428725719
217,0.0176878739148378
218,0.1240228414535522
219,0.0350500047206878
220,0.0097460448741912
221,0.0534938275814056
222,0.0427560806274414
223,0.0449446514248847
224,0.0238269083201885
225,0.0936483964323997
226,0.0562291629612445
227,0.0188278593122959
228,0.0611083433032035
229,0.0173383876681327
230,0.015713196247816
231,0.0152180241420865
232,0.0177310183644294
233,0.0124553088098764
234,0.0172771830111742
235,0.0168315190821886
236,0.0132466880604624
237,0.0559402555227279
238,0.0535963587462902
239,0.0313344895839691
240,0.045423500239849
241,0.0052349506877362
242,0.0166216231882572
243,0.0026026724372059
244,0.0630353316664695
245,0.0667167603969574
246,0.0451004803180694
247,0.0405992679297924
248,0.0550925098359584
249,0.0104906093329191
250,0.0189119167625904
251,0.0633842647075653
252,0.042536087334156
253,0.0329522080719471
254,0.0470841526985168
255,0.0285874307155609
256,0.0255241673439741
257,0.06021149456501
258,0.0357807278633117
259,0.0613927170634269
260,0.0631050467491149
261,0.0411040112376213
262,0.0726180076599121
263,0.0921259671449661
264,0.0243746154010295
265,0.06256003677845
266,0.0591327175498008
267,0.0190429911017417
268,0.0183758661150932
269,0.1054190918803215
270,0.060633148998022
271,0.0655978694558143
272,0.0305505525320768
273,0.0696614906191825
274,0.0189304519444704
275,0.0985297262668609
276,0.0517926700413227
277,0.0379839278757572
278,0.0526835545897483
279,0.0907480344176292
280,0.0278863497078418
281,0.0783780962228775
282,0.067834161221981
283,0.0031964664813131
284,0.0594837665557861
285,0.0994057804346084
286,0.0121510718017816
287,0.0376725383102893
288,0.0598456896841526
289,0.111124686896801
290,0.0232262425124645
291,0.0855826660990715
292,0.0821564868092536
293,0.020202787593007
294,0.0803848505020141
295,0.0633531957864761
296,0.0177288819104433
297,0.026214862242341
298,0.0482724495232105
299,0.0188018772751092
300,0.0045820749364793
301,0.0342240333557128
302,0.0022813805844634
303,0.0370527915656566
304,0.0231382474303245
305,0.0196449849754571
306,0.0052442383021116
307,0.0032377489842474
308,0.0017027598805725
309,0.013380111195147
310,0.0119042908772826
311,0.0345555804669857
312,0.0113823441788554
313,0.0168870333582162
314,0.0077075944282114
315,0.0234567932784557
316,0.0318414978682994
317,0.0537457019090652
318,0.0145740918815135
319,0.0320777371525764
320,0.0776740536093711
321,0.0169753115624189
322,0.0478693284094333
323,0.0626539438962936
324,0.0422716215252876
325,0.0477420873939991
326,0.0433515049517154
327,0.0569238327443599
328,0.0336606688797473
329,0.07039774954319
330,0.0791400149464607
331,0.0081714363768696
332,0.0452022552490234
333,0.055637914687395
334,0.0386439338326454
335,0.019292689859867
336,0.0563049390912056
337,0.0274571292102336
338,0.0137954829260706
339,0.0240869522094726
340,0.0014376840554177
341,0.0451866909861564
342,0.0291482657194137
343,0.02781368419528
344,0.0210782382637262
345,0.0080287754535675
346,0.0286713875830173
347,0.0318576581776142
348,0.0281856264919042
349,0.0170696713030338
350,0.0365327931940555
351,0.0433286614716053
352,0.0619242936372756
353,0.025703027844429
354,0.0811753198504448
355,0.0298065487295389
356,0.0422285422682762
357,0.0274170227348804
358,0.0677994191646575
359,0.0063339313492178
360,0.0490075312554836
361,0.0681305453181266
362,0.017315087839961
363,0.0240577403455972
364,0.0376133024692535
365,0.0520064160227775
366,0.0023739743046462
367,0.0127656813710927
368,0.0961074084043502
369,0.0537521690130233
370,0.0505605973303318
371,0.107247807085514
372,0.0386314541101455
373,0.0630460232496261
374,0.0821806341409683
375,0.0246101170778274
376,0.0486037395894527
377,0.0355033576488494
378,0.0604875087738037
379,0.0082826828584074
380,0.0846318453550338
381,0.034571249037981
382,0.0428708121180534
383,0.0445089563727378
384,0.0192390270531177
385,0.0058893249370157
386,0.0076435729861259
387,0.0205343198031187
388,0.0148520311340689
389,0.0199608262628316
390,0.0439394116401672
391,0.0284965299069881
392,0.0347807444632053
393,0.0678139850497245
394,0.0087664499878883
395,0.0436394363641738
396,0.0342118479311466
397,0.0151665275916457
398,0.0107200294733047
399,0.0216126535087823
400,0.0267698280513286
401,0.0008769653504714
402,0.0116690602153539
403,0.0282736103981733
404,0.0231842417269945
405,0.0290676448494195
406,0.0439939759671688
407,0.026811808347702
408,0.0258138831704854
409,0.0184403918683528
410,0.0110985804349184
411,0.0324889235198497
412,0.0286103244870901
413,0.013361033052206
414,0.0107035646215081
415,0.0428811907768249
416,0.046667456626892
417,0.0271723307669162
418,0.0404248461127281
419,0.0508469678461551
420,0.0111480886116623
421,0.0614604502916336
422,0.0408848784863948
423,0.0334974266588687
424,0.0489311218261718
425,0.0154091967269778
426,0.0561048313975334
427,0.0108223352581262
428,0.0593277029693126
429,0.0246759261935949
430,0.010684410110116
431,0.0402021445333957
432,0.0064907288178801
433,0.018090920522809
434,0.005876226350665
435,0.0492545552551746
436,0.0340049602091312
437,0.0115088811144232
438,0.0381227508187294
439,0.0206812378019094
440,0.0050013307482004
441,0.0228067301213741
442,0.008249775506556
443,0.0440237335860729
444,0.0203647539019584
445,0.0176417045295238
446,0.0616526007652282
447,0.0115923481062054
448,0.0518236607313156
449,0.0631024613976478
450,0.0313758067786693
451,0.0378379002213478
452,0.0331674888730049
453,0.0304378867149353
454,0.03585971519351
455,0.0067347139120101
456,0.0086669959127902
457,0.0161173604428768
458,0.0130323907360434
459,0.0094483811408281
460,0.0342726111412048
461,0.0222024135291576
462,0.0110627757385373
463,0.0641404464840889
464,0.0219031646847724
465,0.0474473349750041
466,0.0280949734151363
467,0.0500439517199993
468,0.0233693215996027
469,0.0341101698577404
470,0.0031932424753904
471,0.028437728062272
472,0.0192789658904075
473,0.0338010787963867
474,0.0168733615428209
475,0.0106566827744245
476,0.0188049543648958
477,0.0220878534018993
478,0.0090679004788398
479,0.0159571170806884
480,0.0198623072355985
481,0.0054674907587468
482,0.0207529682666063
483,0.022131148725748
484,0.0166052524000406
485,0.0265101417899131
486,0.0132883191108703
487,0.009430406615138
488,0.0077103888615965
489,0.035923533141613
490,0.032771036028862
491,0.0244462471455335
492,0.0184345208108425
493,0.026735758408904
494,0.0449843034148216
495,0.0027268901467323
496,0.0310443360358476
497,0.0118929520249366
498,0.0126747032627463
499,0.0129711404442787
500,0.0043360162526369
501,0.0033387779258191
502,0.029225556179881
503,0.0391794666647911
504,0.0287952702492475
505,0.0201136227697134
506,0.0491743870079517
507,0.0073714978061616
508,0.0283455066382884
509,0.0149831790477037
510,0.0256004314869642
511,0.0255023594945669
512,0.0476765446364879
513,0.0067434376105666
514,0.1009313911199569
515,0.0031041610054671
516,0.0508952438831329
517,0.0642779394984245
518,0.0097151864320039
519,0.065453715622425
520,0.0478623919188976
521,0.0202591735869646
522,0.0495440401136875
523,0.0130766937509179
524,0.0262921135872602
525,0.0440325066447258
526,0.0103850839659571
527,0.0255220346152782
528,0.020583339035511
529,0.0412965752184391
530,0.0629599168896675
531,0.0619060434401035
532,0.0374451763927936
533,0.0648154690861702
534,0.042684219777584
535,0.0471716113388538
536,0.0451851151883602
537,0.0115216486155986
538,0.0599735341966152
539,0.018469450995326
540,0.0207654703408479
541,0.0380374416708946
542,0.0086972750723361
543,0.0174570754170417
544,0.0694794431328773
545,0.0483591966331005
546,0.085708700120449
547,0.0069435131736099
548,0.050253614783287
549,0.0433537438511848
550,0.0301161669194698
551,0.0289474260061979
552,0.0530745908617973
553,0.0256678853183984
554,0.022103764116764
555,0.0650471523404121
556,0.0165206603705883
557,0.0309752877801656
558,0.0609245635569095
559,0.0011454969644546
560,0.0332642085850238
561,0.0435893349349498
562,0.0153433689847588
563,0.0310509074479341
564,0.0370208546519279
565,0.0210613459348678
566,0.0315573625266552
567,0.0334887877106666
568,0.002072456292808
569,0.0257964581251144
570,0.0457299426198005
571,0.0267154853790998
572,0.0377234853804111
573,0.0044772680848836
574,0.0012709947768598
575,0.0335084423422813
576,0.0034660801757127
577,0.003110856283456
578,0.0425952188670635
579,0.0180767830461263
580,0.026308499276638
581,0.0509171150624752
582,0.0137216243892908
583,0.0353873036801815
584,0.020840898156166
585,0.0047936108894646
586,0.0282376110553741
587,0.0033991916570812
588,0.0257516279816627
589,0.0238211341202259
590,0.0140281831845641
591,0.0044764070771634
592,0.0322925895452499
593,0.0120064858347177
594,0.0161247439682483
595,0.0373017564415931
596,0.0044682477600872
597,0.0207801796495914
598,0.0118571296334266
599,0.0061293775215744
600,0.0109156426042318
601,0.0023989153560250998
602,0.020738471299409866
603,0.019598666578531265
604,0.008389435708522797
605,0.026560382917523384
606,0.030589042231440544
607,0.05084388330578804
608,0.028934264555573463
609,0.007787660229951143
610,0.0384601429104805
611,0.03537362068891525
612,0.009435975924134254
613,0.023576965555548668
614,0.046037785708904266
615,0.020752163603901863
616,0.02329838089644909
617,0.0507078655064106
618,0.01232550386339426
619,0.027376485988497734
620,0.030731940641999245
621,0.001770396949723363
622,0.01563464105129242
623,0.00896130595356226
624,0.005156320054084063
625,0.013139255344867706
626,0.01850297674536705
627,0.003982821945101023
628,0.023492658510804176
629,0.006203765515238047
630,0.04033356532454491
631,0.0019518407061696053
632,0.03973717242479324
633,0.007767454721033573
634,0.0023739191237837076
635,0.02865462191402912
636,0.0037014142144471407
637,0.004488238599151373
638,0.020623328164219856
639,0.004621464759111404
640,0.03766809403896332
641,0.01744931936264038
642,0.010118823498487473
643,0.061080388724803925
644,0.027362169697880745
645,0.04684796556830406
646,0.06185454875230789
647,0.02122396230697632
648,0.04443885758519173
649,0.0323958545923233
650,0.017988160252571106
651,0.06041901931166649
652,0.02862267568707466
653,0.032773714512586594
654,0.007679352071136236
655,0.026388227939605713
656,0.01509568840265274
657,0.0038699714932590723
658,0.013455995358526707
659,0.04825056344270706
660,0.029337536543607712
661,0.056311897933483124
662,0.09588848054409027
663,0.037823405116796494
664,0.10055521130561829
665,0.05721336975693703
666,0.059435900300741196
667,0.07070454955101013
668,0.049019381403923035
669,0.019684862345457077
670,0.10291489958763123
671,0.05417307838797569
672,0.026356810703873634
673,0.12020748108625412
674,0.03521479666233063
675,0.06296731531620026
676,0.06343915313482285
677,0.025227639824151993
678,0.046255625784397125
679,0.04735897108912468
680,0.0020833045709878206
681,0.018885569646954536
682,0.040884941816329956
683,0.007437075953930616
684,0.00712304562330246
685,0.02969222143292427
686,0.01757107302546501
687,0.006513963919132948
688,0.03951467201113701
689,0.02757943421602249
690,0.006751225795596838
691,0.02656160295009613
692,0.023126069456338882
693,0.008254478685557842
694,0.029352065175771713
695,0.02733164094388485
696,0.015682345256209373
697,0.01015153806656599
698,0.009232254698872566
699,0.0037451228126883507
700,0.009680170565843582
701,0.015528947114944458
702,0.016648707911372185
703,0.04852374643087387
704,0.01632552035152912
705,0.02273573726415634
706,0.004034683108329773
707,0.013222839683294296
708,0.021427182480692863
709,0.003935772459954023
710,0.04171494022011757
711,0.014674495905637741
712,0.024692751467227936
713,0.03400398790836334
714,0.006032266654074192
715,0.037446290254592896
716,0.023808689787983894
717,0.012684348970651627
718,0.08696349710226059
719,0.017084946855902672
720,0.06584274023771286
721,0.05811088904738426
722,0.009875300340354443
723,0.0630931407213211
724,0.0408283993601799
725,0.03131331875920296
726,0.03185099735856056
727,0.0364421121776104
728,0.015882408246397972
729,0.04339743033051491
730,0.03668276220560074
731,0.0256594717502594
732,0.040502551943063736
733,0.0302730705589056
734,0.012790422886610031
735,0.05115876346826553
736,0.025738121941685677
737,0.024126524105668068
738,0.018930071964859962
739,0.037815529853105545
740,0.00898958183825016
741,0.0340820737183094
742,0.05470475181937218
743,0.005331800319254398
744,0.04604785889387131
745,0.04772276431322098
746,0.011412663385272026
747,0.038408517837524414
748,0.06257077306509018
749,0.01352082658559084
750,0.03475906327366829
751,0.047497961670160294
752,0.01088253129273653
753,0.039245277643203735
754,0.03750096634030342
755,0.018195554614067078
756,0.04056278616189957
757,0.02607920952141285
758,0.029799100011587143
759,0.03026493452489376
760,0.0048413327895104885
761,0.0032547456212341785
762,0.015832412987947464
763,0.006813934072852135
764,0.006612242199480534
765,0.010606737807393074
766,0.01894439198076725
767,0.0014052201295271516
768,0.016388339921832085
769,0.023945080116391182
770,0.011496859602630138
771,0.006405986845493317
772,0.017425043508410454
773,0.0032773956190794706
774,0.02838199958205223
775,0.006079725921154022
776,0.003157582599669695
