step,loss,nll,kl,consistency_loss,consistency_weight,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
1,1.0958796739578247,1.095870018005371,0.04818669706583023,0.0,0.0,0.0002,2.0145082473754883,False,300,"MATR_b2c20,MATR_b1c9,MATR_b4c31,MATR_b4c33,MATR_b1c23,MATR_b3c11,MATR_b1c1,MATR_b4c23,MATR_b4c38,MATR_b1c29,MATR_b2c10,MATR_b1c0,MATR_b1c7","MATR_b2c47,MATR_b2c14,MATR_b2c31,MATR_b2c45,MATR_b2c42,MATR_b2c35,MATR_b3c4,MATR_b4c28",462.0,1045.0,,0.1702876826748252
2,1.0516753196716309,1.051668405532837,0.017230410128831863,0.0,0.0,0.0004,0.25595414638519287,False,280,"MATR_b1c41,MATR_b2c28,MATR_b3c4,MATR_b3c21,MATR_b2c17,MATR_b1c36,MATR_b4c22,MATR_b4c40,MATR_b3c5","MATR_b4c8,MATR_b1c28,MATR_b3c0,MATR_b2c10,MATR_b2c46,MATR_b2c20,MATR_b1c9,MATR_b4c30",428.0,1052.0,,0.2825919399037957
3,1.0288472175598145,1.0288028717041016,0.07385647296905518,0.0,0.0,0.0006,2.829392671585083,False,140,"MATR_b2c38,MATR_b2c29,MATR_b1c38,MATR_b2c20,MATR_b1c43,MATR_b4c26,MATR_b2c0,MATR_b2c23,MATR_b2c45","MATR_b4c2,MATR_b4c44,MATR_b3c27,MATR_b1c24,MATR_b3c11,MATR_b2c39,MATR_b4c5,MATR_b3c25",458.0,1015.0,,0.39011487178504467
4,1.3331316709518433,1.3331153392791748,0.020448679104447365,0.0,0.0,0.0008,3.1686573028564453,False,140,"MATR_b3c40,MATR_b2c5,MATR_b4c37,MATR_b2c42,MATR_b1c38,MATR_b4c17,MATR_b1c20,MATR_b4c43,MATR_b2c6,MATR_b1c33","MATR_b1c9,MATR_b4c2,MATR_b1c15,MATR_b3c34,MATR_b4c27,MATR_b3c26,MATR_b2c20,MATR_b3c25",500.0,1156.0,,0.48822092870250344
5,3.357351303100586,3.357346773147583,0.004503660835325718,0.0,0.0,0.001,,True,160,"MATR_b3c40,MATR_b4c39,MATR_b3c19,MATR_b1c0,MATR_b3c0,MATR_b1c33,MATR_b4c44,MATR_b1c43,MATR_b2c0,MATR_b4c0,MATR_b2c45,MATR_b1c38,MATR_b2c4,MATR_b4c35","MATR_b4c43,MATR_b4c4,MATR_b1c31,MATR_b4c25,MATR_b2c17,MATR_b1c1,MATR_b1c7,MATR_b2c28",453.0,2154.0,,0.5676460908725858
6,1.1559051275253296,1.155895471572876,0.00806471798568964,0.0,0.0,0.0012,2.908801794052124,False,120,"MATR_b3c38,MATR_b4c41,MATR_b2c44,MATR_b1c32,MATR_b1c45,MATR_b2c17,MATR_b2c4,MATR_b1c41,MATR_b2c2,MATR_b4c22,MATR_b2c13,MATR_b2c26,MATR_b1c38","MATR_b4c30,MATR_b4c17,MATR_b1c9,MATR_b1c17,MATR_b1c16,MATR_b3c10,MATR_b3c26,MATR_b2c11",476.0,1076.0,,0.6655088108964264
7,1.0595952272415161,1.059576392173767,0.01341990102082491,0.0,0.0,0.0014,0.14150755107402802,False,160,"MATR_b4c27,MATR_b4c43,MATR_b4c22,MATR_b3c40,MATR_b4c19,MATR_b2c4,MATR_b1c28,MATR_b3c19,MATR_b4c23,MATR_b1c16","MATR_b2c18,MATR_b2c10,MATR_b1c38,MATR_b2c28,MATR_b1c15,MATR_b1c40,MATR_b3c39,MATR_b4c13",486.0,1154.0,,0.727731463033706
8,2.5315732955932617,2.531555652618408,0.011088989675045013,0.0,0.0,0.0016,,True,180,"MATR_b1c26,MATR_b3c22,MATR_b4c35,MATR_b2c25,MATR_b3c34,MATR_b2c18,MATR_b1c28,MATR_b4c2,MATR_b3c39,MATR_b4c23,MATR_b4c44,MATR_b1c20,MATR_b2c17","MATR_b4c8,MATR_b2c0,MATR_b4c22,MATR_b2c36,MATR_b4c39,MATR_b1c39,MATR_b3c12,MATR_b1c0",299.0,1858.0,,0.798334286082536
9,0.9392267465591431,0.9392009973526001,0.014295210130512714,0.0,0.0,0.0018,0.9369998574256897,False,240,"MATR_b2c11,MATR_b2c44,MATR_b2c35,MATR_b3c27,MATR_b3c25,MATR_b1c16,MATR_b4c43,MATR_b1c38,MATR_b1c1,MATR_b4c14,MATR_b4c44,MATR_b4c30,MATR_b3c8,MATR_b2c17,MATR_b1c39,MATR_b4c35","MATR_b4c4,MATR_b1c40,MATR_b4c19,MATR_b2c38,MATR_b1c20,MATR_b1c7,MATR_b1c32,MATR_b1c29",464.0,991.0,,0.8616816499270499
10,1.1556743383407593,1.1556425094604492,0.015907850116491318,0.0,0.0,0.002,1.1218461990356445,False,100,"MATR_b1c41,MATR_b2c10,MATR_b4c14,MATR_b2c43,MATR_b1c7,MATR_b2c5,MATR_b2c45,MATR_b2c11,MATR_b1c32,MATR_b2c27","MATR_b2c20,MATR_b1c31,MATR_b3c11,MATR_b4c16,MATR_b4c26,MATR_b3c35,MATR_b2c42,MATR_b2c26",465.0,1091.0,,0.9135562591254711
11,1.0319445133209229,1.0319294929504395,0.006854007951915264,0.0,0.0,0.0022,0.9646288156509399,False,280,"MATR_b4c2,MATR_b2c36,MATR_b2c14,MATR_b2c6,MATR_b4c28,MATR_b3c44,MATR_b2c2,MATR_b4c37,MATR_b2c38,MATR_b2c11,MATR_b1c15,MATR_b3c19","MATR_b2c25,MATR_b4c5,MATR_b4c33,MATR_b2c46,MATR_b1c26,MATR_b4c30,MATR_b1c7,MATR_b1c40",428.0,964.0,,0.9680779580958188
12,0.9582836031913757,0.9582242965698242,0.024711959064006805,0.0,0.0,0.0024,0.5595473647117615,False,220,"MATR_b3c39,MATR_b3c38,MATR_b4c28,MATR_b4c31,MATR_b3c5,MATR_b4c26,MATR_b1c33,MATR_b4c39,MATR_b4c33","MATR_b1c32,MATR_b2c36,MATR_b1c26,MATR_b3c26,MATR_b2c4,MATR_b1c28,MATR_b3c27,MATR_b2c6",443.0,1025.0,,1.0070493379607797
13,0.9055537581443787,0.9055091142654419,0.017171090468764305,0.0,0.0,0.0026,1.8679463863372803,False,180,"MATR_b1c39,MATR_b2c13,MATR_b1c40,MATR_b3c34,MATR_b1c44,MATR_b2c47,MATR_b4c24,MATR_b1c7,MATR_b4c16,MATR_b2c26,MATR_b2c43,MATR_b1c41,MATR_b2c0","MATR_b1c17,MATR_b1c20,MATR_b2c28,MATR_b2c6,MATR_b1c36,MATR_b4c37,MATR_b2c38,MATR_b3c40",464.0,863.0,,1.056407623924315
14,1.1135584115982056,1.113548755645752,0.0034636138007044792,0.0,0.0,0.0028,0.49628713726997375,False,220,"MATR_b2c43,MATR_b4c2,MATR_b2c32,MATR_b4c4,MATR_b4c23,MATR_b1c45,MATR_b4c44,MATR_b1c31,MATR_b3c34,MATR_b4c43,MATR_b3c21,MATR_b3c11,MATR_b3c5,MATR_b1c16,MATR_b4c27","MATR_b3c12,MATR_b3c0,MATR_b2c26,MATR_b3c28,MATR_b4c28,MATR_b1c23,MATR_b2c5,MATR_b2c29",470.0,1012.0,,1.114124558866024
15,1.073732614517212,1.0736974477767944,0.011708336882293224,0.0,0.0,0.003,2.962702751159668,False,180,"MATR_b2c42,MATR_b2c2,MATR_b3c8,MATR_b2c4,MATR_b2c10,MATR_b3c21,MATR_b4c43,MATR_b3c28,MATR_b1c33,MATR_b1c31","MATR_b2c25,MATR_b4c37,MATR_b2c45,MATR_b2c47,MATR_b2c31,MATR_b2c46,MATR_b2c28,MATR_b4c30",428.0,863.0,,1.1498692827299237
16,0.6165797710418701,0.6165611743927002,0.005810560658574104,0.0,0.0,0.0032,1.6120131015777588,False,240,"MATR_b2c31,MATR_b2c46,MATR_b4c44,MATR_b4c20,MATR_b2c26,MATR_b1c1,MATR_b2c27,MATR_b4c24,MATR_b3c0,MATR_b3c26,MATR_b3c4,MATR_b2c34,MATR_b1c28,MATR_b3c10,MATR_b4c30,MATR_b3c39","MATR_b4c39,MATR_b4c2,MATR_b1c15,MATR_b3c11,MATR_b1c33,MATR_b3c8,MATR_b4c43,MATR_b4c33",505.0,826.0,,1.2124950918368995
17,1.1228233575820923,1.1228150129318237,0.0024555614218115807,0.0,0.0,0.0034,0.46048703789711,False,300,"MATR_b4c14,MATR_b3c38,MATR_b3c10,MATR_b4c8,MATR_b4c30,MATR_b2c10,MATR_b1c45,MATR_b2c31,MATR_b2c2,MATR_b3c21,MATR_b3c8,MATR_b1c7,MATR_b4c0","MATR_b2c34,MATR_b2c20,MATR_b2c28,MATR_b4c23,MATR_b4c22,MATR_b1c15,MATR_b1c32,MATR_b3c39",498.0,1154.0,,1.2667217757552862
18,1.2026362419128418,1.202507734298706,0.03570683300495148,0.0,0.0,0.0036,1.9115155935287476,False,180,"MATR_b1c31,MATR_b4c19,MATR_b4c40,MATR_b4c0,MATR_b1c43,MATR_b1c23,MATR_b2c31,MATR_b3c40","MATR_b4c44,MATR_b1c39,MATR_b4c38,MATR_b4c31,MATR_b1c38,MATR_b2c34,MATR_b4c33,MATR_b2c0",299.0,1055.0,,1.3005916611291468
19,1.0783246755599976,1.0782947540283203,0.007862206548452377,0.0,0.0,0.0038,0.5384742617607117,False,100,"MATR_b1c28,MATR_b3c26,MATR_b2c45,MATR_b3c19,MATR_b3c4,MATR_b2c39,MATR_b4c5,MATR_b1c33,MATR_b2c46,MATR_b4c43,MATR_b3c38,MATR_b3c41,MATR_b2c43,MATR_b4c30,MATR_b2c42","MATR_b1c24,MATR_b2c38,MATR_b1c9,MATR_b4c33,MATR_b2c10,MATR_b4c28,MATR_b4c22,MATR_b2c18",464.0,1052.0,,1.3378237057477236
20,0.9240496754646301,0.9239714741706848,0.019553527235984802,0.0,0.0,0.004,1.3295787572860718,False,140,"MATR_b4c8,MATR_b2c36,MATR_b2c20,MATR_b3c41,MATR_b2c47,MATR_b2c0,MATR_b2c13,MATR_b1c24,MATR_b3c39,MATR_b2c28","MATR_b3c40,MATR_b4c24,MATR_b4c33,MATR_b2c14,MATR_b4c37,MATR_b4c16,MATR_b1c16,MATR_b1c29",484.0,988.0,,1.3695624498650432
21,1.1579790115356445,1.157915472984314,0.015127118676900864,0.0,0.0,0.0042,2.2623112201690674,False,280,"MATR_b4c8,MATR_b4c0,MATR_b2c26,MATR_b3c28,MATR_b2c45,MATR_b4c20,MATR_b2c10,MATR_b4c13,MATR_b2c6,MATR_b4c19,MATR_b1c26","MATR_b1c28,MATR_b4c2,MATR_b3c25,MATR_b4c5,MATR_b2c2,MATR_b2c14,MATR_b3c0,MATR_b1c24",437.0,1015.0,,1.41616861987859
22,0.8669115900993347,0.8668236136436462,0.019999541342258453,0.0,0.0,0.0044,0.5385207533836365,False,160,"MATR_b4c19,MATR_b3c25,MATR_b1c43,MATR_b3c22,MATR_b1c20,MATR_b3c26,MATR_b3c4,MATR_b1c23,MATR_b4c27","MATR_b4c40,MATR_b2c4,MATR_b4c20,MATR_b2c26,MATR_b1c29,MATR_b4c16,MATR_b4c13,MATR_b1c45",443.0,915.0,,1.449073372874409
