cell_id,current_cycle,cycle_alpha,beta,q_cut,q_end,forecast_points,current_soh_absolute_error,mean_predictive_std,mean_epistemic_std,mean_aleatoric_std,mean_prior_latent_std,interval_width,coverage_50,coverage_80,coverage_90,coverage_95,soh_mae,soh_rmse,soh_nll,soh_crps
MATR_b1c6,317,0.5,0.5,0.7356775363636363,0.9622893636363635,318,0.004916548728942871,0.014890896156430244,0.0008022846886888146,0.014868446625769138,0.15324552357196808,0.05837123841047287,0.012578616352201259,0.3836477987421384,0.6069182389937107,0.7327044025157232,0.028453628784455592,0.039293842630282266,-1.9700717985939387,0.02089923524279442
MATR_b1c6,444,0.7,0.25,0.32419919999999997,0.9456578181818182,191,0.004993557929992676,0.010684755630791187,0.0005561098805628717,0.010669483803212643,0.14670126140117645,0.041883476078510284,0.04712041884816754,0.19895287958115182,0.2617801047120419,0.3403141361256545,0.043124382720567796,0.055511578922892726,4.800467537370709,0.03747395823120728
MATR_b1c6,444,0.7,0.5,0.7301520727272727,0.9456578181818182,191,0.00501859188079834,0.010691092349588871,0.00047575656208209693,0.010679909959435463,0.14670023322105408,0.04190831258893013,0.04712041884816754,0.19895287958115182,0.2617801047120419,0.3403141361256545,0.04308393800445876,0.05543627992436524,4.763015233655693,0.03742788512015776
MATR_b2c19,147,0.3,0.25,0.3247193,0.9292860909090908,342,0.005180776119232178,0.014269410632550716,0.0008027272997424006,0.014245946891605854,0.15393462777137756,0.05593506246805191,0.008771929824561403,0.11988304093567251,0.18421052631578946,0.25146198830409355,0.03646128341468454,0.0457074189382824,-0.5336222396231836,0.028671080575114884
MATR_b2c19,147,0.3,0.5,0.719628009090909,0.9292860909090908,342,0.005256772041320801,0.014286568388342857,0.0006357398815453053,0.014271940104663372,0.15393021702766418,0.05600232630968094,0.008771929824561403,0.11988304093567251,0.18421052631578946,0.24853801169590642,0.03634064169655069,0.04549650434491542,-0.5528399461193185,0.02853732164234734
MATR_b2c19,245,0.5,0.25,0.30519978181818175,0.9103888181818182,244,0.005958974361419678,0.012338912114501,0.000605404085945338,0.012323256582021713,0.14431419968605042,0.04836764186620712,0.0,0.13934426229508196,0.23770491803278687,0.3319672131147541,0.036417220703891064,0.04618770577568665,0.33396344384288396,0.02972533356761902
MATR_b2c19,245,0.5,0.5,0.6889534545454544,0.9103888181818182,244,0.005988955497741699,0.012345281429588795,0.0006107885856181383,0.012329339981079102,0.1443137526512146,0.04839261621236801,0.0,0.13524590163934427,0.23770491803278687,0.3319672131147541,0.0363795811035594,0.04611446454604553,0.31858602860921326,0.029681384680631622
MATR_b2c19,342,0.7,0.25,0.29833763636363636,0.8878678636363635,147,0.005601704120635986,0.012258433736860752,0.000640525424387306,0.012241142801940441,0.12170574069023132,0.04805217683315277,0.034013605442176874,0.17687074829931973,0.2857142857142857,0.35374149659863946,0.0368782598145154,0.04549091860744198,0.8552483820420012,0.03037957522388134
MATR_b2c19,342,0.7,0.5,0.6766130727272727,0.8878678636363635,147,0.005642414093017578,0.012265954166650772,0.0006426160107366741,0.012248467653989792,0.12170550972223282,0.0480816587805748,0.027210884353741496,0.17687074829931973,0.2857142857142857,0.35374149659863946,0.03683538501765452,0.04541232259925191,0.8339663236702182,0.030328859068458842
MATR_b2c22,162,0.3,0.25,0.3326841909090909,0.9785091818181818,378,0.004961252212524414,0.01839883252978325,0.0010243284050375223,0.01836901158094406,0.1528935730457306,0.07212209701538086,0.015873015873015872,0.20105820105820105,0.35185185185185186,0.6058201058201058,0.03842789234307708,0.05325705410717895,-1.3229760411448432,0.028626341403304834
MATR_b2c22,162,0.3,0.5,0.7388419454545454,0.9785091818181818,378,0.004977047443389893,0.01846884936094284,0.0008059283718466759,0.018450472503900528,0.15289360284805298,0.07239656895399094,0.015873015873015872,0.20105820105820105,0.3544973544973545,0.6666666666666666,0.038180509256938146,0.052917539789555,-1.352901997886734,0.028350727234965362
MATR_b2c22,270,0.5,0.25,0.3245172454545454,0.9638774545454544,270,0.005395054817199707,0.02950144000351429,0.0011943115387111902,0.0294730756431818,0.12629428505897522,0.11564350873231888,0.3296296296296296,1.0,1.0,1.0,0.021460702463432596,0.028604690664330155,-2.6178363620231373,0.012990321167177528
MATR_b2c22,270,0.5,0.5,0.7195946272727272,0.9638774545454544,270,0.0053629279136657715,0.029853563755750656,0.0010443816427141428,0.02983209863305092,0.12629446387290955,0.11702381819486618,0.3962962962962963,1.0,1.0,1.0,0.02080123292075263,0.027883673239315773,-2.6304488777042354,0.012679318741886143
MATR_b2c22,378,0.7,0.25,0.3243034545454545,0.9357764545454544,162,0.0030367374420166016,0.028166847303509712,0.0009785055881366134,0.02814772166311741,0.10301600396633148,0.11041203141212463,0.12962962962962962,1.0,1.0,1.0,0.029485582569499076,0.03547976589999314,-2.3212332727916736,0.018120226194482173
MATR_b2c22,378,0.7,0.5,0.7248060272727272,0.9357764545454544,162,0.002906501293182373,0.028432829305529594,0.0010700422571972013,0.0284101702272892,0.10301562398672104,0.11145465821027756,0.1419753086419753,1.0,1.0,1.0,0.028944480566330897,0.03488878616805231,-2.3439035170512224,0.017710380557260912
MATR_b2c24,158,0.3,0.25,0.3335093909090909,0.969877909090909,366,0.004841446876525879,0.01606731489300728,0.0008610128425061703,0.016043132171034813,0.15514269471168518,0.0629827082157135,0.02459016393442623,0.2540983606557377,0.4262295081967213,0.5437158469945356,0.038824157962382165,0.05564454223848217,-1.1476705959757432,0.030348644417736492
MATR_b2c24,158,0.3,0.5,0.7394390727272726,0.969877909090909,366,0.004794478416442871,0.016207881271839142,0.0009579065954312682,0.016178496181964874,0.15514178574085236,0.0635337308049202,0.02459016393442623,0.26229508196721313,0.4371584699453552,0.5655737704918032,0.038376535222830015,0.0550488494960279,-1.2354656340018044,0.029841976485106145
MATR_b2c24,262,0.5,0.25,0.3195473545454545,0.9573770909090907,262,0.005706369876861572,0.021692093461751938,0.0010410620598122478,0.021665209904313087,0.13212087750434875,0.0850314348936081,0.003816793893129771,0.366412213740458,0.9885496183206107,1.0,0.03107762268481364,0.041090320293220156,-2.26595986551648,0.02050199190696489
MATR_b2c24,262,0.5,0.5,0.7144799545454545,0.9573770909090907,262,0.005709648132324219,0.021873362362384796,0.0012654024176299572,0.02183394320309162,0.13212236762046814,0.08574200421571732,0.003816793893129771,0.38549618320610685,1.0,1.0,0.030720153837713576,0.04063190119378323,-2.2921873252692455,0.02014058402926416
MATR_b2c24,366,0.7,0.25,0.3205049272727273,0.933092090909091,158,0.0033362507820129395,0.022770116105675697,0.0011327863903716207,0.02274017035961151,0.10592008382081985,0.08925722539424896,0.10126582278481013,0.2911392405063291,0.5379746835443038,0.7784810126582279,0.037051798044880735,0.04481185047566987,-1.7805224139765163,0.025683750708241575
MATR_b2c24,366,0.7,0.5,0.7210134909090908,0.933092090909091,158,0.0032536983489990234,0.02290833182632923,0.0008621790912002325,0.022891080006957054,0.10592052340507507,0.08979901671409607,0.10126582278481013,0.2974683544303797,0.5506329113924051,0.7974683544303798,0.03669489599481414,0.044410534351216516,-1.8144552511101566,0.0253185642714261
MATR_b2c3,109,0.3,0.25,0.3244458,0.9477465454545453,252,0.005215644836425781,0.01105660479515791,0.0005229671369306743,0.011043012142181396,0.14846956729888916,0.04334109276533127,0.003968253968253968,0.05952380952380952,0.08333333333333333,0.11507936507936507,0.06670200162463719,0.07847972846246457,14.474000431004775,0.06057806305442575
MATR_b2c3,109,0.3,0.5,0.7304144454545454,0.9477465454545453,252,0.005340397357940674,0.011018338613212109,0.0004962995881214738,0.011006166227161884,0.14847025275230408,0.043191101402044296,0.003968253968253968,0.05555555555555555,0.08333333333333333,0.11507936507936507,0.066870692703459,0.07864868619442808,14.693018520197436,0.06076425152926214
MATR_b2c3,181,0.5,0.25,0.31931139999999997,0.9129402727272726,180,0.005138695240020752,0.015444268472492695,0.000811397039797157,0.0154225192964077,0.11784105747938156,0.060540422797203064,0.022222222222222223,0.09444444444444444,0.14444444444444443,0.18888888888888888,0.04198555317189959,0.04747919121396997,0.3590890438753239,0.0335358664422575
MATR_b2c3,181,0.5,0.5,0.7132534,0.9129402727272726,180,0.005241692066192627,0.01544446311891079,0.0008652393007650971,0.015419727191329002,0.11784179508686066,0.06054118648171425,0.022222222222222223,0.09444444444444444,0.14444444444444443,0.18888888888888888,0.0420308036936654,0.047495622494764016,0.3699611940720684,0.033575456866435247
MATR_b2c3,252,0.7,0.25,0.31785601818181813,0.8708108545454545,109,0.004079639911651611,0.01290259137749672,0.0005235168500803411,0.012891832739114761,0.10561275482177734,0.05057722330093384,0.08256880733944955,0.22018348623853212,0.29357798165137616,0.3577981651376147,0.03485780188796717,0.04172113067624634,0.24544887068881627,0.028221808603514236
