horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
60,ok,,12,34,806.7948215331238,704.528425277112,806.7948215331238,704.528425277112,122.28426948297172,667.5137930493656,0.14705882352941177,502.94708125434784
80,ok,,12,34,283.1369751884989,222.7809843250796,283.1369751884989,222.7809843250796,31.10319047604273,160.88965991314197,0.5,421.37938776414734
100,ok,,12,34,195.51592439202489,119.15213410204191,195.51592439202489,119.15213410204191,13.50622037172155,-25.69937055030364,0.6470588235294118,254.58557925679023
120,ok,,12,34,191.31869658121585,115.22124705172716,191.31869658121585,115.22124705172716,13.386675217597443,-19.908466567948665,0.6470588235294118,239.92916508470256
140,ok,,12,34,187.87162227550712,110.21801125388617,187.87162227550712,110.21801125388617,13.184057491331004,-25.737730727859955,0.5882352941176471,205.67489352838996
160,ok,,12,34,177.29388659563818,105.20349269620327,177.29388659563818,105.20349269620327,12.892382037428163,-24.734964007348676,0.5,199.49913709274315
180,ok,,12,34,168.74596956432464,102.6328576755215,168.74596956432464,102.6328576755215,13.488595921650532,-16.017747209420264,0.47058823529411764,193.064959282479
200,ok,,12,34,160.67419530411863,93.71468533841575,160.67419530411863,93.71468533841575,12.635671876409807,-44.00452822401712,0.5294117647058824,176.85652796393438
220,ok,,12,34,164.23442622972507,91.1215725453866,164.23442622972507,91.1215725453866,12.50105594751815,-36.40919976608713,0.6176470588235294,176.10562834651628
240,ok,,12,34,155.74316450310627,85.658466146716,155.74316450310627,85.658466146716,12.203187154925622,-40.869831730027606,0.5588235294117647,165.8317452751193
260,ok,,12,34,151.9558053787537,82.35791725630551,151.9558053787537,82.35791725630551,12.313023165588909,-42.03886094825015,0.5882352941176471,162.9002093633469
280,ok,,12,34,135.91123348497797,76.44081329729867,135.91123348497797,76.44081329729867,12.526805970951735,-28.084737429542457,0.6176470588235294,162.12827949396015
300,ok,,12,34,123.91720096803293,73.40679342181362,123.91720096803293,73.40679342181362,12.809641431530006,-29.337196958842128,0.6176470588235294,158.33651563880622
320,ok,,12,34,123.62012660238616,75.97715719345572,123.62012660238616,75.97715719345572,13.900191152162723,-49.378320813801466,0.5294117647058824,158.1617523740791
340,ok,,12,34,119.37505961017759,74.80227968010968,119.37505961017759,74.80227968010968,14.452259435713021,-51.18123187807526,0.5588235294117647,159.6962836413002
360,ok,,12,34,114.84148225825568,74.53796509899101,114.84148225825568,74.53796509899101,15.306484363210155,-51.334466648845684,0.5588235294117647,153.08530679313094
380,ok,,12,34,121.52048584535905,83.13027735734966,121.52048584535905,83.13027735734966,18.64518287123254,-63.036802940711866,0.5294117647058824,157.49331407825346
400,ok,,12,34,140.52070774042622,101.3162860017199,140.52070774042622,101.3162860017199,27.279874735086647,-84.56433386499498,0.38235294117647056,155.477576757775
420,ok,,12,34,152.468927772233,118.40210190781974,152.468927772233,118.40210190781974,45.22147375351498,-101.02586590719334,0.23529411764705882,159.24863407773807
440,ok,,12,34,171.86660438113853,135.65776954879016,171.86660438113853,135.65776954879016,130.1772185537006,-120.57760111247453,0.14705882352941177,162.07300152343217
460,ok,,12,30,192.79821197564362,159.05498162463547,192.79821197564362,159.05498162463547,137.64466497858928,-137.5771096583893,0.13333333333333333,179.05469868559237
480,ok,,12,28,204.93232286778985,173.8278249477783,204.93232286778985,173.8278249477783,91.41974751988388,-148.63207103878884,0.14285714285714285,192.9734205935717
500,ok,,12,26,207.78208725902385,182.1391363942645,207.78208725902385,182.1391363942645,78.52367568167575,-145.31602932973587,0.15384615384615385,208.21694014425927
520,ok,,12,25,222.0441184038414,196.20918846272326,222.0441184038414,196.20918846272326,85.76535533993197,-162.1305103945784,0.2,218.53535768789075
540,ok,,12,24,227.91658121053047,199.41848778937575,227.91658121053047,199.41848778937575,56.152075894253386,-169.4088370105741,0.20833333333333334,233.0264351716016
560,ok,,12,24,252.01845030058266,222.72535617062053,252.01845030058266,222.72535617062053,71.94610011598783,-196.39469267007675,0.16666666666666666,234.47697082867978
580,ok,,12,24,275.6549543294588,255.75197192148923,275.6549543294588,255.75197192148923,100.62227486511102,-220.72166481884196,0.125,236.96761311108298
600,ok,,12,24,307.0087819761508,279.2569704200234,307.0087819761508,279.2569704200234,154.6717057635844,-257.06291464783436,0.125,234.4081284070494
