fast_step,mae,rmse,r2,r2_nan_reason,max_absolute_error,final_cycle_absolute_error,pre_eol_mae,post_eol_mae,prediction_point_count,true_eol_cycle,predicted_eol_cycle_discrete,predicted_eol_cycle_interpolated,true_rul,predicted_rul,signed_rul_error,absolute_rul_error,relative_absolute_rul_error,crossing_found,adaptation_mode
1,0.41597007140373016,0.5225706344837717,-33.60800429321574,,0.8494271188113918,0.7697997588384301,0.12478852901396152,0.6988827667479476,972,579,299.0,298.7310804144055,479.0,199.0,-280.0,280.0,0.5845511482254697,True,fast_1
3,0.2292404835238633,0.3091396265858589,-11.111443557895075,,0.6908410456559843,0.6874894622433335,0.06572235160122722,0.3881150985156334,972,579,351.0,350.5148354952323,479.0,251.0,-228.0,228.0,0.4759916492693111,True,fast_3
5,0.1037889888535251,0.12887733144270325,-1.1049395269549511,,0.29983906929375237,0.29983906929375237,0.04245496659588431,0.1633812741707866,972,579,391.0,390.95843515300965,479.0,291.0,-188.0,188.0,0.3924843423799583,True,fast_5
10,0.04436459120621176,0.06241049747100941,0.5063696629659029,,0.16444043630508554,0.1621278923284858,0.011678456639581149,0.07612251911172101,972,579,735.0,734.3092118730805,479.0,635.0,156.0,156.0,0.325678496868476,True,fast_10
15,0.08725103231691668,0.10913690022301566,-0.509488409335006,,0.24281857723144662,0.24090836460708076,0.03274801421289988,0.14020629737132653,972,579,,,479.0,,,,,False,fast_15
20,0.12504011352430114,0.14868878014767897,-1.8018375449492892,,0.29873119110016,0.2969041865599006,0.05644427473458192,0.19168799745995127,972,579,,,479.0,,,,,False,fast_20
