horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
60,ok,,8,34,245.69503119244632,154.06276986004963,245.69503119244632,154.06276986004963,18.677728446522778,-42.6842861689933,0.7941176470588235,404.896213020465
80,ok,,8,34,211.64726557831665,152.88424168489593,211.64726557831665,152.88424168489593,22.264038413446073,76.34105058610086,0.7941176470588235,412.1950814883839
100,ok,,8,34,191.20004799890316,156.69856738714734,191.20004799890316,156.69856738714734,24.61234493240971,116.29473742229585,0.7941176470588235,427.7984842048668
120,ok,,8,34,153.2188074929587,117.79218826975614,153.2188074929587,117.79218826975614,19.456421387351952,76.24411033912496,0.7352941176470589,368.46095075401786
140,ok,,8,34,144.9154212457254,102.64362490820906,144.9154212457254,102.64362490820906,16.600227726246814,32.77255616404983,0.8235294117647058,329.5964022124399
160,ok,,8,34,161.456094760961,101.69613775540286,161.456094760961,101.69613775540286,15.38995452434623,-5.048676561439991,0.7352941176470589,262.86528059139
180,ok,,8,34,182.0826816079919,135.44765173844834,182.0826816079919,135.44765173844834,23.02286155172274,89.86856326636429,0.6764705882352942,312.2966813789121
200,ok,,8,34,138.6356515393968,100.6208554609006,138.6356515393968,100.6208554609006,16.855777078566696,20.35779497240384,0.7352941176470589,255.664596578753
220,ok,,8,34,152.38541361929254,112.9548447004299,152.38541361929254,112.9548447004299,20.949341520015327,72.0597530858222,0.7352941176470589,277.9934634819078
240,ok,,8,34,118.82358404354278,86.9775813961204,118.82358404354278,86.9775813961204,15.729617089921067,13.202877361019306,0.7352941176470589,240.2707771102436
260,ok,,8,34,109.46887977233945,81.42383941213566,109.46887977233945,81.42383941213566,15.9628019718517,17.88242344408414,0.8823529411764706,240.4661230033268
280,ok,,8,34,101.32962039545673,76.96289694838475,101.32962039545673,76.96289694838475,17.0761901059081,21.744970662623093,0.8235294117647058,231.38217663366746
300,ok,,8,34,91.88415084771133,68.19382573017177,91.88415084771133,68.19382573017177,17.18829834454274,2.4622004116630127,0.7941176470588235,196.09528213636753
320,ok,,8,34,97.42340159080341,78.50435658821068,97.42340159080341,78.50435658821068,28.50641596949332,36.48808637100466,0.7058823529411765,206.36803936735203
340,ok,,8,33,83.7642129222455,64.09418412560514,83.7642129222455,64.09418412560514,15.141402560925671,14.420165572883255,0.7878787878787878,188.3397336879121
360,ok,,8,33,84.8996089603149,59.00078090057096,84.8996089603149,59.00078090057096,14.728669075944909,-4.834370098349525,0.7878787878787878,170.08451325358598
380,ok,,8,33,91.34308963062873,68.93478258816998,91.34308963062873,68.93478258816998,19.101327372727827,15.468341505208286,0.7575757575757576,172.6984463434352
400,ok,,8,33,87.20035729349458,63.09255910008635,87.20035729349458,63.09255910008635,20.360424319114554,10.703255653847682,0.7575757575757576,165.20224077370028
420,ok,,8,33,84.11804128470779,59.186027886805654,84.11804128470779,59.186027886805654,29.41450315942254,7.614848189907517,0.7272727272727273,155.67186301617593
440,ok,,8,32,88.93526077081987,61.10119503445935,88.93526077081987,61.10119503445935,21.226002545436124,5.177071085937028,0.75,150.86442636515744
460,ok,,8,31,95.51529119170118,69.43188926198437,95.51529119170118,69.43188926198437,22.118675291627017,15.866538253995309,0.7096774193548387,160.45330140536672
480,ok,,8,31,89.67856933422915,61.42656508434621,89.67856933422915,61.42656508434621,21.850736816166837,4.245419687253258,0.7419354838709677,144.78318447070805
500,ok,,8,30,102.07414977595734,61.53322491543663,102.07414977595734,61.53322491543663,24.4594334121635,-19.98620890898754,0.7,135.6885007230899
520,ok,,8,28,96.41919769209137,73.45759801155155,96.41919769209137,73.45759801155155,35.98248041216751,10.548946067951757,0.6071428571428571,145.14050246940346
540,ok,,8,27,104.13538039370914,65.02368249135972,104.13538039370914,65.02368249135972,19.984480856196964,-25.50055571288761,0.5925925925925926,135.18835854633613
560,ok,,8,27,96.09129024152193,64.50828158119577,96.09129024152193,64.50828158119577,23.85778771928395,-9.043855515136805,0.6666666666666666,136.9989246849163
580,ok,,8,27,94.78656996045372,59.9513220994562,94.78656996045372,59.9513220994562,24.328193413422593,-17.033361224186496,0.6666666666666666,129.56851004507564
600,ok,,8,27,100.1125006019793,58.376939289817244,100.1125006019793,58.376939289817244,25.185363838130726,-39.41592536716376,0.7407407407407407,124.73620363236189
