step,loss,future_voltage_loss,observed_reconstruction_loss,endpoint_loss,monotonic_loss,gradient_norm,validation_voltage_rmse_v,validation_endpoint_mae_q,best_validation_voltage_rmse_v,best_step,stale_validations,elapsed_seconds,sampling_seconds,amp_scale,amp_overflow_skips_total,cells,cycles,betas,q_cuts,q_ends
4323,0.017231352627277374,0.0166060421615839,0.003690685611218214,0.00025624240515753627,0.0057189431972801685,1.3023067712783813,,,0.08898727718718716,3000,2,32.52329488797113,0.0007544090040028095,1.0,0,MATR_b2c14|MATR_b2c46|MATR_b4c33|MATR_b4c23|MATR_b2c45|MATR_b4c20|MATR_b4c20|MATR_b3c4|MATR_b2c28|MATR_b1c1|MATR_b2c4|MATR_b2c17|MATR_b3c8|MATR_b4c27|MATR_b4c31|MATR_b2c26,247|151|389|390|370|121|484|348|190|2071|70|118|31|145|643|152,0.1801|0.6872|0.2492|0.5688|0.6240|0.1632|0.7893|0.2571|0.4627|0.6197|0.4866|0.3821|0.3059|0.6081|0.5010|0.1199,0.21881|0.90672|0.3404|0.74536|0.8257|0.15126|0.87264|0.31364|0.65558|0.75863|0.71507|0.54875|0.39702|0.85515|0.48964|0.11363,0.96339|0.97919|0.93982|0.94546|0.92719|0.94748|0.91918|0.96663|0.97212|0.82942|0.97265|0.97134|0.97143|0.9435|0.56607|0.97294
4324,0.011055206879973412,0.010434535332024097,0.004389843437820673,0.00018168661335948855,0.005806633271276951,0.33847811818122864,,,0.08898727718718716,3000,2,32.52964598592371,0.0007864097133278847,1.0,0,MATR_b1c23|MATR_b2c14|MATR_b1c26|MATR_b2c6|MATR_b3c12|MATR_b4c38|MATR_b4c5|MATR_b3c13|MATR_b2c39|MATR_b4c35|MATR_b4c38|MATR_b3c35|MATR_b4c31|MATR_b2c11|MATR_b4c30|MATR_b4c39,935|238|162|295|267|316|52|163|198|515|91|873|497|372|326|342,0.6129|0.4961|0.2884|0.7571|0.6740|0.1365|0.1419|0.4950|0.4929|0.7153|0.1446|0.7794|0.3773|0.6188|0.2389|0.2151,0.77848|0.72573|0.40278|0.84859|0.90456|0.12613|0.12815|0.70264|0.72046|0.87175|0.13737|0.8618|0.55088|0.79511|0.29421|0.23877,0.86016|0.96778|0.98812|0.89893|0.97416|0.95597|0.94634|0.96735|0.98171|0.94296|0.96369|0.90946|0.90158|0.89988|0.93914|0.94591
4325,0.01585002988576889,0.015418567694723606,0.002163791097700596,0.00021508400095626712,0.005824075546115637,0.3447541296482086,,,0.08898727718718716,3000,2,32.53606182616204,0.0007824422791600227,1.0,0,MATR_b2c25|MATR_b1c7|MATR_b4c39|MATR_b1c33|MATR_b2c6|MATR_b4c8|MATR_b1c15|MATR_b4c28|MATR_b3c21|MATR_b1c44|MATR_b3c40|MATR_b3c26|MATR_b3c44|MATR_b4c14|MATR_b2c45|MATR_b1c32,186|384|493|637|153|369|438|720|229|472|48|32|531|36|254|702,0.5196|0.5854|0.4712|0.5964|0.2674|0.3440|0.6799|0.6203|0.3630|0.7294|0.7062|0.1970|0.5813|0.1729|0.1105|0.4465,0.75267|0.86476|0.6183|0.79928|0.32577|0.45954|0.89683|0.80863|0.45593|0.87603|0.9273|0.22914|0.8266|0.19315|0.10277|0.65204,0.95908|0.98207|0.93438|0.90496|0.93927|0.94173|0.95197|0.91397|0.9397|0.92487|0.96685|0.97786|0.95956|0.96743|0.95728|0.82578
4326,0.03309740871191025,0.03277168050408363,0.001910578110255301,0.00013466962263919413,0.005701514892280102,0.5282557010650635,,,0.08898727718718716,3000,2,32.542726680170745,0.0007845358923077583,1.0,0,MATR_b4c2|MATR_b2c1|MATR_b3c0|MATR_b4c30|MATR_b1c16|MATR_b1c39|MATR_b3c40|MATR_b3c35|MATR_b2c38|MATR_b1c38|MATR_b1c28|MATR_b4c30|MATR_b3c11|MATR_b4c5|MATR_b1c26|MATR_b2c1,474|169|863|247|703|360|105|618|307|152|105|174|321|543|20|44,0.6519|0.4532|0.7159|0.6922|0.3645|0.5367|0.6304|0.3078|0.4211|0.3003|0.6838|0.3937|0.1856|0.1542|0.6215|0.6426,0.83289|0.49179|0.84271|0.88814|0.52389|0.79568|0.88384|0.36684|0.59792|0.41205|0.93568|0.54233|0.21865|0.14533|0.91062|0.87661,0.93254|0.75144|0.91155|0.94701|0.93015|0.96867|0.96508|0.94206|0.95341|0.97534|0.98136|0.95191|0.96015|0.92645|0.99213|0.94413
4327,0.029129115864634514,0.028656546026468277,0.0019710746128112078,0.0002754633023869246,0.005739639513194561,2.39739990234375,,,0.08898727718718716,3000,2,32.55014932109043,0.0012471708469092846,1.0,0,MATR_b4c2|MATR_b2c43|MATR_b3c28|MATR_b4c20|MATR_b3c39|MATR_b3c40|MATR_b1c9|MATR_b4c41|MATR_b1c15|MATR_b2c36|MATR_b4c22|MATR_b2c32|MATR_b3c5|MATR_b3c25|MATR_b1c31|MATR_b1c32,767|325|491|15|428|448|258|537|354|485|499|59|688|45|310|336,0.2683|0.2487|0.3052|0.7599|0.4906|0.7076|0.6738|0.6937|0.1226|0.3177|0.2904|0.7088|0.1486|0.5864|0.6274|0.2688,0.32476|0.31607|0.36151|0.91721|0.61839|0.88552|0.92316|0.87778|0.12526|0.43237|0.35722|0.94257|0.13665|0.82249|0.88599|0.35726,0.75407|0.94489|0.83159|0.95134|0.94154|0.94418|0.98386|0.94488|0.95992|0.87323|0.92927|0.98193|0.89977|0.96837|0.9856|0.96862
4328,0.028137464076280594,0.027759645134210587,0.0016766584012657404,0.0002101531863445416,0.0057602012529969215,0.7763218283653259,,,0.08898727718718716,3000,2,32.557131599169225,0.0008412417955696583,1.0,0,MATR_b1c39|MATR_b4c28|MATR_b1c15|MATR_b2c26|MATR_b3c40|MATR_b4c44|MATR_b1c29|MATR_b1c26|MATR_b1c20|MATR_b2c38|MATR_b4c26|MATR_b1c24|MATR_b4c2|MATR_b4c25|MATR_b3c19|MATR_b1c44,525|271|537|345|43|688|450|565|12|14|284|253|192|485|152|499,0.5626|0.5194|0.2961|0.1967|0.6038|0.4173|0.4562|0.2620|0.4642|0.1149|0.2521|0.1778|0.4175|0.1558|0.2272|0.4679,0.78121|0.73338|0.40337|0.23403|0.84694|0.52542|0.64899|0.34548|0.65003|0.11103|0.32106|0.21064|0.52759|0.1813|0.26605|0.68885,0.90859|0.96469|0.93562|0.92417|0.96674|0.92388|0.966|0.96046|0.9712|0.97675|0.93402|0.97458|0.95316|0.69827|0.97217|0.90569
4329,0.014613663777709007,0.01427688729017973,0.0015452704392373562,0.00018224937957711518,0.005505000241100788,0.18440644443035126,,,0.08898727718718716,3000,2,32.56441044108942,0.0009069847874343395,1.0,0,MATR_b2c11|MATR_b2c0|MATR_b1c15|MATR_b2c28|MATR_b2c31|MATR_b4c20|MATR_b1c43|MATR_b4c4|MATR_b4c8|MATR_b3c27|MATR_b1c45|MATR_b4c4|MATR_b2c2|MATR_b3c21|MATR_b1c40|MATR_b2c47,84|179|448|150|98|470|189|155|90|426|262|364|19|661|197|559,0.2088|0.3556|0.2376|0.1586|0.4531|0.5154|0.6191|0.4790|0.2770|0.2751|0.3662|0.1282|0.4749|0.5478|0.4061|0.4542,0.25833|0.49367|0.3131|0.17967|0.64504|0.65049|0.88394|0.61201|0.34704|0.35327|0.51773|0.11174|0.68158|0.69833|0.58774|0.59751,0.97484|0.90094|0.95195|0.9753|0.9807|0.92138|0.96715|0.94608|0.95695|0.95036|0.97806|0.93675|0.98085|0.86339|0.98418|0.88981
4330,0.025398682802915573,0.02506297640502453,0.0014643549220636487,0.00018927163910120726,0.0055192322470247746,0.41658657789230347,,,0.08898727718718716,3000,2,32.57050448004156,0.000751604326069355,1.0,0,MATR_b3c27|MATR_b1c28|MATR_b1c32|MATR_b2c20|MATR_b4c30|MATR_b2c29|MATR_b2c38|MATR_b3c16|MATR_b2c36|MATR_b4c13|MATR_b4c23|MATR_b4c22|MATR_b1c28|MATR_b2c28|MATR_b3c16|MATR_b2c1,712|652|569|68|244|297|282|1497|187|481|601|198|130|476|319|74,0.5104|0.2189|0.4745|0.3442|0.3994|0.7064|0.5177|0.6135|0.7196|0.5338|0.3338|0.5790|0.4132|0.3789|0.3080|0.2912,0.68855|0.27766|0.69014|0.4754|0.55166|0.8965|0.75623|0.74382|0.93102|0.76404|0.40395|0.77291|0.5985|0.53606|0.37304|0.35004,0.90468|0.93122|0.92745|0.9893|0.94729|0.96505|0.95899|0.85292|0.98197|0.95434|0.93556|0.95187|0.98064|0.85058|0.95938|0.91227
4331,0.020161334425210953,0.019786959514021873,0.0019324049353599548,0.0001811351830838248,0.006100177299231291,0.3572743237018585,,,0.08898727718718716,3000,2,32.578316308092326,0.0012748022563755512,1.0,0,MATR_b2c6|MATR_b2c23|MATR_b3c38|MATR_b4c19|MATR_b1c44|MATR_b1c0|MATR_b3c27|MATR_b1c28|MATR_b1c7|MATR_b3c4|MATR_b1c29|MATR_b2c4|MATR_b3c0|MATR_b3c21|MATR_b2c20|MATR_b4c22,484|472|1889|173|129|518|37|758|746|18|746|450|586|161|128|602,0.2799|0.5322|0.6417|0.2841|0.3652|0.6197|0.4111|0.5825|0.2364|0.2516|0.4041|0.2638|0.3854|0.5939|0.7466|0.5019,0.36484|0.71872|0.72564|0.32979|0.52281|0.8856|0.54697|0.77938|0.31039|0.3009|0.58808|0.34857|0.50087|0.79078|0.94407|0.72387,0.82053|0.86751|0.82024|0.95353|0.98486|0.96376|0.96766|0.87222|0.89985|0.97707|0.91127|0.7861|0.95033|0.94958|0.98516|0.89456
4332,0.03569181263446808,0.034899864345788956,0.003060299437493086,0.0004859176988247782,0.006271032616496086,1.9563300609588623,,,0.08898727718718716,3000,2,32.584626289084554,0.0007702992297708988,1.0,0,MATR_b3c5|MATR_b2c44|MATR_b1c23|MATR_b2c5|MATR_b2c2|MATR_b2c11|MATR_b4c19|MATR_b2c27|MATR_b1c1|MATR_b2c23|MATR_b2c35|MATR_b2c31|MATR_b1c38|MATR_b3c8|MATR_b2c11|MATR_b3c8,805|170|164|359|401|132|988|366|780|227|299|90|249|132|453|309,0.5099|0.5119|0.7248|0.2586|0.5378|0.3654|0.1223|0.4863|0.2835|0.2570|0.5783|0.6217|0.1807|0.5393|0.5831|0.7274,0.66115|0.75538|0.94408|0.33458|0.71153|0.51302|0.099906|0.70509|0.38422|0.32861|0.81058|0.89143|0.21638|0.76925|0.71874|0.91598,0.82254|0.97505|0.98196|0.92874|0.86541|0.96914|0.8029|0.91705|0.96093|0.95956|0.94495|0.98104|0.97019|0.96905|0.83458|0.96188
4333,0.02445140853524208,0.024087894707918167,0.0016021222108975053,0.00020330175175331533,0.005501141771674156,0.21419693529605865,,,0.08898727718718716,3000,2,32.591366675216705,0.0008828500285744667,1.0,0,MATR_b4c40|MATR_b3c40|MATR_b3c27|MATR_b1c20|MATR_b3c0|MATR_b4c20|MATR_b4c33|MATR_b3c41|MATR_b3c38|MATR_b4c4|MATR_b3c34|MATR_b4c24|MATR_b3c28|MATR_b2c4|MATR_b2c1|MATR_b1c9,761|569|233|21|388|660|342|736|1099|500|756|128|353|330|82|142,0.4664|0.2462|0.3629|0.4850|0.4548|0.6904|0.2209|0.2547|0.3306|0.6321|0.3285|0.3508|0.4888|0.4189|0.2095|0.4965,0.59665|0.2971|0.49254|0.69438|0.6164|0.78496|0.29558|0.32299|0.39638|0.81619|0.39086|0.42082|0.63895|0.58489|0.22253|0.72388,0.93161|0.92782|0.96087|0.97639|0.96128|0.8711|0.95034|0.84746|0.93922|0.92374|0.93227|0.95134|0.88358|0.90413|0.90204|0.98744
4334,0.01986190304160118,0.019457856193184853,0.0014991667121648788,0.0002541302237659693,0.005138678941875696,0.39509570598602295,,,0.08898727718718716,3000,2,32.59762604208663,0.0007721632719039917,1.0,0,MATR_b4c26|MATR_b3c4|MATR_b4c0|MATR_b2c1|MATR_b1c20|MATR_b4c2|MATR_b3c22|MATR_b3c35|MATR_b1c41|MATR_b4c33|MATR_b2c47|MATR_b3c27|MATR_b2c44|MATR_b4c43|MATR_b3c16|MATR_b4c41,405|1006|48|102|158|524|857|1072|470|404|112|557|278|163|377|196,0.4448|0.3097|0.7235|0.5282|0.1475|0.4027|0.1418|0.5746|0.4587|0.3575|0.5748|0.2121|0.6209|0.2124|0.4304|0.1745,0.66398|0.36587|0.90634|0.65937|0.16037|0.50745|0.13335|0.68054|0.64309|0.53985|0.7827|0.24616|0.84156|0.24985|0.55124|0.19318,0.9049|0.82822|0.94853|0.87573|0.95144|0.92574|0.913|0.81188|0.96756|0.93404|0.95106|0.93831|0.9616|0.94904|0.95725|0.96114
4335,0.02380426600575447,0.023396078497171402,0.0020196852274239063,0.00020621948351617903,0.005770348012447357,1.0731514692306519,,,0.08898727718718716,3000,2,32.60399900237098,0.0007491298019886017,1.0,0,MATR_b1c38|MATR_b3c34|MATR_b4c16|MATR_b1c1|MATR_b2c13|MATR_b2c46|MATR_b1c44|MATR_b4c40|MATR_b2c1|MATR_b3c19|MATR_b2c46|MATR_b2c36|MATR_b4c37|MATR_b1c28|MATR_b1c41|MATR_b1c33,305|724|164|1641|316|281|330|331|134|608|217|487|637|395|665|297,0.4224|0.2753|0.3558|0.5199|0.6234|0.4220|0.2482|0.1092|0.3469|0.7321|0.5446|0.5619|0.7741|0.7061|0.2944|0.2940,0.60948|0.31999|0.45367|0.7369|0.83339|0.60255|0.32563|0.091497|0.38016|0.88648|0.79709|0.74417|0.86639|0.90612|0.38677|0.4059,0.96544|0.93464|0.96025|0.91411|0.92913|0.96276|0.96862|0.95572|0.8229|0.94993|0.97335|0.87024|0.91358|0.96811|0.95209|0.98339
4336,0.0158596932888031,0.01536539290100336,0.0015345782740041614,0.0003408430493436754,0.005537404678761959,0.9200048446655273,,,0.08898727718718716,3000,2,32.610041614156216,0.0007445206865668297,1.0,0,MATR_b2c46|MATR_b3c11|MATR_b2c31|MATR_b4c38|MATR_b1c45|MATR_b1c44|MATR_b4c25|MATR_b1c17|MATR_b2c35|MATR_b1c40|MATR_b4c2|MATR_b1c31|MATR_b2c39|MATR_b4c39|MATR_b4c33|MATR_b2c36,174|248|353|920|246|313|268|100|24|239|509|131|46|470|267|321,0.2633|0.1911|0.1859|0.5904|0.4116|0.2637|0.6190|0.6785|0.2146|0.4788|0.1724|0.4122|0.5046|0.2844|0.4653|0.4452,0.35068|0.2286|0.22438|0.7612|0.58732|0.35215|0.80917|0.93048|0.267|0.71522|0.17016|0.58503|0.73756|0.3427|0.68233|0.63877,0.9776|0.96467|0.94431|0.91645|0.97889|0.97112|0.9303|0.97906|0.97635|0.9819|0.92783|0.99328|0.98791|0.9365|0.95974|0.96697
4337,0.02871817722916603,0.028149906545877457,0.002245902316644788,0.0003436797414906323,0.005251913331449032,1.2744343280792236,,,0.08898727718718716,3000,2,32.61668848525733,0.0007620337419211864,1.0,0,MATR_b3c5|MATR_b3c39|MATR_b4c8|MATR_b4c38|MATR_b2c35|MATR_b4c0|MATR_b2c17|MATR_b3c11|MATR_b4c28|MATR_b4c19|MATR_b4c24|MATR_b1c29|MATR_b4c0|MATR_b1c24|MATR_b4c20|MATR_b3c22,823|730|12|185|194|642|21|452|323|923|159|68|670|10|704|74,0.4721|0.3523|0.3448|0.5655|0.5906|0.6299|0.5637|0.3267|0.1554|0.1249|0.1282|0.6203|0.3306|0.6922|0.2130|0.4312,0.61229|0.41734|0.45299|0.75733|0.84542|0.78429|0.82139|0.43482|0.17039|0.10617|0.10404|0.90156|0.39121|0.94222|0.21976|0.54972,0.8035|0.92607|0.95661|0.96073|0.964|0.8985|0.97598|0.94971|0.96277|0.86159|0.95026|0.98438|0.89168|0.97993|0.84261|0.96144
4338,0.021421309560537338,0.020988212898373604,0.0016074150335043669,0.00027235530433245003,0.005244344938546419,0.4790721833705902,,,0.08898727718718716,3000,2,32.623311802279204,0.0009299078956246376,1.0,0,MATR_b2c31|MATR_b2c13|MATR_b4c38|MATR_b2c10|MATR_b4c5|MATR_b4c40|MATR_b4c2|MATR_b1c43|MATR_b3c0|MATR_b1c28|MATR_b4c25|MATR_b3c39|MATR_b1c1|MATR_b4c40|MATR_b2c31|MATR_b1c43,420|248|1182|182|58|324|78|572|457|392|288|766|1646|586|363|26,0.5139|0.3862|0.4165|0.2223|0.2756|0.2139|0.6574|0.6131|0.2010|0.1073|0.5256|0.6927|0.5652|0.4318|0.4998|0.2904,0.7436|0.54181|0.47751|0.27389|0.31576|0.23715|0.8751|0.78871|0.2286|0.10129|0.73941|0.84161|0.79582|0.5555|0.74161|0.38706,0.90103|0.94449|0.78925|0.95763|0.9465|0.95607|0.95866|0.87543|0.95811|0.96826|0.9286|0.9236|0.91296|0.94382|0.94023|0.97397
4339,0.020684804767370224,0.020176293328404427,0.0015728503931313753,0.0003512250550556928,0.00525033101439476,0.6730329990386963,,,0.08898727718718716,3000,2,32.63010908430442,0.0007102768868207932,1.0,0,MATR_b3c4|MATR_b2c32|MATR_b2c39|MATR_b2c18|MATR_b3c28|MATR_b3c40|MATR_b2c47|MATR_b1c29|MATR_b1c31|MATR_b2c4|MATR_b1c44|MATR_b3c35|MATR_b2c39|MATR_b2c13|MATR_b4c20|MATR_b3c44,204|454|47|187|448|281|234|736|264|402|384|352|176|279|552|849,0.1423|0.2745|0.1749|0.2626|0.2390|0.3568|0.1177|0.5039|0.2684|0.1208|0.6465|0.7371|0.1221|0.5894|0.7541|0.4732,0.14432|0.3652|0.21096|0.34616|0.2672|0.49036|0.09785|0.74791|0.35486|0.1203|0.86192|0.9005|0.12546|0.81679|0.85049|0.66733,0.97285|0.89704|0.98767|0.94761|0.85044|0.95708|0.93959|0.91506|0.98843|0.85321|0.95974|0.95719|0.98367|0.93872|0.90751|0.89915
4340,0.01997986063361168,0.01952940784394741,0.0022814820986241102,0.0002223047922598198,0.005144656635820866,0.3280446231365204,,,0.08898727718718716,3000,2,32.637384720146656,0.0011487267911434174,1.0,0,MATR_b1c16|MATR_b3c28|MATR_b3c10|MATR_b1c28|MATR_b3c8|MATR_b2c6|MATR_b3c22|MATR_b2c5|MATR_b2c38|MATR_b2c34|MATR_b4c0|MATR_b2c35|MATR_b4c41|MATR_b1c43|MATR_b1c23|MATR_b4c23,769|303|194|383|537|192|624|242|385|43|545|14|455|512|47|665,0.6352|0.4953|0.2806|0.5040|0.2990|0.7725|0.4281|0.1057|0.7638|0.1540|0.6859|0.2974|0.1126|0.6806|0.1603|0.3535,0.81177|0.65467|0.36367|0.73573|0.38481|0.88375|0.55484|0.092133|0.88195|0.16808|0.8342|0.39962|0.10012|0.85603|0.18562|0.43235,0.8845|0.8965|0.9642|0.96901|0.94503|0.9272|0.93953|0.95791|0.91864|0.97787|0.91739|0.97601|0.9508|0.9219|0.98434|0.93222
4341,0.020788349211215973,0.02031528204679489,0.0017295634606853127,0.0003001105797011405,0.005462059285491705,0.668531060218811,,,0.08898727718718716,3000,2,32.64416402904317,0.000985151156783104,1.0,0,MATR_b2c32|MATR_b4c39|MATR_b1c44|MATR_b2c38|MATR_b4c5|MATR_b3c21|MATR_b3c39|MATR_b3c0|MATR_b2c23|MATR_b2c43|MATR_b1c20|MATR_b2c13|MATR_b4c28|MATR_b3c16|MATR_b4c23|MATR_b2c35,81|540|250|348|788|732|176|641|273|126|530|412|254|1251|803|369,0.2728|0.2715|0.7309|0.4520|0.1922|0.5807|0.7317|0.2663|0.3393|0.2542|0.3402|0.1646|0.6441|0.5912|0.7078|0.3740,0.36644|0.32867|0.91575|0.64206|0.19366|0.71058|0.8989|0.3228|0.45741|0.33162|0.47272|0.18565|0.87842|0.76726|0.8407|0.51075,0.98232|0.92758|0.97797|0.93976|0.89558|0.83322|0.95146|0.94641|0.9532|0.97899|0.80326|0.88005|0.96558|0.9144|0.92046|0.91901
4342,0.014790327288210392,0.014465484768152237,0.0019637455698102713,0.00012846736353822052,0.005616832058876753,0.41247445344924927,,,0.08898727718718716,3000,2,32.65133921802044,0.001139319036155939,1.0,0,MATR_b2c4|MATR_b3c44|MATR_b1c24|MATR_b1c7|MATR_b2c31|MATR_b1c38|MATR_b1c45|MATR_b4c40|MATR_b2c42|MATR_b3c41|MATR_b2c45|MATR_b3c19|MATR_b2c32|MATR_b4c5|MATR_b2c18|MATR_b2c2,206|612|835|374|445|532|151|250|444|517|236|475|448|729|95|168,0.3163|0.7610|0.4602|0.1905|0.2630|0.3930|0.5559|0.3294|0.4023|0.3018|0.3273|0.5482|0.4055|0.7006|0.5665|0.3274,0.42785|0.91112|0.6784|0.23835|0.35602|0.56541|0.81836|0.41342|0.57497|0.39559|0.44252|0.72829|0.57534|0.84007|0.84749|0.46174,0.94512|0.95353|0.90563|0.98274|0.8714|0.8956|0.98486|0.95856|0.83254|0.93499|0.96109|0.95732|0.9036|0.90935|0.96305|0.96992
4343,0.019157931208610535,0.0185539647936821,0.0036861984990537167,0.00023534669890068471,0.0055505032651126385,0.35208600759506226,,,0.08898727718718716,3000,2,32.657807084266096,0.0007290230132639408,1.0,0,MATR_b1c41|MATR_b4c44|MATR_b1c0|MATR_b3c27|MATR_b1c9|MATR_b2c45|MATR_b4c28|MATR_b1c20|MATR_b3c25|MATR_b4c38|MATR_b2c27|MATR_b3c10|MATR_b1c15|MATR_b4c28|MATR_b4c25|MATR_b3c10,377|1019|1595|203|1021|253|84|206|430|801|51|578|58|622|112|343,0.7244|0.3983|0.5551|0.4572|0.6203|0.6187|0.7025|0.5535|0.3299|0.6744|0.1760|0.7458|0.5739|0.4014|0.1471|0.3634,0.92592|0.49553|0.75329|0.63214|0.73919|0.85408|0.92393|0.78992|0.43298|0.83884|0.21411|0.90516|0.8408|0.54749|0.15409|0.49404,0.97304|0.68309|0.86459|0.96071|0.82909|0.9575|0.97038|0.93969|0.955|0.92892|0.97401|0.94837|0.97133|0.93885|0.94242|0.95923
4344,0.01842634379863739,0.01755332015454769,0.006310698110610247,0.00024195463629439473,0.005612241104245186,0.7524377703666687,,,0.08898727718718716,3000,2,32.66518640425056,0.000891505740582943,1.0,0,MATR_b3c44|MATR_b1c43|MATR_b2c31|MATR_b3c44|MATR_b3c41|MATR_b2c28|MATR_b3c28|MATR_b3c44|MATR_b4c30|MATR_b2c10|MATR_b4c35|MATR_b2c14|MATR_b4c44|MATR_b4c44|MATR_b3c22|MATR_b1c7,485|237|146|114|238|80|492|841|354|233|346|309|363|940|983|581,0.1302|0.5118|0.3958|0.3128|0.4739|0.5946|0.3846|0.6920|0.5856|0.3275|0.3853|0.6882|0.6697|0.3417|0.5118|0.4299,0.12969|0.75613|0.55174|0.41141|0.66247|0.86967|0.47939|0.83903|0.81285|0.43386|0.48002|0.87342|0.85916|0.43425|0.67343|0.62291,0.96254|0.96441|0.97801|0.97519|0.95441|0.97826|0.83116|0.90381|0.93512|0.94878|0.95096|0.95381|0.94418|0.80225|0.82553|0.96026
4345,0.021236849948763847,0.02066430263221264,0.003673726925626397,0.00020517480152193457,0.0054253810085356236,0.8117239475250244,,,0.08898727718718716,3000,2,32.67257710499689,0.0009747510775923729,1.0,0,MATR_b2c42|MATR_b3c28|MATR_b2c39|MATR_b2c11|MATR_b2c44|MATR_b1c40|MATR_b2c25|MATR_b4c24|MATR_b3c13|MATR_b3c28|MATR_b4c27|MATR_b1c44|MATR_b4c16|MATR_b1c33|MATR_b4c8|MATR_b3c16,176|265|46|185|227|447|217|11|260|119|96|425|682|362|447|1532,0.5995|0.2280|0.6342|0.3786|0.2943|0.1252|0.1137|0.4580|0.6996|0.2846|0.6357|0.3916|0.1998|0.5600|0.2910|0.7749,0.86401|0.26544|0.91587|0.52094|0.39536|0.13242|0.10406|0.56496|0.90738|0.36578|0.87616|0.56781|0.21568|0.83371|0.36836|0.796,0.97885|0.90535|0.98791|0.96062|0.96948|0.97292|0.95299|0.9525|0.96273|0.93572|0.9453|0.94726|0.92931|0.97917|0.93166|0.84102
4346,0.020138241350650787,0.019305063411593437,0.0043329400941729546,0.00039988424396142364,0.005874161142855883,0.512410044670105,,,0.08898727718718716,3000,2,32.67899781418964,0.0007382291369140148,1.0,0,MATR_b4c31|MATR_b2c42|MATR_b1c45|MATR_b1c20|MATR_b3c39|MATR_b4c13|MATR_b2c5|MATR_b2c42|MATR_b1c24|MATR_b3c10|MATR_b2c32|MATR_b3c0|MATR_b4c5|MATR_b3c11|MATR_b1c29|MATR_b4c17,656|17|315|82|419|726|337|188|62|547|41|522|989|182|112|252,0.5618|0.4085|0.6531|0.3158|0.2104|0.2827|0.2629|0.4614|0.4513|0.6403|0.3182|0.2923|0.5179|0.4790|0.4540|0.5786,0.49186|0.57767|0.86941|0.44178|0.22532|0.40012|0.34342|0.67427|0.64374|0.86723|0.43169|0.36885|0.5641|0.69374|0.65392|0.77752,0.53043|0.9846|0.97178|0.96826|0.94184|0.86925|0.93722|0.97788|0.98042|0.94989|0.98223|0.9542|0.68675|0.96773|0.98309|0.93977
4347,0.02094164304435253,0.02057025209069252,0.0018365378491580486,0.0001877377653727308,0.006030370481312275,0.37510257959365845,,,0.08898727718718716,3000,2,32.68650743737817,0.0011647362262010574,1.0,0,MATR_b2c25|MATR_b4c30|MATR_b4c5|MATR_b4c27|MATR_b1c33|MATR_b4c8|MATR_b3c28|MATR_b4c38|MATR_b4c8|MATR_b1c17|MATR_b1c31|MATR_b4c0|MATR_b3c5|MATR_b3c40|MATR_b1c28|MATR_b4c40,478|390|699|88|270|718|197|224|391|466|627|181|566|45|71|178,0.2918|0.6995|0.1910|0.6363|0.4170|0.4270|0.5313|0.4617|0.5962|0.1745|0.4679|0.7137|0.6224|0.5664|0.6363|0.7405,0.39539|0.86549|0.19721|0.87481|0.60813|0.56602|0.72775|0.60178|0.823|0.20473|0.67155|0.89162|0.80936|0.79308|0.91621|0.91575,0.76579|0.92831|0.91442|0.94532|0.98413|0.72363|0.91945|0.95955|0.93924|0.96499|0.95495|0.94414|0.92354|0.96684|0.98234|0.96143
4348,0.019363483414053917,0.01875641942024231,0.004449205007404089,0.00016214261995628476,0.0056690494529902935,0.6160119771957397,,,0.08898727718718716,3000,2,32.6943913702853,0.0008978666737675667,1.0,0,MATR_b4c14|MATR_b1c41|MATR_b2c38|MATR_b2c46|MATR_b3c10|MATR_b3c26|MATR_b2c23|MATR_b2c35|MATR_b4c24|MATR_b3c8|MATR_b1c38|MATR_b3c13|MATR_b3c10|MATR_b2c1|MATR_b2c26|MATR_b4c28,330|542|227|277|726|337|189|391|991|415|253|642|190|103|454|564,0.4371|0.2678|0.6999|0.1202|0.7502|0.2396|0.3016|0.4312|0.5041|0.5083|0.5328|0.4946|0.4364|0.4869|0.6310|0.2587,0.62316|0.34416|0.89406|0.11588|0.901|0.29807|0.40288|0.60499|0.62217|0.71943|0.78201|0.67136|0.6039|0.60045|0.73539|0.33324,0.95704|0.96218|0.96676|0.9638|0.93806|0.96801|0.96397|0.90362|0.79509|0.95555|0.97007|0.91445|0.96328|0.87371|0.82564|0.94593
