step,loss,future_voltage_loss,observed_reconstruction_loss,endpoint_loss,monotonic_loss,gradient_norm,validation_voltage_rmse_v,validation_endpoint_mae_q,best_validation_voltage_rmse_v,best_step,stale_validations,elapsed_seconds,sampling_seconds,amp_scale,amp_overflow_skips_total,cells,cycles,betas,q_cuts,q_ends
1,0.2636536955833435,0.22977516055107117,0.3103158175945282,0.0028469490353018045,0.008228428661823273,0.8417481780052185,0.36393009459015035,0.09793558333993103,0.36393009459015035,1,0,1.7652899641543627,0.1927251759916544,1.0,0,MATR_b1c29|MATR_b2c13|MATR_b4c4|MATR_b1c41|MATR_b3c21|MATR_b4c8|MATR_b1c45|MATR_b3c11|MATR_b2c31|MATR_b4c41|MATR_b3c10|MATR_b2c17|MATR_b1c16|MATR_b4c37|MATR_b3c40|MATR_b1c17,708|109|613|626|670|411|27|47|414|242|81|250|519|604|383|618,0.2391|0.2321|0.4558|0.7134|0.1712|0.3124|0.6494|0.4716|0.7292|0.1062|0.3784|0.2799|0.5357|0.5807|0.5884|0.4475,0.31775|0.31177|0.66117|0.89516|0.16565|0.40375|0.9278|0.65586|0.86306|0.09128|0.50946|0.37397|0.78189|0.7509|0.82859|0.63084,0.9271|0.97248|0.87457|0.95603|0.86048|0.93669|0.98894|0.97292|0.90681|0.95996|0.96742|0.95639|0.96772|0.91725|0.94988|0.94505
2,0.2661932408809662,0.2359737753868103,0.2669767737388611,0.0035218033008277416,0.008472228422760963,0.7834245562553406,,,0.36393009459015035,1,0,1.9418700439855456,0.15698254201561213,1.0,0,MATR_b4c19|MATR_b2c28|MATR_b2c28|MATR_b4c31|MATR_b3c26|MATR_b3c40|MATR_b4c40|MATR_b2c17|MATR_b2c46|MATR_b3c4|MATR_b1c7|MATR_b1c0|MATR_b4c39|MATR_b4c39|MATR_b3c28|MATR_b2c29,27|387|467|183|819|435|194|312|202|470|831|1148|730|734|39|298,0.7028|0.6061|0.7217|0.1421|0.2804|0.5736|0.3061|0.6820|0.4626|0.1287|0.3561|0.1610|0.2193|0.6588|0.5650|0.4490,0.89417|0.81584|0.81756|0.15083|0.35947|0.80716|0.37521|0.87105|0.67639|0.11985|0.50826|0.18365|0.27859|0.73911|0.78504|0.64404,0.95709|0.93259|0.86317|0.95487|0.92176|0.94555|0.96076|0.94451|0.97513|0.96128|0.83451|0.93627|0.81278|0.80632|0.95191|0.96498
3,0.25857415795326233,0.2329767793416977,0.2243528515100479,0.003162088803946972,0.01008372288197279,0.46989068388938904,,,0.36393009459015035,1,0,2.080470299348235,0.13159559713676572,1.0,0,MATR_b1c39|MATR_b2c6|MATR_b1c44|MATR_b4c28|MATR_b3c12|MATR_b1c43|MATR_b4c30|MATR_b2c2|MATR_b1c32|MATR_b4c41|MATR_b4c25|MATR_b2c46|MATR_b1c26|MATR_b2c47|MATR_b2c44|MATR_b1c16,69|30|285|799|149|581|686|166|271|308|220|240|437|234|471|63,0.1177|0.2518|0.6032|0.4571|0.5399|0.4498|0.5186|0.4792|0.4563|0.1516|0.7271|0.6032|0.2933|0.5059|0.3927|0.5470,0.1191|0.31891|0.85486|0.66561|0.78637|0.64931|0.56124|0.70792|0.6618|0.15711|0.86347|0.83925|0.39936|0.66504|0.55519|0.79617,0.98698|0.97261|0.97449|0.84549|0.97709|0.86749|0.6755|0.97056|0.97278|0.95761|0.93525|0.96996|0.97195|0.93959|0.76497|0.98818
4,0.2534465491771698,0.2300809919834137,0.1995300054550171,0.0034125533420592546,0.011575932614505291,0.4045659005641937,,,0.36393009459015035,1,0,2.1737785660661757,0.08670547883957624,1.0,0,MATR_b4c14|MATR_b2c43|MATR_b1c36|MATR_b1c44|MATR_b2c13|MATR_b4c31|MATR_b1c36|MATR_b2c2|MATR_b2c17|MATR_b4c26|MATR_b4c38|MATR_b4c30|MATR_b4c16|MATR_b4c14|MATR_b4c8|MATR_b3c35,400|185|291|379|256|566|288|167|278|465|180|481|375|24|528|960,0.6558|0.2521|0.5257|0.2755|0.6476|0.4884|0.3439|0.7503|0.5678|0.4363|0.1747|0.2244|0.7137|0.6893|0.1019|0.4420,0.85624|0.33221|0.76629|0.37572|0.86151|0.63715|0.47709|0.92958|0.80466|0.66468|0.18499|0.26389|0.88325|0.92297|0.081422|0.53401,0.94982|0.97437|0.97221|0.9609|0.94348|0.78022|0.97262|0.9696|0.95263|0.82523|0.96101|0.90214|0.95115|0.9675|0.91385|0.87688
5,0.2006109654903412,0.17877034842967987,0.19771245121955872,0.0020693624392151833,0.012488171458244324,0.32624831795692444,,,0.36393009459015035,1,0,2.2473250082693994,0.06771980505436659,1.0,0,MATR_b1c33|MATR_b3c11|MATR_b1c39|MATR_b3c13|MATR_b3c10|MATR_b4c19|MATR_b3c5|MATR_b3c25|MATR_b3c21|MATR_b2c6|MATR_b1c26|MATR_b2c10|MATR_b1c44|MATR_b1c0|MATR_b2c42|MATR_b2c28,326|526|47|576|833|709|193|162|646|356|367|199|19|1022|22|377,0.7409|0.4234|0.7042|0.3454|0.5865|0.4790|0.5718|0.4662|0.7504|0.6802|0.3774|0.4108|0.4288|0.2661|0.4323|0.4230,0.92586|0.58796|0.94958|0.45371|0.80292|0.60472|0.79335|0.65541|0.80692|0.81151|0.53775|0.56639|0.61042|0.34838|0.61332|0.60611,0.98099|0.9408|0.98735|0.9302|0.92564|0.92543|0.95252|0.96581|0.86824|0.88012|0.97904|0.95476|0.98931|0.94333|0.98474|0.93619
6,0.23810936510562897,0.21808193624019623,0.16362227499485016,0.003665186930447817,0.013743502087891102,0.2754414677619934,,,0.36393009459015035,1,0,2.341272379271686,0.08777511771768332,1.0,0,MATR_b4c27|MATR_b1c31|MATR_b2c14|MATR_b2c35|MATR_b1c0|MATR_b2c31|MATR_b4c39|MATR_b4c24|MATR_b1c20|MATR_b3c25|MATR_b2c11|MATR_b1c45|MATR_b4c14|MATR_b4c17|MATR_b2c45|MATR_b4c38,261|674|423|271|1833|486|695|90|188|689|61|573|679|143|323|1200,0.7442|0.2095|0.6668|0.3372|0.7167|0.4766|0.2945|0.3443|0.5613|0.5659|0.2481|0.1535|0.4546|0.3694|0.6191|0.4033,0.88572|0.25985|0.80255|0.46247|0.76728|0.66023|0.38344|0.40654|0.81152|0.76945|0.31513|0.17278|0.52582|0.46581|0.83181|0.46637,0.93574|0.94501|0.89353|0.95142|0.80846|0.80782|0.85854|0.95225|0.94418|0.93798|0.97685|0.82637|0.65761|0.94441|0.94434|0.77684
7,0.1784488558769226,0.15588298439979553,0.17283646762371063,0.005282215774059296,0.015037321485579014,0.5494070649147034,,,0.36393009459015035,1,0,2.4381227451376617,0.09119442710652947,1.0,0,MATR_b4c4|MATR_b3c4|MATR_b3c8|MATR_b1c9|MATR_b2c27|MATR_b3c25|MATR_b2c0|MATR_b4c2|MATR_b1c0|MATR_b2c13|MATR_b3c34|MATR_b3c28|MATR_b3c27|MATR_b2c10|MATR_b3c5|MATR_b2c34,483|416|681|584|119|342|107|348|1149|216|364|511|388|427|635|136,0.2479|0.1901|0.1203|0.7689|0.2945|0.4969|0.1511|0.4678|0.3133|0.7206|0.1238|0.4888|0.4665|0.4028|0.1598|0.2338,0.30033|0.21975|0.10576|0.92304|0.41162|0.70137|0.1664|0.60743|0.41651|0.90129|0.10663|0.62297|0.63761|0.53499|0.16193|0.29188,0.92668|0.96396|0.9209|0.96601|0.97076|0.95919|0.93765|0.9441|0.93578|0.95165|0.95443|0.82081|0.95257|0.89708|0.91222|0.9755
8,0.22003041207790375,0.20313754677772522,0.1369277685880661,0.0032000772189348936,0.014938946813344955,0.22861814498901367,,,0.36393009459015035,1,0,2.5083559062331915,0.06460367189720273,1.0,0,MATR_b2c36|MATR_b2c4|MATR_b1c15|MATR_b2c44|MATR_b1c43|MATR_b2c35|MATR_b2c43|MATR_b1c32|MATR_b4c14|MATR_b3c0|MATR_b2c27|MATR_b4c25|MATR_b4c13|MATR_b2c5|MATR_b3c26|MATR_b3c11,447|428|18|146|574|204|245|245|51|324|276|463|144|211|447|297,0.5411|0.3329|0.6190|0.5710|0.1111|0.1262|0.4518|0.6214|0.5399|0.1626|0.7269|0.3503|0.4283|0.2924|0.6659|0.3213,0.76279|0.45829|0.8946|0.84292|0.10255|0.12664|0.64509|0.87799|0.75742|0.17371|0.88763|0.532|0.60612|0.38759|0.88124|0.43692,0.91489|0.82224|0.96996|0.97632|0.87389|0.96235|0.96556|0.97444|0.96755|0.96412|0.9483|0.76854|0.97229|0.96274|0.96251|0.96181
9,0.1979672610759735,0.18010306358337402,0.13850076496601105,0.004014120437204838,0.01653989776968956,0.24156206846237183,,,0.36393009459015035,1,0,2.605684274341911,0.09109636442735791,1.0,0,MATR_b3c28|MATR_b4c40|MATR_b1c44|MATR_b4c24|MATR_b4c35|MATR_b2c27|MATR_b4c26|MATR_b2c0|MATR_b1c29|MATR_b1c38|MATR_b4c43|MATR_b1c1|MATR_b3c26|MATR_b3c27|MATR_b4c5|MATR_b2c2,505|407|374|436|138|81|536|319|480|592|488|1562|632|650|281|413,0.4561|0.3817|0.3196|0.4697|0.2597|0.4889|0.5094|0.3071|0.4669|0.6653|0.1491|0.4085|0.7478|0.1044|0.6993|0.1415,0.5836|0.48316|0.44938|0.59308|0.29965|0.72288|0.5393|0.41578|0.65908|0.7649|0.15433|0.56829|0.90609|0.076906|0.87469|0.14893,0.8244|0.95228|0.96267|0.93946|0.95813|0.97277|0.6078|0.76206|0.96333|0.82822|0.93076|0.92355|0.95091|0.92374|0.93888|0.84523
10,0.18618370592594147,0.17129312455654144,0.11494281142950058,0.0033963043242692947,0.017290621995925903,0.12948286533355713,,,0.36393009459015035,1,0,2.6956697120331228,0.08333688601851463,1.0,0,MATR_b4c24|MATR_b4c0|MATR_b3c16|MATR_b1c44|MATR_b1c33|MATR_b4c8|MATR_b2c23|MATR_b2c0|MATR_b2c32|MATR_b4c14|MATR_b3c38|MATR_b2c32|MATR_b3c12|MATR_b2c34|MATR_b4c28|MATR_b2c44,141|115|1613|269|167|355|205|68|247|114|912|67|71|67|37|354,0.7005|0.5784|0.6634|0.3749|0.2052|0.5869|0.4689|0.2863|0.7319|0.6698|0.5580|0.6463|0.4540|0.2557|0.4962|0.1944,0.88165|0.78161|0.73063|0.53791|0.2662|0.82082|0.66463|0.39618|0.91212|0.90818|0.72214|0.9138|0.63253|0.32534|0.68062|0.23654,0.95087|0.94694|0.8098|0.97609|0.99156|0.94343|0.9623|0.96104|0.97322|0.96673|0.94665|0.97975|0.97833|0.97664|0.97078|0.93554
11,0.18581491708755493,0.17101918160915375,0.1027040183544159,0.004525329917669296,0.018178623169660568,0.1338251531124115,,,0.36393009459015035,1,0,2.7322678761556745,0.03062021266669035,1.0,0,MATR_b3c11|MATR_b3c8|MATR_b4c40|MATR_b2c34|MATR_b4c44|MATR_b1c31|MATR_b4c31|MATR_b2c11|MATR_b2c43|MATR_b3c11|MATR_b1c33|MATR_b4c41|MATR_b1c40|MATR_b3c0|MATR_b1c15|MATR_b2c45,292|411|676|34|554|614|702|420|211|151|421|588|605|109|452|274,0.2003|0.2817|0.2207|0.4454|0.6267|0.5267|0.1491|0.3060|0.5489|0.1286|0.5837|0.4143|0.4564|0.7380|0.1851|0.3682,0.24559|0.36076|0.24665|0.62236|0.82114|0.77079|0.16969|0.41354|0.80071|0.12899|0.852|0.55602|0.66439|0.93127|0.22656|0.51009,0.96212|0.95589|0.93829|0.97728|0.93531|0.95896|0.42463|0.86613|0.97117|0.9692|0.97378|0.93977|0.95645|0.97197|0.95111|0.95463
12,0.1723688691854477,0.1583843231201172,0.09912505745887756,0.004072040785104036,0.020078035071492195,0.14422057569026947,,,0.36393009459015035,1,0,2.804954712279141,0.06711079739034176,1.0,0,MATR_b4c8|MATR_b4c20|MATR_b4c30|MATR_b2c17|MATR_b2c32|MATR_b3c38|MATR_b3c22|MATR_b3c19|MATR_b3c44|MATR_b4c8|MATR_b1c36|MATR_b3c25|MATR_b2c26|MATR_b4c26|MATR_b2c44|MATR_b3c5,125|339|138|112|527|853|647|671|417|612|451|264|93|80|307|684,0.2163|0.5587|0.1570|0.3211|0.4324|0.3113|0.4848|0.5354|0.7721|0.6974|0.3196|0.4228|0.6675|0.4536|0.1681|0.2849,0.26281|0.71446|0.1675|0.43225|0.60341|0.37125|0.63935|0.70525|0.92843|0.80271|0.43585|0.59705|0.92268|0.60587|0.19347|0.3316,0.95595|0.93489|0.95376|0.95208|0.78198|0.94916|0.93799|0.94601|0.96583|0.86898|0.95742|0.96272|0.98006|0.9446|0.95488|0.90088
13,0.1839895397424698,0.1696094125509262,0.08875857293605804,0.005504272412508726,0.019840797409415245,0.18812502920627594,,,0.36393009459015035,1,0,2.8137042210437357,0.0012812642380595207,1.0,0,MATR_b2c44|MATR_b4c25|MATR_b2c44|MATR_b3c22|MATR_b2c34|MATR_b3c16|MATR_b2c5|MATR_b2c32|MATR_b4c17|MATR_b3c26|MATR_b2c44|MATR_b3c10|MATR_b3c25|MATR_b2c10|MATR_b4c17|MATR_b2c36,43|554|376|878|74|617|346|352|358|886|260|685|181|304|892|73,0.1907|0.3025|0.2167|0.5193|0.1464|0.2655|0.5303|0.7328|0.1754|0.1154|0.4185|0.7086|0.6447|0.7327|0.1253|0.1594,0.23758|0.35674|0.27239|0.70165|0.15637|0.30773|0.76244|0.89275|0.18262|0.10646|0.59707|0.88651|0.89199|0.88155|0.10127|0.18822,0.97902|0.51466|0.92048|0.907|0.97755|0.94862|0.93429|0.95176|0.93382|0.89372|0.9647|0.94146|0.96541|0.93573|0.70767|0.98704
14,0.16950538754463196,0.15812109410762787,0.07787615805864334,0.00359668442979455,0.02054695039987564,0.10265286266803741,,,0.36393009459015035,1,0,2.8725223732180893,0.05171416839584708,1.0,0,MATR_b2c36|MATR_b2c35|MATR_b1c28|MATR_b1c40|MATR_b2c38|MATR_b3c5|MATR_b3c41|MATR_b4c40|MATR_b4c23|MATR_b3c34|MATR_b2c1|MATR_b4c30|MATR_b2c45|MATR_b3c13|MATR_b2c46|MATR_b1c38,89|97|27|736|451|736|688|521|957|928|96|403|213|145|127|146,0.5575|0.4446|0.5220|0.4813|0.3706|0.1376|0.6824|0.2891|0.1575|0.3397|0.6175|0.2579|0.7088|0.4010|0.2933|0.2478,0.83234|0.655|0.75508|0.70873|0.52232|0.12239|0.82408|0.34339|0.14914|0.40177|0.78983|0.32924|0.90537|0.5529|0.40613|0.32887,0.98687|0.97458|0.98287|0.92731|0.82517|0.88147|0.88309|0.94778|0.87455|0.91392|0.88463|0.92529|0.96448|0.96854|0.98033|0.97547
15,0.23582541942596436,0.2265099287033081,0.0600765086710453,0.003307836130261421,0.021205604076385498,0.3825598359107971,,,0.36393009459015035,1,0,2.879416805226356,0.0006630881689488888,1.0,0,MATR_b2c26|MATR_b4c13|MATR_b2c32|MATR_b2c1|MATR_b1c15|MATR_b3c41|MATR_b1c15|MATR_b2c26|MATR_b3c22|MATR_b3c21|MATR_b4c2|MATR_b3c44|MATR_b2c17|MATR_b1c43|MATR_b3c22|MATR_b2c27,386|659|522|50|515|696|683|400|259|546|338|243|455|240|168|419,0.4827|0.1687|0.2908|0.1178|0.5379|0.5012|0.2996|0.2633|0.2784|0.6510|0.1846|0.7393|0.4296|0.6391|0.6329|0.4969,0.6841|0.19054|0.39503|0.10346|0.77076|0.70642|0.41566|0.33835|0.33788|0.78812|0.19046|0.93108|0.61215|0.8861|0.85295|0.69882,0.90046|0.91896|0.79162|0.93799|0.93879|0.87818|0.83621|0.88966|0.95636|0.89453|0.94475|0.97219|0.85384|0.96416|0.95916|0.87265
16,0.16410262882709503,0.14969855546951294,0.09046806395053864,0.0053572626784443855,0.020810773596167564,0.10772764682769775,,,0.36393009459015035,1,0,2.8872432690113783,0.001094454899430275,1.0,0,MATR_b4c14|MATR_b1c39|MATR_b4c43|MATR_b3c4|MATR_b3c12|MATR_b2c35|MATR_b4c2|MATR_b4c44|MATR_b3c19|MATR_b1c0|MATR_b4c26|MATR_b1c43|MATR_b2c4|MATR_b4c38|MATR_b4c23|MATR_b2c6,183|265|481|105|869|118|422|590|493|232|517|383|450|607|996|509,0.1587|0.4077|0.2188|0.1258|0.2372|0.7104|0.3443|0.1433|0.3648|0.4410|0.5960|0.1680|0.2331|0.6457|0.7364|0.6571,0.18083|0.59087|0.25675|0.11506|0.32472|0.92875|0.42653|0.13492|0.45642|0.63746|0.62091|0.19658|0.29851|0.8363|0.78657|0.75864,0.96473|0.97777|0.93134|0.97597|0.8645|0.97299|0.93839|0.93278|0.95646|0.97482|0.6663|0.95284|0.7861|0.94161|0.84156|0.80065
17,0.17327728867530823,0.16241849958896637,0.06742828339338303,0.0041159531101584435,0.020741472020745277,0.15749739110469818,,,0.36393009459015035,1,0,2.910109745338559,0.016387138981372118,1.0,0,MATR_b1c41|MATR_b2c26|MATR_b4c38|MATR_b2c18|MATR_b4c44|MATR_b1c7|MATR_b3c22|MATR_b3c16|MATR_b4c4|MATR_b2c20|MATR_b2c2|MATR_b1c20|MATR_b1c15|MATR_b4c17|MATR_b1c36|MATR_b1c17,901|319|44|249|1064|113|390|1589|140|20|131|382|119|492|627|83,0.2584|0.1373|0.2127|0.5182|0.1929|0.2593|0.4971|0.6755|0.1793|0.6424|0.1587|0.5806|0.4861|0.4852|0.5241|0.3568,0.34415|0.14065|0.23651|0.72745|0.22596|0.35223|0.64946|0.74487|0.18367|0.92715|0.18692|0.76095|0.7173|0.62992|0.74119|0.50521,0.89415|0.93503|0.96422|0.93448|0.60923|0.99556|0.95161|0.8199|0.94666|0.98988|0.97497|0.89051|0.97009|0.92367|0.87272|0.97928
18,0.17884516716003418,0.16662366688251495,0.07601102441549301,0.0046203965321183205,0.0206789281219244,0.10217535495758057,,,0.36393009459015035,1,0,2.91754186199978,0.0011676819995045662,1.0,0,MATR_b4c30|MATR_b3c0|MATR_b4c5|MATR_b4c14|MATR_b2c29|MATR_b1c38|MATR_b4c25|MATR_b4c44|MATR_b3c22|MATR_b3c27|MATR_b4c41|MATR_b3c25|MATR_b4c16|MATR_b1c44|MATR_b1c44|MATR_b1c38,172|527|201|128|355|411|494|665|540|233|723|802|123|331|255|139,0.6173|0.2136|0.1610|0.6141|0.1220|0.2218|0.2989|0.6448|0.3767|0.1332|0.4363|0.1187|0.7121|0.6631|0.3249|0.7403,0.86468|0.24916|0.1548|0.87748|0.11895|0.27961|0.4181|0.82397|0.47707|0.13605|0.58095|0.11307|0.90892|0.87333|0.45493|0.93641,0.9521|0.95382|0.94193|0.96636|0.95114|0.95219|0.67279|0.92658|0.94475|0.96087|0.9079|0.92284|0.96175|0.96842|0.97732|0.9758
19,0.19809724390506744,0.18630264699459076,0.08160249143838882,0.0036343461833894253,0.018998904153704643,0.1305369883775711,,,0.36393009459015035,1,0,2.9247388099320233,0.0010915589518845081,1.0,0,MATR_b2c5|MATR_b4c26|MATR_b2c5|MATR_b4c14|MATR_b3c38|MATR_b4c19|MATR_b1c40|MATR_b1c38|MATR_b3c26|MATR_b4c5|MATR_b1c15|MATR_b4c0|MATR_b1c33|MATR_b3c26|MATR_b2c13|MATR_b3c11,238|553|228|395|253|714|622|426|121|377|195|336|552|505|93|149,0.7327|0.2257|0.5403|0.3794|0.1827|0.3174|0.5316|0.2561|0.6234|0.2024|0.5463|0.6859|0.3201|0.7024|0.2306|0.6788,0.90024|0.32097|0.78039|0.52641|0.19698|0.37573|0.78535|0.33195|0.87639|0.20825|0.8227|0.8683|0.44287|0.89504|0.30584|0.91321,0.95866|0.55591|0.96011|0.95051|0.97015|0.92483|0.95354|0.94879|0.97622|0.93464|0.96742|0.93686|0.94665|0.95937|0.97521|0.96921
20,0.14173799753189087,0.12892700731754303,0.09545114636421204,0.003265872597694397,0.018044166266918182,0.17668144404888153,,,0.36393009459015035,1,0,2.9478374300524592,0.01630165008828044,1.0,0,MATR_b1c7|MATR_b2c11|MATR_b3c40|MATR_b2c25|MATR_b1c29|MATR_b2c39|MATR_b3c19|MATR_b1c0|MATR_b2c42|MATR_b2c43|MATR_b4c8|MATR_b3c0|MATR_b1c28|MATR_b2c13|MATR_b4c41|MATR_b1c36,141|432|510|131|398|283|170|1503|48|170|193|177|324|296|210|58,0.1873|0.3044|0.4077|0.2488|0.2237|0.7620|0.5675|0.1862|0.7046|0.4442|0.2324|0.4409|0.3477|0.1910|0.4534|0.3325,0.22938|0.4098|0.55035|0.33489|0.28178|0.92039|0.7691|0.20453|0.9464|0.63282|0.28731|0.60314|0.48372|0.22568|0.61654|0.45601,0.9944|0.85594|0.93722|0.96697|0.96986|0.96944|0.97108|0.88187|0.98518|0.97572|0.95335|0.97023|0.97188|0.93463|0.96088|0.98327
21,0.18069162964820862,0.16875214874744415,0.09280309081077576,0.002659166930243373,0.017127804458141327,0.10243736952543259,,,0.36393009459015035,1,0,2.9847068013623357,0.030183386988937855,1.0,0,MATR_b4c22|MATR_b3c39|MATR_b1c1|MATR_b3c8|MATR_b4c28|MATR_b1c16|MATR_b3c10|MATR_b4c17|MATR_b4c16|MATR_b3c41|MATR_b2c17|MATR_b2c44|MATR_b2c36|MATR_b1c0|MATR_b1c45|MATR_b1c15,414|962|2126|107|61|422|73|564|297|258|460|160|438|1017|90|472,0.4865|0.3219|0.5181|0.6555|0.3233|0.4270|0.4962|0.5871|0.2830|0.1426|0.6012|0.6233|0.7186|0.3842|0.5179|0.6569,0.64428|0.36904|0.67067|0.90676|0.4303|0.60786|0.68473|0.7644|0.34327|0.15408|0.74351|0.87772|0.8671|0.53376|0.77047|0.88845,0.93862|0.90529|0.81174|0.96994|0.971|0.97523|0.96772|0.91702|0.95516|0.95364|0.84889|0.9757|0.92221|0.94364|0.98744|0.94867
22,0.1889747828245163,0.17714853584766388,0.08876974135637283,0.0029492704197764397,0.017246456816792488,0.11530288308858871,,,0.36393009459015035,1,0,2.992046635132283,0.0009060315787792206,1.0,0,MATR_b4c37|MATR_b2c27|MATR_b1c20|MATR_b2c13|MATR_b4c0|MATR_b2c35|MATR_b2c32|MATR_b3c0|MATR_b1c39|MATR_b4c5|MATR_b2c17|MATR_b4c35|MATR_b1c43|MATR_b1c43|MATR_b2c23|MATR_b1c0,961|357|308|149|383|404|420|21|202|927|221|798|105|160|558|154,0.2302|0.1083|0.3166|0.4010|0.1892|0.3103|0.6040|0.5074|0.4532|0.1984|0.6545|0.7388|0.6759|0.3554|0.4063|0.1091,0.253|0.095823|0.40367|0.57546|0.20156|0.41368|0.80621|0.66615|0.66929|0.19981|0.873|0.8499|0.92374|0.50681|0.56781|0.1017,0.64967|0.92166|0.91276|0.96477|0.93343|0.89217|0.92729|0.9736|0.98178|0.7807|0.96184|0.9224|0.97139|0.96862|0.7553|0.97565
23,0.16015221178531647,0.14657872915267944,0.10071547329425812,0.0035019416827708483,0.017035355791449547,0.2676332890987396,,,0.36393009459015035,1,0,2.9985930770635605,0.0008317236788570881,1.0,0,MATR_b2c18|MATR_b4c16|MATR_b3c12|MATR_b2c36|MATR_b4c30|MATR_b2c38|MATR_b4c37|MATR_b2c42|MATR_b3c39|MATR_b3c38|MATR_b3c0|MATR_b1c20|MATR_b4c22|MATR_b1c36|MATR_b1c36|MATR_b3c13,517|778|499|70|440|164|939|305|508|941|757|402|231|255|234|605,0.3583|0.1274|0.3319|0.1852|0.4929|0.1585|0.1118|0.3792|0.2623|0.7275|0.2440|0.3152|0.3678|0.2217|0.2205|0.6564,0.50379|0.11773|0.45251|0.22576|0.67856|0.17681|0.082305|0.53136|0.29481|0.8784|0.28497|0.39548|0.46549|0.28546|0.28227|0.8376,0.75676|0.90712|0.96299|0.98711|0.91553|0.97307|0.691|0.95645|0.93782|0.94539|0.93499|0.8844|0.95026|0.97486|0.97585|0.92422
24,0.16671214997768402,0.15425291657447815,0.09999508410692215,0.002459719544276595,0.01613760180771351,0.08546750992536545,,,0.36393009459015035,1,0,3.0057904860004783,0.0010648099705576897,1.0,0,MATR_b4c35|MATR_b2c35|MATR_b2c36|MATR_b4c44|MATR_b2c35|MATR_b1c0|MATR_b2c17|MATR_b2c46|MATR_b1c43|MATR_b3c4|MATR_b4c28|MATR_b3c35|MATR_b4c40|MATR_b3c26|MATR_b2c31|MATR_b2c1,70|118|229|498|354|1265|434|397|188|775|235|742|517|551|292|127,0.4003|0.4952|0.1255|0.1081|0.2475|0.2733|0.5062|0.4173|0.5250|0.7747|0.5864|0.2711|0.5102|0.5097|0.4021|0.3355,0.49818|0.73306|0.12538|0.088663|0.31065|0.34998|0.71123|0.6017|0.78575|0.88983|0.84855|0.31166|0.66928|0.7125|0.56616|0.37192,0.96013|0.97299|0.97859|0.93859|0.92699|0.92238|0.88282|0.87036|0.96717|0.93294|0.96657|0.93072|0.94835|0.95639|0.96102|0.83606
25,0.1866362988948822,0.17349658906459808,0.0955323874950409,0.0035864650271832943,0.01687506027519703,0.10439964383840561,,,0.36393009459015035,1,0,3.0148158599622548,0.0013347337953746319,1.0,0,MATR_b2c43|MATR_b2c42|MATR_b2c1|MATR_b4c16|MATR_b1c39|MATR_b4c44|MATR_b2c6|MATR_b2c2|MATR_b4c35|MATR_b2c23|MATR_b3c11|MATR_b4c4|MATR_b1c41|MATR_b1c29|MATR_b3c10|MATR_b2c4,355|374|110|846|581|1037|184|149|425|345|500|44|557|482|881|403,0.6455|0.3042|0.6108|0.3405|0.4813|0.2597|0.2711|0.2062|0.3312|0.1793|0.5808|0.1945|0.1911|0.7503|0.2197|0.6812,0.8265|0.41198|0.76383|0.44227|0.69298|0.30448|0.32666|0.2668|0.39486|0.20304|0.81622|0.20925|0.2231|0.91351|0.25351|0.79598,0.93031|0.9238|0.86355|0.86851|0.84834|0.65424|0.92953|0.97294|0.94693|0.93921|0.94436|0.94918|0.96138|0.96338|0.91659|0.85215
26,0.18067215383052826,0.16740351915359497,0.09701742976903915,0.003566896542906761,0.016278261318802834,0.19236451387405396,,,0.36393009459015035,1,0,3.022276600357145,0.000986382830888033,1.0,0,MATR_b4c0|MATR_b1c26|MATR_b4c35|MATR_b4c13|MATR_b1c29|MATR_b2c32|MATR_b3c22|MATR_b3c26|MATR_b4c23|MATR_b4c40|MATR_b4c16|MATR_b1c16|MATR_b1c31|MATR_b2c0|MATR_b3c21|MATR_b2c43,799|454|1095|726|21|422|959|721|360|1097|17|826|432|283|594|77,0.6857|0.6093|0.1522|0.2896|0.4778|0.4333|0.6788|0.6734|0.1001|0.1711|0.1096|0.4416|0.1569|0.5511|0.4653|0.1128,0.75267|0.87015|0.15361|0.41124|0.68664|0.62132|0.77763|0.86294|0.075282|0.16481|0.093723|0.65301|0.1736|0.69511|0.59271|0.11162,0.84501|0.9733|0.64596|0.86925|0.98479|0.92598|0.8546|0.94091|0.94693|0.79097|0.96303|0.83408|0.9782|0.82093|0.88324|0.98167
27,0.1514626294374466,0.13844934105873108,0.1009300947189331,0.0029202813748270273,0.01740916632115841,0.264419287443161,,,0.36393009459015035,1,0,3.029115438926965,0.000839287880808115,1.0,0,MATR_b4c5|MATR_b1c29|MATR_b1c31|MATR_b1c9|MATR_b2c35|MATR_b4c26|MATR_b2c45|MATR_b3c21|MATR_b4c43|MATR_b2c28|MATR_b1c32|MATR_b4c17|MATR_b4c2|MATR_b1c31|MATR_b4c31|MATR_b4c0,647|25|570|597|184|291|132|587|662|62|423|280|706|278|483|39,0.2072|0.1041|0.3425|0.4319|0.5404|0.3115|0.6514|0.7883|0.1836|0.6078|0.1644|0.3532|0.7433|0.6865|0.1467|0.2490,0.22284|0.091184|0.47034|0.61269|0.78906|0.40729|0.90416|0.84155|0.20074|0.88051|0.18747|0.44314|0.7847|0.91636|0.16368|0.2879,0.91962|0.98483|0.96545|0.96544|0.96554|0.93314|0.9731|0.88489|0.88442|0.9794|0.96057|0.93835|0.84357|0.98729|0.9113|0.94876
