step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse
1,3.114448070526123,3.1144261360168457,0.10973550379276276,0.0002,6.715897083282471,False,1024.0,1024.0,16,MATR_b1c28|MATR_b4c31|MATR_b1c36|MATR_b3c28|MATR_b4c0|MATR_b3c10|MATR_b1c23|MATR_b4c37|MATR_b3c27|MATR_b3c13|MATR_b4c39|MATR_b3c40|MATR_b2c5|MATR_b2c18|MATR_b3c44|MATR_b4c5,570|213|414|182|256|720|396|540|652|362|376|451|256|253|611|272,0.75|0.75|0.75|0|0.25|1|0.75|0|0|0.5|1|0.25|0.25|0|0.5|0.25,11,126,128,128,0.23376573636363635,0.9744243636363635,-9.421613693237305,0.6694506406784058,-0.1468505859375,0.017669677734375,0.6656942367553711,0.7118487358093262,0.5541925430297852,0.7944897413253784,0.5602335333824158,0.8317521810531616,0.4345703125,64.8564453125,174.0,0.0001,,1.773348094895482,
2,2.243588924407959,2.24354887008667,0.1002817153930664,0.0004,4.123539924621582,False,1024.0,1024.0,16,MATR_b1c44|MATR_b4c16|MATR_b4c26|MATR_b2c42|MATR_b2c32|MATR_b4c13|MATR_b3c35|MATR_b2c11|MATR_b1c15|MATR_b1c39|MATR_b3c12|MATR_b2c20|MATR_b1c7|MATR_b2c1|MATR_b4c40|MATR_b4c43,363|425|141|164|346|220|286|105|422|448|358|302|528|61|383|595,0.75|0.25|0.75|0|0.5|1|1|1|0|0.5|0.75|0.25|0.75|1|0.5|0.75,10,128,109,128,0.4127323363636364,0.9799726363636363,-6.983293056488037,0.7450428009033203,-0.118896484375,-0.00495147705078125,0.6642135977745056,0.7255707383155823,0.5540887713432312,0.7940217852592468,0.5598153471946716,0.8296873569488525,0.60595703125,65.5927734375,174.0,0.0001,,3.1095545168500394,
3,1.9301271438598633,1.9300774335861206,0.08293423056602478,0.0006,3.0767040252685547,False,1024.0,1024.0,16,MATR_b2c10|MATR_b2c20|MATR_b1c41|MATR_b3c25|MATR_b3c0|MATR_b2c5|MATR_b1c17|MATR_b1c38|MATR_b2c46|MATR_b4c14|MATR_b3c35|MATR_b3c21|MATR_b1c17|MATR_b4c5|MATR_b3c38|MATR_b2c20,470|236|388|285|367|153|594|248|167|457|469|546|281|345|962|276,0.5|0.5|0.75|1|0|0.5|0.5|0.25|1|0|0.25|1|0|0|0|0.25,8,126,126,128,0.4507227909090909,0.978253818181818,-6.465693950653076,0.7216248512268066,-0.11883544921875,-0.0289764404296875,0.6856765747070312,0.7371798157691956,0.5544000267982483,0.7912178635597229,0.5599198937416077,0.8394898772239685,0.403564453125,65.5927734375,174.0,0.0001,,4.670856348937377,
4,2.171480178833008,2.1713783740997314,0.127240389585495,0.0008,4.298515319824219,False,1024.0,1024.0,16,MATR_b2c29|MATR_b2c2|MATR_b3c27|MATR_b4c44|MATR_b2c5|MATR_b4c22|MATR_b4c44|MATR_b3c35|MATR_b2c6|MATR_b2c44|MATR_b2c45|MATR_b4c24|MATR_b4c8|MATR_b3c25|MATR_b2c29|MATR_b4c26,165|338|566|839|311|292|218|847|429|332|184|512|437|211|253|172,0.5|0|0.5|1|0.25|0|0.25|0.75|0.25|1|0.75|0.75|0.5|0.75|0|0.75,9,123,116,128,0.4820003818181818,0.9779171818181817,-6.039554119110107,0.7170383334159851,-0.1572265625,-0.050262451171875,0.6865960955619812,0.7327364683151245,0.5535703897476196,0.7900182604789734,0.5599198937416077,0.8513222336769104,0.496826171875,65.5927734375,174.0,0.0001,,5.994119622046128,
5,1.5744878053665161,1.574402093887329,0.08565837889909744,0.001,2.8153188228607178,False,1024.0,1024.0,16,MATR_b4c17|MATR_b2c29|MATR_b2c10|MATR_b4c23|MATR_b1c38|MATR_b2c32|MATR_b4c24|MATR_b2c43|MATR_b1c16|MATR_b4c30|MATR_b3c21|MATR_b1c29|MATR_b2c47|MATR_b1c33|MATR_b3c16|MATR_b1c9,201|286|399|789|308|321|379|297|370|432|537|674|523|517|856|598,1|0.25|0.25|0.5|0.75|0.25|0.5|0.25|0.75|0.25|0|0.5|1|0.25|0.75|1,28,120,128,128,0.5911384363636363,0.9784596363636363,-4.552608489990234,0.7244290113449097,-0.1815185546875,-0.043365478515625,0.6922035813331604,0.733718752861023,0.5540887713432312,0.7876224517822266,0.5614895224571228,0.8256362080574036,0.511962890625,65.591796875,174.0,0.0001,,7.5106194850523025,
6,2.2680723667144775,2.2679312229156494,0.11765018105506897,0.0012,4.135469913482666,False,1024.0,1024.0,16,MATR_b3c12|MATR_b4c16|MATR_b1c26|MATR_b3c4|MATR_b2c45|MATR_b2c29|MATR_b1c29|MATR_b3c25|MATR_b4c44|MATR_b2c29|MATR_b2c34|MATR_b4c22|MATR_b4c43|MATR_b3c16|MATR_b2c36|MATR_b3c5,413|384|445|658|391|231|483|514|849|340|116|188|641|740|341|624,0.5|0.75|1|0.75|0|0.75|1|0.25|0|0.25|1|1|0.25|0|0.5|1,15,121,123,128,0.4127323363636364,0.9763586363636363,-6.983293056488037,0.6958039999008179,-0.1805419921875,-0.046356201171875,0.7003229856491089,0.7532942295074463,0.5548151731491089,0.7841704487800598,0.5641129612922668,0.8310635685920715,0.559326171875,65.5927734375,174.0,0.0001,,9.053979663876817,
7,1.8700028657913208,1.8698315620422363,0.12231998890638351,0.0014,3.3447365760803223,False,1024.0,1024.0,16,MATR_b2c2|MATR_b1c45|MATR_b3c10|MATR_b4c13|MATR_b1c45|MATR_b3c16|MATR_b2c0|MATR_b4c24|MATR_b1c16|MATR_b4c16|MATR_b1c0|MATR_b1c44|MATR_b1c45|MATR_b4c27|MATR_b3c4|MATR_b2c13,266|353|845|693|457|807|244|841|227|487|1038|289|385|246|384|139,0.25|0|0.75|0|0.75|0.5|1|0.5|0.5|0.5|0.25|0.75|0.25|1|1|0.25,8,117,82,128,0.5888787181818181,0.9833261818181818,-4.583395957946777,0.7907329797744751,-0.1717529296875,-0.0626220703125,0.6883352994918823,0.7475648522377014,0.5550228357315063,0.7914179563522339,0.5634824633598328,0.8418478965759277,0.51220703125,65.591796875,174.0,0.0001,,10.635875805048272,
8,1.8142337799072266,1.8140846490859985,0.09319227933883667,0.0016,2.7090375423431396,False,1024.0,1024.0,16,MATR_b2c34|MATR_b1c40|MATR_b1c28|MATR_b1c39|MATR_b4c16|MATR_b3c4|MATR_b1c29|MATR_b2c20|MATR_b4c43|MATR_b1c33|MATR_b2c44|MATR_b1c32|MATR_b2c0|MATR_b1c36|MATR_b4c25|MATR_b1c0,197|726|446|338|765|594|703|306|300|213|253|476|135|306|211|785,0|1|0.5|0|0|0.75|0.75|0.25|0.75|1|0.75|0.25|0.75|0.75|0.5|0.5,8,120,128,128,0.4127323363636364,0.9888925454545453,-6.983293056488037,0.8665716052055359,-0.19287109375,-0.091552734375,0.7006339430809021,0.7588583827018738,0.5550228357315063,0.7861607670783997,0.5652701258659363,0.8335443139076233,0.528076171875,65.591796875,174.0,0.0001,,12.09370537288487,
9,1.3837655782699585,1.3836607933044434,0.05821104720234871,0.0018,1.4896167516708374,False,1024.0,1024.0,16,MATR_b3c41|MATR_b3c28|MATR_b3c27|MATR_b2c4|MATR_b4c8|MATR_b2c46|MATR_b2c45|MATR_b2c32|MATR_b3c41|MATR_b1c17|MATR_b2c39|MATR_b4c24|MATR_b2c39|MATR_b2c29|MATR_b3c5|MATR_b1c45,383|214|247|271|157|162|246|166|475|551|211|785|278|299|533|285,0.25|0|0|0.25|0.25|0|0.5|0|0|1|1|0|1|1|0.25|0,17,119,128,128,0.5911384363636363,0.9806501818181818,-4.552608489990234,0.7542739510536194,-0.1849365234375,-0.10870361328125,0.7185466289520264,0.7483034729957581,0.5552305579185486,0.7890859842300415,0.5624328851699829,0.8152582049369812,0.341552734375,65.591796875,174.0,0.0001,,13.252137911971658,
10,5.537588119506836,5.537186622619629,0.20082327723503113,0.002,14.462035179138184,False,1024.0,1024.0,16,MATR_b4c4|MATR_b1c41|MATR_b4c37|MATR_b4c31|MATR_b3c21|MATR_b1c17|MATR_b4c26|MATR_b2c0|MATR_b1c29|MATR_b4c5|MATR_b2c28|MATR_b3c10|MATR_b2c43|MATR_b3c40|MATR_b2c31|MATR_b4c5,579|282|533|411|260|172|175|148|364|774|113|667|140|548|117|636,0|0.5|0.5|1|0.75|0.75|1|0.75|0|1|0.5|0.25|1|0.25|0.5|0.25,26,123,128,128,0.22817332727272724,0.979730909090909,-9.497807502746582,0.7417494058609009,-0.2269287109375,-0.1190185546875,0.7044382691383362,0.7573028802871704,0.5545037388801575,0.7850988507270813,0.5629575252532959,0.8231021165847778,0.55908203125,65.5927734375,176.0,0.0001,,14.69317298498936,
