beta,q_prefix_fraction,latent_dimension,prior_mean,prior_std
0.8,0.8098107575757575,15,-0.32484158873558044,0.1774003952741623
0.8,0.8098107575757575,16,0.12390163540840149,0.12770812213420868
0.8,0.8098107575757575,17,0.3135506808757782,0.1722516119480133
0.8,0.8098107575757575,18,0.11189770698547363,0.1250172257423401
0.8,0.8098107575757575,19,0.3234679698944092,0.16925160586833954
0.8,0.8098107575757575,20,0.1115662008523941,0.12727151811122894
0.8,0.8098107575757575,21,0.25615692138671875,0.17060264945030212
0.8,0.8098107575757575,22,-0.337498277425766,0.187208890914917
0.8,0.8098107575757575,23,0.17850571870803833,0.14760316908359528
0.8,0.8098107575757575,24,0.2785320281982422,0.16388408839702606
0.8,0.8098107575757575,25,0.36973538994789124,0.18992727994918823
0.8,0.8098107575757575,26,-0.16205309331417084,0.14311754703521729
0.8,0.8098107575757575,27,-0.04229859262704849,0.11286279559135437
0.8,0.8098107575757575,28,-0.2610930800437927,0.16246961057186127
0.8,0.8098107575757575,29,0.14082378149032593,0.139226496219635
0.8,0.8098107575757575,30,-0.24571186304092407,0.16458925604820251
0.8,0.8098107575757575,31,-0.11342686414718628,0.1270255744457245
0.9,0.8135291666666666,0,-0.29628118872642517,0.15434585511684418
0.9,0.8135291666666666,1,0.32667064666748047,0.17672739923000336
0.9,0.8135291666666666,2,0.31028681993484497,0.17767155170440674
0.9,0.8135291666666666,3,0.15022914111614227,0.147047758102417
0.9,0.8135291666666666,4,0.30565398931503296,0.1758963018655777
0.9,0.8135291666666666,5,0.27422580122947693,0.16708415746688843
0.9,0.8135291666666666,6,-0.27052468061447144,0.16417941451072693
0.9,0.8135291666666666,7,0.24117231369018555,0.15750102698802948
0.9,0.8135291666666666,8,-0.348245233297348,0.17781174182891846
0.9,0.8135291666666666,9,0.2553058862686157,0.15827402472496033
0.9,0.8135291666666666,10,-0.17655833065509796,0.15080420672893524
0.9,0.8135291666666666,11,0.38667696714401245,0.18448209762573242
0.9,0.8135291666666666,12,0.1829908937215805,0.14798085391521454
0.9,0.8135291666666666,13,0.03972601145505905,0.11887866258621216
0.9,0.8135291666666666,14,-0.24585866928100586,0.16638831794261932
0.9,0.8135291666666666,15,-0.32484060525894165,0.1774003952741623
0.9,0.8135291666666666,16,0.12390168011188507,0.12770812213420868
0.9,0.8135291666666666,17,0.3135493993759155,0.17225153744220734
0.9,0.8135291666666666,18,0.1118975281715393,0.12501715123653412
0.9,0.8135291666666666,19,0.32346677780151367,0.16925160586833954
0.9,0.8135291666666666,20,0.11156634241342545,0.12727145850658417
0.9,0.8135291666666666,21,0.2561560869216919,0.17060260474681854
0.9,0.8135291666666666,22,-0.3374975025653839,0.187208890914917
0.9,0.8135291666666666,23,0.17850497364997864,0.14760318398475647
0.9,0.8135291666666666,24,0.278531014919281,0.16388405859470367
0.9,0.8135291666666666,25,0.36973515152931213,0.18992720544338226
0.9,0.8135291666666666,26,-0.1620529592037201,0.1431175023317337
0.9,0.8135291666666666,27,-0.04229806363582611,0.11286279559135437
0.9,0.8135291666666666,28,-0.2610924541950226,0.1624695062637329
0.9,0.8135291666666666,29,0.1408229023218155,0.139226496219635
0.9,0.8135291666666666,30,-0.24571096897125244,0.16458919644355774
0.9,0.8135291666666666,31,-0.11342616379261017,0.1270255744457245
