iteration,weighted_meta_loss,ema_source_meta_loss,weighted_path_mean_query_loss,weighted_path_dispersion,weighted_path_worst_query_loss,alpha_entropy,effective_sources,mmd_objective,rbf_sigma,qp_solver_status,learning_rate,elapsed_seconds,eta_seconds,iteration_seconds,cuda_allocated_bytes,cuda_reserved_bytes
1,0.33418166637420654,0.33418166637420654,0.33418166637420654,0.0,0.33418166637420654,0.7652882933616638,1.6283714771270752,0.00022552932710373508,0.20264277962815969,OSQP:optimal,0.001,3.251411447999999,7474.9949189519975,3.251112186932005,67902464,591396864
2,0.31106457114219666,0.33371932446956637,0.31106457114219666,0.0,0.31106457114219666,0.762140154838562,1.6253405809402466,0.00022370670906368684,0.20277086163915486,OSQP:optimal,0.001,6.215325479046442,7141.408975424361,2.9605970609700307,67960832,591396864
3,0.28812772035598755,0.3328074923872948,0.28812772035598755,0.0,0.28812772035598755,0.7571403384208679,1.6205320358276367,0.00022254658465825639,0.20212660194221416,OSQP:optimal,0.001,9.392309573944658,7191.378363783627,3.1517416370334104,67963392,591396864
4,0.26533418893814087,0.33145802631831167,0.26533418893814087,0.0,0.26533418893814087,0.7491766810417175,1.6072993278503418,0.00022181162121237552,0.20095736693916944,OSQP:optimal,0.001,12.449310614028946,7145.904292452615,3.023578010033816,67965440,591396864
5,0.24342869222164154,0.32969743963637826,0.24342869222164154,0.0,0.24342869222164154,0.7403859496116638,1.5923807621002197,0.00022108913433904753,0.19937350951517124,OSQP:optimal,0.001,15.522501372965053,7124.828130190959,3.0446060330141336,67962368,591396864
6,0.22180336713790894,0.3275395581864089,0.22180336713790894,0.0,0.22180336713790894,0.7312622666358948,1.5772713422775269,0.0002209650984569267,0.19724676335455718,OSQP:optimal,0.001,18.74133820203133,7165.438305909978,3.1777798630064353,67961344,591396864
7,0.2005992978811264,0.32500075298030323,0.2005992978811264,0.0,0.2005992978811264,0.721920371055603,1.5623235702514648,0.00022059742904634305,0.19479574468992694,OSQP:optimal,0.001,21.81548087997362,7146.128236825644,3.0494095149915665,67960320,591396864
8,0.1799212545156479,0.3220991630110101,0.1799212545156479,0.0,0.1799212545156479,0.7124109864234924,1.5476608276367188,0.00021975012907571312,0.1921110904325682,OSQP:optimal,0.001,25.037610422004946,7173.275385904417,3.1869161080103368,67963392,591396864
9,0.15959013998508453,0.3188489825504916,0.15959013998508453,0.0,0.15959013998508453,0.702875554561615,1.5334404706954956,0.00021899750573894927,0.18897588899036102,OSQP:optimal,0.001,28.11731018696446,7157.41751537062,3.055887489928864,67963392,591396864
10,0.14076703786849976,0.31528734365685174,0.14076703786849976,0.0,0.14076703786849976,0.6937083005905151,1.5199530124664307,0.00022045068343745644,0.1848633598914981,OSQP:optimal,0.001,31.33347024593968,7175.364686320187,3.191232723998837,67962368,591396864
