iteration,source,support_loss,query_loss,path_mean_query_loss,path_dispersion,path_worst_query_loss,alpha,query_loss_step_1
1,CALCE_CX2_16.pkl,0.6841853260993958,0.45710936188697815,0.45710936188697815,0.0,0.45710936188697815,0.020030731335282326,0.45710936188697815
1,CALCE_CX2_33.pkl,0.7054476141929626,0.386918306350708,0.386918306350708,0.0,0.386918306350708,0.0011749806581065059,0.386918306350708
1,CALCE_CX2_34.pkl,0.7050603628158569,0.35444727540016174,0.35444727540016174,0.0,0.35444727540016174,0.12924115359783173,0.35444727540016174
1,CALCE_CX2_35.pkl,0.750388503074646,0.4197794198989868,0.4197794198989868,0.0,0.4197794198989868,0.07911065220832825,0.4197794198989868
1,CALCE_CX2_36.pkl,0.6997674703598022,0.33362510800361633,0.33362510800361633,0.0,0.33362510800361633,0.0018445904133841395,0.33362510800361633
1,CALCE_CX2_38.pkl,0.7073166370391846,0.3186805844306946,0.3186805844306946,0.0,0.3186805844306946,0.7685979008674622,0.3186805844306946
2,CALCE_CX2_16.pkl,0.6491888761520386,0.42877691984176636,0.42877691984176636,0.0,0.42877691984176636,0.01989307627081871,0.42877691984176636
2,CALCE_CX2_33.pkl,0.6704049706459045,0.3611673414707184,0.3611673414707184,0.0,0.3611673414707184,0.000673884991556406,0.3611673414707184
2,CALCE_CX2_34.pkl,0.6675116419792175,0.33040234446525574,0.33040234446525574,0.0,0.33040234446525574,0.12882648408412933,0.33040234446525574
2,CALCE_CX2_35.pkl,0.7135343551635742,0.3925386667251587,0.3925386667251587,0.0,0.3925386667251587,0.07909012585878372,0.3925386667251587
2,CALCE_CX2_36.pkl,0.6648144125938416,0.3098522126674652,0.3098522126674652,0.0,0.3098522126674652,0.002098804572597146,0.3098522126674652
2,CALCE_CX2_38.pkl,0.6727126240730286,0.296367883682251,0.296367883682251,0.0,0.296367883682251,0.7694176435470581,0.296367883682251
3,CALCE_CX2_16.pkl,0.6148174405097961,0.40043652057647705,0.40043652057647705,0.0,0.40043652057647705,0.019774863496422768,0.40043652057647705
3,CALCE_CX2_33.pkl,0.6354843974113464,0.3358666002750397,0.3358666002750397,0.0,0.3358666002750397,6.0245194617891684e-05,0.3358666002750397
3,CALCE_CX2_34.pkl,0.6342066526412964,0.30614015460014343,0.30614015460014343,0.0,0.30614015460014343,0.12799829244613647,0.30614015460014343
3,CALCE_CX2_35.pkl,0.6786226034164429,0.36593955755233765,0.36593955755233765,0.0,0.36593955755233765,0.078975148499012,0.36593955755233765
3,CALCE_CX2_36.pkl,0.6315003633499146,0.28636434674263,0.28636434674263,0.0,0.28636434674263,0.0024362439289689064,0.28636434674263
