step,loss,nll,kl,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
2397,-0.16134916245937347,-0.16230139136314392,0.0019863005727529526,0.4794,67.91991424560547,False,180,"MATR_b3c19,MATR_b1c40,MATR_b4c37,MATR_b4c39,MATR_b2c36,MATR_b1c32,MATR_b4c4,MATR_b4c33,MATR_b2c25,MATR_b1c20,MATR_b4c31,MATR_b2c42","MATR_b1c16,MATR_b2c17,MATR_b1c28,MATR_b4c16,MATR_b4c27,MATR_b1c43,MATR_b3c12,MATR_b4c8",493.0,930.0,,94.80018146708608
2398,-0.14262132346630096,-0.1454770267009735,0.005954356398433447,0.4796,11.374452590942383,False,120,"MATR_b1c32,MATR_b3c4,MATR_b3c12,MATR_b3c0,MATR_b2c47,MATR_b2c45,MATR_b2c27,MATR_b2c13,MATR_b2c39,MATR_b2c44,MATR_b1c17,MATR_b3c11,MATR_b2c5","MATR_b2c23,MATR_b4c19,MATR_b2c46,MATR_b4c44,MATR_b1c31,MATR_b2c34,MATR_b1c39,MATR_b1c1",428.0,2154.0,,94.82892910018563
2399,-0.14309948682785034,-0.14602528512477875,0.006097964011132717,0.4798,59.41773986816406,False,120,"MATR_b2c45,MATR_b1c23,MATR_b3c25,MATR_b3c28,MATR_b1c31,MATR_b1c20,MATR_b2c35,MATR_b3c5,MATR_b1c45,MATR_b3c19,MATR_b2c31,MATR_b4c27,MATR_b2c39","MATR_b4c0,MATR_b4c44,MATR_b1c29,MATR_b1c36,MATR_b4c35,MATR_b4c2,MATR_b4c17,MATR_b2c4",443.0,1081.0,,94.8574936487712
2400,-0.8200972676277161,-0.8215326070785522,0.00299028679728508,0.48,33.0676155090332,False,260,"MATR_b1c36,MATR_b3c0,MATR_b2c27,MATR_b4c13,MATR_b1c45,MATR_b4c33,MATR_b2c29,MATR_b2c2,MATR_b3c19,MATR_b4c35,MATR_b1c26,MATR_b4c20,MATR_b2c39,MATR_b3c11","MATR_b3c41,MATR_b2c18,MATR_b3c13,MATR_b2c5,MATR_b1c32,MATR_b3c26,MATR_b1c41,MATR_b2c47",479.0,1049.0,,94.9042600938119
2401,-0.2689923048019409,-0.27002888917922974,0.002158660441637039,0.4802,30.499107360839844,False,300,"MATR_b4c20,MATR_b4c28,MATR_b1c15,MATR_b2c2,MATR_b4c24,MATR_b4c40,MATR_b4c35,MATR_b2c47,MATR_b4c31,MATR_b1c16,MATR_b4c5,MATR_b3c28,MATR_b1c0,MATR_b3c44,MATR_b3c41","MATR_b1c33,MATR_b1c29,MATR_b4c30,MATR_b1c39,MATR_b3c5,MATR_b4c19,MATR_b1c7,MATR_b3c13",615.0,991.0,,94.9602409498766
2402,-0.46477922797203064,-0.4669240415096283,0.00446464866399765,0.4804,20.675228118896484,False,300,"MATR_b2c6,MATR_b3c41,MATR_b2c31,MATR_b3c27,MATR_b4c30,MATR_b2c25,MATR_b3c19,MATR_b2c13","MATR_b1c0,MATR_b2c42,MATR_b2c20,MATR_b3c35,MATR_b4c44,MATR_b3c11,MATR_b4c19,MATR_b2c26",465.0,1858.0,,95.000053929165
2403,-0.354941725730896,-0.35605746507644653,0.002321546897292137,0.4806,49.42634963989258,False,240,"MATR_b3c35,MATR_b1c16,MATR_b2c4,MATR_b2c35,MATR_b2c11,MATR_b2c14,MATR_b1c15,MATR_b2c42,MATR_b1c38,MATR_b4c2,MATR_b1c43,MATR_b3c28,MATR_b4c14","MATR_b4c30,MATR_b3c26,MATR_b1c29,MATR_b2c43,MATR_b2c28,MATR_b3c38,MATR_b2c27,MATR_b3c25",461.0,1932.0,,95.04314453573897
2404,0.5524072647094727,0.5511904358863831,0.002530861645936966,0.4808,85.95042419433594,False,300,"MATR_b1c15,MATR_b2c45,MATR_b4c37,MATR_b3c25,MATR_b1c33,MATR_b1c17,MATR_b4c41,MATR_b2c32,MATR_b1c16,MATR_b4c25,MATR_b3c27,MATR_b2c35,MATR_b2c47,MATR_b1c36,MATR_b1c26,MATR_b1c32","MATR_b3c34,MATR_b1c9,MATR_b2c13,MATR_b2c46,MATR_b1c38,MATR_b4c33,MATR_b4c31,MATR_b2c26",428.0,1156.0,,95.10128807183355
2405,-0.694118320941925,-0.6959919929504395,0.003895336762070656,0.481,26.182958602905273,False,300,"MATR_b3c28,MATR_b4c5,MATR_b2c5,MATR_b2c31,MATR_b1c15,MATR_b4c24,MATR_b1c9,MATR_b3c35,MATR_b4c16,MATR_b4c25,MATR_b2c43,MATR_b4c20","MATR_b2c27,MATR_b1c23,MATR_b3c25,MATR_b3c39,MATR_b1c20,MATR_b2c18,MATR_b1c40,MATR_b2c23",467.0,1154.0,,95.15020630694926
2406,-0.4828948974609375,-0.4861923158168793,0.006852475926280022,0.4812,49.07033157348633,False,240,"MATR_b4c4,MATR_b2c0,MATR_b1c38,MATR_b1c32,MATR_b2c13,MATR_b4c38,MATR_b2c26,MATR_b2c43,MATR_b3c34,MATR_b3c5","MATR_b1c28,MATR_b4c39,MATR_b4c2,MATR_b4c31,MATR_b3c11,MATR_b1c40,MATR_b4c22,MATR_b1c36",559.0,964.0,,95.18816766003147
2407,-0.12639927864074707,-0.12865927815437317,0.004694633185863495,0.4814,40.11779022216797,False,160,"MATR_b4c31,MATR_b3c35,MATR_b2c4,MATR_b4c0,MATR_b1c45,MATR_b1c41,MATR_b4c16,MATR_b3c12,MATR_b4c8,MATR_b1c44,MATR_b1c24,MATR_b2c44,MATR_b4c35,MATR_b1c17","MATR_b2c6,MATR_b1c38,MATR_b2c42,MATR_b1c20,MATR_b2c39,MATR_b1c43,MATR_b4c25,MATR_b4c28",453.0,828.0,,95.22130163898692
2408,0.03262068331241608,0.03037908673286438,0.004654480144381523,0.4816,23.17392349243164,False,100,"MATR_b1c29,MATR_b3c26,MATR_b2c34,MATR_b4c35,MATR_b2c31,MATR_b3c10,MATR_b2c1,MATR_b1c44,MATR_b1c36,MATR_b4c13,MATR_b4c25,MATR_b3c22,MATR_b4c39,MATR_b2c17,MATR_b1c38,MATR_b4c28","MATR_b2c5,MATR_b2c23,MATR_b2c26,MATR_b4c38,MATR_b4c19,MATR_b4c43,MATR_b2c32,MATR_b1c43",470.0,1055.0,,95.24985107872635
2409,-1.0733455419540405,-1.0762903690338135,0.006112232804298401,0.4818,38.07894515991211,False,300,"MATR_b4c26,MATR_b4c4,MATR_b1c40,MATR_b2c10,MATR_b4c24,MATR_b3c12,MATR_b2c39,MATR_b2c47,MATR_b2c2,MATR_b3c11","MATR_b2c18,MATR_b1c32,MATR_b2c14,MATR_b1c36,MATR_b2c13,MATR_b3c26,MATR_b4c8,MATR_b2c28",482.0,1025.0,,95.29389328695834
2410,-0.6326923370361328,-0.6341124176979065,0.0029462799429893494,0.482,49.98906707763672,False,160,"MATR_b1c31,MATR_b3c13,MATR_b2c10,MATR_b1c40,MATR_b2c4,MATR_b1c39,MATR_b1c28,MATR_b4c19","MATR_b4c41,MATR_b2c35,MATR_b1c20,MATR_b4c39,MATR_b1c17,MATR_b3c4,MATR_b3c25,MATR_b2c2",437.0,1045.0,,95.32284855097532
2411,-0.05312136188149452,-0.05875164270401001,0.011676238849759102,0.4822,32.866790771484375,False,140,"MATR_b4c5,MATR_b3c28,MATR_b3c27,MATR_b3c11,MATR_b4c26,MATR_b3c35,MATR_b3c4,MATR_b4c0","MATR_b4c37,MATR_b1c32,MATR_b3c21,MATR_b2c25,MATR_b2c34,MATR_b2c26,MATR_b4c19,MATR_b1c26",460.0,991.0,,95.35010690102354
2412,-0.40510571002960205,-0.40578585863113403,0.0014099311083555222,0.4824,16.732412338256836,False,160,"MATR_b1c39,MATR_b4c22,MATR_b4c0,MATR_b2c5,MATR_b3c13,MATR_b2c31,MATR_b2c4,MATR_b4c19,MATR_b3c38,MATR_b1c38,MATR_b3c8,MATR_b4c30,MATR_b2c0","MATR_b4c13,MATR_b3c39,MATR_b4c38,MATR_b1c0,MATR_b2c11,MATR_b1c20,MATR_b4c39,MATR_b2c36",476.0,1858.0,,95.38199128676206
2413,-0.3169495463371277,-0.31883639097213745,0.003909742459654808,0.4826,29.222652435302734,False,160,"MATR_b1c39,MATR_b2c5,MATR_b2c20,MATR_b2c14,MATR_b4c13,MATR_b2c29,MATR_b1c32,MATR_b2c43,MATR_b2c13,MATR_b1c16,MATR_b2c44,MATR_b1c44,MATR_b2c6","MATR_b2c32,MATR_b3c22,MATR_b2c2,MATR_b4c31,MATR_b4c26,MATR_b3c40,MATR_b2c47,MATR_b1c0",437.0,1858.0,,95.41381722409278
2414,-0.7961916923522949,-0.798538088798523,0.004859946668148041,0.4828,17.41437530517578,False,240,"MATR_b1c38,MATR_b2c17,MATR_b4c38,MATR_b2c13,MATR_b3c0,MATR_b2c6,MATR_b4c37,MATR_b1c17,MATR_b2c35","MATR_b2c20,MATR_b1c41,MATR_b1c26,MATR_b2c39,MATR_b2c14,MATR_b1c43,MATR_b1c23,MATR_b4c30",458.0,1049.0,,95.44968695007265
2415,-0.1663861870765686,-0.16756916046142578,0.002449214458465576,0.483,54.45978927612305,False,280,"MATR_b3c22,MATR_b4c41,MATR_b1c31,MATR_b2c26,MATR_b2c18,MATR_b2c28,MATR_b2c6,MATR_b3c0,MATR_b3c19,MATR_b1c16,MATR_b4c37","MATR_b3c25,MATR_b3c34,MATR_b2c44,MATR_b4c0,MATR_b2c36,MATR_b4c35,MATR_b4c43,MATR_b3c12",455.0,1156.0,,95.49326638691127
2416,-0.11850026249885559,-0.12070094048976898,0.004554390907287598,0.4832,81.69203186035156,False,300,"MATR_b2c43,MATR_b2c29,MATR_b4c20,MATR_b1c36,MATR_b4c2,MATR_b2c47,MATR_b4c22,MATR_b3c38,MATR_b4c44,MATR_b1c38,MATR_b2c28,MATR_b2c20","MATR_b1c15,MATR_b2c10,MATR_b3c35,MATR_b4c25,MATR_b4c17,MATR_b4c4,MATR_b3c21,MATR_b4c40",453.0,1091.0,,95.54213489685208
2417,0.48439300060272217,0.4824689030647278,0.0039803385734558105,0.4834,88.17426300048828,False,160,"MATR_b2c35,MATR_b3c26,MATR_b2c11,MATR_b2c14,MATR_b1c16,MATR_b2c18,MATR_b3c13,MATR_b2c26,MATR_b2c4,MATR_b1c15,MATR_b2c31,MATR_b3c5,MATR_b4c19,MATR_b1c24","MATR_b4c41,MATR_b4c25,MATR_b1c9,MATR_b1c31,MATR_b3c34,MATR_b3c4,MATR_b3c38,MATR_b1c23",453.0,1932.0,,95.57546575600281
2418,-0.8521485924720764,-0.8533695936203003,0.0025247596204280853,0.4836,48.843353271484375,False,260,"MATR_b1c15,MATR_b3c39,MATR_b2c38,MATR_b3c28,MATR_b2c23,MATR_b4c16,MATR_b1c9,MATR_b1c41,MATR_b2c44,MATR_b2c39,MATR_b2c11,MATR_b3c12","MATR_b4c5,MATR_b2c34,MATR_b1c17,MATR_b2c43,MATR_b2c4,MATR_b2c14,MATR_b2c20,MATR_b4c30",443.0,913.0,,95.61836812784895
2419,-0.5446420311927795,-0.5463634729385376,0.003558175638318062,0.4838,47.72336196899414,False,140,"MATR_b1c44,MATR_b2c46,MATR_b2c32,MATR_b2c14,MATR_b3c25,MATR_b3c12,MATR_b3c11,MATR_b1c43,MATR_b1c0,MATR_b3c39,MATR_b2c43,MATR_b2c36","MATR_b4c23,MATR_b4c25,MATR_b2c13,MATR_b4c31,MATR_b1c9,MATR_b1c16,MATR_b4c35,MATR_b3c13",453.0,1081.0,,95.6485711298883
2420,-0.5583531856536865,-0.5616756081581116,0.006864480674266815,0.484,31.761030197143555,False,140,"MATR_b2c32,MATR_b2c2,MATR_b3c11,MATR_b3c26,MATR_b2c18,MATR_b2c10,MATR_b2c39,MATR_b1c28,MATR_b2c46","MATR_b2c17,MATR_b2c13,MATR_b1c20,MATR_b1c40,MATR_b3c34,MATR_b4c4,MATR_b3c25,MATR_b1c7",482.0,1156.0,,95.67646136879921
2421,-0.015036202035844326,-0.01775766909122467,0.005620542913675308,0.4842,29.404478073120117,False,100,"MATR_b1c38,MATR_b3c27,MATR_b1c31,MATR_b2c11,MATR_b4c37,MATR_b2c5,MATR_b2c38,MATR_b1c1,MATR_b3c4,MATR_b1c43,MATR_b2c46,MATR_b4c31,MATR_b3c38,MATR_b1c16,MATR_b3c8,MATR_b4c20","MATR_b2c32,MATR_b1c7,MATR_b1c9,MATR_b1c15,MATR_b4c43,MATR_b4c26,MATR_b4c24,MATR_b4c27",476.0,1052.0,,95.70492162182927
2422,0.021345967426896095,0.02055889368057251,0.0016248412430286407,0.4844,50.7978401184082,False,160,"MATR_b3c4,MATR_b2c29,MATR_b1c43,MATR_b4c20,MATR_b2c31,MATR_b4c28,MATR_b3c25,MATR_b2c44,MATR_b3c12,MATR_b3c8,MATR_b1c1,MATR_b2c28,MATR_b2c36,MATR_b1c31,MATR_b4c43,MATR_b3c28","MATR_b2c39,MATR_b3c11,MATR_b3c19,MATR_b2c35,MATR_b4c31,MATR_b4c4,MATR_b1c41,MATR_b4c37",458.0,1152.0,,95.74003306077793
2423,-0.47890445590019226,-0.4849095344543457,0.012391828000545502,0.4846,66.44110107421875,False,120,"MATR_b1c15,MATR_b2c29,MATR_b3c38,MATR_b3c40,MATR_b4c23,MATR_b3c8,MATR_b2c25,MATR_b3c16","MATR_b2c2,MATR_b2c4,MATR_b4c44,MATR_b2c27,MATR_b2c14,MATR_b1c17,MATR_b1c9,MATR_b2c34",437.0,1052.0,,95.7656818618998
2424,-0.6487728953361511,-0.65180504322052,0.006254401057958603,0.4848,33.14540481567383,False,240,"MATR_b4c5,MATR_b2c39,MATR_b4c2,MATR_b2c2,MATR_b4c38,MATR_b3c4,MATR_b3c8,MATR_b4c28,MATR_b4c40","MATR_b2c0,MATR_b2c23,MATR_b4c0,MATR_b2c43,MATR_b4c4,MATR_b4c41,MATR_b3c0,MATR_b2c45",299.0,1007.0,,95.80148895084858
2425,0.20067082345485687,0.19680848717689514,0.007963570766150951,0.485,28.081090927124023,False,100,"MATR_b4c35,MATR_b3c28,MATR_b1c40,MATR_b4c24,MATR_b1c15,MATR_b4c20,MATR_b2c34,MATR_b1c38,MATR_b1c17,MATR_b1c26,MATR_b3c13,MATR_b2c4,MATR_b2c5,MATR_b4c16","MATR_b3c5,MATR_b2c18,MATR_b2c38,MATR_b3c39,MATR_b4c41,MATR_b1c23,MATR_b1c33,MATR_b4c44",464.0,1154.0,,95.82895493181422
2426,-0.45771700143814087,-0.459256112575531,0.0031721359118819237,0.4852,11.34494686126709,False,120,"MATR_b2c5,MATR_b3c19,MATR_b1c41,MATR_b1c16,MATR_b4c26,MATR_b3c28,MATR_b3c34,MATR_b3c22,MATR_b4c40,MATR_b2c14,MATR_b4c30,MATR_b1c39,MATR_b4c25,MATR_b3c10","MATR_b4c22,MATR_b2c47,MATR_b2c0,MATR_b1c40,MATR_b2c43,MATR_b3c0,MATR_b4c38,MATR_b3c41",299.0,1055.0,,95.85814218316227
2427,-0.08774410933256149,-0.08913096785545349,0.0028571467846632004,0.4854,38.68424606323242,False,280,"MATR_b3c19,MATR_b3c0,MATR_b1c36,MATR_b2c5,MATR_b4c37,MATR_b4c16,MATR_b3c41,MATR_b1c20,MATR_b3c5,MATR_b2c0,MATR_b1c43,MATR_b2c43,MATR_b2c23,MATR_b4c41","MATR_b3c38,MATR_b4c38,MATR_b4c27,MATR_b1c45,MATR_b4c35,MATR_b2c42,MATR_b3c11,MATR_b3c8",465.0,1932.0,,95.90792983304709
2428,-0.5229219198226929,-0.5236913561820984,0.0015845075249671936,0.4856,31.504732131958008,False,260,"MATR_b3c44,MATR_b3c0,MATR_b2c5,MATR_b4c44,MATR_b4c13,MATR_b2c44,MATR_b4c33,MATR_b4c43,MATR_b1c1,MATR_b3c34,MATR_b1c43,MATR_b2c28,MATR_b4c40,MATR_b4c8,MATR_b2c39,MATR_b3c41","MATR_b4c22,MATR_b1c41,MATR_b4c23,MATR_b2c6,MATR_b4c0,MATR_b2c10,MATR_b4c24,MATR_b4c41",510.0,1049.0,,95.95873152092099
2429,-0.669526219367981,-0.6702555418014526,0.001501256600022316,0.4858,9.471135139465332,False,260,"MATR_b2c44,MATR_b2c18,MATR_b2c6,MATR_b3c38,MATR_b1c28,MATR_b2c42,MATR_b3c19,MATR_b3c26,MATR_b1c40,MATR_b3c5,MATR_b4c35,MATR_b1c29,MATR_b4c5,MATR_b1c20,MATR_b2c20,MATR_b3c41","MATR_b3c8,MATR_b1c41,MATR_b2c47,MATR_b3c16,MATR_b2c45,MATR_b4c33,MATR_b4c22,MATR_b4c19",486.0,1635.0,,96.00943922298029
2430,2.2578067779541016,2.25485897064209,0.006065502762794495,0.486,276.29901123046875,False,100,"MATR_b1c15,MATR_b1c39,MATR_b3c40,MATR_b2c5,MATR_b4c14,MATR_b4c2,MATR_b4c30,MATR_b2c35,MATR_b1c32,MATR_b3c11,MATR_b4c26","MATR_b2c18,MATR_b4c0,MATR_b4c33,MATR_b2c47,MATR_b1c0,MATR_b1c36,MATR_b3c34,MATR_b1c26",486.0,1858.0,,96.03654495580122
2431,-0.023064928129315376,-0.0255366712808609,0.005083799362182617,0.4862,64.3763656616211,False,300,"MATR_b2c45,MATR_b2c31,MATR_b1c43,MATR_b3c10,MATR_b4c0,MATR_b4c14,MATR_b4c20,MATR_b4c37,MATR_b4c23,MATR_b1c28,MATR_b1c24,MATR_b3c41,MATR_b1c32,MATR_b1c15","MATR_b1c29,MATR_b2c46,MATR_b4c19,MATR_b4c41,MATR_b2c13,MATR_b3c38,MATR_b1c1,MATR_b2c11",428.0,2154.0,,96.09016323601827
2432,-1.0575547218322754,-1.0601375102996826,0.005309995263814926,0.4864,18.80618667602539,False,160,"MATR_b4c24,MATR_b1c17,MATR_b3c26,MATR_b3c35,MATR_b3c22,MATR_b4c14,MATR_b2c11,MATR_b1c26,MATR_b4c30,MATR_b3c10,MATR_b2c26,MATR_b2c0","MATR_b3c8,MATR_b4c26,MATR_b2c28,MATR_b4c20,MATR_b3c44,MATR_b2c17,MATR_b1c36,MATR_b2c47",476.0,938.0,,96.1226472100243
2433,-0.28121069073677063,-0.28228050470352173,0.002198532223701477,0.4866,89.32121276855469,False,200,"MATR_b3c40,MATR_b3c13,MATR_b3c25,MATR_b2c47,MATR_b2c5,MATR_b3c34,MATR_b1c20,MATR_b1c28,MATR_b1c36,MATR_b2c35,MATR_b4c22","MATR_b3c39,MATR_b2c36,MATR_b4c27,MATR_b2c27,MATR_b2c31,MATR_b4c0,MATR_b1c45,MATR_b4c28",467.0,1154.0,,96.15715864114463
2434,-0.3637886941432953,-0.3651362359523773,0.002768132835626602,0.4868,38.28212356567383,False,180,"MATR_b4c17,MATR_b4c31,MATR_b2c43,MATR_b3c39,MATR_b4c23,MATR_b4c38,MATR_b4c5,MATR_b2c47,MATR_b2c2,MATR_b1c16","MATR_b3c10,MATR_b3c4,MATR_b2c17,MATR_b4c43,MATR_b4c39,MATR_b2c29,MATR_b3c34,MATR_b1c43",493.0,1156.0,,96.18962295912206
2435,-0.5032869577407837,-0.505054771900177,0.0036300495266914368,0.487,68.19276428222656,False,260,"MATR_b1c31,MATR_b4c30,MATR_b4c17,MATR_b2c38,MATR_b3c5,MATR_b2c26,MATR_b3c41,MATR_b2c42,MATR_b4c5,MATR_b1c24,MATR_b4c35,MATR_b4c25,MATR_b3c25,MATR_b1c36,MATR_b1c7,MATR_b1c1","MATR_b2c6,MATR_b2c5,MATR_b3c21,MATR_b2c36,MATR_b4c8,MATR_b4c43,MATR_b4c19,MATR_b4c20",479.0,991.0,,96.24032811587676
2436,-0.7340503334999084,-0.7352124452590942,0.0023852959275245667,0.4872,14.955405235290527,False,160,"MATR_b4c16,MATR_b2c36,MATR_b3c25,MATR_b1c17,MATR_b2c11,MATR_b3c41,MATR_b2c43,MATR_b1c40,MATR_b1c9,MATR_b4c35,MATR_b4c24,MATR_b2c31,MATR_b2c2","MATR_b4c39,MATR_b4c41,MATR_b3c39,MATR_b4c8,MATR_b2c44,MATR_b2c17,MATR_b2c38,MATR_b4c44",455.0,1154.0,,96.27250669617206
2437,-0.5321399569511414,-0.5341564416885376,0.004137258976697922,0.4874,80.73072052001953,False,300,"MATR_b3c13,MATR_b2c38,MATR_b4c13,MATR_b1c43,MATR_b3c16,MATR_b3c41,MATR_b1c29,MATR_b4c14,MATR_b3c19,MATR_b2c2,MATR_b2c43,MATR_b2c17,MATR_b2c46","MATR_b3c11,MATR_b3c0,MATR_b2c28,MATR_b2c4,MATR_b2c6,MATR_b2c20,MATR_b4c39,MATR_b4c5",443.0,1007.0,,96.32353116292506
2438,-0.44152459502220154,-0.4437255263328552,0.004513822495937347,0.4876,50.62881851196289,False,160,"MATR_b4c27,MATR_b2c28,MATR_b2c14,MATR_b3c34,MATR_b4c0,MATR_b4c14,MATR_b4c37,MATR_b1c33,MATR_b4c4,MATR_b3c11,MATR_b1c1","MATR_b3c38,MATR_b4c13,MATR_b4c5,MATR_b2c29,MATR_b2c42,MATR_b4c20,MATR_b1c29,MATR_b4c2",465.0,1932.0,,96.35511369118467
2439,1.9136909246444702,1.9114845991134644,0.004522945731878281,0.4878,142.25863647460938,False,160,"MATR_b4c28,MATR_b2c28,MATR_b4c31,MATR_b2c18,MATR_b3c39,MATR_b1c0,MATR_b4c4,MATR_b1c31,MATR_b2c43,MATR_b2c14","MATR_b2c5,MATR_b2c0,MATR_b2c26,MATR_b4c5,MATR_b4c24,MATR_b1c24,MATR_b1c45,MATR_b1c38",299.0,1015.0,,96.38546425104141
2440,-0.4445644021034241,-0.45000702142715454,0.011152923107147217,0.488,59.79018020629883,False,260,"MATR_b3c39,MATR_b1c15,MATR_b4c19,MATR_b4c33,MATR_b4c24,MATR_b2c11,MATR_b3c25,MATR_b4c26","MATR_b1c43,MATR_b1c7,MATR_b1c24,MATR_b3c27,MATR_b3c38,MATR_b4c38,MATR_b2c14,MATR_b1c26",484.0,1932.0,,96.42063194606453
2441,-0.08520647883415222,-0.08749042451381683,0.004678301513195038,0.4882,54.07895278930664,False,180,"MATR_b3c21,MATR_b2c46,MATR_b2c31,MATR_b1c1,MATR_b2c5,MATR_b3c0,MATR_b2c25,MATR_b4c43,MATR_b2c29,MATR_b2c28","MATR_b1c40,MATR_b3c19,MATR_b3c34,MATR_b2c47,MATR_b2c42,MATR_b4c17,MATR_b4c44,MATR_b2c17",465.0,1156.0,,96.45318577205762
2442,-0.27215248346328735,-0.27463749051094055,0.00508803129196167,0.4884,56.68654251098633,False,140,"MATR_b4c43,MATR_b1c28,MATR_b2c14,MATR_b2c45,MATR_b4c2,MATR_b1c24,MATR_b4c41,MATR_b4c4,MATR_b2c35,MATR_b2c0,MATR_b2c38,MATR_b4c44,MATR_b3c38","MATR_b2c34,MATR_b3c44,MATR_b1c29,MATR_b2c28,MATR_b1c44,MATR_b4c24,MATR_b4c23,MATR_b3c11",498.0,1038.0,,96.48408024478704
2443,-0.644622266292572,-0.6485485434532166,0.008035797625780106,0.4886,49.41602325439453,False,180,"MATR_b4c17,MATR_b2c27,MATR_b4c31,MATR_b1c44,MATR_b4c39,MATR_b2c26,MATR_b3c26,MATR_b2c11,MATR_b3c38,MATR_b4c44,MATR_b1c20,MATR_b2c42","MATR_b1c26,MATR_b1c28,MATR_b2c31,MATR_b3c34,MATR_b3c5,MATR_b2c13,MATR_b4c28,MATR_b1c24",482.0,1156.0,,96.51731175603345
2444,-0.4563213884830475,-0.4577653706073761,0.0029541105031967163,0.4888,29.4498348236084,False,220,"MATR_b3c22,MATR_b1c39,MATR_b2c45,MATR_b3c4,MATR_b2c29,MATR_b2c23,MATR_b3c16,MATR_b2c25,MATR_b1c29,MATR_b2c17,MATR_b2c13,MATR_b3c44,MATR_b4c16,MATR_b2c10","MATR_b4c41,MATR_b1c40,MATR_b4c23,MATR_b3c21,MATR_b3c12,MATR_b2c26,MATR_b3c5,MATR_b3c8",470.0,1038.0,,96.55904224188998
2445,-0.18529437482357025,-0.18638354539871216,0.0022273510694503784,0.489,74.99140930175781,False,260,"MATR_b4c2,MATR_b4c14,MATR_b2c29,MATR_b3c4,MATR_b2c13,MATR_b1c20,MATR_b3c26,MATR_b1c1,MATR_b2c2,MATR_b1c40,MATR_b2c34,MATR_b4c20,MATR_b3c11","MATR_b3c35,MATR_b3c12,MATR_b1c16,MATR_b1c31,MATR_b2c28,MATR_b3c13,MATR_b1c24,MATR_b4c27",500.0,1091.0,,96.6038773409091
2446,-0.5146191120147705,-0.5183430314064026,0.00761224702000618,0.4892,46.522762298583984,False,220,"MATR_b1c24,MATR_b4c5,MATR_b4c0,MATR_b1c38,MATR_b3c13,MATR_b1c26,MATR_b2c29,MATR_b3c12,MATR_b1c33","MATR_b2c14,MATR_b2c4,MATR_b3c10,MATR_b3c11,MATR_b2c25,MATR_b2c43,MATR_b3c41,MATR_b4c30",443.0,1076.0,,96.63920284388587
2447,-0.581211507320404,-0.5937020778656006,0.02552221715450287,0.4894,77.12580108642578,False,120,"MATR_b1c45,MATR_b4c22,MATR_b4c2,MATR_b1c20,MATR_b2c1,MATR_b1c40,MATR_b3c0,MATR_b4c20","MATR_b2c31,MATR_b4c26,MATR_b2c43,MATR_b2c2,MATR_b4c28,MATR_b3c38,MATR_b2c27,MATR_b4c27",437.0,1932.0,,96.66492609400302
2448,-0.9793963432312012,-0.9812359809875488,0.0037573985755443573,0.4896,49.110206604003906,False,260,"MATR_b4c23,MATR_b4c26,MATR_b4c31,MATR_b3c12,MATR_b2c45,MATR_b2c26,MATR_b4c41,MATR_b4c24","MATR_b2c10,MATR_b1c29,MATR_b2c35,MATR_b2c38,MATR_b1c26,MATR_b2c36,MATR_b3c35,MATR_b3c8",462.0,1091.0,,96.69997022673488
2449,1.4195491075515747,1.418445110321045,0.0022539161145687103,0.4898,100.28163146972656,False,140,"MATR_b2c43,MATR_b1c24,MATR_b3c13,MATR_b4c28,MATR_b3c34,MATR_b3c41,MATR_b4c38,MATR_b1c36,MATR_b2c31,MATR_b4c20,MATR_b4c17,MATR_b4c44,MATR_b1c16,MATR_b2c11,MATR_b4c4","MATR_b3c39,MATR_b2c39,MATR_b3c40,MATR_b3c25,MATR_b4c5,MATR_b3c16,MATR_b1c38,MATR_b3c28",458.0,1635.0,,96.7314488789998
2450,1.0099248886108398,0.9918039441108704,0.036981623619794846,0.49,172.4242401123047,False,100,"MATR_b2c38,MATR_b3c38,MATR_b4c26,MATR_b2c47,MATR_b4c35,MATR_b4c27,MATR_b4c22,MATR_b2c44","MATR_b2c29,MATR_b4c44,MATR_b2c46,MATR_b1c9,MATR_b3c10,MATR_b1c17,MATR_b2c28,MATR_b1c41",428.0,1076.0,,96.75600459286943
2451,0.6663206815719604,0.6570029258728027,0.019008032977581024,0.4902,71.78509521484375,False,140,"MATR_b1c23,MATR_b2c39,MATR_b2c34,MATR_b2c1,MATR_b1c32,MATR_b2c26,MATR_b1c36,MATR_b2c31,MATR_b4c27","MATR_b3c13,MATR_b1c40,MATR_b1c28,MATR_b3c27,MATR_b1c38,MATR_b2c35,MATR_b4c43,MATR_b2c17",462.0,964.0,,96.78383545018733
2452,-0.6941583752632141,-0.6953648328781128,0.0024601295590400696,0.4904,82.38011932373047,False,260,"MATR_b4c23,MATR_b2c31,MATR_b2c2,MATR_b4c30,MATR_b1c15,MATR_b4c14,MATR_b1c38,MATR_b2c27,MATR_b4c8,MATR_b3c34,MATR_b1c23","MATR_b3c25,MATR_b4c33,MATR_b3c35,MATR_b3c8,MATR_b3c28,MATR_b2c14,MATR_b2c18,MATR_b2c32",484.0,1091.0,,96.82458997005597
