step,loss,nll,kl,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
6262,-0.9314768314361572,-0.9321657419204712,0.0006889402866363525,1.0,33.0476188659668,False,240,"MATR_b1c15,MATR_b2c42,MATR_b2c29,MATR_b3c11,MATR_b4c25,MATR_b4c14,MATR_b4c8,MATR_b4c0,MATR_b4c24,MATR_b4c17,MATR_b4c37,MATR_b3c27,MATR_b2c38","MATR_b4c20,MATR_b4c2,MATR_b1c1,MATR_b2c20,MATR_b4c26,MATR_b4c13,MATR_b2c35,MATR_b2c10",462.0,2154.0,,243.63767290115356
6263,-1.445254921913147,-1.4467977285385132,0.0015428364276885986,1.0,35.76301193237305,False,260,"MATR_b2c14,MATR_b4c27,MATR_b1c1,MATR_b1c24,MATR_b4c31,MATR_b3c8,MATR_b2c35,MATR_b1c45,MATR_b1c38,MATR_b2c0,MATR_b1c36","MATR_b3c34,MATR_b2c26,MATR_b4c43,MATR_b3c28,MATR_b1c23,MATR_b4c33,MATR_b3c41,MATR_b2c18",470.0,1156.0,,243.67905922280625
6264,0.30011245608329773,0.2967110276222229,0.003401428461074829,1.0,65.85468292236328,False,120,"MATR_b2c32,MATR_b2c36,MATR_b3c16,MATR_b4c35,MATR_b2c1,MATR_b1c38,MATR_b2c31,MATR_b4c25","MATR_b4c28,MATR_b3c8,MATR_b3c19,MATR_b2c5,MATR_b4c24,MATR_b4c19,MATR_b1c24,MATR_b2c45",479.0,1152.0,,243.70515834586695
6265,-0.5926607847213745,-0.594741702079773,0.0020809173583984375,1.0,46.05772018432617,False,100,"MATR_b3c27,MATR_b3c41,MATR_b2c20,MATR_b3c26,MATR_b1c38,MATR_b2c42,MATR_b2c14,MATR_b4c38,MATR_b2c25","MATR_b4c17,MATR_b2c31,MATR_b3c35,MATR_b4c40,MATR_b4c0,MATR_b4c24,MATR_b4c25,MATR_b1c1",453.0,2154.0,,243.73039043787867
6266,-1.4329060316085815,-1.4334555864334106,0.0005495846271514893,1.0,86.73423767089844,False,200,"MATR_b4c22,MATR_b2c36,MATR_b4c23,MATR_b4c41,MATR_b2c46,MATR_b4c31,MATR_b4c40,MATR_b1c17,MATR_b2c32,MATR_b4c0,MATR_b1c15,MATR_b2c11,MATR_b2c39","MATR_b4c39,MATR_b2c5,MATR_b4c26,MATR_b1c31,MATR_b3c10,MATR_b4c43,MATR_b2c6,MATR_b1c23",476.0,1076.0,,243.76785346213728
6267,-0.9309411644935608,-0.9320931434631348,0.0011519789695739746,1.0,72.53717803955078,False,180,"MATR_b4c40,MATR_b4c22,MATR_b1c20,MATR_b2c42,MATR_b4c16,MATR_b4c13,MATR_b3c28,MATR_b1c40","MATR_b1c7,MATR_b4c27,MATR_b1c33,MATR_b1c43,MATR_b4c17,MATR_b4c2,MATR_b1c15,MATR_b1c41",500.0,1049.0,,243.798538770061
6268,-0.2520613968372345,-0.2525902986526489,0.0005289018154144287,1.0,134.1964874267578,False,220,"MATR_b4c37,MATR_b2c5,MATR_b2c0,MATR_b4c28,MATR_b4c33,MATR_b3c41,MATR_b3c40,MATR_b3c8,MATR_b1c9,MATR_b2c42,MATR_b4c22,MATR_b4c39,MATR_b4c16,MATR_b1c45,MATR_b2c35,MATR_b1c33","MATR_b3c34,MATR_b4c26,MATR_b2c36,MATR_b2c26,MATR_b3c35,MATR_b3c11,MATR_b2c13,MATR_b1c44",470.0,1156.0,,243.84431128110737
6269,-0.6833715438842773,-0.6846641898155212,0.0012926161289215088,1.0,173.2184295654297,False,160,"MATR_b4c13,MATR_b1c39,MATR_b2c28,MATR_b1c40,MATR_b2c39,MATR_b1c16,MATR_b1c24,MATR_b3c35,MATR_b3c5","MATR_b4c25,MATR_b2c47,MATR_b4c39,MATR_b2c27,MATR_b2c26,MATR_b2c13,MATR_b1c20,MATR_b1c32",453.0,738.0,,243.87430096091703
6270,-1.1082751750946045,-1.1091277599334717,0.0008525252342224121,1.0,60.92111587524414,False,160,"MATR_b3c4,MATR_b1c23,MATR_b1c24,MATR_b4c24,MATR_b1c9,MATR_b3c44,MATR_b2c0,MATR_b1c33,MATR_b1c36,MATR_b1c28,MATR_b4c30,MATR_b3c13,MATR_b3c8","MATR_b4c31,MATR_b1c26,MATR_b4c35,MATR_b2c25,MATR_b4c0,MATR_b2c34,MATR_b2c35,MATR_b4c13",460.0,1081.0,,243.90658767987043
6271,-0.8377819657325745,-0.8382192850112915,0.000437319278717041,1.0,80.96162414550781,False,240,"MATR_b4c30,MATR_b4c14,MATR_b2c20,MATR_b3c41,MATR_b2c6,MATR_b4c13,MATR_b4c20,MATR_b1c43,MATR_b2c25,MATR_b1c33,MATR_b1c28,MATR_b1c24,MATR_b4c23,MATR_b4c38,MATR_b3c11","MATR_b3c0,MATR_b2c31,MATR_b1c17,MATR_b3c5,MATR_b1c41,MATR_b1c45,MATR_b2c5,MATR_b1c0",479.0,1858.0,,243.95401424216107
6272,-1.042032241821289,-1.0428496599197388,0.000817418098449707,1.0,46.21677017211914,False,240,"MATR_b3c16,MATR_b1c15,MATR_b4c23,MATR_b2c43,MATR_b4c2,MATR_b1c0,MATR_b3c11,MATR_b1c16,MATR_b1c20,MATR_b3c38,MATR_b2c2,MATR_b2c44,MATR_b4c19","MATR_b1c44,MATR_b4c8,MATR_b1c26,MATR_b4c4,MATR_b3c22,MATR_b1c38,MATR_b2c35,MATR_b4c44",462.0,1000.0,,243.99771362403408
6273,-1.4604851007461548,-1.4616986513137817,0.0012135803699493408,1.0,45.32427978515625,False,180,"MATR_b4c16,MATR_b3c16,MATR_b4c37,MATR_b1c1,MATR_b3c25,MATR_b3c4,MATR_b2c17,MATR_b2c35,MATR_b1c17","MATR_b2c13,MATR_b3c22,MATR_b1c9,MATR_b4c41,MATR_b2c27,MATR_b1c40,MATR_b2c11,MATR_b3c5",467.0,1052.0,,244.02954442612827
6274,-1.400821328163147,-1.4016125202178955,0.0007911622524261475,1.0,48.25001525878906,False,260,"MATR_b1c1,MATR_b2c45,MATR_b1c31,MATR_b1c43,MATR_b4c30,MATR_b1c40,MATR_b3c38,MATR_b1c44,MATR_b2c11,MATR_b4c41,MATR_b3c16,MATR_b4c0,MATR_b4c17","MATR_b4c27,MATR_b2c20,MATR_b1c36,MATR_b3c0,MATR_b4c25,MATR_b3c13,MATR_b1c33,MATR_b1c16",453.0,1007.0,,244.0750918937847
6275,-1.488487720489502,-1.4891934394836426,0.0007056891918182373,1.0,17.355981826782227,False,220,"MATR_b4c2,MATR_b2c25,MATR_b1c39,MATR_b3c0,MATR_b2c43,MATR_b3c4,MATR_b3c16,MATR_b3c19,MATR_b3c28,MATR_b4c38,MATR_b4c16,MATR_b1c44,MATR_b1c0,MATR_b3c27","MATR_b4c27,MATR_b2c45,MATR_b2c27,MATR_b3c11,MATR_b1c43,MATR_b3c35,MATR_b4c33,MATR_b1c33",467.0,1091.0,,244.1175249647349
6276,-1.0370068550109863,-1.0375394821166992,0.0005326569080352783,1.0,54.22311019897461,False,260,"MATR_b4c14,MATR_b4c5,MATR_b3c41,MATR_b4c31,MATR_b3c0,MATR_b3c27,MATR_b2c20,MATR_b2c0,MATR_b2c13,MATR_b2c46,MATR_b4c43,MATR_b2c28,MATR_b3c8,MATR_b1c33,MATR_b1c36,MATR_b2c29","MATR_b3c39,MATR_b4c41,MATR_b1c41,MATR_b2c27,MATR_b2c43,MATR_b2c11,MATR_b3c5,MATR_b4c30",461.0,1154.0,,244.16921038599685
6277,-0.889117956161499,-0.8904389142990112,0.0013209283351898193,1.0,132.5438690185547,False,240,"MATR_b3c27,MATR_b2c4,MATR_b4c23,MATR_b3c4,MATR_b3c13,MATR_b4c35,MATR_b2c31,MATR_b4c2,MATR_b4c14","MATR_b4c39,MATR_b4c37,MATR_b3c39,MATR_b1c31,MATR_b2c26,MATR_b1c40,MATR_b4c20,MATR_b4c4",470.0,1154.0,,244.20622634980828
6278,0.20377835631370544,0.2026946246623993,0.0010837316513061523,1.0,107.3899154663086,False,100,"MATR_b1c43,MATR_b2c11,MATR_b3c5,MATR_b2c13,MATR_b4c8,MATR_b2c0,MATR_b3c12,MATR_b4c16,MATR_b4c23,MATR_b3c10,MATR_b3c11,MATR_b3c34","MATR_b3c39,MATR_b2c43,MATR_b4c39,MATR_b2c27,MATR_b4c31,MATR_b2c1,MATR_b1c28,MATR_b2c20",147.0,1154.0,,244.23512074910104
6279,-1.5575629472732544,-1.5579545497894287,0.0003916323184967041,1.0,40.327552795410156,False,240,"MATR_b4c5,MATR_b1c29,MATR_b3c40,MATR_b3c13,MATR_b1c39,MATR_b4c44,MATR_b2c4,MATR_b4c33,MATR_b2c11,MATR_b2c32,MATR_b2c47,MATR_b1c9,MATR_b4c38,MATR_b4c28,MATR_b4c30,MATR_b2c5","MATR_b1c23,MATR_b1c24,MATR_b2c10,MATR_b1c32,MATR_b1c16,MATR_b2c34,MATR_b3c35,MATR_b4c43",498.0,1091.0,,244.2852213801816
6280,-0.7362456321716309,-0.7369277477264404,0.0006820857524871826,1.0,109.20964050292969,False,300,"MATR_b2c29,MATR_b2c44,MATR_b2c11,MATR_b1c15,MATR_b4c19,MATR_b2c2,MATR_b3c44,MATR_b4c2,MATR_b3c13,MATR_b1c0,MATR_b1c41,MATR_b4c17,MATR_b1c31,MATR_b1c29","MATR_b1c40,MATR_b3c40,MATR_b2c5,MATR_b4c16,MATR_b1c28,MATR_b3c8,MATR_b2c10,MATR_b3c12",479.0,964.0,,244.34023571107537
6281,-1.204589605331421,-1.2053380012512207,0.0007483959197998047,1.0,63.72922897338867,False,300,"MATR_b1c15,MATR_b4c8,MATR_b4c37,MATR_b1c36,MATR_b3c12,MATR_b2c34,MATR_b2c20,MATR_b4c41,MATR_b2c27,MATR_b1c0,MATR_b3c8,MATR_b4c35,MATR_b4c31","MATR_b3c11,MATR_b3c19,MATR_b2c6,MATR_b2c29,MATR_b1c33,MATR_b1c41,MATR_b4c26,MATR_b1c1",476.0,2154.0,,244.392879024148
6282,-1.332639455795288,-1.3336198329925537,0.000980377197265625,1.0,127.75935363769531,False,240,"MATR_b3c5,MATR_b4c41,MATR_b2c20,MATR_b1c7,MATR_b1c29,MATR_b2c35,MATR_b4c31,MATR_b4c33,MATR_b2c28,MATR_b3c22,MATR_b3c8,MATR_b3c38,MATR_b2c2","MATR_b2c4,MATR_b2c18,MATR_b1c1,MATR_b1c9,MATR_b1c36,MATR_b2c31,MATR_b4c25,MATR_b2c0",299.0,2154.0,,244.43795606587082
6283,-1.2200510501861572,-1.2207307815551758,0.000679701566696167,1.0,87.11157989501953,False,180,"MATR_b2c0,MATR_b2c18,MATR_b3c16,MATR_b4c30,MATR_b4c35,MATR_b1c38,MATR_b4c2,MATR_b3c19,MATR_b3c12,MATR_b3c10,MATR_b3c40,MATR_b2c23,MATR_b1c15,MATR_b2c44","MATR_b1c16,MATR_b3c27,MATR_b3c28,MATR_b4c19,MATR_b2c29,MATR_b4c24,MATR_b2c28,MATR_b1c33",497.0,991.0,,244.47577379690483
6284,-1.4902241230010986,-1.4909013509750366,0.0006771981716156006,1.0,79.14103698730469,False,260,"MATR_b1c31,MATR_b1c32,MATR_b1c24,MATR_b1c1,MATR_b2c2,MATR_b3c28,MATR_b3c16,MATR_b1c15,MATR_b2c45,MATR_b4c17,MATR_b1c33","MATR_b3c5,MATR_b3c26,MATR_b4c25,MATR_b4c2,MATR_b1c39,MATR_b1c20,MATR_b4c4,MATR_b4c5",453.0,1025.0,,244.51848019193858
6285,-1.3790720701217651,-1.3795169591903687,0.00044485926628112793,1.0,57.778846740722656,False,240,"MATR_b2c31,MATR_b3c25,MATR_b1c41,MATR_b2c47,MATR_b2c13,MATR_b1c40,MATR_b4c20,MATR_b4c8,MATR_b1c28,MATR_b2c38,MATR_b3c16,MATR_b4c25,MATR_b2c0,MATR_b1c36","MATR_b1c32,MATR_b2c32,MATR_b3c0,MATR_b4c13,MATR_b1c29,MATR_b1c43,MATR_b2c29,MATR_b1c9",497.0,1052.0,,244.56531277578324
6286,-0.3567003905773163,-0.35761722922325134,0.0009168386459350586,1.0,117.91073608398438,False,140,"MATR_b3c8,MATR_b3c13,MATR_b2c1,MATR_b2c18,MATR_b1c32,MATR_b1c0,MATR_b1c41,MATR_b2c32,MATR_b3c0,MATR_b3c25,MATR_b4c20","MATR_b4c23,MATR_b1c24,MATR_b2c6,MATR_b1c39,MATR_b4c5,MATR_b2c46,MATR_b4c14,MATR_b1c45",428.0,1038.0,,244.59682027995586
6287,-0.4464091360569,-0.44953596591949463,0.0031268298625946045,1.0,23.681737899780273,False,100,"MATR_b4c26,MATR_b2c11,MATR_b3c26,MATR_b4c37,MATR_b4c19,MATR_b1c0,MATR_b3c21,MATR_b1c1","MATR_b3c27,MATR_b1c16,MATR_b3c8,MATR_b4c30,MATR_b4c22,MATR_b4c8,MATR_b4c39,MATR_b4c13",615.0,860.0,,244.62403428880498
6288,-0.9983302354812622,-0.9991997480392456,0.0008695125579833984,1.0,93.3808822631836,False,260,"MATR_b3c22,MATR_b2c45,MATR_b2c17,MATR_b1c31,MATR_b4c37,MATR_b3c39,MATR_b2c4,MATR_b2c35,MATR_b3c35,MATR_b4c23","MATR_b1c32,MATR_b1c16,MATR_b4c16,MATR_b2c11,MATR_b1c0,MATR_b1c39,MATR_b4c28,MATR_b2c38",464.0,1858.0,,244.66437483485788
6289,-0.6333438158035278,-0.6337181329727173,0.00037428736686706543,1.0,67.14442443847656,False,280,"MATR_b1c28,MATR_b2c18,MATR_b3c19,MATR_b2c2,MATR_b3c41,MATR_b3c25,MATR_b2c38,MATR_b2c26,MATR_b3c21,MATR_b1c39,MATR_b1c45,MATR_b4c33,MATR_b3c44,MATR_b3c8,MATR_b1c24,MATR_b4c19","MATR_b3c39,MATR_b2c39,MATR_b3c26,MATR_b4c2,MATR_b2c34,MATR_b3c11,MATR_b1c38,MATR_b4c16",458.0,1154.0,,244.7205518418923
6290,-0.9624669551849365,-0.96345055103302,0.0009835660457611084,1.0,84.34889221191406,False,260,"MATR_b2c18,MATR_b2c4,MATR_b1c33,MATR_b1c43,MATR_b4c2,MATR_b4c44,MATR_b4c23,MATR_b4c39,MATR_b2c32,MATR_b4c19,MATR_b3c39,MATR_b4c8,MATR_b1c23,MATR_b2c43,MATR_b2c46","MATR_b3c4,MATR_b4c20,MATR_b3c19,MATR_b3c27,MATR_b3c10,MATR_b1c31,MATR_b4c41,MATR_b4c38",747.0,1152.0,,244.7711787717417
6291,-0.9249341487884521,-0.9257984161376953,0.0008642673492431641,1.0,96.80866241455078,False,240,"MATR_b1c41,MATR_b4c8,MATR_b4c19,MATR_b4c13,MATR_b3c44,MATR_b4c20,MATR_b3c38,MATR_b4c40,MATR_b3c28,MATR_b4c33","MATR_b2c36,MATR_b3c12,MATR_b2c18,MATR_b2c29,MATR_b1c39,MATR_b2c2,MATR_b3c39,MATR_b4c22",437.0,1154.0,,244.81082176603377
6292,-0.7697535157203674,-0.7712674140930176,0.0015138983726501465,1.0,141.364013671875,False,280,"MATR_b2c26,MATR_b2c43,MATR_b2c35,MATR_b1c15,MATR_b4c4,MATR_b4c27,MATR_b1c17,MATR_b3c28,MATR_b4c37","MATR_b3c34,MATR_b3c0,MATR_b1c38,MATR_b4c2,MATR_b1c26,MATR_b2c27,MATR_b4c23,MATR_b2c6",467.0,1156.0,,244.85213956888765
6293,-1.4591293334960938,-1.4595773220062256,0.00044792890548706055,1.0,23.263622283935547,False,180,"MATR_b3c11,MATR_b1c29,MATR_b3c38,MATR_b2c47,MATR_b4c20,MATR_b1c36,MATR_b3c5,MATR_b4c5,MATR_b4c37,MATR_b4c0,MATR_b3c41,MATR_b2c45,MATR_b3c12,MATR_b2c34,MATR_b4c4,MATR_b4c27","MATR_b2c14,MATR_b3c25,MATR_b1c20,MATR_b1c38,MATR_b1c24,MATR_b4c24,MATR_b4c8,MATR_b1c23",484.0,1015.0,,244.89277320588008
6294,-1.4355520009994507,-1.4363734722137451,0.0008214712142944336,1.0,39.42183303833008,False,280,"MATR_b1c33,MATR_b3c27,MATR_b3c25,MATR_b4c37,MATR_b2c20,MATR_b2c25,MATR_b3c19,MATR_b2c6,MATR_b1c20,MATR_b4c25,MATR_b4c30,MATR_b4c4","MATR_b4c20,MATR_b2c0,MATR_b3c26,MATR_b3c41,MATR_b3c5,MATR_b4c33,MATR_b4c23,MATR_b4c13",299.0,1038.0,,244.94025710504502
6295,-1.3747721910476685,-1.3760755062103271,0.0013033151626586914,1.0,41.23192596435547,False,140,"MATR_b1c44,MATR_b3c26,MATR_b4c35,MATR_b2c10,MATR_b1c15,MATR_b2c4,MATR_b2c34,MATR_b3c39,MATR_b4c20,MATR_b2c36,MATR_b2c20,MATR_b3c25,MATR_b3c38,MATR_b1c7","MATR_b4c5,MATR_b1c32,MATR_b4c26,MATR_b4c40,MATR_b4c23,MATR_b4c37,MATR_b2c18,MATR_b2c0",299.0,1038.0,,244.9742896570824
6296,-1.5353460311889648,-1.5360100269317627,0.0006639957427978516,1.0,83.30473327636719,False,180,"MATR_b2c28,MATR_b2c32,MATR_b4c13,MATR_b4c5,MATR_b3c4,MATR_b4c14,MATR_b4c20,MATR_b2c46","MATR_b2c23,MATR_b1c33,MATR_b3c21,MATR_b1c41,MATR_b2c43,MATR_b4c16,MATR_b4c27,MATR_b1c36",461.0,1049.0,,245.00651847710833
6297,0.6754142642021179,0.6746835708618164,0.0007306933403015137,1.0,127.2052230834961,False,120,"MATR_b2c35,MATR_b1c9,MATR_b2c36,MATR_b4c37,MATR_b3c8,MATR_b2c43,MATR_b2c17,MATR_b2c23,MATR_b4c20,MATR_b2c28,MATR_b1c39,MATR_b3c35,MATR_b4c38,MATR_b4c4,MATR_b3c12,MATR_b2c1","MATR_b1c40,MATR_b1c32,MATR_b3c13,MATR_b1c7,MATR_b4c35,MATR_b1c0,MATR_b4c25,MATR_b1c43",453.0,1858.0,,245.03887940617278
6298,-0.8700168132781982,-0.8704516887664795,0.0004348456859588623,1.0,151.93080139160156,False,160,"MATR_b2c44,MATR_b4c28,MATR_b4c38,MATR_b4c31,MATR_b1c32,MATR_b3c0,MATR_b4c8,MATR_b4c20,MATR_b1c40,MATR_b2c14,MATR_b4c2,MATR_b2c4,MATR_b4c26,MATR_b3c12,MATR_b4c22,MATR_b1c36","MATR_b1c23,MATR_b2c46,MATR_b1c26,MATR_b3c10,MATR_b4c43,MATR_b4c14,MATR_b3c41,MATR_b1c45",428.0,1076.0,,245.0760066988878
6299,-1.0501056909561157,-1.050525188446045,0.0004194974899291992,1.0,86.27507781982422,False,280,"MATR_b1c32,MATR_b2c10,MATR_b4c30,MATR_b4c2,MATR_b4c20,MATR_b3c21,MATR_b3c25,MATR_b2c6,MATR_b3c39,MATR_b1c43,MATR_b1c9,MATR_b2c0,MATR_b4c38,MATR_b1c7,MATR_b3c10","MATR_b3c5,MATR_b1c1,MATR_b2c11,MATR_b1c17,MATR_b2c4,MATR_b1c40,MATR_b1c15,MATR_b1c16",443.0,2154.0,,245.12993464712054
6300,-1.0964235067367554,-1.097355842590332,0.0009323656558990479,1.0,91.46453857421875,False,220,"MATR_b1c36,MATR_b4c31,MATR_b3c34,MATR_b2c18,MATR_b4c5,MATR_b4c43,MATR_b3c21,MATR_b3c19,MATR_b3c16,MATR_b4c41,MATR_b2c32","MATR_b2c10,MATR_b1c0,MATR_b1c32,MATR_b2c4,MATR_b4c13,MATR_b3c12,MATR_b1c24,MATR_b3c28",443.0,1858.0,,245.1687225117348
6301,-1.0633248090744019,-1.0642614364624023,0.0009365975856781006,1.0,96.21342468261719,False,260,"MATR_b4c37,MATR_b1c23,MATR_b2c20,MATR_b3c10,MATR_b1c45,MATR_b3c8,MATR_b3c16,MATR_b1c1,MATR_b3c13,MATR_b1c7,MATR_b1c0,MATR_b4c44,MATR_b4c27","MATR_b2c43,MATR_b4c38,MATR_b1c43,MATR_b2c46,MATR_b3c0,MATR_b2c5,MATR_b1c29,MATR_b4c19",428.0,1055.0,,245.21544682281092
6302,-1.375459909439087,-1.3770170211791992,0.00155717134475708,1.0,79.78766632080078,False,200,"MATR_b2c10,MATR_b2c44,MATR_b2c36,MATR_b2c6,MATR_b2c35,MATR_b4c38,MATR_b3c10,MATR_b4c2,MATR_b3c35,MATR_b2c29","MATR_b2c5,MATR_b2c42,MATR_b4c22,MATR_b3c0,MATR_b3c19,MATR_b4c16,MATR_b1c16,MATR_b1c9",465.0,1152.0,,245.25184451276436
6303,-1.2067230939865112,-1.2076550722122192,0.0009319782257080078,1.0,45.86717987060547,False,280,"MATR_b2c29,MATR_b4c35,MATR_b3c38,MATR_b1c44,MATR_b3c8,MATR_b2c17,MATR_b4c44,MATR_b3c11,MATR_b4c16,MATR_b4c2,MATR_b4c8,MATR_b1c31,MATR_b2c11","MATR_b3c21,MATR_b3c39,MATR_b3c5,MATR_b1c32,MATR_b1c39,MATR_b3c13,MATR_b2c32,MATR_b3c25",518.0,1154.0,,245.44404282374308
6304,-0.6498078107833862,-0.6506643295288086,0.000856548547744751,1.0,93.29068756103516,False,180,"MATR_b4c20,MATR_b4c27,MATR_b2c35,MATR_b2c13,MATR_b4c39,MATR_b3c19,MATR_b4c26,MATR_b2c36,MATR_b3c35","MATR_b4c19,MATR_b3c10,MATR_b4c33,MATR_b1c24,MATR_b4c40,MATR_b2c23,MATR_b3c40,MATR_b1c29",505.0,1076.0,,245.47719908785075
6305,-0.8162769079208374,-0.8177322745323181,0.0014553368091583252,1.0,151.7569122314453,False,160,"MATR_b2c23,MATR_b2c4,MATR_b3c38,MATR_b1c9,MATR_b4c26,MATR_b1c33,MATR_b2c20,MATR_b1c38,MATR_b4c20,MATR_b1c24,MATR_b2c26","MATR_b4c39,MATR_b1c28,MATR_b3c4,MATR_b4c13,MATR_b4c0,MATR_b3c13,MATR_b3c35,MATR_b3c34",738.0,1156.0,,245.51035224692896
6306,-0.9720370769500732,-0.9726312756538391,0.0005942285060882568,1.0,99.54668426513672,False,140,"MATR_b1c31,MATR_b3c39,MATR_b2c5,MATR_b3c28,MATR_b1c43,MATR_b2c46,MATR_b3c5,MATR_b2c1,MATR_b1c16,MATR_b1c24,MATR_b2c39,MATR_b4c27,MATR_b2c0,MATR_b3c10,MATR_b2c2,MATR_b3c26","MATR_b4c43,MATR_b3c38,MATR_b4c24,MATR_b1c41,MATR_b1c17,MATR_b4c25,MATR_b4c23,MATR_b3c0",453.0,1932.0,,245.54452404100448
6307,-0.6151375770568848,-0.6158205270767212,0.0006829798221588135,1.0,89.66754913330078,False,280,"MATR_b1c7,MATR_b1c41,MATR_b4c37,MATR_b1c0,MATR_b3c5,MATR_b1c40,MATR_b2c10,MATR_b3c10,MATR_b4c41,MATR_b2c5,MATR_b3c40,MATR_b2c29,MATR_b4c2","MATR_b3c12,MATR_b2c35,MATR_b1c1,MATR_b3c27,MATR_b1c45,MATR_b4c19,MATR_b1c44,MATR_b2c4",443.0,2154.0,,245.59402667591348
6308,-0.8435493111610413,-0.8441166281700134,0.000567317008972168,1.0,48.06483840942383,False,160,"MATR_b1c1,MATR_b2c31,MATR_b4c28,MATR_b4c44,MATR_b2c18,MATR_b2c23,MATR_b1c33,MATR_b1c15,MATR_b2c13,MATR_b4c20,MATR_b2c46,MATR_b1c41","MATR_b4c37,MATR_b3c38,MATR_b2c26,MATR_b2c11,MATR_b3c13,MATR_b1c23,MATR_b4c23,MATR_b2c14",470.0,1932.0,,245.62820325884968
6309,-0.3189655542373657,-0.3196781575679779,0.0007126033306121826,1.0,62.891422271728516,False,160,"MATR_b2c32,MATR_b1c0,MATR_b4c17,MATR_b2c27,MATR_b2c38,MATR_b3c4,MATR_b2c46,MATR_b2c39,MATR_b4c23,MATR_b4c27,MATR_b4c4,MATR_b2c26,MATR_b4c39,MATR_b1c9,MATR_b2c28","MATR_b3c0,MATR_b1c39,MATR_b4c40,MATR_b3c11,MATR_b4c13,MATR_b3c44,MATR_b2c36,MATR_b1c31",534.0,1007.0,,245.66453280113637
6310,-1.003225326538086,-1.0038403272628784,0.0006149709224700928,1.0,101.40008544921875,False,220,"MATR_b2c35,MATR_b2c18,MATR_b1c20,MATR_b4c44,MATR_b3c21,MATR_b2c23,MATR_b2c47,MATR_b3c25,MATR_b1c7,MATR_b2c31,MATR_b1c39,MATR_b1c40,MATR_b1c31,MATR_b4c31,MATR_b1c44,MATR_b3c5","MATR_b4c43,MATR_b2c17,MATR_b2c11,MATR_b4c41,MATR_b3c0,MATR_b3c16,MATR_b4c5,MATR_b2c32",476.0,1635.0,,245.71117634885013
6311,-1.4258350133895874,-1.4264094829559326,0.0005744695663452148,1.0,52.739715576171875,False,240,"MATR_b4c22,MATR_b2c43,MATR_b1c24,MATR_b4c44,MATR_b4c8,MATR_b2c34,MATR_b2c11,MATR_b4c20,MATR_b3c19,MATR_b3c41,MATR_b2c23,MATR_b3c0,MATR_b1c36","MATR_b4c40,MATR_b3c26,MATR_b2c0,MATR_b1c15,MATR_b2c26,MATR_b2c38,MATR_b1c41,MATR_b1c26",299.0,1049.0,,245.75644957087934
6312,-0.997454047203064,-0.998014509677887,0.0005604922771453857,1.0,85.72614288330078,False,180,"MATR_b4c33,MATR_b3c4,MATR_b2c28,MATR_b3c39,MATR_b1c45,MATR_b4c23,MATR_b1c43,MATR_b2c32,MATR_b3c34,MATR_b3c21,MATR_b2c46,MATR_b3c40,MATR_b2c23,MATR_b4c0,MATR_b4c22","MATR_b1c0,MATR_b1c24,MATR_b4c19,MATR_b2c25,MATR_b1c36,MATR_b2c27,MATR_b4c43,MATR_b3c5",460.0,1858.0,,245.79587814118713
6313,-1.2022161483764648,-1.2030104398727417,0.0007943511009216309,1.0,47.390724182128906,False,300,"MATR_b3c28,MATR_b4c13,MATR_b4c28,MATR_b2c39,MATR_b2c47,MATR_b4c31,MATR_b1c39,MATR_b1c15,MATR_b4c35","MATR_b4c14,MATR_b4c33,MATR_b3c19,MATR_b1c17,MATR_b4c40,MATR_b2c35,MATR_b1c44,MATR_b1c23",462.0,1152.0,,245.83961375104263
6314,-0.16957086324691772,-0.17086464166641235,0.001293778419494629,1.0,62.00247573852539,False,100,"MATR_b1c41,MATR_b1c24,MATR_b1c16,MATR_b3c22,MATR_b2c18,MATR_b4c4,MATR_b3c5,MATR_b2c47,MATR_b2c14,MATR_b2c43,MATR_b1c33,MATR_b2c1,MATR_b3c13,MATR_b3c16,MATR_b2c2","MATR_b4c38,MATR_b4c37,MATR_b4c27,MATR_b4c28,MATR_b4c26,MATR_b3c0,MATR_b4c2,MATR_b2c10",476.0,1055.0,,245.86967462301254
6315,-1.321167230606079,-1.3229126930236816,0.0017454922199249268,1.0,54.69959259033203,False,200,"MATR_b2c44,MATR_b4c17,MATR_b2c25,MATR_b3c11,MATR_b2c36,MATR_b3c13,MATR_b2c0,MATR_b1c23,MATR_b4c35","MATR_b4c33,MATR_b4c37,MATR_b2c28,MATR_b3c19,MATR_b4c31,MATR_b2c34,MATR_b2c10,MATR_b3c41",498.0,1152.0,,245.9048482007347
6316,-0.8846805691719055,-0.8861823081970215,0.0015017390251159668,1.0,228.27407836914062,False,300,"MATR_b3c38,MATR_b3c26,MATR_b1c40,MATR_b3c4,MATR_b1c38,MATR_b4c30,MATR_b2c23,MATR_b1c1,MATR_b3c16,MATR_b2c5,MATR_b3c19","MATR_b4c0,MATR_b3c11,MATR_b2c35,MATR_b2c4,MATR_b4c44,MATR_b2c18,MATR_b4c4,MATR_b2c14",443.0,942.0,,245.95292001590133
