fold,seed,model,cell_id,alpha,beta,status,reason,future_rmse,current_soh_abs_error,nll,coverage_95,interval_width_95,inference_latency_ms,inference_latency_median_ms,inference_latency_std_ms,current_cycle,num_context_points,num_target_points,reference_cycles
0,42,soh_only_anp,MATR_b1c14,0.3,0.0,ok,,0.03392510270545898,0.0013446330123232375,-2.898857737478834,0.9983766233766234,0.14592140138363485,0.6528977421112359,0.6482929456979036,0.016303107811543253,263,128,616,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.3,0.25,ok,,0.03392510270545898,0.0013446330123232375,-2.898857737478834,0.9983766233766234,0.14592140138363485,0.6528977421112359,0.6482929456979036,0.016303107811543253,263,128,616,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.3,0.5,ok,,0.03392510270545898,0.0013446330123232375,-2.898857737478834,0.9983766233766234,0.14592140138363485,0.6528977421112359,0.6482929456979036,0.016303107811543253,263,128,616,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.3,0.75,ok,,0.03392510270545898,0.0013446330123232375,-2.898857737478834,0.9983766233766234,0.14592140138363485,0.6528977421112359,0.6482929456979036,0.016303107811543253,263,128,616,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.3,1.0,ok,,0.03392510270545898,0.0013446330123232375,-2.898857737478834,0.9983766233766234,0.14592140138363485,0.6528977421112359,0.6482929456979036,0.016303107811543253,263,128,616,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.5,0.0,ok,,0.002564415140371567,0.000860749807431449,-3.7216176711036724,0.9681818181818181,0.07242854424542765,0.6489698775112629,0.6473814137279987,0.007602210899982225,439,128,440,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.5,0.25,ok,,0.002564415140371567,0.000860749807431449,-3.7216176711036724,0.9681818181818181,0.07242854424542765,0.6489698775112629,0.6473814137279987,0.007602210899982225,439,128,440,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.5,0.5,ok,,0.002564415140371567,0.000860749807431449,-3.7216176711036724,0.9681818181818181,0.07242854424542765,0.6489698775112629,0.6473814137279987,0.007602210899982225,439,128,440,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.5,0.75,ok,,0.002564415140371567,0.000860749807431449,-3.7216176711036724,0.9681818181818181,0.07242854424542765,0.6489698775112629,0.6473814137279987,0.007602210899982225,439,128,440,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.5,1.0,ok,,0.002564415140371567,0.000860749807431449,-3.7216176711036724,0.9681818181818181,0.07242854424542765,0.6489698775112629,0.6473814137279987,0.007602210899982225,439,128,440,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.7,0.0,ok,,0.010463391966238219,0.0009061505230271161,-3.6640852885245767,1.0,0.045027891470398915,0.6401169928722084,0.639391946606338,0.007838519331673448,614,128,265,"5,6,7,8,9,10"
0,42,soh_only_anp,MATR_b1c14,0.7,0.25,ok,,0.010463391966238219,0.0009061505230271161,-3.6640852885245767,1.0,0.045027891470398915,0.6401169928722084,0.639391946606338,0.007838519331673448,614,128,265,"5,6,7,8,9,10"
