experiment,meta_learning,history_length,run_dir,mae,rmse,r2,r2_nan_reason,max_absolute_error,final_cycle_absolute_error,pre_eol_mae,post_eol_mae,prediction_point_count,true_eol_cycle,predicted_eol_cycle_discrete,predicted_eol_cycle_interpolated,true_rul,predicted_rul,signed_rul_error,absolute_rul_error,relative_absolute_rul_error,crossing_found,adaptation_mode
nometa_l500,False,500,/home/JunseoPark/바탕화면/battery_gru/outputs/runs/20260811_125112_660840_gru_baseline_CALCE_CX2_37_L500_seed42,0.09245099620330131,0.11070039170678606,-2.2033845772762715,,0.21456800216583383,0.21276680643676216,0.010870174429160802,0.10552378508800131,572,579,501.0,500.2843236016242,79.0,1.0,-78.0,78.0,0.9873417721518988,True,gru_baseline
nometa_l100,False,100,/home/JunseoPark/바탕화면/battery_gru/outputs/runs/20260811_125114_327247_gru_baseline_CALCE_CX2_37_L100_seed42,0.14202840326113098,0.1674790995265311,-2.554739564697843,,0.3254885506048597,0.32368735487578804,0.06543747712107496,0.21644433352702722,972,579,,,479.0,,,,,False,gru_baseline
