horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
60,ok,,8,34,371.5561913001329,303.16669109362005,371.5561913001329,303.16669109362005,49.036763917768674,203.1068264506866,0.17647058823529413,286.2924817894533
80,ok,,8,34,258.83770030684775,190.98568863025358,258.83770030684775,190.98568863025358,30.256082148631304,140.27988369680642,0.6470588235294118,413.03844060963917
100,ok,,8,34,141.77643989140986,107.2402965806373,141.77643989140986,107.2402965806373,16.885848187814577,77.41723753208926,0.6176470588235294,267.0920062746879
120,ok,,8,34,133.7841387115989,98.81231167978409,133.7841387115989,98.81231167978409,15.281419521342515,53.05741804676932,0.6176470588235294,201.4893110402852
140,ok,,8,34,133.5199394321962,93.3006151825082,133.5199394321962,93.3006151825082,14.504049968846347,47.910921942417474,0.5588235294117647,154.44513510451057
160,ok,,8,34,126.82713631853137,90.89203631860836,126.82713631853137,90.89203631860836,14.711525372849977,42.73612146493354,0.47058823529411764,135.85914675591582
180,ok,,8,34,128.26325289716868,92.29114866420218,128.26325289716868,92.29114866420218,15.26505651539506,50.74366003801451,0.5294117647058824,129.5778580049207
200,ok,,8,34,121.57515276708817,87.84130466757995,121.57515276708817,87.84130466757995,15.495745910448292,40.923707333521016,0.5,117.84858350066989
220,ok,,8,34,120.68952159503758,88.5032813975431,120.68952159503758,88.5032813975431,16.51661906488814,48.72825509934376,0.5,119.81027803411625
240,ok,,8,34,119.75610877622668,88.33094591958456,119.75610877622668,88.33094591958456,17.02590184091313,38.540931712577105,0.47058823529411764,110.98386641591344
260,ok,,8,34,116.16377798584799,86.0857438537636,116.16377798584799,86.0857438537636,17.319731160925258,34.70936097072322,0.47058823529411764,110.35241986013772
280,ok,,8,34,116.49178472786706,85.81817672466624,116.49178472786706,85.81817672466624,18.682592164808376,43.69280769497904,0.5,111.9350087143276
300,ok,,8,34,115.76971125852711,85.69038196667553,115.76971125852711,85.69038196667553,19.162276996017926,36.48217463740386,0.47058823529411764,107.42195475827394
320,ok,,8,34,110.72408218315472,82.48802961504356,110.72408218315472,82.48802961504356,19.706248687120777,31.672287607538852,0.47058823529411764,108.1689103479711
340,ok,,8,33,108.68933673639158,85.20928007390484,108.68933673639158,85.20928007390484,20.956937716390104,19.275309814573017,0.24242424242424243,105.29911685168584
360,ok,,8,33,109.09528892196168,87.91019999452722,109.09528892196168,87.91019999452722,22.859775157941755,-18.187863160790222,0.30303030303030304,97.74793817903364
380,ok,,8,33,110.91504802565962,91.81388133996425,110.91504802565962,91.81388133996425,25.833402587625322,-24.919414787511435,0.24242424242424243,98.99323754483306
400,ok,,8,33,110.03902404205492,92.23280811106089,110.03902404205492,92.23280811106089,27.640298606997106,-32.90768981543372,0.2727272727272727,97.88682698732043
420,ok,,8,33,131.02137532172858,112.92006695656433,131.02137532172858,112.92006695656433,47.31565857675663,-80.94209040700103,0.15151515151515152,98.39324324136508
440,ok,,8,32,149.3734754533843,132.34700241441115,149.3734754533843,132.34700241441115,48.62913494154332,-104.86151705664521,0.09375,96.06910888611097
460,ok,,8,31,164.12871464296651,148.53990320948367,164.12871464296651,148.53990320948367,63.260527466189245,-122.25865510819915,0.06451612903225806,100.42144336051189
480,ok,,8,31,161.99815649254543,147.48164388839595,161.99815649254543,147.48164388839595,89.83446517010826,-122.83789893749274,0.0967741935483871,107.72166656631987
500,ok,,8,30,198.9333321387459,172.0629806200933,198.9333321387459,172.0629806200933,121.08079383885224,-154.99680729299132,0.06666666666666667,94.85164819468129
520,ok,,8,28,217.36101258862695,189.7196837017838,217.36101258862695,189.7196837017838,101.28394448512898,-172.43642953818593,0.03571428571428571,111.02062101360566
540,ok,,8,27,291.7567574502046,233.75827264819713,291.7567574502046,233.75827264819713,86.60918896098346,-226.13299589174662,0.1111111111111111,85.73755202808204
560,ok,,8,27,211.3558637053317,173.0706710247076,211.3558637053317,173.0706710247076,71.91341874212216,-160.4773660973694,0.2962962962962963,235.34614598158825
580,ok,,8,27,311.6945308305977,256.8734922879484,311.6945308305977,256.8734922879484,126.2510197343974,-256.8734922879484,0.1111111111111111,103.20800244930108
600,ok,,8,27,336.883101865509,283.3062206753722,336.883101865509,283.3062206753722,169.0595688020079,-283.3062206753722,0.07407407407407407,120.98125840058526
