step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_sampling_seconds,batch_collation_seconds,batch_transfer_seconds,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse,nonfinite_gradient_parameters
4737,-1.3410148620605469,-1.3422555923461914,0.0013096034526824951,0.9474,225.958251953125,False,256.0,256.0,16,0.005150251090526581,0.0005793697200715542,0.00039717601612210274,HUST_5-3|HUST_4-8|HUST_1-6|HUST_1-4|HUST_8-1|HUST_9-5|HUST_9-4|HUST_5-3|HUST_1-4|HUST_6-4|HUST_8-4|HUST_4-8|HUST_8-1|HUST_2-8|HUST_2-5|HUST_2-5,1540|694|557|812|1031|594|842|753|973|943|835|456|768|960|756|485,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,25,119,128,128,0.8125755631313137,1.0742043080808068,-2.3714962005615234,0.9129511117935181,-2.37890625,0.88427734375,0.024335389956831932,0.15428265929222107,0.049959249794483185,0.18677952885627747,0.049959249794483185,0.18677952885627747,0.0,78.86865234375,1772.0,0.0001,,1570.5143105359748,,
4738,-1.3417071104049683,-1.343174934387207,0.0015489514917135239,0.9476,323.24981689453125,False,256.0,256.0,16,0.005257492884993553,0.000571003183722496,0.00035352492704987526,HUST_8-6|HUST_5-7|HUST_4-5|HUST_9-5|HUST_10-6|HUST_9-7|HUST_8-7|HUST_9-8|HUST_10-1|HUST_4-4|HUST_5-6|HUST_9-4|HUST_10-2|HUST_4-1|HUST_6-5|HUST_4-7,1033|460|775|971|485|676|749|982|696|472|914|896|503|1414|1236|907,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,110,128,128,0.8129530303030258,1.0962234267676778,-2.36675763130188,1.1893757581710815,-2.33984375,1.0517578125,0.024698549881577492,0.1235760897397995,0.04986601322889328,0.18644864857196808,0.04986601322889328,0.18644864857196808,0.0,78.55126953125,1772.0,0.0001,,1570.8111286601052,,
4739,-1.424323558807373,-1.4257481098175049,0.001502998173236847,0.9478,144.60081481933594,False,256.0,256.0,16,0.005171371158212423,0.0006944248452782631,0.0003607482649385929,HUST_2-6|HUST_4-1|HUST_9-7|HUST_8-2|HUST_5-7|HUST_7-4|HUST_4-5|HUST_9-1|HUST_1-2|HUST_9-8|HUST_6-4|HUST_6-2|HUST_3-5|HUST_8-1|HUST_7-8|HUST_3-5,827|1374|493|1025|948|956|1138|1571|1775|1610|961|404|1766|791|1451|532,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13,109,128,128,0.8115353888888837,1.0918671489898912,-2.384554386138916,1.1346876621246338,-2.376953125,1.0537109375,0.026159293949604034,0.11698919534683228,0.04986601322889328,0.18644864857196808,0.04986601322889328,0.18644864857196808,0.0,78.51611328125,1772.0,0.0001,,1571.1059205741622,,
4740,-1.668987512588501,-1.6710326671600342,0.0021573975682258606,0.948,134.90249633789062,False,256.0,256.0,16,0.005460835061967373,0.0007914272136986256,0.0004322328604757786,HUST_3-5|HUST_2-6|HUST_6-2|HUST_4-6|HUST_8-4|HUST_8-5|HUST_7-1|HUST_6-4|HUST_9-1|HUST_4-5|HUST_4-1|HUST_4-4|HUST_2-3|HUST_9-5|HUST_6-1|HUST_4-8,921|521|912|821|959|536|802|727|1025|405|1185|1150|1370|802|481|1022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12,126,128,128,0.812708194444444,1.0686214722222207,-2.369831085205078,0.842864990234375,-2.369140625,0.8154296875,0.023408064618706703,0.1189294159412384,0.049959249794483185,0.18644864857196808,0.049959249794483185,0.18611833453178406,0.0,79.11572265625,1772.0,0.0001,,1571.443580227904,,
4741,-1.568240761756897,-1.5699197053909302,0.0017706286162137985,0.9482,45.72468948364258,False,256.0,256.0,16,0.005265317391604185,0.0005817636847496033,0.00039624515920877457,HUST_8-7|HUST_10-4|HUST_10-8|HUST_1-8|HUST_4-1|HUST_4-1|HUST_6-1|HUST_9-2|HUST_1-4|HUST_9-4|HUST_1-4|HUST_4-7|HUST_4-1|HUST_5-7|HUST_2-3|HUST_8-6,1172|419|923|1468|1112|1449|339|1020|551|616|850|1410|1585|413|388|642,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,121,128,128,0.81275236363636,1.075569896464649,-2.369276762008667,0.9300944805145264,-2.4375,0.908203125,0.025207025930285454,0.12897975742816925,0.04986601322889328,0.18545927107334137,0.04986601322889328,0.18562383949756622,0.0,78.93994140625,1772.0,0.0001,,1571.7706590220332,,
4742,-1.4268627166748047,-1.4283335208892822,0.0015508867800235748,0.9484,267.98529052734375,False,256.0,256.0,16,0.005488547030836344,0.0005880463868379593,0.0004241368733346462,HUST_10-8|HUST_5-7|HUST_9-5|HUST_8-8|HUST_2-2|HUST_2-8|HUST_5-6|HUST_1-4|HUST_7-8|HUST_2-5|HUST_6-8|HUST_4-8|HUST_7-8|HUST_6-4|HUST_6-1|HUST_8-6,1110|311|938|1115|2088|1145|813|813|1278|421|1807|695|1017|616|483|1170,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15,127,128,128,0.8115353888888837,1.0598878661616153,-2.384554386138916,0.733224630355835,-2.384765625,0.7373046875,0.024380482733249664,0.11936470121145248,0.0497729517519474,0.18545927107334137,0.0497729517519474,0.18529483675956726,0.0,79.15087890625,1772.0,0.0001,,1572.1116895722225,,
4743,-1.4238789081573486,-1.4272795915603638,0.0035849679261446,0.9486,232.87623596191406,False,256.0,256.0,16,0.005496992729604244,0.0005943169817328453,0.000417846255004406,HUST_6-5|HUST_3-6|HUST_9-2|HUST_3-5|HUST_8-7|HUST_1-2|HUST_9-4|HUST_8-5|HUST_8-7|HUST_6-1|HUST_1-6|HUST_10-1|HUST_1-2|HUST_1-8|HUST_9-1|HUST_10-6,1615|592|1313|1830|852|1122|600|598|864|433|617|525|1326|911|802|458,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,127,128,128,0.812708194444444,1.0979014015151527,-2.369831085205078,1.210440754890442,-2.44921875,1.0888671875,0.02563105896115303,0.15017114579677582,0.0497729517519474,0.18529483675956726,0.0497729517519474,0.18529483675956726,0.0,79.15087890625,1772.0,0.0001,,1572.4527594018728,,
4744,-1.4231096506118774,-1.424910068511963,0.001897621899843216,0.9488,172.2973175048828,False,256.0,256.0,16,0.005564739927649498,0.0006031137891113758,0.0004093092866241932,HUST_8-6|HUST_2-3|HUST_9-4|HUST_10-2|HUST_10-8|HUST_6-2|HUST_2-5|HUST_4-5|HUST_7-1|HUST_4-1|HUST_9-2|HUST_6-4|HUST_7-4|HUST_8-1|HUST_7-1|HUST_8-4,946|877|1077|512|836|909|297|484|978|970|558|749|999|515|588|1436,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13,124,128,128,0.8118593181818177,1.0716520934343423,-2.3804879188537598,0.8809109926223755,-2.40234375,0.88818359375,0.02442566119134426,0.13290643692016602,0.0497729517519474,0.18496637046337128,0.0497729517519474,0.18496637046337128,0.0,79.04541015625,1772.0,0.0001,,1572.7871700562537,,
4745,-1.2006466388702393,-1.2030500173568726,0.0025325957685709,0.949,315.8873291015625,False,256.0,256.0,16,0.00522632384672761,0.0007034218870103359,0.0003998018801212311,HUST_9-2|HUST_2-8|HUST_10-8|HUST_8-2|HUST_4-4|HUST_8-6|HUST_1-4|HUST_8-7|HUST_2-8|HUST_1-2|HUST_6-4|HUST_8-5|HUST_4-5|HUST_10-6|HUST_8-7|HUST_1-2,951|628|287|1450|868|568|1167|846|586|1612|813|873|456|1739|1568|659,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22,114,128,128,0.812708194444444,1.0800333308080834,-2.369831085205078,0.9861277341842651,-2.3828125,0.9912109375,0.024561716243624687,0.12493500858545303,0.0497729517519474,0.1848023384809494,0.0497729517519474,0.1848023384809494,0.0,78.69287109375,1772.0,0.0001,,1573.0948474761099,,
4746,-0.694920539855957,-0.6974549293518066,0.0026700105518102646,0.9492,655.1364135742188,False,256.0,256.0,16,0.006082915235310793,0.0007285187020897865,0.00040229596197605133,HUST_9-1|HUST_1-8|HUST_6-4|HUST_10-1|HUST_6-8|HUST_2-3|HUST_8-4|HUST_8-4|HUST_10-2|HUST_4-7|HUST_4-4|HUST_1-6|HUST_9-2|HUST_4-4|HUST_10-3|HUST_2-2,1474|482|377|392|750|705|513|510|339|1079|794|642|901|928|421|1335,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,31,116,128,128,0.8129530303030258,1.0806046060606036,-2.36675763130188,0.9932994246482849,-2.291015625,0.958984375,0.02397773414850235,0.13399675488471985,0.0497729517519474,0.1848023384809494,0.0497729517519474,0.1848023384809494,0.0,78.76318359375,1772.0,0.0001,,1573.4088134751655,,
