epoch,optimizer_step,train_recursive_mse,validation_recursive_mse,gradient_norm_max,learning_rate,elapsed_seconds
84,672,0.0001033847136798891,0.000428470695624128,0.012848089449107647,0.001,69.88778383214958
85,680,0.00010214139483233075,0.0003323352138977498,0.005350599996745586,0.001,70.71149682812393
86,688,0.00010172797111119486,0.0003190755087416619,0.006759440992027521,0.001,71.53952208906412
87,696,0.00010118452772034352,0.00033921096473932266,0.009314862079918385,0.001,72.36450881417841
88,704,0.00010070049475189555,0.0002660714671947062,0.010868269950151443,0.001,73.1876413160935
89,712,0.00010092095388443805,0.0003479538718238473,0.010199368931353092,0.001,74.00961233116686
90,720,0.00010086563294053077,0.0004508839047048241,0.015019448474049568,0.001,74.83171948418021
91,728,0.00010074839824163585,0.00032951595494523644,0.012171603739261627,0.001,75.65210965205915
92,736,9.986656183773182e-05,0.0003658814821392298,0.010526282712817192,0.001,76.48041207413189
93,744,9.917832459219108e-05,0.00029734690906479955,0.011758489534258842,0.001,77.30629907501861
94,752,0.00010020659678226587,0.00037572692963294685,0.010075295343995094,0.001,78.12270879303105
95,760,9.974270427069716e-05,0.00027788494480773807,0.022233914583921432,0.001,78.94529243605211
96,768,9.945926072473826e-05,0.0003595918824430555,0.00964729581028223,0.001,79.76403843914159
97,776,9.809037527472711e-05,0.0003455250116530806,0.016247639432549477,0.001,80.58823699899949
98,784,9.768282607505995e-05,0.00034515999141149223,0.010381140746176243,0.001,81.41113790706731
99,792,9.685284634252894e-05,0.00031919177854433656,0.02354246750473976,0.001,82.24071331508458
100,800,9.681825157369648e-05,0.00041370769031345844,0.009065357968211174,0.001,83.06030379212461
101,808,9.747697304483255e-05,0.0003881480952259153,0.01935393549501896,0.001,83.89096480817534
102,816,9.769080474416683e-05,0.0002443013072479516,0.013112897053360939,0.001,84.72206838405691
103,824,9.552508252691281e-05,0.00032653752714395523,0.012950307689607143,0.001,85.54705668310635
104,832,9.48968173791589e-05,0.00032628944609314203,0.01709124632179737,0.001,86.37175652710721
105,840,9.443413609339347e-05,0.00038378257886506617,0.020580727607011795,0.001,87.19739147205837
106,848,9.525928115803945e-05,0.0003540027537383139,0.011126028373837471,0.001,88.02195432619192
107,856,9.452019113574458e-05,0.0002879875828512013,0.00892882514744997,0.001,88.84734999202192
108,864,9.448941215187012e-05,0.00029225568869151175,0.011939910240471363,0.001,89.67590258200653
109,872,9.339935031327748e-05,0.00031154658063314855,0.014022204093635082,0.001,90.49965023412369
110,880,9.31380659157898e-05,0.0003650940489023924,0.02485482208430767,0.001,91.43888367107138
111,888,9.342472831204273e-05,0.00026080370298586786,0.00940277986228466,0.001,92.24828662513755
112,896,9.317369764263306e-05,0.0002863569534383714,0.00811152532696724,0.001,93.06428177608177
113,904,9.26200725003043e-05,0.00027967296773567796,0.01941433921456337,0.001,93.87849665200338
114,912,9.224129687439041e-05,0.0003615398600231856,0.0110003761947155,0.001,94.69854927505367
115,920,9.160476522543121e-05,0.0003431124787312001,0.014597093686461449,0.001,95.50755673414096
116,928,9.127396056351133e-05,0.0002523111761547625,0.007360938936471939,0.001,96.32469848310575
117,936,9.224534516252334e-05,0.00038359742029570043,0.012770719826221466,0.001,97.14394926908426
118,944,9.223731950481889e-05,0.0003363790165167302,0.010463625192642212,0.001,97.96240267716348
119,952,9.178929161578925e-05,0.00033195200376212597,0.00908683706074953,0.001,98.78026452218182
120,960,9.118775264529074e-05,0.0003029708459507674,0.007998434826731682,0.001,99.59135869005695
121,968,8.976453048571576e-05,0.0003238670760765672,0.005765273701399565,0.001,100.41113628516905
122,976,8.94167039327299e-05,0.0002716954913921654,0.009191878139972687,0.001,101.22058642609045
123,984,8.927046030462504e-05,0.00030201557092368603,0.007414701860398054,0.001,102.0345002959948
124,992,8.91770923457571e-05,0.0003582053759600967,0.017174964770674706,0.001,102.84932789718732
125,1000,9.048646740945413e-05,0.00037017083377577364,0.011669542640447617,0.001,103.665484335972
126,1008,9.022711607523348e-05,0.00025941789499484,0.010311155579984188,0.001,104.48352486197837
127,1016,8.94751005483512e-05,0.00033825222635641694,0.006747928448021412,0.001,105.30141409812495
128,1024,8.857997449495334e-05,0.00035172037314623594,0.013882644474506378,0.001,106.1070240510162
129,1032,8.864975423948978e-05,0.0002920906990766525,0.010741221718490124,0.001,106.92506068898365
130,1040,8.756671745575858e-05,0.000250459008384496,0.007376933470368385,0.001,107.73239057511091
131,1048,8.842689844309149e-05,0.0004010530246887356,0.011102167889475822,0.001,108.54755604313686
132,1056,8.86001449707907e-05,0.00037373328814283013,0.018931418657302856,0.001,109.36481221299618
133,1064,8.813345644921735e-05,0.0002835571940522641,0.015031787566840649,0.001,110.18418603600003
134,1072,8.710012917594443e-05,0.00030539624276570976,0.007562040816992521,0.001,111.11580476607196
135,1080,8.682419586008044e-05,0.0002424658596282825,0.011024202220141888,0.001,111.9365153661929
136,1088,8.780328037187073e-05,0.0004199850372970104,0.013443239964544773,0.001,112.75273624411784
137,1096,8.738572779516881e-05,0.0002745289239101112,0.01224509533494711,0.001,113.57133730710484
138,1104,8.809526779934931e-05,0.00036805830313824117,0.00977341365069151,0.001,114.38961349613965
139,1112,8.806367153973835e-05,0.00028172004385851324,0.012567626312375069,0.001,115.20344204315916
140,1120,8.670494446345662e-05,0.0002481631236150861,0.009324007667601109,0.001,116.01978454296477
141,1128,8.638892093873379e-05,0.00029146159067749977,0.010343306697905064,0.001,116.83793573803268
142,1136,8.528975321076926e-05,0.0003783421707339585,0.009425370022654533,0.001,117.65604615118355
143,1144,8.540181759215819e-05,0.0002756107714958489,0.012272246181964874,0.001,118.47227078210562
144,1152,8.543666493488452e-05,0.0003811056667473167,0.009617356583476067,0.001,119.2918798031751
145,1160,8.573492798637508e-05,0.00034738602698780596,0.02300034463405609,0.001,120.11041978909634
146,1168,8.769117928303511e-05,0.00039108694181777537,0.016321100294589996,0.001,120.92098421812989
147,1176,8.514904859755032e-05,0.0002866775030270219,0.023505857214331627,0.001,121.7393460480962
148,1184,8.701030435799125e-05,0.0003237866039853543,0.01212160661816597,0.001,122.55760815506801
149,1192,8.666062087929302e-05,0.0001961341331480071,0.009954043664038181,0.001,123.37725249002688
150,1200,8.479113720686776e-05,0.00038199007394723594,0.011830807663500309,0.001,124.19040018203668
151,1208,8.378050111203616e-05,0.00021871864737477154,0.0096692880615592,0.001,125.00519058899954
152,1216,8.367314742687274e-05,0.0002711749402806163,0.01050891075283289,0.001,125.8208041281905
153,1224,8.349279072440547e-05,0.0002649774251040071,0.010327986441552639,0.001,126.63778319209814
154,1232,8.3081647977374e-05,0.00035485049011185765,0.010688813403248787,0.001,127.45185295213014
155,1240,8.337905906188622e-05,0.00029878891655243933,0.016116615384817123,0.001,128.2674826120492
156,1248,8.250633353963824e-05,0.0002356474578846246,0.006735078524798155,0.001,129.0811144001782
157,1256,8.272439753497224e-05,0.0002919491962529719,0.006021829787641764,0.001,129.88863798999228
158,1264,8.232670027210488e-05,0.00029946977156214416,0.011562527157366276,0.001,130.70844395807944
159,1272,8.29597990963503e-05,0.000299130188068375,0.016606250777840614,0.001,131.64228318911046
160,1280,8.203033977492271e-05,0.00034660458914004266,0.008961441926658154,0.001,132.45843084412627
161,1288,8.241445395429275e-05,0.0002336333564016968,0.015272755175828934,0.001,133.27810244099237
162,1296,8.158598778505961e-05,0.00022534395975526422,0.01110333763062954,0.001,134.09840273717418
163,1304,8.205757972307692e-05,0.00021683888917323202,0.006722974590957165,0.001,134.91548460908234
164,1312,8.240683612084802e-05,0.0002921671257354319,0.019090110436081886,0.001,135.7342758299783
165,1320,8.12594791434522e-05,0.0003721171524375677,0.021215299144387245,0.001,136.54979785205796
166,1328,8.479303850047851e-05,0.0003662573581095785,0.013191484846174717,0.001,137.36772257112898
167,1336,8.322216097240104e-05,0.00018443771114107221,0.017003675922751427,0.001,138.18922350811772
168,1344,8.129225950813947e-05,0.0003242199891246855,0.010246951133012772,0.001,139.00442116404884
169,1352,8.139748663595578e-05,0.0002445099817123264,0.010772224515676498,0.001,139.82050386816263
170,1360,8.136061595403731e-05,0.0002963252773042768,0.010693075135350227,0.001,140.6420748559758
171,1368,7.990551993510635e-05,0.00031074893195182085,0.007015932351350784,0.001,141.45624141511507
172,1376,8.040568288455873e-05,0.0002690690744202584,0.009250429458916187,0.001,142.27821124601178
173,1384,8.056732106106223e-05,0.0002939960395451635,0.011337091214954853,0.001,143.0963706059847
174,1392,7.977471268994125e-05,0.0002140334399882704,0.009936719201505184,0.001,143.91555413417518
175,1400,7.992900218843169e-05,0.00027840668917633593,0.010671140626072884,0.001,144.72582439007238
176,1408,7.98081073691856e-05,0.0002936976670753211,0.010513631626963615,0.001,145.54418778116815
177,1416,7.944360713780691e-05,0.00021543931507039815,0.008962844498455524,0.001,146.36247773910873
178,1424,7.953353734132256e-05,0.0002347565459785983,0.012144960463047028,0.001,147.17847685702145
179,1432,7.923147722856611e-05,0.00029539698152802885,0.008375427685678005,0.001,147.9952062231023
180,1440,7.899693192442442e-05,0.0003092738043051213,0.012316206470131874,0.001,148.8158792150207
181,1448,7.863102236739767e-05,0.00026808035909198225,0.009392878971993923,0.001,149.63701066817157
182,1456,7.916763138455306e-05,0.00023840837820898741,0.010035159066319466,0.001,150.45569756417535
183,1464,7.8258358325563e-05,0.00022958566842135042,0.009176511317491531,0.001,151.2741534220986
184,1472,7.890111331233568e-05,0.00021023504086770117,0.010649984702467918,0.001,152.08586733718403
185,1480,7.924151740444003e-05,0.00025240384275093675,0.011642088182270527,0.001,152.89829108212143
186,1488,7.802556789581547e-05,0.0002732623543124646,0.008499241434037685,0.001,153.71646848809905
187,1496,7.804450362227859e-05,0.0002972057554870844,0.006170275155454874,0.001,154.53448063903488
188,1504,7.833314720216955e-05,0.0001381937909172848,0.01062716729938984,0.001,155.35387561819516
189,1512,7.918621293264004e-05,0.0003174049488734454,0.011104500852525234,0.001,156.17656055209227
190,1520,7.795077377521564e-05,0.0003321167023386806,0.011869636364281178,0.001,157.1084375421051
191,1528,7.742926764036882e-05,0.0002908480819314718,0.012296461500227451,0.001,157.92419907799922
192,1536,7.698510948351023e-05,0.00021306176495272666,0.006348056253045797,0.001,158.73921833909117
193,1544,7.733755157628464e-05,0.0002188188227592036,0.00959563348442316,0.001,159.55023710406385
194,1552,7.736586958464813e-05,0.0002974174276459962,0.01073348056524992,0.001,160.36380317411385
195,1560,7.798068514044845e-05,0.0003507307847030461,0.012360421009361744,0.001,161.1745002940297
196,1568,7.67154260087809e-05,0.0003052939136978239,0.0078508872538805,0.001,161.9932075040415
197,1576,7.65854553902603e-05,0.00021541347086895257,0.009170856326818466,0.001,162.80739632807672
198,1584,7.77723792079471e-05,0.00016574491746723652,0.0118326460942626,0.001,163.62737106299028
199,1592,7.673066285383625e-05,0.0003432933590374887,0.008827725425362587,0.001,164.44291963707656
200,1600,7.647267888812749e-05,0.00026348920073360205,0.007735634222626686,0.001,165.2567046461627
201,1608,7.654230201989146e-05,0.00033015303779393435,0.007310077082365751,0.001,166.076390421018
202,1616,7.610237942371984e-05,0.00021045944595243782,0.007713452447205782,0.001,166.89642818807624
203,1624,7.605380519347244e-05,0.00025372253730893135,0.00818433053791523,0.001,167.72176237008534
204,1632,7.660940278841667e-05,0.00032077389187179506,0.011016270145773888,0.001,168.54345879517496
205,1640,7.60887271797011e-05,0.00020940332615282387,0.0053830440156161785,0.001,169.3645953151863
206,1648,7.555350680449945e-05,0.00024302490055561066,0.005999056156724691,0.001,170.18533096998
207,1656,7.535910716738073e-05,0.0002741625939961523,0.010701888240873814,0.001,171.00519788311794
208,1664,7.617177826358402e-05,0.0003182616492267698,0.012494990602135658,0.001,171.82012724597007
209,1672,7.558069124347681e-05,0.0003671766899060458,0.006191828288137913,0.001,172.64100759010762
210,1680,7.580252246029605e-05,0.00026756300940178335,0.014120601117610931,0.001,173.4640524450224
211,1688,7.500335322971319e-05,0.00034381114528514445,0.008572910912334919,0.001,174.28196618915536
212,1696,7.490920336546531e-05,0.00027704788953997195,0.007048184983432293,0.001,175.08293170505203
213,1704,7.423644563569802e-05,0.00029256101697683334,0.004666865803301334,0.001,175.89921263116412
214,1712,7.407892904203077e-05,0.00020940788090229034,0.005393083672970533,0.001,176.71860706317239
215,1720,7.399697306046506e-05,0.00030931769288145006,0.006277156062424183,0.001,177.53809753712267
216,1728,7.429982663924748e-05,0.0002655897696968168,0.008182347752153873,0.001,178.36006538616493
217,1736,7.414415639071098e-05,0.00030459859408438206,0.016510356217622757,0.001,179.1807282990776
218,1744,7.629097873913747e-05,0.0004300280415918678,0.012762500904500484,0.001,179.9973396791611
219,1752,7.456436727302094e-05,0.00025288821780122817,0.004896656610071659,0.001,180.81389105017297
220,1760,7.403558952233701e-05,0.00027908963966183364,0.006737708579748869,0.001,181.74260433204472
221,1768,7.33326972920207e-05,0.00025868669035844505,0.012610494159162045,0.001,182.56042863917537
222,1776,7.447039490061981e-05,0.0003700243541970849,0.013714469969272614,0.001,183.37224131915718
223,1784,7.425543215462377e-05,0.00020795762247871608,0.01074480451643467,0.001,184.18783235712908
224,1792,7.413677464493892e-05,0.00029156552045606077,0.007665856275707483,0.001,185.00238926406018
225,1800,7.310643837568912e-05,0.0002640075399540365,0.0051735625602304935,0.001,185.82290538703091
226,1808,7.318913936037775e-05,0.0003351978666614741,0.0053588650189340115,0.001,186.63988440902904
227,1816,7.330085671865182e-05,0.0002791379520203918,0.010919294320046902,0.001,187.4548874590546
228,1824,7.287162283143099e-05,0.00031172664603218436,0.010662488639354706,0.001,188.27176833408885
229,1832,7.295381913548429e-05,0.000243452494032681,0.009427370503544807,0.001,189.08946884516627
230,1840,7.243417813711863e-05,0.00024445541203022003,0.007939973846077919,0.001,189.90949313319288
231,1848,7.379825620452885e-05,0.0001700987049844116,0.009476438164710999,0.001,190.7260856681969
232,1856,7.37883215432682e-05,0.0001663846051087603,0.017582271248102188,0.001,191.54023673012853
233,1864,7.287738015637448e-05,0.0002748745901044458,0.012372903525829315,0.001,192.3516423520632
234,1872,7.288724001267694e-05,0.0002454954956192523,0.012156017124652863,0.001,193.1685649631545
235,1880,7.26144147002725e-05,0.0002640152524691075,0.00877732876688242,0.001,193.9854747930076
236,1888,7.215175458731587e-05,0.0003576426242943853,0.008759092539548874,0.001,194.80479955114424
237,1896,7.328548536414021e-05,0.0003968734235968441,0.011563213542103767,0.001,195.62656344403513
238,1904,7.239058000042288e-05,0.00020691065583378077,0.006772737950086594,0.001,196.4390305459965
239,1912,7.196805076535855e-05,0.0002469627361278981,0.006544146221131086,0.001,197.2577691071201
240,1920,7.190880147092265e-05,0.00014295468281488866,0.01122294832020998,0.001,198.07224542205222
241,1928,7.194971984546703e-05,0.0002774955646600574,0.00905100628733635,0.001,198.89173498307355
242,1936,7.208729219557868e-05,0.0002256625157315284,0.010059268213808537,0.001,199.70868965797126
243,1944,7.189752619352218e-05,0.00026681431336328387,0.0078433221206069,0.001,200.5246997291688
244,1952,7.129292160568811e-05,0.000249934324529022,0.007928839884698391,0.001,201.34105012007058
245,1960,7.091562581797057e-05,0.0003088321245741099,0.015123223885893822,0.001,202.27549037709832
246,1968,7.246665779861696e-05,0.00041134803905151784,0.012190758250653744,0.001,203.09617336606607
247,1976,7.254226400855499e-05,0.00019615636847447604,0.006598486099392176,0.001,203.9168748119846
248,1984,7.125811238730878e-05,0.0002845285926014185,0.006530960090458393,0.001,204.73685858910903
249,1992,7.062119597772359e-05,0.000250833312748,0.008229078724980354,0.001,205.55042738304473
250,2000,7.09723430405491e-05,0.0002010035386774689,0.009155434556305408,0.001,206.36848635715432
251,2008,7.09380582506756e-05,0.0001820383913582191,0.007446915842592716,0.001,207.1867683310993
252,2016,7.263357378420398e-05,0.0001921094226418063,0.01430615596473217,0.001,208.00424320809543
253,2024,7.187867423158439e-05,0.00023004543618299067,0.011673993431031704,0.001,208.8163802260533
254,2032,7.046427052409348e-05,0.00024202880740631372,0.01182100921869278,0.001,209.6338502301369
255,2040,7.028335239617973e-05,0.00023970378970261663,0.00608345540240407,0.001,210.4476989461109
256,2048,7.023540713829081e-05,0.00029659928986802697,0.0065422626212239265,0.001,211.25806192518212
257,2056,7.086765108530142e-05,0.0002818044740706682,0.010489976964890957,0.001,212.07406089711003
258,2064,7.013522538081353e-05,0.00022356417321134359,0.006927186157554388,0.001,212.88848075899296
259,2072,6.984785385306061e-05,0.00025861445465125144,0.007468582596629858,0.001,213.69696110696532
260,2080,7.018946325254382e-05,0.00015473528765141964,0.01097793783992529,0.001,214.5099397590384
261,2088,7.055023737096488e-05,0.00021326592832338065,0.009121342562139034,0.001,215.32514763297513
262,2096,7.037048214221734e-05,0.0001917405315907672,0.013129947707057,0.001,216.14373332704417
263,2104,7.096224682030786e-05,0.00021702800586353987,0.01290513388812542,0.001,216.94957372918725
264,2112,7.04732041066245e-05,0.0002088547480525449,0.011217266321182251,0.001,217.75529445009306
265,2120,7.100860076854496e-05,0.00022947127581574023,0.013321264646947384,0.001,218.57454361207783
266,2128,7.162979644075418e-05,0.00020300038158893585,0.01792391948401928,0.001,219.39165483019315
267,2136,7.1575201661151e-05,0.00031919326283968985,0.015293663367629051,0.001,220.20408111903816
268,2144,7.084408890340447e-05,0.0002437651710351929,0.01770949177443981,0.001,221.135065240087
269,2152,6.985919916256578e-05,0.00029419551719911397,0.00867398176342249,0.001,221.95395452110097
270,2160,6.943857020231358e-05,0.00029027729760855436,0.011888470500707626,0.001,222.76871485402808
271,2168,6.873021402738632e-05,0.00022851942048873752,0.00933151226490736,0.001,223.58782748901285
272,2176,6.92348334150545e-05,0.00032897418714128435,0.005859099328517914,0.001,224.40857712808065
273,2184,6.873704163366952e-05,0.00022915676527190953,0.004030673764646053,0.001,225.22952909814194
274,2192,6.865074674984402e-05,0.0003165346279274672,0.010019715875387192,0.001,226.0482759680599
275,2200,7.042702230756986e-05,0.00042405116255395114,0.01188828144222498,0.001,226.86725957202725
276,2208,7.14828316794269e-05,0.00035168524482287467,0.0183500237762928,0.001,227.67940638400614
277,2216,7.055410881307456e-05,0.00037921598413959146,0.017337027937173843,0.001,228.4974468811415
278,2224,6.873631149910776e-05,0.0002519710105843842,0.009509711526334286,0.001,229.3185038920492
279,2232,6.886306037809053e-05,0.00015380483819171786,0.006793600041419268,0.001,230.13549947110005
280,2240,6.862749485424815e-05,0.0002734712033998221,0.00958184339106083,0.001,230.95197518914938
281,2248,6.78875658999897e-05,0.00018005694437306374,0.006486160680651665,0.001,231.76973252813332
282,2256,6.788995197823223e-05,0.0002741822099778801,0.004525111988186836,0.001,232.58383643697016
283,2264,6.7792083900561e-05,0.0003013207169715315,0.006525069009512663,0.001,233.40169524098746
284,2272,6.81298620376636e-05,0.00026378349866718054,0.00811094045639038,0.001,234.2217283830978
285,2280,6.825057320442303e-05,0.00012140361650381237,0.00997028686106205,0.001,235.04502562317066
286,2288,6.964837331410689e-05,0.00028950200066901743,0.012914632447063923,0.001,235.86482818005607
287,2296,6.768892099584391e-05,0.0002735205926001072,0.005679578986018896,0.001,236.67670096014626
288,2304,6.739210785700945e-05,0.00024922305601648986,0.007660388946533203,0.001,237.61724258912727
289,2312,6.710272282222744e-05,0.0002960560086648911,0.0023201804142445326,0.001,238.44247222412378
290,2320,6.732376023840008e-05,0.00023532705381512642,0.006092897150665522,0.001,239.26982614514418
291,2328,6.830882497671561e-05,0.00025200578966178,0.013209016062319279,0.001,240.0923330441583
292,2336,6.839420930001536e-05,0.0002943656872957945,0.010619685053825378,0.001,240.92872776719742
293,2344,6.751638981547452e-05,0.00029334399732761085,0.009362178854644299,0.001,241.74722583405674
294,2352,6.727653036290432e-05,0.00027947957278229296,0.0108581418171525,0.001,242.56706389016472
295,2360,6.771568719339785e-05,0.0003127539239358157,0.008014832623302937,0.001,243.39215104607865
296,2368,6.692865617480117e-05,0.00035630696220323443,0.0075789326801896095,0.001,244.21403554501012
297,2376,6.735377545375061e-05,0.0002773070300463587,0.00938360020518303,0.001,245.03434108407237
298,2384,6.781385382776825e-05,0.00028918313910253346,0.014634567312896252,0.001,245.86033224803396
299,2392,6.784712974776405e-05,0.00044206567690707743,0.013048381544649601,0.001,246.68559676618315
300,2400,6.835799651282993e-05,0.0002656373253557831,0.012955808080732822,0.001,247.50494584417902
301,2408,6.670383051262578e-05,0.00020388222765177488,0.00767316110432148,0.001,248.33294719597325
