iteration,weighted_meta_loss,ema_source_meta_loss,alpha_entropy,effective_sources,mmd_objective,rbf_sigma,qp_solver_status,learning_rate,elapsed_seconds,eta_seconds,iteration_seconds,cuda_allocated_bytes,cuda_reserved_bytes
1,0.3280676007270813,0.3280676007270813,1.0144473314285278,2.1416873931884766,0.0006220188862776643,0.026551626140110363,OSQP:optimal,0.001,3.304246029991191,33039.15605388192,3.303928522975184,67882496,591396864
2,0.3026532530784607,0.3275593137741089,1.0123116970062256,2.13531494140625,0.0006179305170211924,0.026537411930666693,OSQP:optimal,0.001,6.324400796962436,31615.67958401522,3.017025104025379,67938816,591396864
3,0.27694860100746155,0.326547099518776,1.0096843242645264,2.127568006515503,0.0006095907274827894,0.0265499486569467,OSQP:optimal,0.001,9.554140598978847,31837.581189330514,3.210028332017828,67941376,591396864
4,0.25045886635780334,0.3250253348555565,1.0063080787658691,2.117833137512207,0.0005920434675357189,0.026635276850597262,OSQP:optimal,0.001,12.67260096600512,31668.829814046796,3.0899302230100147,67943424,591396864
5,0.22485153377056122,0.3230218588338566,1.0039751529693604,2.1109464168548584,0.0005846247137432092,0.026604230228202838,OSQP:optimal,0.001,15.80718981300015,31598.5724361873,3.1062160909641534,67940352,591396864
6,0.19855478405952454,0.3205325173383699,1.0018724203109741,2.104696273803711,0.0005793744460679262,0.02653590511937491,OSQP:optimal,0.001,19.062995534972288,31752.596229418843,3.2309768889681436,67939328,591396864
7,0.1720186173915863,0.3175622393394342,0.9994945526123047,2.0977232456207275,0.0005734436844342383,0.026462519646057996,OSQP:optimal,0.001,22.204780031985138,31698.909551375356,3.1118432270013727,67938304,591396864
8,0.14576676487922668,0.3141263298502301,0.9965922832489014,2.0893783569335938,0.0005664092895091288,0.026393415330194653,OSQP:optimal,0.001,25.359596556983888,31674.136099672876,3.1237049989867955,67941376,591396864
9,0.11937728524208069,0.3102313489580671,0.9932387471199036,2.0798842906951904,0.0005599425709714723,0.026316726763859676,OSQP:optimal,0.001,28.61871859699022,31769.957500281034,3.234960124013014,67941376,591396864
10,0.09528911858797073,0.30593250435066516,0.9882434606552124,2.0662131309509277,0.0005461841207675677,0.026319980763992844,OSQP:optimal,0.001,31.75319303199649,31721.439838964492,3.110132973000873,67940352,591396864
11,0.0723123550415039,0.30126010136448195,0.9821535348892212,2.049912214279175,0.0005307108253810311,0.026351607817425356,OSQP:optimal,0.001,35.01342058100272,31795.368925785107,3.2347321920096874,67941376,591396864
12,0.05216511711478233,0.296278201679488,0.9768496751785278,2.03578782081604,0.0005260046303824373,0.026273363955717624,OSQP:optimal,0.001,38.15982120297849,31761.6911812791,3.1209227389772423,67942400,593494016
13,0.035800740122795105,0.2910686524483541,0.9708474278450012,2.020127773284912,0.0005210691540310508,0.026208708111445003,OSQP:optimal,0.001,41.435443130962085,31831.982349916794,3.2502404780243523,67943424,593494016
14,0.025131093338131905,0.2857499012661497,0.964141309261322,2.003013849258423,0.0005151648792059982,0.026168054476711465,OSQP:optimal,0.001,44.58600348298205,31802.559341504195,3.125369261018932,67942400,593494016
15,0.02247288078069687,0.28048436085644063,0.9566868543624878,1.984446406364441,0.0005070309669431561,0.026168323797342366,OSQP:optimal,0.001,47.73771128797671,31777.403147363162,3.1264777120086364,67940352,593494016
16,0.027128156274557114,0.27541723676480295,0.947504997253418,1.96226167678833,0.0004913568446588412,0.026275792699311552,OSQP:optimal,0.001,50.99877737095812,31823.23707947787,3.2351434900192544,67939840,593494016
17,0.03553745523095131,0.27061964113412595,0.9394687414169312,1.9432146549224854,0.00048215079035540676,0.026320001182503137,OSQP:optimal,0.001,54.15436744800536,31801.35589608456,3.1308520219754428,67941376,593494016
18,0.042556893080472946,0.2660583861730529,0.9328488111495972,1.9277384281158447,0.00047909648744104416,0.026295574183505144,OSQP:optimal,0.001,57.4447273669648,31856.292698724592,3.2643188890069723,67940352,593494016
19,0.04611659422516823,0.26165955033409516,0.9263246655464172,1.912763237953186,0.0004755967012950446,0.02627995503432417,OSQP:optimal,0.001,60.59905029798392,31833.63794864092,3.1285171339986846,67939328,593494016
