iteration,source,support_loss,query_loss,alpha
1,CALCE_CX2_16.pkl,0.9052256345748901,0.4283114969730377,0.08726123720407486
1,CALCE_CX2_33.pkl,0.9297099113464355,0.3594888746738434,0.0900270864367485
1,CALCE_CX2_34.pkl,0.929173469543457,0.3286116421222687,0.0
1,CALCE_CX2_35.pkl,0.9808707237243652,0.38581275939941406,0.1738954335451126
1,CALCE_CX2_36.pkl,0.9232437610626221,0.30917346477508545,0.0
1,CALCE_CX2_38.pkl,0.931708574295044,0.29474878311157227,0.6488162279129028
2,CALCE_CX2_16.pkl,0.8643996715545654,0.398735374212265,0.08670691400766373
2,CALCE_CX2_33.pkl,0.8884577751159668,0.3321324586868286,0.09013628959655762
2,CALCE_CX2_34.pkl,0.8857403993606567,0.3034207224845886,0.0
2,CALCE_CX2_35.pkl,0.9376753568649292,0.3566678464412689,0.172958642244339
2,CALCE_CX2_36.pkl,0.8819463849067688,0.28430673480033875,0.0
2,CALCE_CX2_38.pkl,0.8913401365280151,0.27138519287109375,0.6501981616020203
3,CALCE_CX2_16.pkl,0.8228233456611633,0.3679308593273163,0.08601254224777222
3,CALCE_CX2_33.pkl,0.8467428088188171,0.30507487058639526,0.09026464819908142
3,CALCE_CX2_34.pkl,0.844933271408081,0.2774411737918854,0.0
3,CALCE_CX2_35.pkl,0.8956938982009888,0.32822757959365845,0.17184604704380035
3,CALCE_CX2_36.pkl,0.841522753238678,0.25858479738235474,0.0
3,CALCE_CX2_38.pkl,0.851500928401947,0.2475312203168869,0.6518767476081848
4,CALCE_CX2_16.pkl,0.7813887000083923,0.33555394411087036,0.08507439494132996
4,CALCE_CX2_33.pkl,0.8039948344230652,0.27654436230659485,0.09039301425218582
4,CALCE_CX2_34.pkl,0.8033739328384399,0.2496604174375534,0.0
4,CALCE_CX2_35.pkl,0.8509156107902527,0.29885566234588623,0.1705586314201355
4,CALCE_CX2_36.pkl,0.7979694604873657,0.2333921492099762,0.0
4,CALCE_CX2_38.pkl,0.8082950711250305,0.22316136956214905,0.6539739370346069
5,CALCE_CX2_16.pkl,0.738105833530426,0.3040325343608856,0.08439111709594727
5,CALCE_CX2_33.pkl,0.7606515288352966,0.24952054023742676,0.09069466590881348
5,CALCE_CX2_34.pkl,0.7598862648010254,0.22313816845417023,0.0
5,CALCE_CX2_35.pkl,0.8057811856269836,0.26841259002685547,0.16942211985588074
5,CALCE_CX2_36.pkl,0.7513821125030518,0.2090706080198288,0.0
5,CALCE_CX2_38.pkl,0.7643522024154663,0.19998511672019958,0.6554921269416809
6,CALCE_CX2_16.pkl,0.6953491568565369,0.27161991596221924,0.08374529331922531
6,CALCE_CX2_33.pkl,0.7164918184280396,0.220644012093544,0.09107831865549088
6,CALCE_CX2_34.pkl,0.715041995048523,0.19729909300804138,0.0
6,CALCE_CX2_35.pkl,0.7601656913757324,0.238728329539299,0.16829189658164978
6,CALCE_CX2_36.pkl,0.7111144065856934,0.18269315361976624,0.0
6,CALCE_CX2_38.pkl,0.7208869457244873,0.17588473856449127,0.656884491443634
7,CALCE_CX2_16.pkl,0.6516962647438049,0.238703191280365,0.08302653580904007
7,CALCE_CX2_33.pkl,0.6708628535270691,0.1903345286846161,0.09147793054580688
7,CALCE_CX2_34.pkl,0.6712783575057983,0.17005574703216553,0.0
7,CALCE_CX2_35.pkl,0.714531421661377,0.20759394764900208,0.1670607030391693
7,CALCE_CX2_36.pkl,0.6645189523696899,0.1575920134782791,0.0
7,CALCE_CX2_38.pkl,0.6738817691802979,0.15203891694545746,0.6584348082542419
8,CALCE_CX2_16.pkl,0.6053142547607422,0.20665234327316284,0.08219461143016815
8,CALCE_CX2_33.pkl,0.625266432762146,0.16213589906692505,0.09185131639242172
8,CALCE_CX2_34.pkl,0.6234636306762695,0.14391012489795685,0.0
8,CALCE_CX2_35.pkl,0.6675530076026917,0.17701707780361176,0.16567301750183105
8,CALCE_CX2_36.pkl,0.620198667049408,0.13108493387699127,0.0
8,CALCE_CX2_38.pkl,0.6294691562652588,0.12806925177574158,0.6602810621261597
9,CALCE_CX2_16.pkl,0.5581893920898438,0.17130671441555023,0.08128602802753448
9,CALCE_CX2_33.pkl,0.5777930617332458,0.13340303301811218,0.09219084680080414
9,CALCE_CX2_34.pkl,0.5767982006072998,0.1179848462343216,0.0
9,CALCE_CX2_35.pkl,0.6173056960105896,0.14614984393119812,0.16414399445056915
9,CALCE_CX2_36.pkl,0.5722745060920715,0.10691465437412262,0.0
9,CALCE_CX2_38.pkl,0.5808281302452087,0.10441796481609344,0.6623791456222534
10,CALCE_CX2_16.pkl,0.5115066170692444,0.13902325928211212,0.08002370595932007
10,CALCE_CX2_33.pkl,0.5297267436981201,0.10578972846269608,0.0923527404665947
10,CALCE_CX2_34.pkl,0.5269814133644104,0.09188856184482574,0.0
10,CALCE_CX2_35.pkl,0.5655157566070557,0.116203173995018,0.16225259006023407
10,CALCE_CX2_36.pkl,0.5246492028236389,0.08245448023080826,0.0
10,CALCE_CX2_38.pkl,0.5314761400222778,0.08347182720899582,0.6653709411621094
11,CALCE_CX2_16.pkl,0.4609166383743286,0.1076500341296196,0.07856541872024536
11,CALCE_CX2_33.pkl,0.4788202941417694,0.07972056418657303,0.09238451719284058
11,CALCE_CX2_34.pkl,0.47770410776138306,0.06832903623580933,0.0
11,CALCE_CX2_35.pkl,0.5121099948883057,0.08808191120624542,0.16010773181915283
11,CALCE_CX2_36.pkl,0.474619060754776,0.06054933741688728,0.0
11,CALCE_CX2_38.pkl,0.48034772276878357,0.06336457282304764,0.6689423322677612
12,CALCE_CX2_16.pkl,0.4112570285797119,0.07820606976747513,0.0773574635386467
12,CALCE_CX2_33.pkl,0.4309432804584503,0.05589592829346657,0.09250335395336151
12,CALCE_CX2_34.pkl,0.42571699619293213,0.04657340794801712,0.0
12,CALCE_CX2_35.pkl,0.46201056241989136,0.06214555352926254,0.15806405246257782
12,CALCE_CX2_36.pkl,0.42121514678001404,0.04039601981639862,0.0
12,CALCE_CX2_38.pkl,0.4277421832084656,0.04630695655941963,0.6720751523971558
13,CALCE_CX2_16.pkl,0.35756582021713257,0.050003305077552795,0.07604638487100601
13,CALCE_CX2_33.pkl,0.37143272161483765,0.035920802503824234,0.09252361953258514
13,CALCE_CX2_34.pkl,0.374343603849411,0.029649658128619194,0.0
13,CALCE_CX2_35.pkl,0.40307846665382385,0.03877968341112137,0.1558721363544464
13,CALCE_CX2_36.pkl,0.3687519133090973,0.024824868887662888,0.0
13,CALCE_CX2_38.pkl,0.3750646710395813,0.03349820151925087,0.6755578517913818
14,CALCE_CX2_16.pkl,0.3074769973754883,0.028371497988700867,0.07463234663009644
14,CALCE_CX2_33.pkl,0.3202042579650879,0.020949458703398705,0.0924304723739624
14,CALCE_CX2_34.pkl,0.31690120697021484,0.018065959215164185,0.0
14,CALCE_CX2_35.pkl,0.34590354561805725,0.022938726469874382,0.15355975925922394
14,CALCE_CX2_36.pkl,0.3154677152633667,0.01529325358569622,0.0
14,CALCE_CX2_38.pkl,0.32072916626930237,0.025839582085609436,0.6793774366378784
15,CALCE_CX2_16.pkl,0.2555636167526245,0.013502349145710468,0.07310449331998825
15,CALCE_CX2_33.pkl,0.2681758999824524,0.013200941495597363,0.09220320731401443
