horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
60,ok,,16,33,164.1951059235718,101.63933706606372,164.1951059235718,101.63933706606372,12.199551024281865,-31.15975786392228,0.8484848484848485,368.1460567658893
80,ok,,16,33,142.63162310747518,103.26467916347795,142.63162310747518,103.26467916347795,13.283116045548432,-38.08222045219574,0.7575757575757576,281.17406652125646
100,ok,,16,33,120.74759346404053,89.72627108894923,120.74759346404053,89.72627108894923,12.39219511102332,-36.50268181116374,0.696969696969697,240.77792405859554
120,ok,,16,33,121.8179484715091,88.59581045904368,121.8179484715091,88.59581045904368,11.983690878033936,-48.391037590083656,0.7272727272727273,205.48717076981757
140,ok,,16,33,111.25548926093985,77.98640516365597,111.25548926093985,77.98640516365597,10.87036335786855,-40.86744498735513,0.7575757575757576,195.99135329131065
160,ok,,16,33,102.34358042274413,72.23117516709469,102.34358042274413,72.23117516709469,10.898025374104584,-21.033297559843717,0.7272727272727273,189.9138964447661
180,ok,,16,33,81.04408829706645,61.961247344958146,81.04408829706645,61.961247344958146,10.1893619542001,-1.6286202338302749,0.7575757575757576,181.6223790234499
200,ok,,16,33,79.28748144795496,58.05791731092513,79.28748144795496,58.05791731092513,9.69465969375041,-11.857102092337573,0.6666666666666666,159.96491190179566
220,ok,,16,33,72.26134227413395,52.97901889382029,72.26134227413395,52.97901889382029,9.659946387839806,-8.889044355040001,0.7272727272727273,153.2891150163761
240,ok,,16,33,65.27925226463445,50.01165848719674,65.27925226463445,50.01165848719674,9.853623109027698,-15.791835392156234,0.7575757575757576,149.5412420502623
260,ok,,16,33,57.99229310400039,46.502127499871676,57.99229310400039,46.502127499871676,10.368582742663072,-10.350272270392297,0.7575757575757576,148.7856881412148
280,ok,,16,33,51.55758246663099,39.290769599981836,51.55758246663099,39.290769599981836,11.044763546138581,-7.443760325390463,0.7272727272727273,140.63921970830083
300,ok,,16,32,62.21446941602428,49.1728819347875,62.21446941602428,49.1728819347875,10.365585529829696,-14.28932289014255,0.65625,121.97375488904179
320,ok,,16,32,52.417520019106135,39.289181706502916,52.417520019106135,39.289181706502916,9.346964919975642,-5.277032311382792,0.6875,111.42224956084621
340,ok,,16,32,56.72747774168992,42.836883557473904,56.72747774168992,42.836883557473904,10.150716144418102,-16.538985787503208,0.65625,100.80860108111183
360,ok,,16,32,60.317894369811235,43.308016574078984,60.317894369811235,43.308016574078984,10.84452124799296,-12.00497799770789,0.6875,99.29628895771172
380,ok,,16,32,54.45590262429083,40.68067571701029,54.45590262429083,40.68067571701029,11.879720010910187,-4.118925698258437,0.625,96.5649465813706
400,ok,,16,32,53.374474566459654,40.128233990054774,53.374474566459654,40.128233990054774,13.389304601595429,-6.644646517118231,0.625,87.65915623265977
420,ok,,16,32,58.41038985580867,45.91962890824368,58.41038985580867,45.91962890824368,17.811757589945053,-16.37945801858504,0.46875,81.41265389813785
440,ok,,16,32,64.65825499018929,48.42047219337063,64.65825499018929,48.42047219337063,21.11582401786568,7.935640633681718,0.53125,85.17498082495307
460,ok,,16,32,64.08360836166764,46.592755840118386,64.08360836166764,46.592755840118386,73.32217730050677,2.126778810856491,0.5,82.21824695182309
480,ok,,16,28,81.24463161003602,56.272872062729846,81.24463161003602,56.272872062729846,34.33079162281099,13.4203129313307,0.42857142857142855,86.53823535190145
500,ok,,16,25,58.00621109157935,43.83850047685757,58.00621109157935,43.83850047685757,16.00598663207563,-16.10191047871238,0.48,88.31728426598252
520,ok,,16,24,54.13677350397899,46.43659048175031,54.13677350397899,46.43659048175031,15.28488105314156,0.6103548471831601,0.5416666666666666,91.97447954274564
540,ok,,16,24,57.21398509715647,44.83580196299437,57.21398509715647,44.83580196299437,16.57792249428694,-12.845020610612636,0.4583333333333333,87.14057770883967
560,ok,,16,24,64.49314518806138,48.80759816612541,64.49314518806138,48.80759816612541,19.632829801133624,-9.142266353719839,0.4583333333333333,87.52500066244905
580,ok,,16,24,59.43542798453803,46.351616321198605,59.43542798453803,46.351616321198605,24.01910261341551,-8.210165699160934,0.5,84.69120144081684
600,ok,,16,23,60.64303871340459,47.08391503580434,60.64303871340459,47.08391503580434,28.46563165658449,-8.914129580885163,0.4782608695652174,87.42274754008562
