fast_step,mae,rmse,r2,r2_nan_reason,max_absolute_error,final_cycle_absolute_error,pre_eol_mae,post_eol_mae,prediction_point_count,true_eol_cycle,predicted_eol_cycle_discrete,predicted_eol_cycle_interpolated,true_rul,predicted_rul,signed_rul_error,absolute_rul_error,relative_absolute_rul_error,crossing_found,adaptation_mode
1,0.026421848596133852,0.030928199950159795,0.8787739812751933,,0.06179748219736958,0.03469721491454536,0.03388658213924327,0.019169095315911922,972,579,430.0,429.96948845631493,479.0,330.0,-149.0,149.0,0.31106471816283926,True,fast_1
3,0.0311116733620754,0.035776106820049315,0.8377918351995735,,0.06801518055647016,0.012122134519800487,0.038367827188519964,0.024061576642264146,972,579,410.0,409.48549905838024,479.0,310.0,-169.0,169.0,0.35281837160751567,True,fast_3
5,0.04864018883648171,0.05120459066193579,0.6677198858868567,,0.08397569510191083,0.039477487252965626,0.04624640532202978,0.05096599472577678,972,579,379.0,378.8819923371646,479.0,279.0,-200.0,200.0,0.4175365344467641,True,fast_5
10,0.04312304529212305,0.06220310178391307,0.5096449677113545,,0.16621808523086679,0.16394184048293525,0.010653407298000126,0.07467062460081449,972,579,703.0,702.1060913705579,479.0,603.0,124.0,124.0,0.2588726513569937,True,fast_10
