step,loss,nll,kl,consistency_loss,consistency_weight,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
1,2.438584327697754,2.4385826587677,0.008640432730317116,0.0,0.0,0.0002,,True,260,"MATR_b2c4,MATR_b3c38,MATR_b3c35,MATR_b4c30,MATR_b1c25,MATR_b2c44,MATR_b2c38,MATR_b4c4,MATR_b3c44,MATR_b3c31,MATR_b2c17,MATR_b2c32,MATR_b2c0,MATR_b4c10","MATR_b3c36,MATR_b4c19,MATR_b4c3,MATR_b2c29,MATR_b3c3,MATR_b2c12,MATR_b2c18,MATR_b3c7",456.0,1834.0,,0.17607094021514058
2,0.8531910181045532,0.8531886339187622,0.005957801826298237,0.0,0.0,0.0004,3.1553521156311035,False,140,"MATR_b4c27,MATR_b2c24,MATR_b1c36,MATR_b3c26,MATR_b2c4,MATR_b1c20,MATR_b2c30,MATR_b3c19,MATR_b4c38,MATR_b4c4,MATR_b2c14,MATR_b1c5,MATR_b4c33","MATR_b4c34,MATR_b1c26,MATR_b2c10,MATR_b4c42,MATR_b3c11,MATR_b3c31,MATR_b2c32,MATR_b2c33",518.0,891.0,,0.30651468224823475
3,0.8771902322769165,0.8771787285804749,0.01913502998650074,0.0,0.0,0.0006,1.0268669128417969,False,160,"MATR_b4c32,MATR_b2c28,MATR_b4c44,MATR_b4c8,MATR_b1c5,MATR_b1c44,MATR_b2c25,MATR_b1c19,MATR_b1c32,MATR_b4c39,MATR_b2c11,MATR_b4c3,MATR_b2c29,MATR_b3c45,MATR_b4c25,MATR_b4c4","MATR_b4c13,MATR_b2c17,MATR_b3c22,MATR_b3c20,MATR_b1c43,MATR_b1c31,MATR_b3c39,MATR_b1c27",493.0,1154.0,,0.44786951830610633
4,0.9674940705299377,0.9674066305160522,0.10927161574363708,0.0,0.0,0.0008,3.472121477127075,False,220,"MATR_b1c18,MATR_b3c14,MATR_b2c28,MATR_b1c4,MATR_b3c44,MATR_b3c7,MATR_b2c27,MATR_b1c26","MATR_b1c43,MATR_b3c24,MATR_b2c4,MATR_b2c31,MATR_b1c44,MATR_b2c22,MATR_b1c31,MATR_b1c28",443.0,875.0,,0.5296446471475065
5,2.603276252746582,2.6030707359313965,0.2054876685142517,0.0,0.0,0.001,inf,True,300,"MATR_b2c39,MATR_b4c15,MATR_b3c9,MATR_b2c29,MATR_b1c32,MATR_b4c34,MATR_b1c26,MATR_b1c20","MATR_b2c19,MATR_b3c29,MATR_b4c26,MATR_b3c7,MATR_b3c39,MATR_b4c44,MATR_b4c35,MATR_b4c33",460.0,1834.0,,0.6103971372358501
6,2.7069430351257324,2.706929922103882,0.010959397070109844,0.0,0.0,0.0012,9.133405685424805,False,280,"MATR_b4c16,MATR_b3c13,MATR_b3c38,MATR_b2c30,MATR_b4c39,MATR_b1c9,MATR_b3c18,MATR_b1c29,MATR_b4c32","MATR_b3c45,MATR_b1c44,MATR_b3c14,MATR_b2c19,MATR_b4c22,MATR_b3c33,MATR_b3c26,MATR_b2c24",460.0,1799.0,,0.6914480472914875
7,0.8958218097686768,0.8958190083503723,0.0020111938938498497,0.0,0.0,0.0014,2.0167739391326904,False,220,"MATR_b4c35,MATR_b2c22,MATR_b1c16,MATR_b1c34,MATR_b4c26,MATR_b4c38,MATR_b1c35,MATR_b4c37,MATR_b2c14,MATR_b1c44,MATR_b3c3,MATR_b4c33,MATR_b1c25,MATR_b4c25","MATR_b2c43,MATR_b1c27,MATR_b3c14,MATR_b1c29,MATR_b3c29,MATR_b4c11,MATR_b2c10,MATR_b2c19",460.0,915.0,,0.7696621459908783
8,1.4029409885406494,1.4028913974761963,0.030971987172961235,0.0,0.0,0.0016,2.376739263534546,False,300,"MATR_b2c46,MATR_b4c30,MATR_b3c14,MATR_b3c34,MATR_b3c45,MATR_b2c4,MATR_b3c7,MATR_b4c37","MATR_b2c10,MATR_b4c25,MATR_b1c9,MATR_b3c39,MATR_b3c26,MATR_b4c33,MATR_b2c25,MATR_b3c1",453.0,1154.0,,0.8294992069713771
9,1.142541527748108,1.1422069072723389,0.18592742085456848,0.0,0.0,0.0018,1.9039089679718018,False,260,"MATR_b1c42,MATR_b4c15,MATR_b3c7,MATR_b2c38,MATR_b1c27,MATR_b3c44,MATR_b1c1,MATR_b1c14","MATR_b4c3,MATR_b2c12,MATR_b3c1,MATR_b4c25,MATR_b2c10,MATR_b3c3,MATR_b1c44,MATR_b1c25",453.0,1113.0,,0.885446242056787
10,1.3739542961120605,1.3738974332809448,0.028427070006728172,0.0,0.0,0.002,2.4990782737731934,False,100,"MATR_b4c5,MATR_b1c9,MATR_b1c18,MATR_b4c44,MATR_b2c29,MATR_b2c39,MATR_b4c30,MATR_b3c11,MATR_b3c26,MATR_b1c35","MATR_b1c25,MATR_b3c24,MATR_b2c4,MATR_b2c1,MATR_b3c18,MATR_b4c10,MATR_b4c37,MATR_b4c32",147.0,1143.0,,0.9235784132033587
11,0.7550463676452637,0.7549967765808105,0.022529009729623795,0.0,0.0,0.0022,1.7732179164886475,False,100,"MATR_b4c10,MATR_b3c31,MATR_b1c27,MATR_b4c39,MATR_b1c32,MATR_b1c18,MATR_b2c43,MATR_b1c36,MATR_b2c29,MATR_b2c10","MATR_b1c42,MATR_b3c14,MATR_b1c28,MATR_b4c42,MATR_b4c3,MATR_b4c27,MATR_b2c42,MATR_b3c29",465.0,858.0,,0.9605144001543522
12,0.8888905644416809,0.8888600468635559,0.012717307545244694,0.0,0.0,0.0024,1.6431101560592651,False,180,"MATR_b1c42,MATR_b2c12,MATR_b3c13,MATR_b4c44,MATR_b3c38,MATR_b2c4,MATR_b2c43,MATR_b2c38,MATR_b2c14,MATR_b2c33","MATR_b3c1,MATR_b1c43,MATR_b2c10,MATR_b1c17,MATR_b4c30,MATR_b3c20,MATR_b4c4,MATR_b2c46",428.0,1061.0,,1.0035875691100955
13,2.6823952198028564,2.6821999549865723,0.07507718354463577,0.0,0.0,0.0026,8.255842208862305,False,160,"MATR_b4c34,MATR_b1c1,MATR_b4c32,MATR_b4c22,MATR_b3c17,MATR_b3c24,MATR_b4c10,MATR_b4c16","MATR_b1c29,MATR_b1c9,MATR_b2c26,MATR_b2c32,MATR_b3c39,MATR_b2c39,MATR_b3c7,MATR_b3c19",458.0,1834.0,,1.0477480571717024
