iteration,weighted_meta_loss,ema_source_meta_loss,alpha_entropy,effective_sources,mmd_objective,rbf_sigma,qp_solver_status,learning_rate,elapsed_seconds,eta_seconds,iteration_seconds
1,0.31397348642349243,0.31397348642349243,0.42493587732315063,1.3247195482254028,0.00010094105669877784,0.028632706685294954,OSQP:optimal,0.001,11.374484200030565,11.374484200030565,11.372642500093207
2,0.2893400490283966,0.3134808176755905,0.42497435212135315,1.3246760368347168,9.992695774041493e-05,0.028633485600070403,OSQP:optimal,0.001,23.25619460013695,0.0,11.846625100122765
