step,support_loss,is_reported_step
1,0.0006889876094646752,True
2,0.0006036522099748254,False
3,0.0007795228157192469,True
4,0.0005479669198393822,False
5,0.0004178463132120669,True
6,0.000569784315302968,False
7,0.0006027580820955336,False
8,0.000617378274910152,False
9,0.000348212051903829,False
10,0.0005145869799889624,True
