step,support_loss
1,0.0008320381748490036
2,0.0001486150431446731
3,7.662977441214025e-05
4,0.00013542863598559052
5,0.000460170122096315
6,0.00013769725046586245
7,5.305717422743328e-05
8,0.00011232910037506372
9,0.0005178764695301652
10,5.6625223805895075e-05
11,0.00026837066980078816
12,9.761781257111579e-05
13,0.0006227413541637361
14,0.0005045204306952655
15,0.0003032941895071417
16,6.706954445689917e-05
17,0.0004709517234005034
18,0.0003704841365106404
19,0.00033988739596679807
20,0.0003173023578710854
21,0.0001347311626886949
22,6.061149906599894e-05
23,0.0001177961312350817
24,0.00010489213309483603
25,0.0003939162997994572
26,0.000521284993737936
27,0.0004406741645652801
