cell_id,current_cycle,beta,completed_through_cycle,history_cycles,q_cut,forecast_points,remaining_soh_mae,remaining_soh_rmse,common_horizon_start,common_horizon_soh_mae,common_horizon_soh_rmse,current_soh_absolute_error,mean_predicted_std
MATR_b1c14,130,0.5,129,129,0.7432032727272727,749,0.08010334811000544,0.11479042703549575,140,0.08114398679165459,0.11556387805318566,0.003298461437225342,0.0739031657576561
MATR_b1c14,135,0.5,134,134,0.7410840545454545,744,0.07396002177910138,0.10601694398531439,140,0.07443846973901834,0.10637465441655983,0.003276526927947998,0.07070538401603699
MATR_b1c14,140,0.5,139,139,0.7399287545454545,739,0.0667244909742043,0.09556623273850533,140,0.0667244909742043,0.09556623273850533,0.003260016441345215,0.06681132316589355
