method,adaptation_step,count,mae_cycles,median_absolute_error_cycles,rmse_cycles,mape_percent,mean_bias_cycles,within_10_percent_accuracy,within_15_percent_accuracy,r2,max_absolute_error_cycles,general_domain_accuracy,specific_domain_accuracy,general_representation_change,specific_representation_change,mean_absolute_specific_residual,y_general_mae_cycles
hybrid,0,24,377.3328399658203,208.48443603515625,503.03589079340793,24.26376221955907,-11.650436401367188,0.375,0.5,-0.15129516636664153,1045.7607421875,0.25,0.5,2.2351742678949907e-08,7.450580818968433e-09,4.655660808086395,374.9627227783203
hybrid,1,24,383.495854695638,218.65423583984375,516.9122390000504,24.654464160511992,-11.289087931315114,0.4166666666666667,0.5,-0.21568866351255989,1117.452880859375,0.25,0.5,2.2351742678949907e-08,0.00033287456881222934,5.003059506416321,381.2800750732422
hybrid,2,24,391.86004638671875,217.5301513671875,529.5618615268994,25.179913683628186,-9.483835856119791,0.4166666666666667,0.5,-0.2759161566737367,1187.38916015625,0.25,0.5,2.2351742678949907e-08,0.001139471940405144,5.259997129440308,389.50429280598956
hybrid,5,24,412.26397705078125,202.3719482421875,562.7902609123381,26.515111152478628,-5.516682942708333,0.2916666666666667,0.5416666666666666,-0.44105940211127237,1373.216064453125,0.25,0.5,2.2351742678949907e-08,0.005004334314435225,5.7120837569236755,408.7345886230469
hybrid,10,24,440.83824666341144,250.06793212890625,600.984899953518,28.362135400981934,-9.600779215494791,0.3333333333333333,0.5416666666666666,-0.6432962232574881,1547.0146484375,0.25,0.5,2.2351742678949907e-08,0.0116224860248621,6.070569097995758,436.772710164388
