epoch,train_mse,validation_mse,gradient_norm_max,learning_rate,elapsed_seconds
1,0.7209672013257858,0.47974273562431335,2.4545652866363525,0.001,0.21228798991069198
2,0.4587374803147803,0.24544568359851837,2.1113522052764893,0.001,0.24620759603567421
3,0.1810741192902352,0.009550375863909721,1.8365681171417236,0.001,0.2782566880341619
4,0.03069315497672756,0.0897926464676857,1.6571613550186157,0.001,0.3102567989844829
5,0.013292358317711079,0.0006645707180723548,1.2738615274429321,0.001,0.34115893789567053
6,0.011314412143143368,0.0018305815756320953,0.550808846950531,0.001,0.3733847220428288
7,0.005427821760835688,0.0058936323039233685,0.4631676971912384,0.001,0.40441408986225724
8,0.0023684971689328445,0.012594598345458508,0.2580324709415436,0.001,0.4355873779859394
9,0.0016481795915371503,0.0020043712574988604,0.23181293904781342,0.001,0.4665926708839834
10,0.0012274376709000905,0.00091653096023947,0.14596639573574066,0.001,0.49775466695427895
11,0.0009321284054827184,0.003804631531238556,0.09355829656124115,0.001,0.5285001620650291
12,0.0009081032286971064,0.004944785963743925,0.11557146906852722,0.001,0.5597325609996915
13,0.0007459093872435621,0.0026871373411267996,0.05144025385379791,0.001,0.5908090870361775
14,0.0007616200494290177,0.0031321123242378235,0.06051338464021683,0.001,0.6216002979781479
15,0.0007010945513006079,0.004408796783536673,0.0315561480820179,0.001,0.6529530929401517
16,0.0007016277008451026,0.0037448343355208635,0.030515970662236214,0.001,0.6839586950372905
17,0.000689287609951637,0.003282551420852542,0.03874647617340088,0.001,0.7151006539352238
18,0.0006794672409037123,0.003852125257253647,0.048835061490535736,0.001,0.7460935739800334
19,0.0006838976994550603,0.0041800267063081264,0.045961178839206696,0.001,0.7770658738445491
20,0.0006788272308041905,0.0034708534367382526,0.028210695832967758,0.001,0.8082858088891953
21,0.0006642923344727473,0.0040806191973388195,0.01465111505240202,0.001,0.839353749062866
22,0.000668584909997969,0.00408833846449852,0.028753723949193954,0.001,0.8703985658939928
23,0.0006641198536978411,0.0036546841729432344,0.03354882821440697,0.001,0.9013367020525038
24,0.0006672628960133068,0.004184686578810215,0.037076521664857864,0.001,0.932516872882843
25,0.0006565056079522997,0.0039055123925209045,0.03056802600622177,0.001,0.9636115729808807
26,0.000663865727484182,0.0038294666446745396,0.030293749645352364,0.001,0.9945716399233788
27,0.0006630423383658969,0.004240335430949926,0.033900123089551926,0.001,1.0257459699641913
28,0.0006541240755181025,0.003869900945574045,0.0414777472615242,0.001,1.0567353018559515
29,0.0006611951562684392,0.0039539518766105175,0.03198949992656708,0.001,1.0877897769678384
30,0.0006534260088763689,0.00429627625271678,0.0620640330016613,0.001,1.1187069739680737
31,0.0006527267234685284,0.00372178852558136,0.03407631069421768,0.001,1.1496065978426486
32,0.0006504867458439514,0.004270849749445915,0.03163420036435127,0.001,1.1797469959128648
33,0.0006544540647025753,0.003993712365627289,0.02932697907090187,0.001,1.21096619986929
34,0.0006509646557651973,0.004062601365149021,0.036252181977033615,0.001,1.2420997829176486
35,0.0006441928873794272,0.003967080265283585,0.026407694444060326,0.001,1.273155831033364
