method,count,mae_cycles,median_absolute_error_cycles,rmse_cycles,mape_percent,mean_bias_cycles,within_10_percent_accuracy,within_15_percent_accuracy,r2,max_absolute_error_cycles,deployment_step_selection,selected_step_distribution,mean_selected_adaptation_step,general_domain_accuracy,specific_domain_accuracy,general_representation_change,specific_representation_change,mean_absolute_specific_residual,y_general_mae_cycles
hybrid,24,388.86127217610675,298.79541015625,524.6861456102127,24.73434481029875,21.287562052408855,0.5,0.5,-0.2525294042128021,1051.620849609375,support_loo,"{""0"": 2, ""5"": 2}",2.5,0.25,0.125,1.4901161637936866e-08,0.0011328831703089988,13.990712642669678,384.4777119954427
