step,support_loss,is_reported_step
1,0.00027183914789929986,True
2,0.000247987627517432,False
3,0.00032209104392677546,True
4,0.00030272212461568415,False
5,0.00028815417317673564,True
6,0.00020464742556214333,False
7,0.00034238683292642236,False
8,0.0003065912169404328,False
9,0.000130238346173428,False
10,0.00017785631644073874,True
