horizon,status,reason,num_context_cells,num_test_cells,lifetime_rmse_cycles,lifetime_mae_cycles,rul_rmse_cycles,rul_mae_cycles,rul_mape_percent,rul_bias_cycles,rul_coverage,rul_mean_interval_width_cycles
60,ok,,12,34,245.13780175254664,154.18636881245587,245.13780175254664,154.18636881245587,18.714551640737593,-41.910365247342966,0.7941176470588235,406.7714431172257
80,ok,,12,34,215.94821260545748,158.09973820811962,215.94821260545748,158.09973820811962,23.34205349975981,83.15603982250883,0.7647058823529411,412.5768020730061
100,ok,,12,34,174.86390047463877,135.92053756876325,174.86390047463877,135.92053756876325,21.250168927320082,90.70192394628823,0.8235294117647058,405.71815929014764
120,ok,,12,34,152.67837580707462,116.53830424265021,152.67837580707462,116.53830424265021,19.155591277497006,71.44102861103933,0.7647058823529411,364.5449911752895
140,ok,,12,34,143.17494220832825,101.12459256478837,143.17494220832825,101.12459256478837,16.34764935422348,29.551142591528222,0.8235294117647058,327.6761018492602
160,ok,,12,34,159.80043663550248,102.09599444091421,159.80043663550248,102.09599444091421,15.5448615453087,-0.16823650339855542,0.7058823529411765,265.2757137283584
180,ok,,12,34,155.40316024472432,112.20770989464745,155.40316024472432,112.20770989464745,18.372528922576397,41.55020067962502,0.7647058823529411,280.32052449119374
200,ok,,12,34,141.11987265238352,104.86125865981968,141.11987265238352,104.86125865981968,18.08034889814577,37.32088637840951,0.7058823529411765,264.5244817791368
220,ok,,12,34,151.16803338784499,113.084834689074,151.16803338784499,113.084834689074,20.992803040083537,71.43664727294264,0.7352941176470589,277.8262310421672
240,ok,,12,34,121.11817673003294,91.26157448020648,121.11817673003294,91.26157448020648,16.873584393611573,24.086661139565965,0.7941176470588235,243.88075411325045
260,ok,,12,34,108.55991073820333,81.43789264847986,108.55991073820333,81.43789264847986,16.027653937287617,19.63124966565381,0.8823529411764706,241.76067378678854
280,ok,,12,34,102.72584447051567,76.61762071661418,102.72584447051567,76.61762071661418,16.72095972368986,16.658844416198352,0.8823529411764706,229.84393831295932
300,ok,,12,34,91.3013133483236,70.24395980323288,91.3013133483236,70.24395980323288,17.855341681537993,11.414780167172946,0.7941176470588235,199.8938439500676
320,ok,,12,34,94.51062373595029,73.36070891786733,94.51062373595029,73.36070891786733,26.447924375275484,17.188801029639396,0.7647058823529411,195.98885224698
340,ok,,12,33,83.8104391050708,64.13465498249846,83.8104391050708,64.13465498249846,15.17121134979227,14.289364195106124,0.7878787878787878,188.35313357647743
360,ok,,12,33,83.5108211211041,60.6035943574946,83.5108211211041,60.6035943574946,15.38953807846148,3.1727793911464706,0.7878787878787878,173.95821372713314
380,ok,,12,33,92.14573121949441,70.28134153641672,92.14573121949441,70.28134153641672,19.521148591362593,18.117900232075044,0.7272727272727273,173.98666941909136
400,ok,,12,33,87.71052791885701,64.21818331583844,87.71052791885701,64.21818331583844,20.919236757136563,13.614678894853279,0.696969696969697,166.59592600773294
420,ok,,12,33,83.77822898963247,58.60561671307956,83.77822898963247,58.60561671307956,28.64037080605366,5.385343103269246,0.7575757575757576,155.31980004330728
440,ok,,12,32,87.98704563515561,60.35266582729616,87.98704563515561,60.35266582729616,20.888834956563922,4.023044496567925,0.75,150.50598559832792
460,ok,,12,31,92.07697075024201,58.8376855661701,92.07697075024201,58.8376855661701,16.991618484411642,-8.819670346025667,0.7419354838709677,147.15269085426465
480,ok,,12,31,89.54958530922521,59.806201296065986,89.54958530922521,59.806201296065986,21.142936042197075,0.4789320564488292,0.7419354838709677,142.94075001413583
500,ok,,12,30,97.04887689297973,67.51469354231416,97.04887689297973,67.51469354231416,28.567543325333943,3.599520266777758,0.7,142.3414166614103
520,ok,,12,28,96.80126972373203,70.56986742305604,96.80126972373203,70.56986742305604,33.19832727739407,1.9098720046221689,0.6785714285714286,142.6176528884166
540,ok,,12,27,101.98582697930912,64.96841399359731,101.98582697930912,64.96841399359731,20.411450191821956,-21.059104544586067,0.5555555555555556,135.75658986120104
560,ok,,12,27,96.01271509439883,65.297234566696,96.01271509439883,65.297234566696,24.35621331142801,-6.764860954534866,0.6296296296296297,137.2743949837854
580,ok,,12,27,99.6513266348291,59.96849232022638,99.6513266348291,59.96849232022638,23.11407720255893,-26.304593377630653,0.6666666666666666,127.69878217798194
600,ok,,12,27,92.95480391620998,55.953302320688366,92.95480391620998,55.953302320688366,25.841613003441932,-26.971102476458913,0.7037037037037037,128.22439931617478
