candidate,best_source_meta_loss,mae,rmse,mae_percent,rmse_percent,r2,point_count,eol_threshold,current_cycle,actual_eol_cycle_last_hitting,predicted_eol_cycle_last_hitting,actual_rul,predicted_rul,rul_error_actual_minus_predicted,cell,mode,adaptation_best_step,adaptation_best_support_loss,oracle_query_selection,learning_rate,loss_reduction,sampling_mode,adaptation_selection_value,support_validation_mae_fraction,support_validation_mae_percent,query_used_for_gradient,query_used_for_checkpoint_selection,deployment_safe,checkpoint_selection
p0p7_ilr0p05,0.0021060316823422907,0.055604242455941,0.0858670398566895,5.560424245594102,8.58670398566895,0.771399966634925,1479,0.7,100,878,1046,778,946,-168,CALCE_CX2_38.pkl,fast_3_steps,3,0.0049206521362066,False,0.05,sample_balanced,random,,,,,,,
p0p7_ilr0p05,0.0021060316823422907,0.0791725294833538,0.1036277935263243,7.91725294833538,10.362779352632431,0.6670524612932385,1479,0.7,100,878,1128,778,1028,-250,CALCE_CX2_38.pkl,fast_5_steps,5,0.0045543038286268,False,0.05,sample_balanced,random,,,,,,,
p0p7_ilr0p05,0.0021060316823422907,0.0472609819377916,0.0800797094821463,4.726098193779161,8.00797094821463,0.8011762392003705,1479,0.7,100,878,1014,778,914,-136,CALCE_CX2_38.pkl,complete_paper_query_selected,1,,True,0.05,sample_balanced,random,0.0472609819377916,,,False,True,False,paper_query_early_stopping
p0p85_ilr0p005,0.0020649795653298495,0.0210284645618935,0.0279277594159155,2.1028464561893525,2.792775941591558,0.9011540811707224,972,0.7,100,882,1008,782,908,-126,CALCE_CX2_37.pkl,fast_0_steps,0,0.0056222700513899,False,0.005,sample_balanced,random,,,,,,,
p0p85_ilr0p005,0.0020649795653298495,0.0249322620230746,0.0321421562572804,2.4932262023074605,3.2142156257280443,0.8690707832816267,972,0.7,100,882,1027,782,927,-145,CALCE_CX2_37.pkl,fast_1_steps,1,0.0054028849117457,False,0.005,sample_balanced,random,,,,,,,
p0p85_ilr0p005,0.0020649795653298495,0.0304975167558099,0.0373402449523649,3.049751675580999,3.734024495236493,0.8232982385440063,972,0.7,100,882,1050,782,950,-168,CALCE_CX2_37.pkl,fast_3_steps,3,0.0052056605927646,False,0.005,sample_balanced,random,,,,,,,
p0p85_ilr0p005,0.0020649795653298495,0.036984135996962,0.0432025541663032,3.6984135996962015,4.320255416630322,0.7634595599800913,972,0.7,100,882,1072,782,972,-190,CALCE_CX2_37.pkl,fast_5_steps,5,0.0050569549202919,False,0.005,sample_balanced,random,,,,,,,
p0p85_ilr0p005,0.0020649795653298495,0.0210284645618935,0.0279277594159155,2.1028464561893525,2.792775941591558,0.9011540811707224,972,0.7,100,882,1008,782,908,-126,CALCE_CX2_37.pkl,complete_paper_query_selected,0,,True,0.005,sample_balanced,random,0.0210284645618935,,,False,True,False,paper_query_early_stopping
p0p85_ilr0p005,0.0020649795653298495,0.039888782831181,0.0669093911549399,3.9888782831181016,6.690939115493999,0.8611974443348805,1479,0.7,100,878,1008,778,908,-130,CALCE_CX2_38.pkl,fast_0_steps,0,0.0055600474588572,False,0.005,sample_balanced,random,,,,,,,
p0p85_ilr0p005,0.0020649795653298495,0.0443834580437084,0.0699699650684238,4.438345804370847,6.996996506842386,0.8482087907906861,1479,0.7,100,878,1026,778,926,-148,CALCE_CX2_38.pkl,fast_1_steps,1,0.0053742406889796,False,0.005,sample_balanced,random,,,,,,,
