history_length,run_dir,mae,rmse,mae_percent,rmse_percent,r2,point_count,eol_threshold,current_cycle,actual_eol_cycle_last_hitting,predicted_eol_cycle_last_hitting,actual_rul,predicted_rul,rul_error_actual_minus_predicted,cell,mode,adaptation_best_step,adaptation_best_support_loss,oracle_query_selection,learning_rate,loss_reduction,sampling_mode,adaptation_selection_value,support_validation_mae_fraction,support_validation_mae_percent,query_used_for_gradient,query_used_for_checkpoint_selection,deployment_safe,checkpoint_selection
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.440269763195897,0.449030829548998,44.02697631958971,44.9030829548998,-24.55282220790461,972,0.7,100,882,104,782,4,778,CALCE_CX2_37.pkl,fast_0_steps,0,0.2462107241153717,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.080685222224726,0.0926383386245922,8.068522222472602,9.26383386245922,-0.0875971709777769,972,0.7,100,882,1072,782,972,-190,CALCE_CX2_37.pkl,fast_1_steps,1,0.0211048349738121,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.0774598961808306,0.0961732965874145,7.745989618083067,9.617329658741454,-0.1721833798965133,972,0.7,100,882,1072,782,972,-190,CALCE_CX2_37.pkl,fast_3_steps,3,0.0107782110571861,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.1022860359293499,0.1294626030874419,10.228603592934991,12.946260308744192,-1.1241012951769127,972,0.7,100,882,1072,782,972,-190,CALCE_CX2_37.pkl,fast_5_steps,5,0.0077354535460472,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.0774598961808306,0.0961732965874145,7.745989618083067,9.617329658741454,-0.1721833798965133,972,0.7,100,882,1072,782,972,-190,CALCE_CX2_37.pkl,complete_paper_query_selected,3,,True,0.05,sample_balanced,random,0.0774598961808306,,,False,True,False,paper_query_early_stopping
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.3464643328891648,0.3809006363507162,34.646433288916484,38.09006363507162,-3.4982822567495457,1479,0.7,100,878,104,778,4,774,CALCE_CX2_38.pkl,fast_0_steps,0,0.2444502413272857,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.146225228899116,0.1900768673403521,14.6225228899116,19.007686734035207,-0.1201645851121826,1479,0.7,100,878,1579,778,1479,-701,CALCE_CX2_38.pkl,fast_1_steps,1,0.0213520303368568,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.1677705176214192,0.2282546511100955,16.77705176214192,22.82546511100956,-0.6153349070663423,1479,0.7,100,878,1579,778,1479,-701,CALCE_CX2_38.pkl,fast_3_steps,3,0.0108986236155033,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.2021982902446946,0.2663450587805761,20.219829024469465,26.634505878057613,-1.1994424096673546,1479,0.7,100,878,1579,778,1479,-701,CALCE_CX2_38.pkl,fast_5_steps,5,0.0078031402081251,False,0.05,sample_balanced,random,,,,,,,
100,/home/JunseoPark/바탕화면/battery_gru/outputs/paper_recursive_reproduction/20260813_214125_306691_all_L100_paper-rec_s42_c89dbcc12,0.146225228899116,0.1900768673403521,14.6225228899116,19.007686734035207,-0.1201645851121826,1479,0.7,100,878,1579,778,1479,-701,CALCE_CX2_38.pkl,complete_paper_query_selected,1,,True,0.05,sample_balanced,random,0.146225228899116,,,False,True,False,paper_query_early_stopping
