step,support_loss
1,0.13047489523887634
2,0.006047841627150774
3,0.0047624194994568825
4,0.00342646986246109
5,0.003583577461540699
6,0.0026752830017358065
7,0.002245054580271244
8,0.0022979234345257282
9,0.00343251321464777
10,0.003611369989812374
11,0.0032206475734710693
12,0.003192249918356538
13,0.002848239615559578
14,0.002766069257631898
15,0.0027188826352357864
16,0.0023057060316205025
17,0.0024421107955276966
18,0.0031954534351825714
19,0.002005938673391938
20,0.0022705888841301203
21,0.0028841535095125437
22,0.0018646222306415439
23,0.002056372817605734
24,0.001970556564629078
25,0.0024529430083930492
26,0.00176194217056036
27,0.002624651649966836
28,0.0018663257360458374
29,0.002335375640541315
30,0.002422912511974573
31,0.001885072560980916
32,0.0024366395082324743
33,0.0013951315777376294
34,0.002043002750724554
35,0.002056865021586418
36,0.0018050167709589005
37,0.002176901325583458
38,0.0017036654753610492
39,0.00167099479585886
40,0.0020083789713680744
41,0.0014844556571915746
42,0.0014690989628434181
43,0.0017596641555428505
44,0.0014096585800871253
45,0.0017999547999352217
46,0.0019216426881030202
47,0.0017705989303067327
48,0.00118062284309417
49,0.001099446788430214
50,0.001567219733260572
51,0.0016414059791713953
52,0.0015003252774477005
53,0.0017319000326097012
54,0.0015019566053524613
55,0.0018380407709628344
56,0.0015532737597823143
57,0.0011219026055186987
58,0.001467252499423921
59,0.001436967053450644
60,0.0013623260892927647
61,0.001587401027791202
62,0.0014293548883870244
63,0.0012022923910990357
64,0.0012858383124694228
65,0.00118179467972368
66,0.0013957255287095904
67,0.0012309664161875844
68,0.001020486350171268
69,0.0011095631634816527
70,0.0011162635637447238
71,0.0013555744662880898
72,0.0012317326618358493
73,0.0011347824474796653
74,0.0011626518098637462
75,0.001306903432123363
76,0.0010722419247031212
77,0.0011844374239444733
78,0.0009339803364127874
79,0.0009840538259595633
80,0.0008407512214034796
81,0.0012475880794227123
82,0.0007869844557717443
83,0.0009233509772457182
84,0.001049277139827609
85,0.0008144027087837458
86,0.0010330997174605727
87,0.0009473369573242962
88,0.0011600400321185589
89,0.0010732837254181504
90,0.0007853911374695599
91,0.0011631179368123412
92,0.0010773483663797379
93,0.0007912268047221005
94,0.0009548587840981781
95,0.0008873064070940018
96,0.0006529240636155009
97,0.0007629840401932597
98,0.0007995041669346392
99,0.0007539387443102896
100,0.0007351061794906855
101,0.0006774591747671366
102,0.0009098188602365553
103,0.0009503019973635674
104,0.0007831433322280645
105,0.0007222529384307563
106,0.0005783940432593226
107,0.0008085554582066834
108,0.0008057066588662565
109,0.0006332486518658698
110,0.0007323662866838276
111,0.0006911377422511578
112,0.000695663969963789
113,0.0006099859019741416
114,0.0006035512196831405
115,0.0005343233933672309
116,0.000747659825719893
117,0.0005953385261818767
118,0.0007166294963099062
119,0.0005939399125054479
120,0.0005550726782530546
121,0.0006077639409340918
122,0.0005251006805337965
123,0.0007027280516922474
124,0.0006488090730272233
125,0.0006798012182116508
126,0.0005570954526774585
127,0.0005657699075527489
128,0.0005254001007415354
129,0.000628556648734957
130,0.0005843726685270667
131,0.0005862476537004113
132,0.0005124390590935946
133,0.0005969894118607044
134,0.000593134667724371
135,0.0006487387581728399
136,0.0005815319600515068
137,0.0004972278838977218
138,0.0005953529034741223
139,0.0005410232115536928
140,0.0005841587553732097
141,0.0005229460657574236
142,0.000488172605400905
143,0.0006719908560626209
144,0.00048382632667198777
145,0.00041255351970903575
146,0.00046372448559850454
147,0.0004520729708019644
148,0.0004550419398583472
149,0.0005189896910451353
150,0.00045681759365834296
151,0.0004474105662666261
152,0.00042939133709296584
153,0.0005325642414391041
154,0.00039243404171429574
155,0.0004589510790538043
156,0.0005121938302181661
157,0.0004485365643631667
158,0.000495576357934624
159,0.0004723242891486734
160,0.0003277721116319299
161,0.0004220225673634559
162,0.0003450182266533375
163,0.0004887774703092873
164,0.0004409098473843187
165,0.0003625106764957309
166,0.00040982154314406216
167,0.0004432041896507144
168,0.0005443115951493382
169,0.0003449449432082474
170,0.000446988531621173
171,0.0005269648972898722
172,0.0003392292419448495
173,0.00034578554914332926
174,0.00036902748979628086
175,0.00039812197792343795
176,0.0005405786214396358
177,0.0004077157354913652
178,0.00032672114321030676
179,0.0003656327025964856
180,0.00032739125890657306
181,0.00033842126140370965
182,0.0003117227752227336
183,0.00038025109097361565
184,0.0003629642305895686
185,0.0004479623166844249
186,0.0002885154390241951
187,0.0003694932966027409
188,0.00030668886029161513
189,0.00026526747387833893
190,0.000285549700492993
191,0.00028225674759596586
192,0.00036475289380177855
193,0.0002966781903523952
194,0.000176726229256019
195,0.0003171149000991136
196,0.00032170224585570395
197,0.0003333726490382105
198,0.000330580398440361
199,0.0003923412587027997
200,0.0002582961751613766
