epoch,train_mse,validation_mse,gradient_norm_max,learning_rate,elapsed_seconds
1,0.7368273190194112,0.5185745358467102,2.490892171859741,0.001,0.2350816479884088
2,0.5050935266208063,0.3086152672767639,2.2347540855407715,0.001,0.2900973600335419
3,0.26246080149902157,0.07490213215351105,2.0070106983184814,0.001,0.3421987040201202
4,0.04062604976166611,0.11746860295534134,1.4167555570602417,0.001,0.395280848024413
5,0.04675688472879262,0.01658700220286846,1.860823154449463,0.001,0.4468565359711647
6,0.003732380382945201,0.004767253529280424,0.5478706955909729,0.001,0.49797068699263036
7,0.012980487117646662,0.0020696232095360756,0.5975955128669739,0.001,0.5500601390376687
8,0.0039062498892983135,0.004495565313845873,0.4344020485877991,0.001,0.6016540409764275
9,0.002477515014631251,0.01161976344883442,0.3160749077796936,0.001,0.6532221350353211
10,0.0017345538116460152,0.0033597545698285103,0.299873948097229,0.001,0.703840494970791
11,0.000864301611772207,0.0012905173934996128,0.1192585900425911,0.001,0.7554381239460781
12,0.0009763211578250709,0.0026240688748657703,0.14316673576831818,0.001,0.806533360038884
13,0.0005056088782441259,0.004494758788496256,0.060340702533721924,0.001,0.8576452969573438
14,0.0005866306026157654,0.0032142512500286102,0.0772010087966919,0.001,0.9087252550525591
15,0.00047228390312013704,0.0020424213726073503,0.02668541669845581,0.001,0.9598334049805999
16,0.0005111040776392639,0.002533931052312255,0.05804402753710747,0.001,1.0109180710278451
17,0.00045137438691718264,0.0033832876943051815,0.016685834154486656,0.001,1.0610094140283763
18,0.00047500268056234517,0.0034307176247239113,0.047479115426540375,0.001,1.112102415994741
19,0.00045251298857927093,0.002736575435847044,0.026677126064896584,0.001,1.1637383550405502
20,0.0004629905012784743,0.0026538968086242676,0.03926178440451622,0.001,1.2153208459494635
21,0.0004560713010962961,0.00304185738787055,0.10624509304761887,0.001,1.2663925579981878
22,0.0004488915045020039,0.002829526551067829,0.08524166792631149,0.001,1.3175078630447388
23,0.00044575638899813904,0.0031810076907277107,0.02548014558851719,0.001,1.3686007560463622
24,0.0004544676102246472,0.0030905434396117926,0.04561866447329521,0.001,1.4196791109861806
25,0.0004451629288631714,0.00282554654404521,0.036442480981349945,0.001,1.4708071999484673
26,0.0004509877669910666,0.0029452245216816664,0.06750816106796265,0.001,1.521911232965067
27,0.0004484755155970371,0.0027356164064258337,0.01330858189612627,0.001,1.5730231009656563
28,0.000448731668764851,0.0029105639550834894,0.03458256274461746,0.001,1.624093180987984
29,0.00044628052773708305,0.002976227318868041,0.05042407661676407,0.001,1.6756719159893692
30,0.0004523580821025317,0.0032223640009760857,0.029116466641426086,0.001,1.7272700170287862
31,0.0004431599054051323,0.0026658724527806044,0.07957205921411514,0.001,1.7783955100458115
32,0.00046316234314917057,0.002458942122757435,0.03267406299710274,0.001,1.8299959549913183
33,0.0004536453448807352,0.0031567078549414873,0.046736858785152435,0.001,1.8815657430095598
34,0.00046356933647081073,0.0034537555184215307,0.04752427339553833,0.001,1.9331889000022784
35,0.00044878219372872837,0.002735511399805546,0.044368863105773926,0.001,1.9852936109527946
36,0.0004642160541157987,0.0024274520110338926,0.04688465595245361,0.001,2.0373972499510273
37,0.0004569994060014106,0.0031070788390934467,0.03913350775837898,0.001,2.089425318990834
38,0.00045098032105279846,0.003079451620578766,0.024631859734654427,0.001,2.1410966760013252
39,0.00045269247975794635,0.0026216136757284403,0.031040512025356293,0.001,2.192237306968309
40,0.00044537394984619567,0.0031914161518216133,0.1090482696890831,0.001,2.2438230339903384
41,0.0004857639868549454,0.0036122577730566263,0.06489580869674683,0.001,2.294364484027028
