source_run,cell,mode,learning_rate,loss_reduction,sampling_mode,best_step,mae_percent,rmse_percent,r2,predicted_eol,predicted_rul
20260805_173711_512767_all_L500_seed42,CALCE_CX2_37.pkl,fast_0_steps,0.05,point_balanced,random,0,57.71147235096111,57.99303794521998,-86.91489961445669,500,0
20260805_173711_512767_all_L500_seed42,CALCE_CX2_37.pkl,fast_1_steps,0.05,point_balanced,random,1,1.7808630474003904,2.1838333428366257,0.8753335047938602,954,454
20260805_173711_512767_all_L500_seed42,CALCE_CX2_37.pkl,fast_3_steps,0.05,point_balanced,random,3,6.6267994352176185,7.17015862802074,-0.34390414296339067,1072,572
20260805_173711_512767_all_L500_seed42,CALCE_CX2_37.pkl,fast_5_steps,0.05,point_balanced,random,5,7.892771391770778,8.410773013189681,-0.84919448795189,1072,572
20260805_173711_512767_all_L500_seed42,CALCE_CX2_37.pkl,complete,0.05,point_balanced,random,197,12.897095098114233,13.821357602844417,-3.993581846858773,1072,572
